SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,pot_num,BH455_leaf,BH455_BLOCK,BH455_VINE,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1567784287,0,20190906 10:38:07,10:38:07,,1,B2_R1,5,1567784279,0.004592436,15.19011126,379.6357097,243.5964729,24.65157744,38.41853284,0.20378589,2.275967898,0.194164454,0.122179369,297.3804011,32.64732062,31.67638065,4.688312088,49.96395408,2.378307741,4.760047087,2.310004347,-202.5264184,32.87304823,3.269446261,130.9964771,-0.041886527,0.047021296,3.50175509,31,6,1,0,52545.6847,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3604-20190906-10_38_17,1188.172308,1463.09,0.187902106,0.5,1517.374315,15.19011126,142.5589147,1,0.010316561,2.431026116,-,0,1463.09,0.187902106,0.708542003,0.417536161,0.843798051,1799.987097,1517.374315,0.842991774,0.195983547,6,0.5,0: Broadleaf,1567784279,379.6357097,399.9572581,23.50143226,18.1196871,499.9687097,100.9984194,0.199997613,31.94429032,31.67638065,999.9,0,0,10001.28484,0,0.00191117,1799.987097,0.899997387,0.100002742,0,1189.346774,4.99961,21140.45806,14834.51613,43.76396774,45.24790323,44.34451613,44.34858065,45.40693548,1615.482581,179.5051613,0,2825,1188.172308,-155.1904273,-2745.459829,21119.58077,15,1567783871,10:31:11,3,4.366,0.258,394,22,0.33,0.22,-20.29245366,-0.69529547,0.071972153,1,1196.216471,-159.5807299,15.68686616,0,5.389811707,0.006285784,0.028468463,1,2,3,2/3,1.88751,1.89331,1.89117,1.89117,1.88812,1.89087,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.366,0.258,2,470.575,1225.27,31.0103,31.4038,30.0004,31.3609,31.2934,29.9454,35.3681,41.7761,-999.9,400,18.1971,101.116,100.181
2,1567784419,131.5,20190906 10:40:18,10:40:18,,2,B2_R1,5,1567784411,0.008139743,22.22949913,369.6069032,262.9967942,26.61686156,37.4064475,0.40345319,2.275835489,0.367521397,0.232661941,297.3789167,31.86518843,31.29638065,4.588179055,49.85652454,2.424356833,4.862667134,2.163822222,-358.9626702,125.7768582,12.50994545,76.7030501,-0.041882925,0.047017252,3.501517261,0,0,1,0,52476.59987,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3605-20190906-10_40_29,911.3860385,1375.02,0.337183431,0.5,1517.368898,22.22949913,255.8158257,1,0.014955805,2.650783261,-,0,1375.02,0.337183431,0.726086177,0.81288171,0.864691294,1799.980968,1517.368898,0.842991634,0.195983269,6,0.5,0: Broadleaf,1567784411,369.6069032,399.8927742,23.95466774,14.42087419,499.9956129,101.0060323,0.199998194,32.3215,31.29638065,999.9,0,0,9999.670968,0,0.00191117,1799.980968,0.900000161,0.099999861,0,912.3000645,4.99961,16088.9129,14834.47419,44.64293548,45.95535484,45.26387097,45.163,46.20535484,1615.484839,179.496129,0,131,911.3860385,-75.20482056,-1336.218804,16072.13846,15,1567783871,10:31:11,3,4.366,0.258,394,22,0.33,0.22,-30.27055366,-0.185197213,0.033475277,1,916.2020294,-79.82219314,7.855377347,0,9.551731707,-0.351280348,0.03975511,0,1,3,1/3,1.88753,1.89331,1.8912,1.89118,1.88814,1.8909,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.366,0.258,2,509.388,1218.11,31.3465,31.5668,30.0009,31.4961,31.4248,29.8781,45.9099,35.3028,-999.9,400,14.5117,101.088,100.153
3,1567784576,289,20190906 10:42:56,10:42:56,,3,B2_R1,5,1567784568,0.007127913,17.71937501,375.2251935,264.4406971,26.76534993,37.97839636,0.307289806,2.276788775,0.285968837,0.1805227,297.3812468,33.09459041,32.68174839,4.962465131,49.52267524,2.53304792,5.114925453,2.429417211,-314.3409603,66.08142628,6.643906813,55.76561958,-0.041908864,0.047046371,3.503229656,41,8,1,0,52353.8748,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3606-20190906-10_43_06,1424.539615,5947.57,0.760483758,0.5,1517.384266,17.71937501,576.9730444,1,0.011983352,-0.155974625,-,0,5947.57,0.760483758,-0.184798502,0.879469354,-0.220075331,1799.999677,1517.384266,0.84299141,0.19598282,6,0.5,0: Broadleaf,1567784568,375.2251935,399.6984516,25.02642258,16.6868129,499.9893548,101.0149677,0.199974677,33.22010645,32.68174839,999.9,0,0,10004.97903,0,0.00191117,1799.999677,0.900008484,0.099991258,0,1426.077097,4.99961,25657.11935,14834.67742,45.79806452,47.19332258,46.42706452,46.33445161,47.38490323,1615.515161,179.4845161,0,156.5999999,1424.539615,-271.9066669,-4892.362397,25629.23077,15,1567783871,10:31:11,3,4.366,0.258,394,22,0.33,0.22,-24.40417561,-1.425112892,0.148098303,0,1438.868824,-284.8435021,27.82370728,0,8.353602195,-0.130300139,0.032579417,0,0,3,0/3,1.88757,1.89333,1.89124,1.89121,1.88814,1.89093,1.88402,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.366,0.258,2,458.081,1215.06,32.0163,31.8593,30.0008,31.7206,31.6332,29.9284,37.0497,36.4732,-999.9,400,16.9463,101.05,100.115
4,1567784782,494.5,20190906 10:46:21,10:46:21,,1,B2_R1,3,1567784774,0.004436394,12.89037403,382.1833226,253.4869506,25.65779181,38.6843587,0.18462866,2.275760044,0.176692609,0.111117476,297.3815956,34.34617004,33.01513871,5.05640598,49.99569743,2.611251671,5.222952784,2.445154309,-195.6449853,70.92001755,7.158345202,179.814973,-0.041880872,0.047014948,3.501381751,5,1,1,0,52256.76491,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3607-20190906-10_46_32,1426.306923,1658.39,0.139944812,0.5,1517.381284,12.89037403,106.1748193,1,0.008800918,2.026971943,-,0,1658.39,0.139944812,0.669636845,0.27184648,0.797466153,1799.995484,1517.381284,0.842991717,0.195983435,6,0.5,0: Broadleaf,1567784774,382.1833226,399.6863871,25.79794194,20.61160968,500.0000968,101.0193871,0.199992226,33.59317742,33.01513871,999.9,0,0,9997.859032,0,0.00191117,1799.995484,0.89999771,0.10000229,0,1428.770968,4.99961,25710.53871,14834.59032,46.83232258,48.11890323,47.437,47.19106452,48.403,1615.493226,179.5025806,0,204.8000002,1426.306923,-324.9511111,-5824.143589,25666.44615,15,1567783871,10:31:11,3,4.366,0.258,394,22,0.33,0.22,-17.44561951,-1.248043902,0.13012008,0,1446.557059,-337.4776362,33.07654941,0,5.19789122,-0.148627735,0.023112649,0,0,3,0/3,1.88757,1.89332,1.89124,1.89119,1.88814,1.89091,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.366,0.258,2,501.332,1219.73,32.4752,32.0459,30.0009,31.9034,31.8145,29.9993,31.0471,48.5211,-999.9,400,20.6931,101.023,100.08
5,1567784923,635.5,20190906 10:48:42,10:48:42,,2,B2_R1,3,1567784915,0.00444641,11.86925002,383.4226452,249.5174628,25.2584522,38.81356617,0.164061687,2.27594728,0.157763316,0.09914781,297.3775989,34.82307486,34.10974516,5.375805055,49.12651483,2.63565364,5.365032812,2.740151415,-196.0866718,-4.415252265,-0.44906478,96.42661008,-0.041885966,0.047020666,3.501718056,15,3,1,0,52181.27509,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3608-20190906-10_48_53,1266.640385,1443.53,0.122539618,0.5,1517.363082,11.86925002,92.96854653,1,0.008128064,2.47751692,-,0,1443.53,0.122539618,0.712438495,0.276879555,0.848438358,1799.974194,1517.363082,0.842991576,0.195983152,6,0.5,0: Broadleaf,1567784915,383.4226452,399.7116774,26.03649677,20.83969355,499.9967097,101.0292258,0.199970387,34.07376129,34.10974516,999.9,0,0,9998.10129,0,0.00191117,1799.974194,0.900002935,0.099996977,0,1267.748065,4.99961,23121.62258,14834.42903,47.395,48.66906452,48.012,47.83232258,48.9613871,1615.482258,179.4919355,0,140,1266.640385,-269.3760686,-4923.521371,23101.75385,15,1567783871,10:31:11,3,4.366,0.258,394,22,0.33,0.22,-16.20505366,-1.525043206,0.156245923,0,1280.961765,-282.8140528,27.73790128,0,5.242012927,-0.630493171,0.081852201,0,0,3,0/3,1.88766,1.89342,1.89133,1.89121,1.88826,1.89101,1.88407,1.89096,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.366,0.258,2,489.74,1216.96,32.801,32.3732,30.0009,32.1957,32.0946,30.0561,29.5787,48.1876,-999.9,400,21.1223,100.977,100.017
6,1567785037,749.5,20190906 10:50:36,10:50:36,,3,B2_R1,3,1567785029,0.006497801,16.4855633,377.1247097,261.7637022,26.4980588,38.17592985,0.272000893,2.276911323,0.255152575,0.16089707,297.3786948,34.18419661,33.42496452,5.174001458,50.17159414,2.696285381,5.374127387,2.477716076,-286.5530194,83.37135525,8.448858121,102.6458888,-0.041912199,0.047050116,3.50344981,19,4,1,0,52207.44762,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3609-20190906-10_50_47,1226.441923,1539.8,0.2035057,0.5,1517.367075,16.4855633,154.3964244,1,0.011170361,2.260098714,-,0,1539.8,0.2035057,0.693260822,0.42625722,0.825599793,1799.97871,1517.367075,0.842991679,0.195983358,6,0.5,0: Broadleaf,1567785029,377.1247097,399.8471613,26.63552258,19.04611613,500.0176452,101.0289355,0.199991903,34.10414516,33.42496452,999.9,0,0,10004.39194,0,0.00191117,1799.97871,0.899999871,0.100000297,0,1230.126452,4.99961,22011.45161,14834.46774,47.687,49.04,48.375,48.062,49.302,1615.48129,179.4987097,0,113.4000001,1226.441923,-294.943248,-5293.702568,21945.52308,15,1567783871,10:31:11,3,4.366,0.258,394,22,0.33,0.22,-22.59246098,-2.443720557,0.244735615,0,1245.554706,-316.354598,31.12733027,0,7.591013415,-0.019585505,0.009315768,1,1,3,1/3,1.88761,1.89332,1.8913,1.89119,1.88814,1.89097,1.88404,1.89088,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.366,0.258,2,484.662,1212.94,32.9891,32.5611,30.0007,32.3851,32.2752,30.036,36.3301,46.6724,-999.9,400,19.0912,100.953,99.9819
7,1567785183,895.5,20190906 10:53:02,10:53:02,,1,B2_R1,1,1567785175,0.005146911,15.38147756,379.0544516,250.341129,25.34108948,38.37025428,0.221067064,2.276001049,0.209793279,0.132085776,297.3778256,34.6526449,33.04655806,5.065338404,49.73391406,2.676900958,5.382445779,2.388437446,-226.9787844,133.1751498,13.47826459,217.0524556,-0.041887429,0.047022308,3.501814636,27,5,1,0,52173.08308,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3610-20190906-10_53_13,1170.724231,1548.59,0.244006334,0.5,1517.362715,15.38147756,185.1230569,1,0.010442758,2.241593966,-,0,1548.59,0.244006334,0.691509791,0.507932938,0.823514501,1799.973548,1517.362715,0.842991674,0.195983348,6,0.5,0: Broadleaf,1567785175,379.0544516,399.854129,26.44473548,20.43155484,499.9819032,101.0262581,0.199975032,34.13189677,33.04655806,999.9,0,0,9998.744194,0,0.00191117,1799.973548,0.899999387,0.100000303,0,1171.419032,4.99961,20731.17419,14834.42258,47.937,49.266,48.625,48.21951613,49.47764516,1615.475484,179.4977419,0,145.2,1170.724231,-117.8793163,-2064.649574,20718.80769,15,1567783871,10:31:11,3,4.366,0.258,394,22,0.33,0.22,-20.77921951,-0.3732,0.043263713,1,1176.717647,-119.4921748,11.71285921,0,6.028766829,-0.386209338,0.04258425,0,1,3,1/3,1.88759,1.89337,1.89123,1.89123,1.88814,1.89095,1.88402,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.366,0.258,2,474.776,1215.04,33.0581,32.719,30.0005,32.5588,32.4552,30.1062,30.3161,47.5081,-999.9,400,20.646,100.927,99.9595
8,1567785325,1037.5,20190906 10:55:24,10:55:24,,2,B2_R1,1,1567785317,0.005053525,14.78395509,379.7443548,240.4987038,24.34424534,38.43924975,0.19553742,2.275844542,0.186660411,0.117426734,297.3805766,35.25572321,34.15488065,5.38934354,49.65513382,2.759172797,5.556671757,2.630170743,-222.8604562,67.46541299,6.884748512,148.8702819,-0.041883171,0.047017528,3.501533521,29,6,1,0,52070.82955,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3611-20190906-10_55_35,1382.876154,1666.34,0.17011165,0.5,1517.376601,14.78395509,129.0617183,1,0.010048876,2.012530456,-,0,1666.34,0.17011165,0.668053148,0.328967079,0.795580139,1799.99,1517.376601,0.842991684,0.195983368,6,0.5,0: Broadleaf,1567785317,379.7443548,399.7876452,27.25808387,21.35924516,500.0078065,101.0240323,0.199986645,34.70474194,34.15488065,999.9,0,0,9997.948065,0,0.00191117,1799.99,0.899999774,0.100000181,0,1384.371935,4.99961,25274.92903,14834.55806,48.37093548,49.667,49.012,48.772,49.885,1615.49,179.5,0,141,1382.876154,-365.3600002,-6683.606842,25247.98846,15,1567783871,10:31:11,3,4.366,0.258,394,22,0.33,0.22,-20.02290488,-0.463956794,0.055249606,1,1402.112353,-380.5163941,37.31076458,0,5.926361463,-0.394363066,0.053454591,0,1,3,1/3,1.88758,1.89334,1.89128,1.89125,1.88814,1.89096,1.88406,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.366,0.258,2,472.784,1213.2,33.4313,32.9736,30.001,32.7996,32.7038,30.146,28.4476,49.8407,-999.9,400,21.4826,100.892,99.9089
9,1567785420,1133,20190906 10:57:00,10:57:00,,3,B2_R1,1,1567785412,0.004915505,14.22744133,380.7785161,249.0483942,25.21243367,38.54814287,0.199569323,2.277652129,0.190338719,0.119755449,297.3774459,35.36792499,33.87614516,5.306207788,50.13705402,2.796433547,5.577578503,2.509774241,-216.7737561,110.0571896,11.21072771,201.8716071,-0.041932365,0.047072754,3.50478076,11,2,1,0,52118.25393,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3612-20190906-10_57_10,1207.606923,1477.77,0.182818082,0.5,1517.359346,14.22744133,138.7003626,1,0.009682226,2.396942691,-,0,1477.77,0.182818082,0.705617642,0.401366336,0.840315449,1799.969355,1517.359346,0.842991767,0.195983533,6,0.5,0: Broadleaf,1567785412,380.7785161,400.0981935,27.62316774,21.88729677,499.9822581,101.035129,0.199949194,34.77242903,33.87614516,999.9,0,0,10008.59194,0,0.00191117,1799.969355,0.899996968,0.100002942,0,1210.407419,4.99961,21909.36452,14834.37419,48.683,50.048,49.312,49.125,50.22358065,1615.466452,179.5029032,0,95,1207.606923,-259.5473505,-4667.935043,21858.92692,15,1567783871,10:31:11,3,4.366,0.258,394,22,0.33,0.22,-19.22620244,-1.797940767,0.188063814,0,1221.536765,-273.9626055,26.94978028,0,5.710599024,0.482067805,0.05188514,0,0,3,0/3,1.88764,1.89346,1.89132,1.89129,1.88821,1.89102,1.88412,1.89095,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.366,0.258,2,494.261,1212.37,33.649,33.1766,30.0007,32.996,32.8855,30.205,26.0816,48.3422,-999.9,400,21.8612,100.869,99.8783
10,1567785697,1409.5,20190906 11:01:36,11:01:36,,1,B1_R2,6,1567785689,0.008445884,19.97198315,372.1676129,264.6085162,26.79298513,37.68390172,0.362488742,2.275975975,0.333201355,0.210684661,297.3846886,34.31827598,33.71770968,5.259451716,49.83098342,2.794946962,5.60885371,2.464504754,-372.463488,141.7905589,14.44977057,81.16153002,-0.041886747,0.047021543,3.501769598,0,0,1,0,52047.24161,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3613-20190906-11_01_47,1185.267308,1619.51,0.268132146,0.5,1517.398762,19.97198315,203.4316935,1,0.013467757,2.09964125,-,0,1619.51,0.268132146,0.67738202,0.532912207,0.80668983,1800.016452,1517.398762,0.842991608,0.195983215,6,0.5,0: Broadleaf,1567785689,372.1676129,399.9062258,27.603,17.74759355,499.9947419,101.0551613,0.200027,34.87327419,33.71770968,999.9,0,0,9995.721613,0,0.00191117,1800.016452,0.900001774,0.099998226,0,1187.005161,4.99961,21601.48387,14834.77742,49.125,50.008,49.754,49.187,50.625,1615.518387,179.4980645,0,275.8,1185.267308,-188.4728202,-3494.041021,21569.20385,15,1567783871,10:31:11,3,4.366,0.258,394,22,0.33,0.22,-27.7234561,-0.360965854,0.045340721,1,1197.046176,-196.0526049,19.27019811,0,9.877602439,-0.410029338,0.041968381,0,1,3,1/3,1.88763,1.89341,1.89133,1.89123,1.88814,1.89101,1.88407,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.366,0.258,2,507.364,1206.76,33.7792,33.3238,30.0005,33.1941,33.0989,30.1296,44.9061,55.3954,-999.9,400,17.9002,100.831,99.8515
