SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH_Leaf,BH_Vine,BH_Block,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1565951909,0,20190816 03:38:29,5:38:29,1,6,B2_R2,1565951901,0.001303279,2.809498051,395.9997742,313.536188,31.69010601,40.02496459,0.06433585,2.273653287,0.063341352,0.039676416,0.001994533,26.23739564,25.49670968,3.275065875,35.38704301,1.241905978,3.50949351,2.033159897,-57.47458326,143.2966962,13.47696998,99.3010775,-0.041823583,0.046950636,3.497598474,54,11,1,0,53391.48819,MPF-3159-20190816-03_38_33,855.8784615,4492.06,3636.181538,0.809468604,2.809498051,-,0,0,#DIV/0!,0.5,0.020996724,2.809498051,#DIV/0!,#DIV/0!,1.13E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.235378364,3159,300,300,300,10220.6,4394.91,-0.00850257,-54.0464,0.0499961,0.020996724,0.41996724,0.09499259,6,0.5,0: Broadleaf,1565951901,395.9997742,399.9904516,12.28719355,10.74249032,500.0047419,100.8731935,0.200007,26.66574194,25.49670968,999.9,0,0,9998.652903,0,0.00191117,0.0499961,0,0,0,856.3593548,0.0499961,-11.69483871,-1.848387097,34.437,38.383,36.683,38.23983871,37.179,0,0,0,1565951913,855.8784615,3.273162337,6.941538385,-11.09230769,15,0,--:--:--,0,6.072,0.151,0,0,0,0,-3.96678878,-0.621045575,0.075006976,1,857.17,0,0,0,1.539725122,0.118687526,0.011720076,0,1,3,3-Jan,100,100,6.072,0.151,2,439.381,486.753,26.4847,26.8128,29.9991,27.0924,27.1101,18.9185,0,100,-999.9,400,37.5988,101.731,100.993
2,1565952134,225,20190816 03:42:14,5:42:14,1,4,B2_R2,1565952126,0.00049234,3.255764296,395.8608387,166.1022397,16.78581161,40.00455066,0.023753351,2.27410586,0.023616372,0.014772474,0.001994533,25.86258406,25.06266452,3.19157628,33.43575613,1.12984224,3.37914368,2.061734039,-21.71220561,117.9166323,11.02807822,107.2344994,-0.041835886,0.046964447,3.498411075,22,4,1,0,53520.73867,MPF-3160-20190816-03_42_18,783.5426923,4803.97,4020.427308,0.836896839,3.255764296,-,0,0,#DIV/0!,0.5,0.020996724,3.255764296,#DIV/0!,#DIV/0!,2.00E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.194890402,3160,300,300,300,10274.1,4790.48,-0.00854706,-31.3506,0.0499961,0.020996724,0.41996724,0.09499259,6,0.5,0: Broadleaf,1565952126,395.8608387,400.0016129,11.18023548,10.59603548,500.0025161,100.857129,0.199976774,26.02445161,25.06266452,999.9,0,0,10003.1871,0,0.00191117,0.0499961,0,0,0,783.5109677,0.0499961,-10.63387097,-1.809354839,34.375,38.282,36.629,38.282,37.062,0,0,0,223.8,783.5426923,-8.293675116,0.303589716,-10.66384615,15,0,--:--:--,0,6.072,0.151,0,0,0,0,-4.130497805,-0.234877631,0.038714742,1,783.4,0,0,0,0.586194756,-0.041794537,0.004219631,1,2,3,3-Feb,100,100,6.072,0.151,2,477.679,485.62,25.8055,26.2296,29.9995,26.4678,26.4779,18.9443,0,100,-999.9,400,37.5988,101.767,101.05
3,1565952338,429,20190816 03:45:38,5:45:38,1,1,B2_R2,1565952330,0.000265955,3.137271527,396.0905161,13.20834005,1.334959808,40.03265493,0.013374888,2.273477358,0.013331328,0.008335982,0.001994533,25.18381232,24.37520323,3.063145345,33.67687626,1.08826053,3.231477057,1.974884815,-11.7285947,109.8352984,10.20092005,108.3096183,-0.041818802,0.046945268,3.497282609,5,1,1,0,53635.13054,MPF-3161-20190816-03_45_42,753.5934615,4541.44,3787.846538,0.834062883,3.137271527,-,0,0,#DIV/0!,0.5,0.020996724,3.137271527,#DIV/0!,#DIV/0!,4.82E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.198950368,3161,300,300,300,10312.3,4510.59,-0.00857911,-38.5044,0.0499961,0.020996724,0.41996724,0.09499259,6,0.5,0: Broadleaf,1565952330,396.0905161,399.9815806,10.76745161,10.45174839,500.0092258,100.8694839,0.199977032,25.27132258,24.37520323,999.9,0,0,9997.877419,0,0.00191117,0.0499961,0,0,0,753.5970968,0.0499961,-11.21129032,-1.824193548,34.19106452,37.933,36.437,37.94309677,36.812,0,0,0,202.8,753.5934615,-1.08205133,5.308376206,-11.345,15,0,--:--:--,0,6.072,0.151,0,0,0,0,-3.838563902,-1.067314913,0.111871681,0,751.42,0,0,0,0.319032317,-0.074479087,0.007394035,1,1,3,3-Jan,100,100,6.072,0.151,2,497.391,487.155,25.0617,25.7406,29.9994,25.9655,25.9725,18.9712,0,100,-999.9,400,37.5988,101.797,101.103
4,1565952764,855,20190816 03:52:44,5:52:44,1,6,B3_R2,1565952756,0.000416598,2.950078616,396.4553548,222.4554454,22.48520833,40.07265919,0.028481183,2.274704599,0.028284545,0.017695394,0.001994533,24.92210126,24.3064129,3.050546201,50.01763917,1.596016348,3.190906998,1.454529853,-18.37195585,92.31047317,8.556556208,82.49706806,-0.041852165,0.046982722,3.499486221,2,0,1,0,53714.55328,MPF-3162-20190816-03_52_48,842.865,4501.19,3658.325,0.812746185,2.950078616,-,0,0,#DIV/0!,0.5,0.020996724,2.950078616,#DIV/0!,#DIV/0!,-4.29E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.230396425,3162,300,300,300,10227.3,4448.8,-0.00850989,-39.6816,0.0499961,0.020996724,0.41996724,0.09499259,6,0.5,0: Broadleaf,1565952756,396.4553548,400.1936129,15.79004839,15.29802903,500.0041613,100.8774194,0.199937032,25.05914516,24.3064129,999.9,0,0,10005.06677,0,0.00191117,0.0499961,0,0,0,842.8090323,0.0499961,-11.35451613,-1.752903226,34.401,38.391,36.687,38.312,37.008,0,0,0,425.1999998,842.865,5.783589561,0.79282075,-11.25884615,15,0,--:--:--,0,6.072,0.151,0,0,0,0,-3.688715366,-1.030917909,0.114714678,0,846.81,0,0,0,0.493879683,-0.033495282,0.003516111,1,1,3,3-Jan,100,100,6.072,0.151,2,500.701,500.834,24.6474,25.0479,29.9998,25.2364,25.2407,18.1159,29.7739,100,-999.9,400,15.3238,101.873,101.204
5,1565952934,1024.5,20190816 03:55:33,5:55:33,1,4,B3_R2,1565952926,0.000711635,3.128150706,396.1145806,289.0349109,29.21343503,40.03622791,0.050919904,2.275388607,0.050295223,0.031490001,0.001994533,24.49361713,23.80129677,2.95941218,49.90704231,1.561305856,3.128427941,1.398106324,-31.38310561,113.6461405,10.48674179,92.75177116,-0.041870768,0.047003605,3.500714626,27,5,1,0,53797.15597,MPF-3163-20190816-03_55_38,816.9011538,4077.43,3260.528846,0.79965293,3.128150706,-,0,0,#DIV/0!,0.5,0.020996724,3.128150706,#DIV/0!,#DIV/0!,2.01E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.250542532,3163,300,300,300,10216.1,4036.09,-0.00849856,-32.6663,0.0499961,0.020996724,0.41996724,0.09499259,6,0.5,0: Broadleaf,1565952926,396.1145806,400.2066774,15.44740968,14.60662903,499.994,100.8723871,0.199953742,24.72772903,23.80129677,999.9,0,0,10010.01323,0,0.00191117,0.0499961,0,0,0,816.9777419,0.0499961,-11.71774194,-1.85516129,34.312,38.19309677,36.61280645,38.19106452,36.909,0,0,0,168.8,816.9011538,1.14769219,2.291623955,-11.33807692,15,0,--:--:--,0,6.072,0.151,0,0,0,0,-4.102495854,0.189289547,0.027480848,1,820.37,0,0,0,0.836667171,0.088611031,0.00887194,1,2,3,3-Feb,100,100,6.072,0.151,2,471.945,500.605,24.3563,24.8438,29.9997,25.0043,25.0067,17.7683,30.8738,99.6258,-999.9,400,14.664,101.875,101.224
6,1565953064,1154.5,20190816 03:57:43,5:57:43,1,1,B3_R2,1565953056,0.00050161,2.367910554,396.7723548,282.7511733,28.57888753,40.10350292,0.03588629,2.275087933,0.035574762,0.02226199,0.001994533,24.31866716,23.6007871,2.923901423,49.62960817,1.530138312,3.083115843,1.39376311,-22.12099533,108.2976288,9.972123656,96.15075168,-0.04186259,0.046994425,3.500174628,33,7,1,0,53831.23914,MPF-3164-20190816-03_57_48,687.2619231,3501.38,2814.118077,0.803716842,2.367910554,-,0,0,#DIV/0!,0.5,0.020996724,2.367910554,#DIV/0!,#DIV/0!,-6.79E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.244219292,3164,300,300,300,10338.9,3451.09,-0.00860171,-34.2356,0.0499961,0.020996724,0.41996724,0.09499259,6,0.5,0: Broadleaf,1565953056,396.7723548,399.8526774,15.13874194,14.54592258,500,100.8743548,0.19998271,24.48373548,23.6007871,999.9,0,0,10007.8629,0,0.00191117,0.0499961,0,0,0,687.2848387,0.0499961,-10.95516129,-1.837741935,34.24187097,38.062,36.5,38.11687097,36.812,0,0,0,129.1000001,687.2619231,3.13880339,-0.115555505,-10.88,15,0,--:--:--,0,6.072,0.151,0,0,0,0,-2.567341049,-9.982926376,1.061470752,0,691.61,0,0,0,0.604352951,-0.174159889,0.02222172,0,0,3,0/3,100,100,6.072,0.151,2,464.546,500.684,24.1366,24.7488,30.0001,24.8992,24.9023,17.7136,28.5791,98.8825,-999.9,400,14.6804,101.866,101.219
7,1565953720,1810.9,20190816 04:08:40,6:08:40,1,6,B1_R3,1565953712,7.07E-05,-0.27990034,400.3085806,480.1375453,48.52433738,40.45655003,0.004991227,2.274603081,0.004985151,0.003116265,0.001994533,24.21579911,23.57643226,2.919613606,49.94331131,1.517405478,3.038255651,1.402208128,-3.118710802,81.25793005,7.47371413,85.61492791,-0.041849405,0.046979623,3.499303919,5,1,1,0,53859.03726,MPF-3165-20190816-04_08_45,795.77,4502.34,3706.57,0.82325413,-0.27990034,-,0,0,#DIV/0!,0.5,0.020996724,-0.27990034,#DIV/0!,#DIV/0!,1.80E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.21469175,3165,300,300,300,10242.5,4502.34,-0.00852065,-22.4683,0.0499961,0.020996724,0.41996724,0.09499259,6,0.5,0: Broadleaf,1565953712,400.3085806,400.0066774,15.01439032,14.93080323,500.0096774,100.8634194,0.199990194,24.23906774,23.57643226,999.9,0,0,10005.79548,0,0.00191117,0.0499961,0,0,0,795.6277419,0.0499961,-12.29419355,-2.077741935,33.97154839,38,36.25,38.125,36.562,0,0,0,655.4000001,795.77,-3.685470121,2.882051128,-12.43153846,15,1565953540,4:05:40,1,4.374,0.076,400,15,0.35,0.19,0.334125878,-0.378273575,0.084386658,1,797.72,0,0,0,0.08388941,0.009558778,0.003435474,1,2,3,3-Feb,100,100,4.374,0.076,2,497.387,501.263,23.8153,25.0282,30.0003,25.0576,25.0423,17.7078,23.8523,97.7665,-999.9,400,14.99,101.777,101.122
8,1565953897,1987.9,20190816 04:11:37,6:11:37,1,3,B1_R3,1565953889,0.000190018,-0.263876357,400.2400968,421.5974343,42.60997606,40.45143437,0.013959571,2.273206004,0.013912121,0.008699325,0.001994533,24.17217931,23.23151935,2.859477302,49.67550572,1.508879177,3.037471195,1.350598125,-8.379790776,122.9503913,11.29540293,125.867998,-0.041811427,0.04693699,3.496795437,25,5,1,0,53813.03696,MPF-3166-20190816-04_11_42,855.5234615,4522,3666.476538,0.810808611,-0.263876357,-,0,0,#DIV/0!,0.5,0.020996724,-0.263876357,#DIV/0!,#DIV/0!,-2.93E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.23333668,3166,300,300,300,10322.1,4522,-0.00858612,-21.9946,0.0499961,0.020996724,0.41996724,0.09499259,6,0.5,0: Broadleaf,1565953889,400.2400968,400.0147097,14.92935806,14.70474194,500.0026129,100.8679355,0.199985226,24.23476129,23.23151935,999.9,0,0,9996.267742,0,0.00191117,0.0499961,0,0,0,855.7341935,0.0499961,-12.73193548,-1.942903226,34,38,36.312,38.062,36.62093548,0,0,0,175.8,855.5234615,-7.084102521,-10.26324792,-12.71538462,15,1565953768,4:09:27,2,4.408,0.083,400,15,0.14,0.17,0.219727341,0.098275003,0.027622587,1,857.88,0,0,0,0.22410178,0.011077443,0.001199434,1,2,3,3-Feb,100,100,4.408,0.083,2,473.903,501.017,23.8043,25.0682,30,25.1113,25.0903,17.5975,24.8676,97.7665,-999.9,400,14.7682,101.773,101.118
9,1565954173,2263.4,20190816 04:16:12,6:16:12,1,2,B1_R3,1565954165,0.000157101,-0.432809018,400.4364839,452.8872468,45.77016663,40.46933253,0.011184146,2.273612797,0.011153671,0.006973776,0.001994533,24.16772423,23.47229355,2.901341322,49.72215392,1.508910463,3.034684429,1.392430859,-6.928170752,91.58330496,8.421796707,93.07892545,-0.041822483,0.046949401,3.497525776,36,7,1,0,53829.35139,MPF-3167-20190816-04_16_17,861.1769231,4708,3846.823077,0.817082217,-0.432809018,-,0,0,#DIV/0!,0.5,0.020996724,-0.432809018,#DIV/0!,#DIV/0!,-4.48E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.223867047,3167,300,300,300,10231.3,4665.97,-0.00851096,-42.457,0.0499961,0.020996724,0.41996724,0.09499259,6,0.5,0: Broadleaf,1565954165,400.4364839,399.9926129,14.9303871,14.74468387,500.0100323,100.8630645,0.199985839,24.21945484,23.47229355,999.9,0,0,9999.393871,0,0.00191117,0.0499961,0,0,0,861.3635484,0.0499961,-12.76774194,-1.89,34,37.99593548,36.262,38.062,36.562,0,0,0,274.5,861.1769231,1.695042803,3.917265036,-12.82153846,15,1565953768,4:09:27,2,4.408,0.083,400,15,0.14,0.17,0.430911951,0.201208369,0.062874518,1,858.85,0,0,0,0.182083512,0.066558794,0.006749588,1,2,3,3-Feb,100,100,4.408,0.083,2,460.745,502.3,23.7591,24.9473,30.0001,25.0397,25.0293,17.644,24.3057,97.3666,-999.9,400,14.7701,101.769,101.131
10,1565954585,2675.4,20190816 04:23:04,6:23:04,1,6,B2_R3,1565954577,0.000364603,-0.456419225,400.3234194,418.1013908,42.25938353,40.46248419,0.027810158,2.274641746,0.027622637,0.017280891,0.001994533,23.35015775,22.59943548,2.752079512,49.83334664,1.445658278,2.900985737,1.306421234,-16.07898913,106.7897917,9.735480591,100.4482777,-0.041850456,0.046980803,3.49937335,47,9,1,0,54000.249,MPF-3168-20190816-04_23_09,823.4180769,4267.91,3444.491923,0.80706761,-0.456419225,-,0,0,#DIV/0!,0.5,0.020996724,-0.456419225,#DIV/0!,#DIV/0!,-6.75E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.239053566,3168,300,300,300,10247.8,4211.4,-0.00852535,-39.5732,0.0499961,0.020996724,0.41996724,0.09499259,6,0.5,0: Broadleaf,1565954577,400.3234194,399.950871,14.3029,13.87163871,500.0050645,100.8745161,0.199970742,23.47026129,22.59943548,999.9,0,0,10004.94613,0,0.00191117,0.0499961,0,0,0,823.4467742,0.0499961,-15.83612903,-2.39,33.25,37,35.52,36.99593548,35.812,0,0,0,411.2,823.4180769,-5.771282047,0.063589816,-15.62153846,15,1565954433,4:20:32,3,4.545,0.046,400,14,0.33,0.15,0.34811778,0.577389282,0.075537935,1,821.66,0,0,0,0.427017829,0.07933731,0.007917633,1,2,3,3-Feb,100,100,4.545,0.046,2,447.894,501.986,23.0303,24.4396,30.0001,24.6117,24.6118,17.4676,28.0274,95.5109,-999.9,400,13.8612,101.803,101.18
11,1565954806,2896.9,20190816 04:26:46,6:26:46,1,3,B2_R3,1565954798,0.000310316,-0.464615186,400.3478065,423.1328045,42.77262436,40.46938965,0.023771425,2.274180336,0.023634243,0.014783661,0.001994533,23.43372292,22.57494194,2.747989819,49.72679145,1.44829254,2.912499476,1.299697279,-13.68492459,117.8255735,10.74598396,114.8886274,-0.041837911,0.04696672,3.498544803,26,5,1,0,53973.00682,MPF-3169-20190816-04_26_51,782.0926923,4129.57,3347.477308,0.810611591,-0.464615186,-,0,0,#DIV/0!,0.5,0.020996724,-0.464615186,#DIV/0!,#DIV/0!,1.36E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.233636443,3169,300,300,300,10261.2,4044.82,-0.00853651,-47.5825,0.0499961,0.020996724,0.41996724,0.09499259,6,0.5,0: Broadleaf,1565954798,400.3478065,399.9393548,14.32739032,13.96035161,500.0067742,100.8855806,0.199997935,23.53595484,22.57494194,999.9,0,0,10000.85,0,0.00191117,0.0499961,0,0,0,782.2412903,0.0499961,-15.45903226,-2.32,33.187,37.0863871,35.437,37.09045161,35.76,0,0,0,220.3,782.0926923,-1.754187962,4.310427368,-15.30846154,15,1565954703,4:25:02,4,4.478,0.049,400,14,0.07,0.13,0.390409854,0.427513129,0.048170762,1,783.18,0,0,0,0.365009366,0.040483233,0.004167421,1,2,3,3-Feb,100,100,4.478,0.049,2,472.463,502.639,23.0558,24.4019,30.0004,24.5361,24.5362,17.6269,27.2171,94.3943,-999.9,400,14.0071,101.8,101.184
