SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,pot_num,BH455_leaf,BH455_BLOCK,BH455_VINE,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1567765055,0,20190906 05:17:35,05:17:35,,1,B2_R1,5,1567765047,0.00063115,-0.991638887,400.8456129,429.0799858,43.30648502,40.45682647,0.041714204,2.270224626,0.041293024,0.025845627,1.99453E-06,25.8700039,25.10992258,3.200575322,50.01221034,1.695329972,3.389832124,1.50524535,-27.8337193,118.4659245,11.10400587,101.7362131,-0.041730454,0.046846091,3.491444434,23,5,1,0,53379.04908,MPF-3547-20190906-05_17_44,820.8615385,4102.43,3281.568462,0.79990846,-0.991638887,-,0,0,#DIV/0!,0.5,0.000209967,-0.991638887,#DIV/0!,#DIV/0!,-1.12362E-09,#DIV/0!,-,0,0,#DIV/0!,1,0,1.250143048,0.00499961,0.000209967,0.041996724,0.009499259,6,0.5,0: Broadleaf,1567765047,400.8456129,399.9592581,16.79730323,16.05266129,500.0109032,100.7286774,0.200022226,26.07784194,25.10992258,999.9,0,0,9990.701935,0,0.00191117,0.00499961,0,0,0,821.0935484,0.00499961,-8.722580645,-1.880645161,34.75987097,38.22154839,36.909,37.804,37.34248387,0,0,0,1567765064,820.8615385,24.53333295,-1.35726483,-8.403846154,15,1567764815,05:13:35,2,4.689,0.153,393,17,0.42,0.18,0.894570854,0.073563972,0.049828784,1,820.2529412,20.29888569,6.293845514,0,0.74159939,0.07007423,0.007450405,1,2,3,2/3,1.88724,1.89316,1.89096,1.89099,1.88798,1.89072,1.88385,1.89072,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.689,0.153,2,480.509,1292.14,25.7016,25.1649,29.9993,25.1768,25.1192,29.8509,32.456,77.4996,-999.9,400,16.1368,102.24,101.417
3,1567765569,514,20190906 05:26:09,05:26:09,,1,B2_R1,1,1567765561,0.000282393,-0.480680446,400.4242581,430.5167557,43.46233794,40.42438347,0.019397758,2.27231023,0.019306232,0.012074582,1.99453E-06,24.83366792,24.11249677,3.015273436,49.66086556,1.572165558,3.165803777,1.443107879,-12.45354733,99.74063307,9.239813353,96.52690109,-0.041787088,0.046909667,3.495187391,55,11,1,0,53655.60366,MPF-3549-20190906-05_26_18,735.7423077,4396.53,3660.787692,0.832653864,-0.480680446,-,0,0,#DIV/0!,0.5,0.000209967,-0.480680446,#DIV/0!,#DIV/0!,2.48094E-09,#DIV/0!,-,0,0,#DIV/0!,1,0,1.200979234,0.00499961,0.000209967,0.041996724,0.009499259,6,0.5,0: Broadleaf,1567765561,400.4242581,399.9831613,15.57310645,15.23953226,500.0308065,100.753871,0.200011452,24.92667419,24.11249677,999.9,0,0,10001.75903,0,0.001871096,0.00499961,0,0,0,736.6032258,0.00499961,-13.30645161,-2.038709677,34.292,38.23577419,36.562,38.25,36.915,0,0,0,196.0999999,735.7423077,-2.013675245,-6.037606796,-13.2,15,1567764815,05:13:35,2,4.689,0.153,393,17,0.42,0.18,0.445963829,-0.224746557,0.031531311,1,735.6117647,7.374733943,5.697097543,0,0.341758341,-0.078568641,0.018848816,1,2,3,2/3,1.88724,1.89317,1.89099,1.89102,1.88797,1.89072,1.88386,1.89074,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.689,0.153,2,441.77,1294.94,24.5623,24.2338,29.9999,24.2343,24.1752,29.9599,29.5386,65.0457,-999.9,400,15.2721,102.296,101.517
4,1567765783,727.5,20190906 05:29:42,05:29:42,,1,B2_R1,3,1567765775,0.000553604,-0.721162787,400.5937419,420.4666546,42.445298,40.43916579,0.040097643,2.271840102,0.039708585,0.024852506,1.99453E-06,24.58867621,23.65519355,2.933499905,49.65416658,1.557420989,3.136536359,1.376078916,-24.41393017,136.6712553,12.62455649,124.8818836,-0.041774317,0.046895331,3.494343546,34,7,1,0,53667.78134,MPF-3550-20190906-05_29_52,802.0038462,4286.69,3484.686154,0.812908364,-0.721162787,-,0,0,#DIV/0!,0.5,0.000209967,-0.721162787,#DIV/0!,#DIV/0!,4.53676E-10,#DIV/0!,-,0,0,#DIV/0!,1,0,1.230150955,0.00499961,0.000209967,0.041996724,0.009499259,6,0.5,0: Broadleaf,1567765775,400.5937419,399.9944839,15.42794194,14.77388065,500.0108387,100.7480645,0.200007194,24.77106452,23.65519355,999.9,0,0,9999.27871,0,0.00191117,0.00499961,0,0,0,801.6612903,0.00499961,-11.71935484,-2.035483871,34.25,38.22154839,36.502,38.308,36.875,0,0,0,212.9000001,802.0038462,-16.76923044,26.60512738,-12.47692308,15,1567764815,05:13:35,2,4.689,0.153,393,17,0.42,0.18,0.607302805,-0.154362063,0.035145136,1,801.9,-0.750633981,6.060916258,1,0.654549024,-0.021697024,0.005450751,1,3,3,3/3,1.8873,1.89316,1.89101,1.89102,1.88799,1.89072,1.88386,1.89074,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.689,0.153,2,467.605,1293.66,24.298,24.0842,30.0001,24.0649,24.0059,29.986,29.5522,61.2929,-999.9,400,14.8343,102.293,101.519
5,1567766161,1105.6,20190906 05:36:00,05:36:00,,1,B1_R2,6,1567766153,0.000695521,-0.921558841,400.7590323,420.2815513,42.42249766,40.45192813,0.052701947,2.271588471,0.052031983,0.032579473,1.99453E-06,24.23908329,23.17567097,2.849842641,49.66623758,1.529854462,3.080270495,1.319988178,-30.67247306,158.3041341,14.56679761,142.1984606,-0.041767483,0.046887659,3.493891916,29,6,1,0,53713.76084,MPF-3551-20190906-05_36_10,702.9961538,3926.01,3223.013846,0.820938777,-0.921558841,-,0,0,#DIV/0!,0.5,0.000209967,-0.921558841,#DIV/0!,#DIV/0!,-9.03122E-10,#DIV/0!,-,0,0,#DIV/0!,1,0,1.218117634,0.00499961,0.000209967,0.041996724,0.009499259,6,0.5,0: Broadleaf,1567766153,400.7590323,399.9876129,15.15633548,14.33432581,499.9790645,100.7383226,0.199959226,24.46830968,23.17567097,999.9,0,0,9998.609677,0,0.00191117,0.00499961,0,0,0,702.6612903,0.00499961,-10.73548387,-1.570967742,34.187,38.25,36.5,38.312,36.804,0,0,0,377.3,702.9961538,8.304273318,-22.96752116,-11.19230769,15,1567764815,05:13:35,2,4.689,0.153,393,17,0.42,0.18,0.777331878,-0.230984321,0.031624447,1,703.3617647,-1.52317516,6.658299319,0,0.814400268,0.14246607,0.01549187,0,1,3,1/3,1.88731,1.89316,1.89101,1.89102,1.88797,1.89072,1.88385,1.89072,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.689,0.153,2,472.532,1287.91,23.9772,23.9735,30.0002,23.9255,23.8532,30.0151,28.9833,56.0085,-999.9,400,14.4411,102.271,101.515
6,1567766419,1364.1,20190906 05:40:19,05:40:19,,1,B1_R2,3,1567766411,0.000345133,-0.886410378,400.9026452,450.5783633,45.48045477,40.46628978,0.023936959,2.271623591,0.02379771,0.014886012,1.99453E-06,24.36478766,23.83156452,2.9648053,49.7555646,1.533544036,3.082155832,1.431261264,-15.22036,79.23269729,7.315249308,71.32758859,-0.041768437,0.04688873,3.493954949,29,6,1,0,53713.08376,MPF-3552-20190906-05_40_28,780.5076923,4064.91,3284.402308,0.807988936,-0.886410378,-,0,0,#DIV/0!,0.5,0.000209967,-0.886410378,#DIV/0!,#DIV/0!,-1.12943E-09,#DIV/0!,-,0,0,#DIV/0!,1,0,1.237640709,0.00499961,0.000209967,0.041996724,0.009499259,6,0.5,0: Broadleaf,1567766411,400.9026452,400.0049677,15.19293871,14.78506129,499.9874194,100.7379677,0.199978839,24.47853226,23.83156452,999.9,0,0,9998.873226,0,0.001909629,0.00499961,0,0,0,780.983871,0.00499961,-12.29032258,-1.893548387,34.25,38.375,36.562,38.437,36.875,0,0,0,257.6000001,780.5076923,-7.589743425,2.755555274,-12.25384615,15,1567764815,05:13:35,2,4.689,0.153,393,17,0.42,0.18,0.89495178,0.107437233,0.019755906,1,778.6588235,21.20515838,6.909461444,0,0.409290902,-0.030441052,0.003087677,1,2,3,2/3,1.8873,1.89316,1.891,1.89102,1.88799,1.89072,1.88386,1.89073,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.689,0.153,2,472.79,1290.26,23.9376,24.0449,30.0003,23.9881,23.9109,30.0411,25.5133,53.3943,-999.9,400,14.8093,102.248,101.489
7,1567766616,1561.1,20190906 05:43:36,05:43:36,,1,B1_R2,2,1567766608,0.000328254,-0.514946595,400.4666129,425.3357404,42.9355312,40.42511626,0.024535374,2.272219385,0.024389137,0.015256277,1.99453E-06,24.32334632,23.23104839,2.859395934,49.79081365,1.53031631,3.07349127,1.329079624,-14.47598505,147.0559826,13.52927124,146.1092708,-0.04178462,0.046906896,3.495024324,27,5,1,0,53741.69377,MPF-3553-20190906-05_43_45,742.9576923,4195.31,3452.352308,0.822907558,-0.514946595,-,0,0,#DIV/0!,0.5,0.000209967,-0.514946595,#DIV/0!,#DIV/0!,4.50504E-10,#DIV/0!,-,0,0,#DIV/0!,1,0,1.215203324,0.00499961,0.000209967,0.041996724,0.009499259,6,0.5,0: Broadleaf,1567766608,400.4666129,400.0064194,15.15989677,14.77196129,499.9965484,100.7450645,0.199970484,24.43150645,23.23104839,999.9,0,0,10002.04258,0,0.00191117,0.00499961,0,0,0,742.2580645,0.00499961,-10.63225806,-1.990322581,34.32419355,38.5,36.625,38.554,36.937,0,0,0,196.3000002,742.9576923,20.18803429,3.935042488,-10.55769231,15,1567764815,05:13:35,2,4.689,0.153,393,17,0.42,0.18,0.477372415,-0.196335847,0.034903919,1,743.0647059,5.204201717,6.20658485,0,0.386533415,0.013378348,0.004639469,1,2,3,2/3,1.88734,1.89317,1.89101,1.89102,1.88799,1.89072,1.88385,1.89073,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.689,0.153,2,475.063,1287.89,23.9201,24.1016,30.0004,24.0399,23.9646,30.0502,24.7476,51.5322,-999.9,400,14.8014,102.231,101.478
8,1567767053,1998.1,20190906 05:50:53,05:50:53,,1,B3_R3,6,1567767045,0.000449135,-0.7670451,400.7082581,427.4340168,43.12977535,40.43304106,0.035042374,2.271144601,0.034744748,0.021741997,1.99453E-06,24.10056405,22.8187,2.788928039,49.74915887,1.512374582,3.040000306,1.276553457,-19.8068408,175.0848757,16.06717858,171.3452155,-0.04175543,0.046874128,3.493095305,25,5,1,0,53737.82708,MPF-3554-20190906-05_51_02,727.4,3267,2539.6,0.77734925,-0.7670451,-,0,0,#DIV/0!,0.5,0.000209967,-0.7670451,#DIV/0!,#DIV/0!,-9.0418E-10,#DIV/0!,-,0,0,#DIV/0!,1,0,1.286423059,0.00499961,0.000209967,0.041996724,0.009499259,6,0.5,0: Broadleaf,1567767045,400.7082581,400.0037742,14.98826129,14.45738065,500.0027419,100.7039355,0.200002097,24.24864194,22.8187,999.9,0,0,9999.137419,0,0.00191117,0.00499961,0,0,0,727.3193548,0.00499961,-11.54193548,-1.961290323,34.25,38.437,36.61687097,38.387,36.81809677,0,0,0,436.2,727.4,31.36410295,5.565812008,-11.89230769,15,1567764815,05:13:35,2,4.689,0.153,393,17,0.42,0.18,0.720294463,-0.180737331,0.042488359,1,726.5764706,25.35174659,5.764549818,0,0.53715622,-0.055129192,0.012679488,1,2,3,2/3,1.88727,1.89316,1.89098,1.89102,1.88797,1.89068,1.88385,1.89072,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.689,0.153,2,477.271,1286.78,23.75,23.9683,30.0005,23.9397,23.8755,30.0572,25.1301,48.1787,-999.9,400,14.4858,102.222,101.477
9,1567767305,2249.6,20190906 05:55:04,05:55:04,,1,B3_R3,4,1567767297,0.000587316,-0.721251591,400.5689677,418.0580694,42.19547644,40.43026478,0.044400163,2.27089378,0.043923471,0.027494572,1.99453E-06,23.886517,23.00575484,2.82070403,49.84305238,1.499993527,3.009433523,1.320710503,-25.90061936,131.5426293,12.07383571,117.7158477,-0.04174862,0.046866483,3.492645186,47,9,1,0,53760.49749,MPF-3555-20190906-05_55_14,772.4461538,4560.1,3787.653846,0.830607628,-0.721251591,-,0,0,#DIV/0!,0.5,0.000209967,-0.721251591,#DIV/0!,#DIV/0!,-3.83298E-09,#DIV/0!,-,0,0,#DIV/0!,1,0,1.203937895,0.00499961,0.000209967,0.041996724,0.009499259,6,0.5,0: Broadleaf,1567767297,400.5689677,399.9857742,14.8614129,14.16710323,499.9964516,100.7320968,0.199997419,24.0802,23.00575484,999.9,0,0,9994.711613,0,0.00191117,0.00499961,0,0,0,771.9774194,0.00499961,-8.006451613,-1.312903226,34.254,38.44309677,36.61890323,38.44512903,36.85874194,0,0,0,250.8,772.4461538,0.834188071,1.26495705,-7.515384615,15,1567764815,05:13:35,2,4.689,0.153,393,17,0.42,0.18,0.568814878,0.214618829,0.0370317,1,772.0441176,1.072297184,5.827328677,0,0.691355829,0.056463951,0.005688951,1,2,3,2/3,1.88726,1.89316,1.89099,1.89101,1.88797,1.89069,1.88384,1.89073,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.689,0.153,2,451.403,1291.82,23.6476,23.9752,30.0001,23.9584,23.8946,30.0619,25.3028,46.315,-999.9,400,14.1874,102.222,101.477
10,1567767559,2503.6,20190906 05:59:18,05:59:18,,1,B3_R3,2,1567767551,0.000947927,-1.016536725,400.763871,414.3968881,41.81759426,40.44186004,0.075121146,2.271939593,0.07376804,0.046224566,1.99453E-06,23.61298309,22.63605161,2.758203247,49.93167668,1.48876135,2.981596953,1.269441897,-41.80357788,157.9374421,14.45146904,130.5853353,-0.04177702,0.046898365,3.494522118,35,7,1,0,53823.16358,MPF-3556-20190906-05_59_28,661.7884615,3773.15,3111.361538,0.824605844,-1.016536725,-,0,0,#DIV/0!,0.5,0.000209967,-1.016536725,#DIV/0!,#DIV/0!,-2.37942E-10,#DIV/0!,-,0,0,#DIV/0!,1,0,1.212700599,0.00499961,0.000209967,0.041996724,0.009499259,6,0.5,0: Broadleaf,1567767551,400.763871,399.999871,14.75307419,13.6323,499.9805161,100.7119677,0.199973097,23.92549677,22.63605161,999.9,0,0,10003.50968,0,0.00191117,0.00499961,0,0,0,661.9709677,0.00499961,-13.64516129,-2.125806452,34.179,38.296,36.5,38.312,36.70325806,0,0,0,253.2,661.7884615,17.69230773,-6.536752128,-14.23846154,15,1567764815,05:13:35,2,4.689,0.153,393,17,0.42,0.18,0.766993756,0.025625875,0.027590312,1,661.3676471,8.738950795,6.128176036,0,1.119330976,0.031294495,0.006024585,1,2,3,2/3,1.88723,1.89314,1.89093,1.89102,1.88797,1.89066,1.88385,1.89072,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.689,0.153,2,466.024,1287.64,23.4853,23.9919,30.0005,23.9636,23.8966,30.0585,26.7025,43.6928,-999.9,400,13.6647,102.192,101.451
11,1567768069,3014,20190906 06:07:49,06:07:49,,1,B1_R4,5,1567768061,0.000231504,-0.353205665,400.3039677,423.8454004,42.77779676,40.40181104,0.017586525,2.272141136,0.017511251,0.010951268,1.99453E-06,23.54923826,22.66547097,2.763132018,49.74700752,1.456727192,2.928270995,1.306404826,-10.20934607,117.6084907,10.74561395,118.1447606,-0.041782494,0.04690451,3.494883872,22,4,1,0,53884.70451,MPF-3557-20190906-06_07_58,908.7346154,5309.88,4401.145385,0.82885967,-0.353205665,-,0,0,#DIV/0!,0.5,0.000209967,-0.353205665,#DIV/0!,#DIV/0!,-2.48015E-09,#DIV/0!,-,0,0,#DIV/0!,1,0,1.206476845,0.00499961,0.000209967,0.041996724,0.009499259,6,0.5,0: Broadleaf,1567768061,400.3039677,399.9913226,14.43335484,14.15955484,499.9920968,100.727871,0.199959613,23.62557419,22.66547097,999.9,0,0,10003.24097,0,0.00191117,0.00499961,0,0,0,908.7935484,0.00499961,-12.39032258,-1.932258065,33.675,37.57012903,35.94106452,37.562,36.187,0,0,0,509.5,908.7346154,-6.088889224,22.30085499,-11.90384615,15,1567764815,05:13:35,2,4.689,0.153,393,17,0.42,0.18,0.314831927,-0.042295714,0.023994227,1,908.7470588,-3.510905221,7.136453036,0,0.267579,0.112586216,0.011387047,0,1,3,1/3,1.88721,1.89315,1.89089,1.89098,1.88797,1.89059,1.88384,1.89071,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.689,0.153,2,481.375,1287.94,23.0885,23.6237,29.9998,23.6242,23.5612,30.09,23.3825,41.4557,-999.9,400,14.1613,102.22,101.506
