SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,-1.42808 80.1461 352.243 586.155 820.87 1010.5 1210.96 1356.37,-0.332452 105.85 401.479 601.864 801.341 1000.46 1201.83 1401.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,plantID VOak 959,RIP_760,RIP_720,BAR-A12,seirra_loma,A10,A11,BAR_A07,BH_Block,BH_Vine,BH_Leaf,RMI Row,RMI Leaf #,RU_PP,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,VineID,vineID,,,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1566322403,0,20190820 10:33:23,10:33:23,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,6,1,13,1,,1566322395,0.007829867,21.43163367,370.9880968,286.9621812,29.04559158,37.55048381,0.50503751,2.275266174,0.450038907,0.285715011,289.4932136,29.1272748,28.67202903,3.946075373,53.95382776,2.238876668,4.149615999,1.707198705,-345.2971502,106.6988173,10.33526602,61.23014671,-0.041867438,0.046999867,3.500494738,0,0,1,0,52940.19435,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2447-20190820-10_33_24,1158.054231,1498.65,0.227268388,0.5,1513.16761,21.43163367,171.9475815,1,0.014595806,2.191926067,-,0,1498.65,0.227268388,0.686709536,0.531126934,0.836669044,2447,300,300,300,10316.3,1423.37,-0.00703861,333.451,1799.98,1513.16761,0.840658013,0.191316026,6,0.5,0: Broadleaf,1566322395,370.9880968,400.1914839,22.11946452,12.93155484,500.0054516,101.0174839,0.200005677,29.54187419,28.67202903,999.9,9994.840323,0,58.76487097,1799.98,0.978003613,0.021996529,0,1160.206774,4.99935,20795.73871,15772.35806,42.28,43.28603226,42.663,43.00180645,43.54003226,1755.499677,39.48032258,0,4063,1158.054231,-282.5630765,-4854.0376,20758.89231,15,1566322444,10:34:03,24,4.183,0.093,399,12,0.03,0.02,-28.545725,-3.120394946,0.415445056,0,1193.161136,-349.2057098,44.64950525,0,9.211049808,0.705808845,0.122286696,0,0,3,0/3,100,100,4.183,0.093,2,476.524,506.173,28.0281,28.8895,30.0009,28.694,28.6128,19.0463,49.6274,57.9587,-999.9,400,12.1281,100.782,113.506
2,1566322532,128.5,20190820 10:35:31,10:35:31,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,6,2,13,1,,1566322524,0.006914842,19.24623775,373.8171935,283.7703018,28.72332666,37.83790374,0.415345166,2.276540695,0.377381183,0.238984314,289.4970523,29.43815596,28.42781935,3.890520515,50.34948329,2.09063398,4.152245154,1.799886535,-304.944539,138.0800125,13.35202927,135.9845551,-0.041902113,0.047038792,3.502783999,0,0,1,0,52980.38638,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2448-20190820-10_35_33,1333.018462,1624.14,0.179246579,0.5,1513.183538,19.24623775,135.6164861,1,0.013151415,1.945300282,-,0,1624.14,0.179246579,0.660476045,0.379677524,0.804706841,2448,300,300,300,10300.7,1560.27,-0.00702768,5.48608,1799.998387,1513.183538,0.840658274,0.191316549,6,0.5,0: Broadleaf,1566322524,373.8171935,400.014129,20.6542871,12.52799032,500.0079032,101.0204194,0.199921484,29.55286452,28.42781935,999.9,10002.82742,0,561.7081935,1799.998387,0.977996452,0.022003416,0,1334.605161,4.99935,24066.89355,15772.48387,43.06412903,44.145,43.57012903,43.72764516,44.286,1755.503548,39.49645161,0,127.4000001,1333.018462,-385.4188037,-6707.688893,24039.76538,15,1566322444,10:34:03,24,4.183,0.093,399,12,0.03,0.02,-25.92211731,-3.092512081,0.390292073,0,1377.220909,-479.2071667,61.2838763,0,8.040441538,0.924500777,0.126157148,0,0,3,0/3,100,100,4.183,0.093,2,472.152,516.5,28.3045,29.2158,30.0008,29.0135,28.928,19.0781,48.3692,52.9286,-999.9,400,12.3796,100.729,113.461
3,1566322592,188.5,20190820 10:36:31,10:36:31,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,6,3,13,1,,1566322584,0.006400609,18.3234088,375.1705161,276.0713369,27.94447014,37.97547911,0.353709857,2.276159813,0.325767393,0.205930878,289.4949747,29.87918858,28.99971935,4.02170746,49.6211895,2.092990735,4.217937449,1.928716725,-282.2668557,101.3358403,9.841744107,118.4057035,-0.041891748,0.047027158,3.502099812,0,0,1,0,52920.1606,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2449-20190820-10_36_33,1439.546154,1691.87,0.149139027,0.5,1513.172933,18.3234088,112.8365697,1,0.012541644,1.827392176,-,0,1691.87,0.149139027,0.646317193,0.302368927,0.787456064,2449,300,300,300,10338,1624.48,-0.00705319,0.905518,1799.985806,1513.172933,0.840658258,0.191316517,6,0.5,0: Broadleaf,1566322584,375.1705161,400.0405161,20.67724839,13.15523548,499.9934516,101.0219677,0.199949968,29.82551935,28.99971935,999.9,10000.2,0,1786.617097,1799.985806,0.977995742,0.022003971,0,1447.950323,4.99935,26253.07419,15772.37419,43.42706452,44.60658065,43.923,44.06419355,44.68106452,1755.49,39.49516129,0,59.39999986,1439.546154,-775.2314531,-13668.47863,26104.85385,15,1566322444,10:34:03,24,4.183,0.093,399,12,0.03,0.02,-23.34962115,-16.40163289,2.224127296,0,1529.143864,-890.3303811,113.4405788,0,7.349709231,1.846303014,0.282826673,0,0,3,0/3,100,100,4.183,0.093,2,483.15,506.859,28.4602,29.3426,30.001,29.1571,29.0806,19.0732,45.2771,49.8956,-999.9,400,13.0287,100.713,113.44
4,1566322669,265.5,20190820 10:37:48,10:37:48,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,4,1,13,1,,1566322661,0.006141559,13.45656845,381.0980645,296.3255266,29.99574609,38.57690193,0.312285552,2.2761195,0.290286314,0.18327618,289.4918141,30.38708234,29.82481613,4.217766858,49.59729984,2.143437285,4.321681406,2.074329574,-270.8427502,52.01010523,5.082646945,75.74181604,-0.041890652,0.047025926,3.502027402,0,0,1,0,52845.06996,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2450-20190820-10_37_50,1681.136923,1788.23,0.059887753,0.5,1513.154932,13.45656845,45.30972458,1,0.00932544,1.675036209,-,0,1788.23,0.059887753,0.626173284,0.115048694,0.762913249,2450,300,300,300,10293.1,1755.35,-0.00702208,309.865,1799.964194,1513.154932,0.840658352,0.191316704,6,0.5,0: Broadleaf,1566322661,381.0980645,400.0551613,21.17484194,13.96080968,499.9849355,101.0256774,0.199979484,30.24866129,29.82481613,999.9,9999.570968,0,1809.459032,1799.964194,0.977992903,0.022006961,0,1687.394839,4.99935,30708.5871,15772.16452,43.887,45.13483871,44.36477419,44.50183871,45.13096774,1755.464194,39.50032258,0,76.20000005,1681.136923,-1038.840343,-18411.65813,30597.64615,15,1566322444,10:34:03,24,4.183,0.093,399,12,0.03,0.02,-18.99064423,-1.103708529,0.623352531,0,1810.804318,-1292.307501,165.0250003,0,6.871691538,4.090677469,1.522577434,0,0,3,0/3,100,100,4.183,0.093,2,475.972,511.186,28.6765,29.5274,30.0009,29.3295,29.2482,19.0763,39.6828,47.7931,-999.9,400,14.6139,100.679,113.406
5,1566322746,343,20190820 10:39:06,10:39:06,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,4,2,13,1,,1566322738,0.006566549,12.12437301,382.4169355,308.2201445,31.20089845,38.71178502,0.33175148,2.276625754,0.307045517,0.193969632,289.4971121,30.6171622,30.16754194,4.301622426,49.98415025,2.206298999,4.413997212,2.095323428,-289.5848256,55.26510934,5.418587862,60.59598375,-0.041904428,0.047041391,3.502936799,0,0,1,0,52797.54233,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2451-20190820-10_39_07,946.6937692,1079.82,0.123285576,0.5,1513.1899,12.12437301,93.2772443,1,0.008444836,3.429979071,-,0,1079.82,0.123285576,0.774265299,0.598481527,0.94334471,2451,300,300,300,10320.9,1056.37,-0.00704028,2.95032,1800.006774,1513.1899,0.840657892,0.191315784,6,0.5,0: Broadleaf,1566322738,382.4169355,399.9787419,21.79507097,14.08731935,500.0237097,101.0292581,0.200006194,30.6178129,30.16754194,999.9,10002.50484,0,1743.565806,1800.006774,0.978008,0.0219915,0,947.2965806,4.99935,17377.30323,15772.62258,44.37290323,45.7053871,44.86477419,45.03606452,45.59858065,1755.528387,39.47354839,0,77,946.6937692,-57.70468377,-1047.145299,17366.19231,15,1566322444,10:34:03,24,4.183,0.093,399,12,0.03,0.02,-17.69005962,1.412887049,0.596072588,0,954.2644091,-69.75232572,8.918431233,0,7.913134808,-1.397700692,0.790169198,0,0,3,0/3,100,100,4.183,0.093,2,486.014,513.87,28.9545,29.6996,30.0008,29.489,29.4062,19.0768,39.5902,45.5979,-999.9,400,14.5476,100.653,113.383
6,1566322817,413.5,20190820 10:40:16,10:40:16,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,4,3,13,1,,1566322809,0.005374117,12.839481,382.1060323,288.6388463,29.21711092,38.67821144,0.264437544,2.27592351,0.248477219,0.156651896,289.4901815,31.23238221,30.26765161,4.326389039,49.37808355,2.207761184,4.471135826,2.118627855,-236.9985787,70.58788572,6.934219031,130.0137075,-0.041885319,0.04701994,3.501675362,0,0,1,0,52735.23128,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2452-20190820-10_40_18,1726.055,1810.99,0.046899762,0.5,1513.146513,12.839481,35.48310567,1,0.008917675,1.641417125,-,0,1810.99,0.046899762,0.621415342,0.089066809,0.757116296,2452,300,300,300,10406.9,1783.93,-0.00709986,7.30823,1799.954194,1513.146513,0.840658345,0.191316689,6,0.5,0: Broadleaf,1566322809,382.1060323,399.9776129,21.8107,15.50240645,499.9993226,101.0237742,0.199991387,30.84294194,30.26765161,999.9,9998.486452,0,1864.561613,1799.954194,0.977994194,0.022005716,0,1738.138387,4.99935,31429.22581,15772.07097,44.80203226,46.22154839,45.417,45.562,46.046,1755.455161,39.49967742,0,70,1726.055,-1022.683419,-18169.87693,31214.98846,15,1566322444,10:34:03,24,4.183,0.093,399,12,0.03,0.02,-17.11375192,-7.740131649,1.023780962,0,1858.542045,-1212.828045,154.4445342,0,6.122528269,1.758871698,0.273637725,0,0,3,0/3,100,100,4.183,0.093,2,467.121,508.294,29.2018,29.8494,30.0006,29.6411,29.5557,19.1103,36.0685,42.958,-999.9,400,15.3651,100.635,113.359
7,1566323003,599.5,20190820 10:43:22,10:43:22,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,1,1,13,1,,1566322995,0.006185533,15.16160279,379.2487742,282.901746,28.63423386,38.38611194,0.30385947,2.275290081,0.282981808,0.178619724,289.4924142,31.62509982,31.19315161,4.561301216,52.24649114,2.42523369,4.641907306,2.136067527,-272.7819843,37.78253795,3.741738434,58.23470628,-0.041868088,0.047000597,3.500537675,0,0,1,0,52600.31084,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2453-20190820-10_43_24,1126.476154,1334,0.155565102,0.5,1513.158175,15.16160279,117.6973029,1,0.010452225,2.585892054,-,0,1334,0.155565102,0.721129363,0.43540734,0.878605267,2453,300,300,300,10319.2,1294.34,-0.00704015,3.42017,1799.968065,1513.158175,0.840658345,0.191316691,6,0.5,0: Broadleaf,1566322995,379.2487742,400.2567742,23.96092903,16.71647097,500.0226129,101.0161935,0.199985774,31.50116452,31.19315161,999.9,9995.123226,0,1917.52871,1799.968065,0.977992129,0.022007587,0,1128.418387,4.99935,20697.40968,15772.20323,45.776,47.09248387,46.34248387,46.381,46.9756129,1755.468065,39.5,0,185.3999999,1126.476154,-182.0068376,-2964.591453,20664.54231,15,1566322444,10:34:03,24,4.183,0.093,399,12,0.03,0.02,-20.58903846,-4.393975241,0.575474505,0,1146.889091,-204.093847,26.00255676,0,7.200913654,0.311565457,0.086078012,0,0,3,0/3,100,100,4.183,0.093,2,485.725,516.07,29.7767,30.0388,30.0007,29.8634,29.7874,19.072,36.0077,55.9035,-999.9,400,16.3028,100.614,113.337
8,1566323085,681.5,20190820 10:44:44,10:44:44,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,1,2,13,1,,1566323077,0.007604512,19.11248182,373.7216774,277.2447481,28.06158697,37.82658978,0.38679343,2.275074164,0.353627287,0.22375943,289.4988061,31.39620042,30.99556774,4.510238335,51.18850565,2.408045663,4.70427029,2.102192672,-335.3589654,90.85204235,8.999929071,53.99181204,-0.041862216,0.046994004,3.5001499,0,0,1,0,52552.64846,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2454-20190820-10_44_46,885.4175,1138.69,0.222424453,0.5,1513.19397,19.11248182,168.2856703,1,0.013062932,3.200950215,-,0,1138.69,0.222424453,0.761958617,0.900332374,0.928350568,2454,300,300,300,10299.2,1087.74,-0.0070264,-3.86987,1800.010968,1513.19397,0.840658194,0.191316389,6,0.5,0: Broadleaf,1566323077,373.7216774,400.0632903,23.79117097,14.88412258,500.0708065,101.0159032,0.200033839,31.7362871,30.99556774,999.9,9993.75,0,1265.480323,1800.010968,0.977998,0.0220021,0,885.846871,4.99935,16539.54194,15772.59677,46.21951613,47.50590323,46.774,46.79,47.3363871,1755.520968,39.49193548,0,81.60000014,885.4175,-35.3951795,-329.3230781,16531.81923,15,1566323124,10:45:24,25,4.076,0.168,400,15,0.07,0.01,-26.16357692,-0.867503799,0.139771449,0,889.7222955,-42.89747988,5.469467298,0,8.744534423,1.054324375,0.142219014,0,0,3,0/3,100,100,4.076,0.168,2,485.496,505.861,30.0344,30.1922,30.0011,30.0122,29.9388,19.1227,42.4545,52.0864,-999.9,400,14.541,100.58,113.314
9,1566323150,747,20190820 10:45:50,10:45:50,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,1,3,13,1,,1566323142,0.005021913,14.28167192,380.4711613,262.2659638,26.54466362,38.50853862,0.225250111,2.276284382,0.213559137,0.134474262,289.4911897,32.45886688,31.31242258,4.592368267,48.14905811,2.29327624,4.76286833,2.299092027,-221.4663439,78.82640039,7.825105956,154.6763521,-0.041895138,0.047030963,3.502323574,0,0,1,0,52554.54726,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2455-20190820-10_45_51,1557.428077,1652.52,0.057543584,0.5,1513.155329,14.28167192,43.53619024,1,0.009870725,1.89471837,-,0,1652.52,0.057543584,0.65454325,0.119591422,0.797478478,2455,300,300,300,10313.7,1627.58,-0.00703658,11.7734,1799.965161,1513.155329,0.840658121,0.191316241,6,0.5,0: Broadleaf,1566323142,380.4711613,399.9019677,22.65797419,16.76823226,500.0008065,101.0127742,0.199991806,31.95475484,31.31242258,999.9,10001.91935,0,886.3075484,1799.965161,0.978001161,0.021998735,0,1565.178387,4.99935,28866.79677,15772.21935,46.55806452,47.784,47.151,47.08435484,47.671,1755.47871,39.48645161,0,64.80000019,1557.428077,-1021.258461,-18442.68376,28724.85769,15,1566323124,10:45:24,25,4.076,0.168,400,15,0.07,0.01,-16.33810316,-34.80128253,5.813101847,0,1680.780455,-1226.056432,156.6576018,0,5.076194501,9.896309389,1.725185735,0,0,3,0/3,100,100,4.076,0.168,2,487.52,511.471,30.2202,30.3348,30.0009,30.1466,30.0678,19.1691,33.3161,51.6583,-999.9,400,16.9141,100.562,113.273
10,1566323368,965,20190820 10:49:28,10:49:28,1,23293,1_1,23509,31,23522,23316,23388,B3_R2,6,1,13,1,,1566323360,0.006947557,17.54309827,376.1796129,281.5190319,28.49603707,38.07780996,0.360235483,2.275392849,0.33128873,0.209462031,289.4941173,32.24257282,31.68507742,4.690625853,54.24754565,2.64477623,4.875384128,2.045849622,-306.3872487,83.74549899,8.348899003,75.20126659,-0.041870883,0.047003735,3.500722245,0,0,1,0,52454.52837,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2456-20190820-10_49_29,907.8850769,1229.67,0.261683966,0.5,1513.174423,17.54309827,197.9867425,1,0.012025954,2.890133125,-,0,1229.67,0.261683966,0.742939388,0.864339421,0.905178035,2456,300,300,300,10355.6,1155.16,-0.00706623,66.7649,1799.988387,1513.174423,0.840657881,0.191315762,6,0.5,0: Broadleaf,1566323360,376.1796129,400.3692903,26.12836452,18.00855161,499.9643548,101.0224194,0.199998484,32.36776129,31.68507742,999.9,9995.174516,0,387.3189032,1799.988387,0.978008097,0.021991781,0,908.5839032,4.99935,16832.66452,15772.45161,47.375,48.534,47.99593548,47.75,48.5,1755.515806,39.47258065,0,217.3999999,907.8850769,-66.62283763,-1253.870086,16818.85769,15,1566323124,10:45:24,25,4.076,0.168,400,15,0.07,0.01,-23.39780192,-9.15545585,1.237172608,0,915.9277273,-80.36116798,10.27395352,0,7.866681923,2.90979865,0.658758861,0,0,3,0/3,100,100,4.076,0.168,2,473.577,514.481,30.7384,30.6688,30.0005,30.4787,30.3936,19.0998,40.6581,68.0163,-999.9,400,17.1037,100.504,113.225
