SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,3.97182 74.8103 382.914 631.165 879.783 1052.16 1129.67 1128.69,-0.192899 101.039 401.404 601.079 800.866 1001.17 1093.82 1089.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564269136,0,20190727 16:12:15,16:12:15,1,B2_R2,6,null,null,null,null,1564269128,0.012319262,3.228651881,390.2694194,326.9192953,32.92149346,39.30099056,0.201237657,2.269272577,0.191823076,0.120698575,330.4312369,47.98620217,48.78260323,11.68490003,47.60514637,5.778365862,12.13811174,5.906534166,-543.2794511,92.91800711,10.94332758,-108.9868795,-0.041704618,0.046817087,3.489736297,4,1,1,0,49461.89523,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-587-20190727-16_13_15,833.2861923,909.315,0.083611078,0.5,1685.999266,3.228651881,70.48410836,1,0.00242138,2.664505699,-,0,909.315,0.083611078,0.727111899,0.352343462,0.918223355,587,300,300,300,10377.7,904.127,-0.00695236,9.88342,2000.016452,1685.999266,0.842992699,0.195985398,6,0.5,0: Broadleaf,1564269128,390.2694194,399.9132258,57.38072903,43.44584194,499.9986129,100.5022258,0.199977871,49.54210323,48.78260323,999.9,0,0,10007.01355,0,106.0214516,2000.016452,0.899994806,0.100005194,0,833.3681935,4.99938,17660.22258,15966.30645,58.625,58.933,58.625,59,60.73374194,1795.501613,199.5148387,0,5589.2,833.2861923,-9.071487201,-203.1623939,17658.65,15,1564269028,16:10:28,7,13.285,0.997,400,60,0.48,0.24,0,0,0/0,1.87439,1.87135,1.8709,1.87302,1.86996,1.87927,1.87651,1.8717,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.285,0.997,2,500.729,405.307,49.0811,52.8273,29.9967,52.837,52.872,19.4067,46.7583,37.0788,-999.9,400,43.7683,97.2838,97.5366
2,1564269276,140.5,20190727 16:14:36,16:14:36,2,B2_R2,6,null,null,null,null,1564269268,0.016576058,12.52659914,377.2992903,291.1507537,29.31895951,37.99414041,0.360710405,2.274931509,0.33168519,0.20971607,330.4235063,46.47844722,46.95431613,10.65332908,50.09644859,6.037879368,12.05250978,4.615449715,-731.0041677,300.0204689,34.92489621,-65.63529638,-0.041858336,0.046989649,3.49989371,35,7,1,0,49658.38285,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-588-20190727-16_15_35,657.5472692,922.581,0.287274213,0.5,1685.96422,12.52659914,242.1670222,1,0.007936345,2.611812947,-,0,922.581,0.287274213,0.723130734,1.157118158,0.913195794,588,300,300,300,10371.2,825.186,-0.00694887,-14.8015,1999.975484,1685.96422,0.842992443,0.195984887,6,0.5,0: Broadleaf,1564269268,377.2992903,399.8359677,59.95891935,41.26047742,500.0045161,100.5002581,0.200011935,49.40054516,46.95431613,999.9,0,0,10044.09484,0,810.4940645,1999.975484,0.900002,0.099998,0,658.3852903,4.99938,14158.25806,15966.01613,58.69106452,58.99187097,58.625,59.135,60.754,1795.483226,199.493871,0,139.8,657.5472692,-111.2957605,-2159.295724,14141.26923,15,1564269028,16:10:28,7,13.285,0.997,400,60,0.48,0.24,0,0,0/0,1.87439,1.87137,1.8709,1.87302,1.86996,1.87928,1.87647,1.87179,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.285,0.997,2,462.479,407.977,48.893,51.8459,29.9971,51.9032,51.9453,19.4914,44.8861,29.4591,-999.9,400,41.6954,97.4855,97.7378
3,1564269377,241.5,20190727 16:16:17,16:16:17,3,B2_R2,6,null,null,null,null,1564269369,0.009994621,3.768540653,390.3399032,326.0343179,32.82853928,39.30349703,0.190105935,2.268318658,0.181677298,0.114274447,330.4268466,48.58502858,47.8906871,11.17137542,50.69465131,6.107365712,12.04735718,5.064009705,-440.7628039,183.5945531,21.5270687,94.78566453,-0.041678741,0.046788038,3.488025098,12,2,1,0,49455.24128,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-589-20190727-16_17_16,543.2421538,594.044,0.085518659,0.5,1685.983535,3.768540653,72.09152533,1,0.002741625,4.609331969,-,0,594.044,0.085518659,0.821725652,-0.510619479,1.037705043,589,300,300,300,10399.5,594.044,-0.00696632,10.1345,1999.99871,1685.983535,0.842992311,0.195984623,6,0.5,0: Broadleaf,1564269369,390.3399032,399.5436129,60.65487097,49.3889129,500.0053548,100.4904839,0.199957226,49.39199677,47.8906871,999.9,0,0,10001.9729,0,630.6856129,1999.99871,0.900006516,0.099993652,0,543.3537419,4.99938,12105.91935,15966.2129,58.74187097,59.07825806,58.625,59.187,60.82419355,1795.513226,199.4874194,0,100.3,543.2421538,-12.72300856,-250.205128,12104.08846,15,1564269028,16:10:28,7,13.285,0.997,400,60,0.48,0.24,0,0,0/0,1.87439,1.87135,1.87088,1.87302,1.86996,1.8793,1.8765,1.87175,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.285,0.997,2,490.199,417.951,48.729,51.1522,29.9972,51.2295,51.2749,19.6695,33.8099,37.0891,-999.9,400,49.5239,97.6211,97.8729
4,1564269509,373.5,20190727 16:18:29,16:18:29,1,B2_R2,4,null,null,null,null,1564269501,0.01021522,8.868232181,384.2106774,287.3641807,28.93383686,38.68501993,0.212195729,2.26733309,0.201748037,0.126988328,330.4222788,48.37901907,47.11876129,10.74277681,50.72686648,6.070288901,11.96661517,4.672487909,-450.491204,261.4476244,30.53965464,171.9183538,-0.041652016,0.046758037,3.486257435,26,5,1,0,49445.36665,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-590-20190727-16_19_28,670.3229615,804.811,0.16710512,0.5,1685.956259,8.868232181,140.8659612,1,0.005766476,3.140338539,-,0,804.811,0.16710512,0.758473857,1.208594608,0.957828375,590,300,300,300,10389.8,779.481,-0.00696078,6.8028,1999.965806,1685.956259,0.842992542,0.195985084,6,0.5,0: Broadleaf,1564269501,384.2106774,399.5622258,60.28870645,48.76954194,500.0028065,100.4871935,0.199805032,49.25762903,47.11876129,999.9,0,0,9995.886774,0,159.684,1999.965806,0.89999829,0.100001542,0,670.8696129,4.99938,14715.15161,15965.90968,58.812,58.94919355,58.687,59.21951613,60.812,1795.466774,199.4993548,0,131.3999999,670.3229615,-63.26820513,-1812.950428,14699.41538,15,1564269028,16:10:28,7,13.285,0.997,400,60,0.48,0.24,0,0,0/0,1.87439,1.87134,1.87088,1.87301,1.86996,1.87929,1.87646,1.87178,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.285,0.997,2,472.944,422.2,48.3721,50.2736,29.997,50.3587,50.4085,19.7466,37.1187,48.4871,-999.9,400,48.6305,97.7877,98.0415
5,1564269610,474,20190727 16:20:09,16:20:09,2,B2_R2,4,null,null,null,null,1564269602,0.010093998,6.641385479,385.3643871,299.5488712,30.16273689,38.8038338,0.195988932,2.268652052,0.187045001,0.117672685,330.4316279,48.17472591,47.67661613,11.05106285,51.42625619,6.079280699,11.82135576,4.971782153,-445.1453313,163.561518,19.12238428,67.97019892,-0.041687784,0.046798189,3.488623127,55,11,1,0,49523.67897,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-591-20190727-16_21_09,881.7190769,982.15,0.102256196,0.5,1686.002885,6.641385479,86.20212087,1,0.004445532,2.392750598,-,0,982.15,0.102256196,0.705253902,0.347974947,0.890620281,591,300,300,300,10342.1,982.15,-0.00692795,21.544,2000.020968,1686.002885,0.842992605,0.195985209,6,0.5,0: Broadleaf,1564269602,385.3643871,398.0022258,60.3738871,48.99208387,499.9867419,100.493871,0.200005,49.0139129,47.67661613,999.9,0,0,10003.80581,0,1271.430645,2000.020968,0.899996903,0.100003058,0,882.3210645,4.99938,18928.77419,15966.36452,58.812,59.129,58.74187097,59.129,60.879,1795.512258,199.5090323,0,99.5999999,881.7190769,-148.5083762,-3159.367524,18915.96538,15,1564269028,16:10:28,7,13.285,0.997,400,60,0.48,0.24,0,0,0/0,1.87437,1.87134,1.87088,1.873,1.86995,1.87927,1.87643,1.87173,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.285,0.997,2,437.361,424.698,48.1355,49.6925,29.9975,49.7623,49.811,19.767,36.6078,49.6538,-999.9,400,48.1735,97.8952,98.1503
6,1564269705,569,20190727 16:21:44,16:21:44,3,B2_R2,4,null,null,null,null,1564269697,0.014214028,12.45936594,378.3550645,282.5532236,28.45088591,38.09737733,0.304766306,2.267083075,0.283698079,0.179082681,330.4253196,46.55856147,46.84837097,10.59604289,51.1952524,5.96600058,11.65342547,4.630042308,-626.8386495,229.8462331,26.75111306,-39.81598373,-0.041645238,0.046750428,3.485809073,61,12,1,0,49518.99045,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-592-20190727-16_22_44,780.1435385,1090.74,0.28475756,0.5,1685.975902,12.45936594,240.0471925,1,0.007896412,2.054981022,-,0,1090.74,0.28475756,0.672665724,0.781954308,0.849466745,592,300,300,300,10333.6,972.464,-0.00692301,-16.1783,1999.989677,1685.975902,0.842992302,0.195984604,6,0.5,0: Broadleaf,1564269697,378.3550645,399.760129,59.24991935,43.2034871,499.9933226,100.492129,0.200000935,48.72891935,46.84837097,999.9,0,0,9993.769355,0,1363.832258,1999.989677,0.900007,0.0999933,0,781.5114194,4.99938,16629.93226,15966.12903,58.875,59.34654839,58.772,59.298,60.937,1795.504839,199.4858065,0,94.20000005,780.1435385,-180.4961365,-3568.276918,16602.66538,15,1564269028,16:10:28,7,13.285,0.997,400,60,0.48,0.24,0,0,0/0,1.87437,1.87134,1.87088,1.87302,1.86996,1.8793,1.87646,1.87177,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.285,0.997,2,429.636,421.737,47.9434,49.2255,29.9981,49.2564,49.3038,19.7165,40.2425,40.7203,-999.9,400,42.6919,97.9823,98.2396
7,1564269859,723.5999999,20190727 16:24:19,16:24:19,1,B2_R2,1,null,null,null,null,1564269851,0.005645939,4.099651598,392.3551613,293.3508653,29.53028157,39.49658842,0.099570862,2.268017791,0.097204571,0.060960775,330.4313289,49.47202366,47.99139032,11.22836268,50.07069163,5.878209781,11.73982142,5.350152898,-248.985889,108.1618444,12.65942036,202.2667046,-0.041670581,0.046778878,3.487485446,59,12,1,0,49524.72123,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-593-20190727-16_25_18,684.7825385,758.716,0.097445502,0.5,1686.003457,4.099651598,82.14672665,1,0.002937981,3.391880493,-,0,758.716,0.097445502,0.772307101,1.134272645,0.9752975,593,300,300,300,10377.5,758.716,-0.00695192,16.6542,2000.021935,1686.003457,0.842992483,0.195984965,6,0.5,0: Broadleaf,1564269851,392.3551613,399.9332258,58.39354839,52.01385484,499.9850323,100.4655161,0.199881742,48.87598065,47.99139032,999.9,0,0,10002.5,0,1239.707419,2000.021935,0.899998935,0.10000071,0,685.1379677,4.99938,14728.97419,15966.36774,58.875,59.375,58.812,59.375,60.877,1795.520968,199.5009677,0,154.2,684.7825385,-32.74297438,-883.3264959,14718.51154,15,1564269028,16:10:28,7,13.285,0.997,400,60,0.48,0.24,0,0,0/0,1.87436,1.87134,1.87088,1.873,1.86995,1.87927,1.87645,1.87177,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.285,0.997,2,431.886,433.054,47.6651,48.5938,29.9985,48.5719,48.6165,19.9594,30.2021,58.244,-999.9,400,52.2496,98.0933,98.3595
8,1564269986,850.5999999,20190727 16:26:26,16:26:26,2,B2_R2,1,null,null,null,null,1564269978,0.00915622,5.359784918,388.6234516,307.2210811,30.92285403,39.11628143,0.174077029,2.268951128,0.166983177,0.104977752,330.4246645,48.27620435,47.59259677,11.00414868,50.84133855,5.949820386,11.70272175,5.054328292,-403.7893164,149.2775217,17.42689039,93.33976019,-0.041695897,0.046807297,3.489159629,4,1,1,0,49563.03593,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-594-20190727-16_27_25,732.4453846,833.642,0.121390975,0.5,1685.968489,5.359784918,102.3306796,1,0.003685465,2.997147457,-,0,833.642,0.121390975,0.749821589,0.722278955,0.946901977,594,300,300,300,10473.4,833.642,-0.0070178,17.4036,1999.980323,1685.968489,0.842992539,0.195985077,6,0.5,0: Broadleaf,1564269978,388.6234516,399.3252903,59.11195161,48.77387097,499.9948387,100.4534516,0.199973355,48.81294516,47.59259677,999.9,0,0,10009.77871,0,124.376,1999.980323,0.899999968,0.100000032,0,734.5074194,4.99938,16048.89032,15966.02581,58.937,59.282,58.875,59.49593548,60.937,1795.480645,199.5006452,0,126.5,732.4453846,-163.9092651,-2430.861541,16010.65769,15,1564269028,16:10:28,7,13.285,0.997,400,60,0.48,0.24,0,0,0/0,1.87437,1.87134,1.87088,1.873,1.86996,1.8793,1.87648,1.87174,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.285,0.997,2,500.198,432.545,47.4604,48.1458,29.9985,48.0751,48.1105,19.9125,35.3798,64.1285,-999.9,400,48.4531,98.1731,98.4422
9,1564270115,979.5999999,20190727 16:28:35,16:28:35,3,B2_R2,1,null,null,null,null,1564270107,0.01218109,9.510540731,383.0119677,291.7347086,29.36785733,38.55640242,0.251279709,2.267895529,0.236773564,0.149216965,330.4241125,47.14691745,46.785,10.56190452,49.97670259,5.803990932,11.6133931,4.757913587,-537.1860537,229.3062256,26.66225867,49.20654304,-0.041667266,0.046775156,3.487266157,22,4,1,0,49554.13893,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-595-20190727-16_29_34,653.2565,833.159,0.215928172,0.5,1685.966247,9.510540731,182.023805,1,0.006147415,2.999464688,-,0,833.159,0.215928172,0.749966539,1.288474793,0.947085025,595,300,300,300,10367.5,764.851,-0.00694566,-9.90308,1999.977742,1685.966247,0.842992505,0.19598501,6,0.5,0: Broadleaf,1564270107,383.0119677,400.0230645,57.65574194,43.88133226,500.0045806,100.4663226,0.199989871,48.66045806,46.785,999.9,0,0,10001.62387,0,131.6639677,1999.977742,0.899999065,0.100000913,0,653.9859032,4.99938,14195.93548,15965.99355,59.125,59.312,59.014,59.6006129,61.125,1795.479677,199.4980645,0,128.3,653.2565,-66.83059833,-1544.006839,14180.43846,15,1564269028,16:10:28,7,13.285,0.997,400,60,0.48,0.24,0,0,0/0,1.87438,1.87134,1.87088,1.87302,1.86996,1.87932,1.87641,1.87177,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.285,0.997,2,478.037,430.52,47.2711,47.7392,29.999,47.6347,47.6637,19.8964,42.831,86.9298,-999.9,400,44.2605,98.2464,98.5225
10,1564270438,1302.1,20190727 16:33:57,16:33:57,1,B3_R2,6,null,null,null,null,1564270430,0.013348272,12.06407486,378.7446774,286.2283704,28.81407688,38.12752117,0.303461904,2.269013059,0.282583469,0.178370666,330.4280752,45.84425567,45.91046129,10.10039334,51.59504871,5.718798731,11.08400685,4.381594604,-588.6587792,223.2432821,25.72675482,-9.260667177,-0.041697577,0.046809183,3.489270728,82,16,1,0,49731.76405,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-596-20190727-16_34_57,749.8851154,996.942,0.247814702,0.5,1685.989303,12.06407486,208.9064684,1,0.007661892,2.342411093,-,0,996.942,0.247814702,0.700814779,0.814274461,0.885014395,596,300,300,300,10333.4,923.688,-0.00692262,-1.78381,2000.005484,1685.989303,0.84299234,0.195984681,6,0.5,0: Broadleaf,1564270430,378.7446774,399.2890323,56.80842903,41.69989677,499.9814839,100.4681613,0.199975968,47.73543226,45.91046129,999.9,0,0,10008.71645,0,1025.279677,2000.005484,0.900007,0.0999933,0,750.7394194,4.99938,16068.45806,15966.25806,58.85467742,59.254,58.796,59.161,60.754,1795.517097,199.49,0,322.2,749.8851154,-68.02335042,-1327.035897,16052.40769,15,1564269028,16:10:28,7,13.285,0.997,400,60,0.48,0.24,0,0,0/0,1.87437,1.87134,1.87088,1.87296,1.86995,1.87933,1.87645,1.87175,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.285,0.997,2,403.064,430.843,46.6528,47.2399,29.9992,47.0289,47.0359,19.9217,42.6098,91.8602,-999.9,400,40.8625,98.3181,98.6039
