SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,3.86945 74.3644 368.248 613.674 860.399 1029.52 1202.57 1287.28,-0.05555 101.663 401.982 601.297 801.47 1000.89 1201.06 1400.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1562896102,0,20190711 18:48:21,18:48:21,1,B2_R1,2,null,null,null,null,1562896094,0.002093998,3.54862241,397.6060645,286.0771848,28.71380229,39.90804766,0.061973557,2.264368023,0.06104646,0.038236178,66.06534059,39.36462942,38.72442258,6.923123357,50.57174725,3.661772374,7.240747202,3.261350983,-92.34531476,101.8772619,10.93698378,86.53427146,-0.041571678,0.046667851,3.480941341,0,0,1,0,50882.4893,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4285-20190711-18_49_15,772.3142308,2125.86,0.636705037,0.5,337.1978551,3.54862241,107.3477863,0.706584629,0.013704987,0.431453623,DARK-4286-20190711-18_49_17,623.76,1502.1,0.901102303,0.379120493,0.969774086,0.396555371,4285,300,300,300,10275.8,1628.9,-0.00822337,-172.148,400.0153548,337.1978551,0.842962279,0.195924558,6,0.5,0: Broadleaf,1562896094,397.6060645,402.8634194,36.48243871,34.06135806,500.0090968,100.349871,0.020951371,39.55895806,38.72442258,999.9,0,0,9990.259355,0,58.55079677,400.0153548,0.900012839,0.099987223,0,773.4358387,4.99938,3248.843871,3161.365484,48.5683871,50.58645161,49.62677419,50.657,51.20545161,355.5187097,39.49870968,0,3114.4,772.3142308,-123.7184274,-479.8841026,3244.172692,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-5.010670732,-5.541302091,0.639090844,0,759.858,0,0,0,2.443360732,-0.234257143,0.058292547,0,0,3,0/3,1.87423,1.87106,1.87063,1.87268,1.86977,1.87924,1.87622,1.87162,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,501.444,467.403,39.1,41.8169,29.9994,41.8081,41.8475,20.3939,25.5824,55.1447,-999.9,404.155,33.9446,99.3026,99.4773
2,1562896271,169,20190711 18:51:10,18:51:10,2,B2_R1,2,null,null,null,null,1562896263,0.001870046,2.796469538,399.6518065,314.1667608,31.53285217,40.11296836,0.06572624,2.266776997,0.064685572,0.04052061,66.06499807,39.15362586,37.17391935,6.364978033,50.58683243,3.607459952,7.131223243,2.757518081,-82.46901361,256.7463564,27.29181896,267.6341598,-0.041636941,0.046741114,3.485260195,10,2,1,0,51005.39795,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4287-20190711-18_52_04,880.1342692,1674.44,0.474370972,0.5,337.1940189,2.796469538,79.97752728,1.446907623,0.011474519,0.817365806,DARK-4288-20190711-18_52_06,-748.32,2422.76,0.327851595,0.360983703,0.841146597,0.591726625,4287,300,300,300,10305.1,1557.29,-0.00824287,-28.314,400.0105161,337.1940189,0.842962885,0.195925771,6,0.5,0: Broadleaf,1562896263,399.6518065,403.9046774,35.94169032,33.77815484,499.9686129,100.3464516,0.023339565,39.27484194,37.17391935,999.9,0,0,10006.28387,0,18.53760968,400.0105161,0.899987742,0.100012142,0,882.3396452,4.99938,3683.52,3161.305161,47.3526129,49.64293548,48.51793548,49.84654839,50.09248387,355.5045161,39.50612903,0,168.5,880.1342692,-207.2411284,-863.584616,3674.305769,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-4.263452927,0.512899861,0.088170733,0,859.486,0,0,0,2.155763415,0.092483206,0.032065606,1,1,3,3-Jan,1.8742,1.87105,1.87058,1.87267,1.86975,1.87924,1.87621,1.8716,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,477.015,461.02,39.0004,41.4658,29.999,41.4674,41.5099,20.4101,25.0573,55.1248,-999.9,403.886,33.6921,99.3763,99.5494
3,1562896477,375,20190711 18:54:36,18:54:36,3,B2_R1,2,null,null,null,null,1562896469,0.000646195,-0.032079864,399.8517097,381.8126543,38.31726133,40.12759211,0.01963588,2.265002027,0.019541798,0.012222039,66.06471657,39.14471034,38.0651871,6.680832106,50.61550082,3.531161857,6.97644358,3.149670249,-28.49721042,97.88637212,10.43752402,145.8914023,-0.041588848,0.046687126,3.482077814,22,4,1,0,51015.36398,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4289-20190711-18_55_30,634.3264615,1066.05,0.404974943,0.5,337.1927487,-0.032079864,68.27730716,0.462332911,0.003086039,1.854528399,DARK-4290-20190711-18_55_32,573.18,492.87,0.875937952,0.800448603,1.285185711,0.854763794,4289,300,300,300,10324,997.777,-0.00825765,-17.1984,400.0090323,337.1927487,0.842962837,0.195925674,6,0.5,0: Broadleaf,1562896469,399.8517097,400.1232581,35.18629032,34.43818065,500.0267097,100.3374194,0.018765539,38.86680645,38.0651871,999.9,0,0,9995.625806,0,36.72613548,400.0090323,0.89999229,0.10000769,0,635.470129,4.99938,2630.581935,3161.295161,46.22154839,48.518,47.33435484,48.772,48.99380645,355.5051613,39.50548387,0,205.0999999,634.3264615,-149.0414357,-636.8646149,2626.323462,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-0.163252709,-1.991450633,0.202763271,0,619.663,0,0,0,0.67268239,1.391921498,0.139514027,0,0,3,0/3,1.87421,1.87104,1.87057,1.87265,1.86973,1.87925,1.87622,1.87159,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,462.109,462.685,38.6759,40.903,29.999,40.9449,40.9934,20.3006,23.4519,56.5029,-999.9,400.278,34.0261,99.4758,99.6694
4,1562896563,461,20190711 18:56:02,18:56:02,1,B2_R1,3,null,null,null,null,1562896555,0.002385409,4.627838629,398.8377097,281.7275086,28.27269435,40.02525958,0.075493377,2.265934708,0.07412341,0.046448147,66.06040098,38.30099336,37.70803548,6.552666159,50.69773475,3.484598642,6.873282721,3.068067517,-105.196531,107.7988706,11.45473859,80.11747913,-0.041614115,0.04671549,3.483749911,15,3,1,0,51090.31181,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4291-20190711-18_56_56,791.0876923,2242.4,0.647213837,0.5,337.1717459,4.627838629,109.1111097,1.040545844,0.016906839,0.357059401,DARK-4292-20190711-18_56_58,-90.92,2333.32,0.621994543,0.255479437,0.959689311,0.346169349,4291,300,300,300,10313.1,1850.03,-0.00825417,-118.305,399.9842581,337.1717459,0.84296254,0.195925079,6,0.5,0: Broadleaf,1562896555,398.8377097,405.5326129,34.72280645,31.95978065,500.012871,100.3350323,0.01972009,38.59046774,37.70803548,999.9,0,0,10001.93645,0,103.7159323,399.9842581,0.899995484,0.100004413,0,791.7782903,4.99938,3334.481613,3161.10129,45.905,48.23780645,47.01,48.393,48.71348387,355.4864516,39.49903226,0,85.5,791.0876923,-54.26516239,-63.55419428,3338.793077,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-6.302390244,-6.881670732,0.730374022,0,785.801,0,0,0,2.805631951,-0.914599861,0.094164817,0,0,3,0/3,1.87416,1.87103,1.87057,1.87262,1.8697,1.87919,1.8762,1.87155,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,470.026,470.372,38.5311,40.6852,29.9992,40.7335,40.7825,20.4897,28.1448,55.9612,-999.9,406.088,31.8987,99.5074,99.7059
5,1562896685,583,20190711 18:58:04,18:58:04,2,B2_R1,3,null,null,null,null,1562896677,0.001564361,2.399844196,399.7379032,302.3289381,30.33813861,40.1129445,0.04893619,2.265459828,0.048356438,0.03027429,66.05680059,38.39306066,37.58043871,6.507397532,50.25690434,3.421679039,6.808376051,3.085718493,-68.98832415,101.8991988,10.81427689,109.7819521,-0.041601249,0.046701047,3.482898518,0,0,1,0,51103.8656,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4293-20190711-18_58_58,695.2376154,1636.51,0.575170567,0.5,337.1525606,2.399844196,96.96011472,0.645758352,0.010299533,0.859487568,DARK-4294-20190711-18_59_00,579.72,1056.79,0.890690094,0.570994784,1.038492894,0.608125645,4293,300,300,300,10314,1445.33,-0.00825205,-53.7777,399.9613871,337.1525606,0.842962775,0.195925549,6,0.5,0: Broadleaf,1562896677,399.7379032,403.368,34.09809032,32.28492581,500.0161935,100.3294839,0.018629661,38.41475161,37.58043871,999.9,0,0,9999.397097,0,13.3521871,399.9613871,0.89999571,0.100004213,0,695.7358387,4.99938,2854.54871,3160.918387,45.48983871,47.812,46.58232258,48.06606452,48.278,355.4635484,39.5,0,121.0999999,695.2376154,-67.7834529,-262.9254698,2852.861154,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-3.682853659,1.512735679,0.168006004,0,688.231,0,0,0,1.811227805,-0.384836028,0.083373834,0,0,3,0/3,1.87411,1.87104,1.87057,1.87258,1.86969,1.87918,1.8762,1.87155,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,496.996,471.876,38.3081,40.4512,29.9996,40.5009,40.5513,20.4142,24.2385,55.408,-999.9,403.496,32.4619,99.5433,99.7436
6,1562896807,705.5,20190711 19:00:07,19:00:07,3,B2_R1,3,null,null,null,null,1562896799,0.001380093,4.772690836,399.5532258,204.7958035,20.55067083,40.09401892,0.043020313,2.264878283,0.042571453,0.026647096,66.0609302,38.09403422,37.45975484,6.464831472,50.48691406,3.371184767,6.677343683,3.093646705,-60.86208866,72.74845186,7.704704392,85.65199779,-0.041585497,0.046683363,3.481855989,1,0,1,0,51144.21544,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4295-20190711-19_01_01,711.453,1348.9,0.472568018,0.5,337.1790919,4.772690836,79.67002766,1.002713322,0.017336071,1.255964119,DARK-4296-20190711-19_01_03,-3.66,1352.56,0.471289259,0.556061745,1.030178952,0.732473711,4295,300,300,300,10265.6,1348.9,-0.00835688,-1255.67,399.9936129,337.1790919,0.84296119,0.19592238,6,0.5,0: Broadleaf,1562896799,399.5532258,405.9419677,33.59522903,31.99480323,500.015,100.3255161,0.021612445,38.05554516,37.45975484,999.9,0,0,9996.006129,0,67.00482903,399.9936129,0.900037516,0.099962584,0,712.0670645,4.99938,2939.665484,3161.210323,45.19106452,47.61880645,46.381,47.9776129,48.12093548,355.5096774,39.4816129,0,121.5999999,711.453,-102.3822905,-395.5292303,2937.348846,15,1562896730,18:58:50,5,11.628,0.503,402,32,0.01,0.01,-6.339732439,-0.497164181,0.111815798,1,701.075,0,0,0,1.586337317,0.112741045,0.036632941,0,1,3,3-Jan,1.8741,1.87103,1.87057,1.87258,1.8697,1.8792,1.87617,1.87152,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.628,0.503,2,488.141,469.687,38.0677,40.2783,29.9994,40.306,40.3505,20.5282,23.872,55.0568,-999.9,406.135,32.0092,99.5685,99.7717
7,1562896980,878.5,20190711 19:03:00,19:03:00,1,B2_R1,6,null,null,null,null,1562896972,0.001608823,5.573031807,399.3002258,209.9199992,21.06356624,40.06615276,0.051780911,2.266703642,0.051132629,0.032015462,66.06106265,37.78356922,37.08862581,6.335442269,50.51793674,3.33040518,6.592520191,3.005037089,-70.94908599,89.34384411,9.427016048,93.88283682,-0.041634953,0.046738882,3.485128656,2,0,1,0,51241.23945,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4297-20190711-19_03_54,799.8897308,2133.06,0.625003642,0.5,337.1723412,5.573031807,105.3669707,0.70985345,0.019710103,0.426621848,DARK-4298-20190711-19_03_56,618.9,1514.16,0.880468556,0.37539034,0.950273603,0.393442454,4297,300,300,300,10281.1,1645.67,-0.00822873,-171.579,399.9845806,337.1723412,0.842963348,0.195926696,6,0.5,0: Broadleaf,1562896972,399.3002258,406.7592258,33.19089677,31.32426774,499.9679677,100.318129,0.022792842,37.81973871,37.08862581,999.9,0,0,10008.63097,0,144.1584355,399.9845806,0.899976839,0.100023135,0,800.4449032,4.99938,3297.111935,3161.087097,45.562,48.11280645,46.812,48.625,48.48577419,355.4774194,39.51,0,172.5,799.8897308,-46.1360342,-162.0871796,3295.121923,15,1562896897,19:01:37,7,11.604,0.54,401,33,0.02,0.01,-7.426843659,-0.677258885,0.079095753,0,794.129,0,0,0,1.889034146,-0.47154899,0.051502581,0,0,3,0/3,1.87408,1.87103,1.87054,1.87256,1.86966,1.87916,1.87612,1.8715,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.604,0.54,2,486.858,465.04,37.7223,39.9601,29.9993,39.975,40.0199,20.5601,24.4564,54.8074,-999.9,406.987,31.1798,99.6024,99.8053
8,1562897078,976.5,20190711 19:04:38,19:04:38,2,B2_R1,6,null,null,null,null,1562897070,0.002924277,8.449849987,399.6629355,244.0332928,24.48487028,40.09983645,0.098540466,2.267011714,0.09622128,0.060342123,66.06229057,37.20658317,36.71735161,6.208257901,50.51368008,3.303523206,6.53985851,2.904734696,-128.9606232,116.6778776,12.27863353,66.0581785,-0.041643303,0.046748256,3.485681101,0,0,1,0,51275.40322,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4299-20190711-19_05_32,811.8362692,2439.53,0.667216116,0.5,337.1788891,8.449849987,112.4855943,1.105413748,0.028241744,0.247400114,DARK-4300-20190711-19_05_34,-257.16,2696.69,0.603589486,0.182878163,0.952200071,0.260940274,4299,300,300,300,10283.3,1988.64,-0.00823169,-131.663,399.9923871,337.1788891,0.842963266,0.195926532,6,0.5,0: Broadleaf,1562897070,399.6629355,411.2047097,32.92521613,29.53177419,500.0223548,100.3152258,0.018913006,37.6720129,36.71735161,999.9,0,0,10010.92806,0,50.92565161,399.9923871,0.899979258,0.100020703,0,811.9218065,4.99938,3371.083871,3161.15129,45.74593548,48.23170968,46.99390323,48.74593548,48.625,355.4854839,39.50967742,0,97.0999999,811.8362692,-9.088581186,-35.96410252,3370.918077,15,1562896897,19:01:37,7,11.604,0.54,401,33,0.02,0.01,-11.5378561,0.010885714,0.03093846,1,810.694,0,0,0,3.403346585,-0.367105923,0.051678373,0,1,3,3-Jan,1.87412,1.87103,1.87055,1.87256,1.86967,1.87919,1.87615,1.87152,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.604,0.54,2,494.158,467.339,37.5636,39.7699,29.9994,39.7931,39.8386,20.7039,26.482,53.288,-999.9,411.226,29.4883,99.6488,99.8586
9,1562897169,1067.5,20190711 19:06:09,19:06:09,3,B2_R1,6,null,null,null,null,1562897161,0.001099924,3.984515827,400.0572903,206.8792016,20.75792968,40.1411115,0.03603693,2.265378137,0.035721459,0.022354026,66.06114462,37.65002367,36.68913226,6.198682339,50.1789252,3.254634206,6.486058027,2.944048133,-48.50666605,101.4775209,10.67740367,129.7094032,-0.041599036,0.046698562,3.482752065,7,1,1,0,51248.25366,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4301-20190711-19_07_03,677.5018077,1388.82,0.512174502,0.5,337.176989,3.984515827,86.34672827,1.30787287,0.014998608,1.19111908,DARK-4302-20190711-19_07_05,-427.58,1816.4,0.391608782,0.476639823,1.079893227,0.715214316,4301,300,300,300,10353.2,1276.26,-0.00828259,-27.5034,399.9906774,337.176989,0.842962119,0.195924238,6,0.5,0: Broadleaf,1562897161,400.0572903,405.3664839,32.43657419,31.15954194,500.0249355,100.3176452,0.020762539,37.52002258,36.68913226,999.9,0,0,10000.04516,0,56.27811935,399.9906774,0.900009548,0.099990423,0,678.4130645,4.99938,2821.250645,3161.163226,45.875,48.312,47.125,48.778,48.687,355.496129,39.49387097,0,90.29999995,677.5018077,-85.02902571,-320.5623934,2817.531154,15,1562896897,19:01:37,7,11.604,0.54,401,33,0.02,0.01,-5.220709268,-1.619505575,0.172403537,0,668.32,0,0,0,1.250133171,0.368393101,0.049864818,0,0,3,0/3,1.87412,1.87103,1.87055,1.87256,1.86966,1.87916,1.87615,1.87153,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.604,0.54,2,480.897,467.518,37.4185,39.6375,29.9996,39.6584,39.7045,20.5174,20.1829,53.559,-999.9,405.37,31.0628,99.6708,99.8793
