SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,2.55619 74.8467 372.836 622.18 873.242 1046.83 1208.7 1297.39,-0.0206363 101.51 401.026 601.505 800.913 1001.34 1201.09 1401.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BAR_A07,newDef_10,newDef_9,newDef_8,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564700706,0,20190801 16:05:06,16:05:06,null,,,,1,B2_R2,5,null,null,null,null,1564700698,0.009359796,18.55892837,373.4875161,265.7710532,26.82523314,37.69744514,0.34297294,2.271733275,0.316586381,0.200067776,289.4934996,37.31083247,37.32003226,6.415852373,53.12951941,3.579531209,6.737367944,2.836321164,-412.7669953,110.3258751,11.65067974,-1.296940798,-0.041771416,0.046892074,3.494151809,0,0,1,0,51346.81862,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-961-20190801-16_06_06,763.5892692,1172.38,0.348684497,0.5,1513.164598,18.55892837,263.8085184,1,0.01215153,3.091608523,-,0,1172.38,0.348684497,0.755597342,0.960280642,0.894895287,961,300,300,300,10378.9,1029.28,-0.00710116,-21.2203,1799.975806,1513.164598,0.840658298,0.191316596,6,0.5,0: Broadleaf,1564700698,373.4875161,399.9529677,35.4642129,24.63085806,500.0034516,100.8336129,0.100002035,38.22084516,37.32003226,999.9,0,0,9990.10129,0,570.0217419,1799.975806,0.97799671,0.022003639,0,763.8763226,4.99938,14320.75161,14664.63226,49.50180645,50.28609677,49.6066129,50.72354839,51.52593548,1755.482581,39.49741935,0,6871.9,763.5892692,-39.77596574,-703.1897426,14315.57308,15,1564700561,16:02:41,50,12.805,0.51,400,33,0.49,0.28,-26.4592878,-0.222547735,0.039248192,1,765.9499706,-39.64392538,3.893361125,0,10.86112195,-0.4879777,0.050882406,0,1,3,1/3,1.87408,1.87103,1.87056,1.87258,1.86966,1.87913,1.87616,1.87151,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.805,0.51,2,511.677,465.073,37.4192,40.7735,29.9998,40.582,40.6388,19.5327,100,49.5376,-999.9,400,16.4699,99.4251,99.8187
2,1564700841,135,20190801 16:07:21,16:07:21,null,,,,2,B2_R2,5,null,null,null,null,1564700833,0.009698106,17.64986765,374.4363548,269.6902599,27.22190877,37.79473643,0.339742608,2.273993087,0.313854294,0.19832025,289.4927259,37.78698712,37.93866129,6.635180999,52.85827949,3.675504253,6.953507167,2.959676746,-427.6864784,106.2918936,11.27878776,-20.62307103,-0.04183282,0.046961005,3.498208582,0,0,1,0,51322.85865,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-962-20190801-16_08_21,942.8258462,2.614,-359.6831852,0.5,1513.159558,17.64986765,-272129.0249,1,0.0115508,1834.087988,-,0,2.614,-359.6831852,0.999455067,1.263612199,1.183709338,962,300,300,300,10644.4,2.614,-0.00664358,1.29307,1799.969677,1513.159558,0.840658361,0.191316722,6,0.5,0: Broadleaf,1564700833,374.4363548,399.9756774,36.4136,25.1988129,499.9629355,100.8377097,0.099968903,38.80567419,37.93866129,999.9,0,0,10004.38032,0,1844.279032,1799.969677,0.977992161,0.022007755,0,943.8920645,4.99938,17666.41613,14664.55161,49.925,50.935,50.058,50.625,51.812,1755.46871,39.50096774,0,134,942.8258462,-174.3383933,-3170.307695,17647.45,15,1564700561,16:02:41,50,12.805,0.51,400,33,0.49,0.28,-25.5656561,0.52305784,0.056357167,0,952.1398529,-183.4598808,17.99307051,0,11.23402683,-0.323602787,0.034856654,0,0,3,0/3,1.87408,1.87103,1.87055,1.87258,1.86968,1.87914,1.87611,1.8715,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.805,0.51,2,510.112,465.727,37.7585,40.6793,29.9995,40.5621,40.6266,19.5821,100,37.2407,-999.9,400,15.23,99.4633,99.8799
3,1564700941,235,20190801 16:09:01,16:09:01,null,,,,3,B2_R2,5,null,null,null,null,1564700933,0.00964735,19.42569981,372.3165161,263.5574687,26.60250157,37.58023157,0.355374857,2.273039433,0.327144524,0.20681451,289.4955032,38.08333301,37.69133226,6.546724707,52.72022313,3.72156238,7.059079343,2.825162326,-425.4481211,170.8616601,18.14089223,53.04993444,-0.0418069,0.046931908,3.496496398,32,6,1,0,51246.31897,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-963-20190801-16_10_01,810.1723077,1245.36,0.349447302,0.5,1513.174433,19.42569981,264.3873617,1,0.012724267,2.851834008,-,0,1245.36,0.349447302,0.740383413,0.872680604,0.876876599,963,300,300,300,10252.4,908.903,-0.00692541,-102.826,1799.987419,1513.174433,0.840658338,0.191316676,6,0.5,0: Broadleaf,1564700933,372.3165161,399.9376452,36.87042581,25.72042903,499.999129,100.8362581,0.099988232,39.08561935,37.69133226,999.9,0,0,9998.325484,0,1826.024194,1799.987419,0.977996097,0.022003835,0,810.4110645,4.99938,15045.83548,14664.73226,49.94106452,51.137,50.125,50.75,51.875,1755.487419,39.5,0,98.9000001,810.1723077,-60.68225644,-1086.512821,15041.55769,15,1564700561,16:02:41,50,12.805,0.51,400,33,0.49,0.28,-27.55886098,-0.733030662,0.170222014,0,813.4281176,-63.94925304,6.277790023,0,11.13333902,0.336972125,0.033417024,0,0,3,0/3,1.87408,1.87103,1.87057,1.87262,1.86967,1.87916,1.87612,1.87151,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.805,0.51,2,455.641,465.826,38.0233,40.6353,29.9998,40.5353,40.5982,19.6152,100,29.5258,-999.9,400,17.2305,99.4728,99.8946
4,1564701136,429.5,20190801 16:12:15,16:12:15,null,,,,1,B2_R2,3,null,null,null,null,1564701128,0.00855389,15.65866022,377.3075484,269.5114906,27.20152012,38.08126639,0.289988833,2.274658324,0.270904632,0.170925264,289.4932272,38.72585731,38.04304194,6.672822408,50.90182024,3.648917357,7.168540025,3.023905051,-377.2265483,162.9802681,17.34498881,92.59193576,-0.041850907,0.046981309,3.49940312,8,2,1,0,51250.85739,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-964-20190801-16_13_16,823.3075385,7113.17,0.884255889,0.5,1513.164939,15.65866022,669.0125042,1,0.010234837,-0.325628377,-,0,7113.17,0.884255889,-0.48286192,0.987964046,-0.5718798,964,300,300,300,10239.8,1084.76,-0.00670379,-1091.38,1799.976452,1513.164939,0.840658186,0.191316373,6,0.5,0: Broadleaf,1564701128,377.3075484,399.9705484,36.15331613,26.25989355,500.0072581,100.8289355,0.100045526,39.37206774,38.04304194,999.9,0,0,10009.57677,0,192.2874516,1799.976452,0.977998903,0.022000687,0,823.7584516,4.99938,15410.42258,14664.65484,50.08029032,51.187,50.24593548,50.885,52,1755.485806,39.49064516,0,193.8,823.3075385,-46.29217095,-812.7794873,15403.02308,15,1564700561,16:02:41,50,12.805,0.51,400,33,0.49,0.28,-22.70664634,1.115903833,0.111514468,0,825.8875294,-49.68088757,4.914276125,0,9.942050976,-1.047003554,0.104854057,0,0,3,0/3,1.87408,1.87103,1.87056,1.87257,1.86967,1.87914,1.87617,1.8715,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.805,0.51,2,486.398,467.634,38.3162,40.5659,29.9998,40.4541,40.5198,19.6682,100,38.9085,-999.9,400,22.892,99.5,99.9199
5,1564701265,559,20190801 16:14:25,16:14:25,null,,,,2,B2_R2,3,null,null,null,null,1564701257,0.00808489,16.07605346,377.0023871,262.9593161,26.53888782,38.04856282,0.276950455,2.272601041,0.259473633,0.163649254,289.4976926,38.94176142,37.92564516,6.63050011,50.68608864,3.645931043,7.19315919,2.984569067,-356.5436521,185.0458237,19.70607027,137.7059345,-0.041794988,0.046918536,3.495709411,16,3,1,0,51174.60987,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-965-20190801-16_15_25,759.7116154,2.1164,-357.9640972,0.5,1513.191184,16.07605346,-270834.0581,1,0.010510496,2265.546967,-,0,2.1164,-357.9640972,0.9995588,1.017501302,1.183832195,965,300,300,300,10176,2.1164,-0.00721986,4.47495,1800.008065,1513.191184,0.840658003,0.191316005,6,0.5,0: Broadleaf,1564701257,377.0023871,399.9503548,36.12553548,26.77452903,500.020129,100.824,0.099930794,39.43597097,37.92564516,999.9,0,0,9996.691935,0,555.5603871,1800.008065,0.978004097,0.021996035,0,760.4909032,4.99938,14166.69032,14664.92258,50.1006129,51,50.292,50.885,52.062,1755.527742,39.48032258,0,128.7,759.7116154,-93.70441014,-1670.075211,14151.38846,15,1564700561,16:02:41,50,12.805,0.51,400,33,0.49,0.28,-22.98134878,0.710832753,0.073677342,0,765.5936471,-98.84785129,9.690124257,0,9.374552195,-0.454389617,0.045253676,0,0,3,0/3,1.87408,1.87103,1.87057,1.87256,1.86966,1.87917,1.87616,1.8715,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.805,0.51,2,482.287,463.233,38.4366,40.498,29.9998,40.3862,40.4558,19.6982,100,37.4219,-999.9,400,22.9112,99.5292,99.9573
6,1564701393,687,20190801 16:16:33,16:16:33,null,,,,3,B2_R2,3,null,null,null,null,1564701385,0.007812442,14.3666701,379.1014839,262.2094079,26.46428127,38.26196923,0.242615154,2.273582016,0.229095064,0.14433632,289.497588,39.13403553,38.6842129,6.908129705,50.41080981,3.646311578,7.233193816,3.261818127,-344.528675,104.8334308,11.20551867,61.00786247,-0.041821646,0.046948462,3.497470511,10,2,1,0,51189.04156,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-966-20190801-16_17_33,756.3195,2.2104,-341.1640879,0.5,1513.18772,14.3666701,-258122.6542,1,0.009380863,2169.159247,-,0,2.2104,-341.1640879,0.999539204,1.012947098,1.183808987,966,300,300,300,10658.7,2.2104,-0.00690002,0.401818,1800.003548,1513.18772,0.840658187,0.191316374,6,0.5,0: Broadleaf,1564701385,379.1014839,399.8956452,36.12783548,27.09155484,499.9974194,100.8280968,0.099941923,39.53948387,38.6842129,999.9,0,0,10002.66161,0,99.70567419,1800.003548,0.977997355,0.022002774,0,756.4684516,4.99938,14199.86774,14664.86774,50.125,51.07825806,50.3,50.81606452,52.09654839,1755.512258,39.49129032,0,127.0999999,756.3195,-22.86635898,-450.3316242,14197.23077,15,1564700561,16:02:41,50,12.805,0.51,400,33,0.49,0.28,-20.84925366,1.291710105,0.184998228,0,757.6002647,-24.48441065,2.406644165,0,9.147147805,-2.324118815,0.231525435,0,0,3,0/3,1.87408,1.87103,1.87056,1.87259,1.86967,1.87913,1.8762,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.805,0.51,2,485.69,469.454,38.4934,40.4457,29.9999,40.335,40.4045,19.7377,100,44.5241,-999.9,400,25.9062,99.5371,99.9816
7,1564701557,850.9000001,20190801 16:19:17,16:19:17,null,,,,1,B2_R2,2,null,null,null,null,1564701549,0.008431515,16.04377379,376.8895806,262.3208249,26.47684952,38.04062723,0.276784704,2.272713512,0.259328892,0.16355707,289.4953166,38.76915968,38.33190968,6.777960482,51.13086486,3.666123991,7.170080148,3.111836492,-371.8298287,127.9374606,13.64644011,59.24938856,-0.041798044,0.046921966,3.495911309,29,6,1,0,51188.20231,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-967-20190801-16_20_17,963.4099231,2120.99,0.545773472,0.5,1513.17482,16.04377379,412.9253378,1,0.010489277,1.261641969,-,0,2120.99,0.545773472,0.557843366,0.842299572,0.660684431,967,300,300,300,10240.8,1176.73,-0.00724863,-381.339,1799.988065,1513.17482,0.840658252,0.191316504,6,0.5,0: Broadleaf,1564701549,376.8895806,399.9556774,36.32232258,26.57189355,499.9941935,100.8331613,0.099921455,39.37607097,38.33190968,999.9,0,0,9996.514516,0,879.4822581,1799.988065,0.977996645,0.022003171,0,966.0373871,4.99938,17993.03871,14664.73871,50.06606452,50.804,50.20122581,50.68903226,52.006,1755.492903,39.49483871,0,163.1999998,963.4099231,-284.344,-5144.762394,17945.67308,15,1564700561,16:02:41,50,12.805,0.51,400,33,0.49,0.28,-23.09989756,0.944052962,0.099102542,0,978.7148529,-299.9493829,29.53045017,0,9.842694878,-1.938154913,0.195369744,0,0,3,0/3,1.87408,1.87103,1.87056,1.87257,1.86966,1.87913,1.87614,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.805,0.51,2,460.358,469.517,38.5223,40.4096,29.9999,40.3002,40.3684,19.7499,100,49.4429,-999.9,400,23.6375,99.5406,99.9947
8,1564701683,976.4000001,20190801 16:21:22,16:21:22,null,,,,2,B2_R2,2,null,null,null,null,1564701675,0.007904721,14.07779599,379.4895806,267.2802052,26.97725505,38.30282604,0.249523902,2.272717772,0.235242072,0.148241297,289.4949123,39.16641211,38.6704129,6.902990365,50.83557122,3.68937174,7.25746097,3.213618625,-348.5982019,114.1427681,12.20808331,67.2475618,-0.04179816,0.046922096,3.495918956,8,2,1,0,51151.33065,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-968-20190801-16_22_23,761.3785,21.0847,-35.11047347,0.5,1513.173143,14.07779599,-26564.11275,1,0.009190047,226.5071497,-,0,21.0847,-35.11047347,0.995604534,1.020256078,1.179148941,968,300,300,300,10160.6,11.902,-0.00707169,-2.84182,1799.986129,1513.173143,0.840658224,0.191316449,6,0.5,0: Broadleaf,1564701675,379.4895806,399.9828387,36.55286774,27.41384516,499.9953226,100.8324839,0.100000168,39.6019871,38.6704129,999.9,0,0,9996.609355,0,1615.816452,1799.986129,0.977999161,0.022001177,0,762.0523226,4.99938,14226.40968,14664.74194,50.046,51,50.175,50.74796774,51.96951613,1755.496452,39.49322581,0,124.7,761.3785,-102.4655385,-1871.654701,14213.35,15,1564700561,16:02:41,50,12.805,0.51,400,33,0.49,0.28,-20.53746098,0.877519861,0.093783492,0,767.8163235,-107.5209263,10.5307414,0,9.228696098,-1.652062578,0.166957147,0,0,3,0/3,1.87408,1.87103,1.87055,1.87261,1.86966,1.87914,1.87613,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.805,0.51,2,485.64,469.013,38.5875,40.4337,30,40.2922,40.3603,19.7745,100,49.216,-999.9,400,24.3021,99.5403,99.9895
