SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,1.08896 71.984 362.357 608.885 853.954 1024.31 1176.37 1291.17,0.042626 101.464 400.912 601.438 801.696 1000.69 1200.91 1400.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1562000984,0,20190701 10:09:44,10:09:44,2,B1_R2,1,null,null,null,null,1562000976,0.002959167,11.30171881,385.3905484,259.1181991,26.14471905,38.88544936,0.160488186,2.273575753,0.154449739,0.097054688,231.2896512,33.23911052,30.65344839,4.422999032,52.07545818,2.556699791,4.909605946,1.86629924,-130.4992815,225.3239983,22.38131676,348.4956848,-0.041821476,0.046948271,3.497459267,1,0,1,0,52370.78795,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3183-20190701-10_10_36,1138.7788,1442.83,0.210732519,0.5,1180.180401,11.30171881,124.3511943,1,0.010288804,0.822148139,-,0,1442.83,0.210732519,0.451197201,0.357190922,0.582208495,3183,300,300,300,10354.5,1405.69,-0.00743777,11.0306,1399.994839,1180.180401,0.842989109,0.195978217,6,0.5,0: Broadleaf,1562000976,385.3905484,400.3202903,25.33924516,21.87841935,500.0282258,100.8756774,0.023136848,32.49173226,30.65344839,999.9,0,0,9997.902903,0,1670.90871,1399.994839,0.900005903,0.099994097,0,1144.987742,4.99938,15761.37419,11164.30323,41.7013871,44.62270968,42.38883871,44.4553871,44.17725806,1255.504839,139.4912903,0,206.2,1138.7788,-432.8923083,-5765.769239,15678.516,15,1562001013,10:10:12,8,11.517,0.313,399,21,0.09,0.03,-15.1041878,-1.231258537,0.136135453,0,1170.3,-449.2002489,45.40570499,0,3.271478537,3.317985157,0.348156803,0,0,3,0/3,1.87393,1.8708,1.87033,1.8724,1.86954,1.87912,1.87594,1.87147,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.517,0.313,2,483.035,488.401,31.6984,33.6204,29.9997,33.4066,33.4277,19.7756,30.0361,45.1899,-999.9,400,21.2065,101.1,101.059
2,1562001131,146.4000001,20190701 10:12:10,10:12:10,3,B1_R2,1,null,null,null,null,1562001123,0.003316402,12.44836488,383.4870323,240.7235095,24.28758344,38.69158154,0.156027418,2.276646107,0.150320958,0.094445913,231.2860601,33.65733512,31.78449677,4.717146967,50.82207475,2.571610146,5.060025902,2.14553682,-146.2533087,152.6107312,15.26286442,252.906347,-0.041904981,0.047042013,3.502973361,7,1,1,0,52379.06206,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3184-20190701-10_13_02,786.5898,1154.91,0.318916799,0.5,1180.162171,12.44836488,188.1867708,1,0.011260563,1.276411149,-,0,1154.91,0.318916799,0.560712044,0.653851316,0.723522476,3184,300,300,300,10361.1,1089.1,-0.00744317,-2.68982,1399.973226,1180.162171,0.842989101,0.195978202,6,0.5,0: Broadleaf,1562001123,383.4870323,399.9495484,25.48820968,21.61035806,500.0509677,100.8723871,0.021719584,33.02787742,31.78449677,999.9,0,0,10018.19258,0,1257.123258,1399.973226,0.900006387,0.099993561,0,787.7575161,4.99938,10930.69355,11164.13871,42.94732258,45.48570968,43.59045161,45.47358065,45.35664516,1255.485161,139.4887097,0,146,786.5898,-67.77130759,-898.6461525,10915.488,15,1562001160,10:12:39,9,11.568,0.316,399,21,0.29,0.07,-16.41326585,-1.795432056,0.183061435,0,791.6388571,-71.93137741,7.292464746,0,3.884760732,-0.186497352,0.021828802,0,0,3,0/3,1.87393,1.87084,1.87029,1.87241,1.86953,1.87912,1.87597,1.87144,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.568,0.316,2,475.856,487.079,32.1438,33.6165,30.0003,33.4456,33.4785,19.8016,29.1859,44.7862,-999.9,400,21.4219,101.12,101.082
3,1562001405,420.4000001,20190701 10:16:44,10:16:44,1,B1_R2,4,null,null,null,null,1562001397,0.002197089,9.413195629,387.7813548,218.8616009,22.08105104,39.12344537,0.097416073,2.274101671,0.095155747,0.059671055,231.2862807,34.44211363,32.41896452,4.889493376,51.09761258,2.646999298,5.18027979,2.242494079,-96.89163312,125.9914949,12.68007633,273.0662188,-0.041835772,0.046964319,3.498403552,0,0,1,0,52224.52694,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3185-20190701-10_17_36,876.52924,1228.63,0.286579979,0.5,1180.160583,9.413195629,169.1051977,1,0.008688751,1.139822404,-,0,1228.63,0.286579979,0.532671497,0.552723456,0.687339971,3185,300,300,300,10314,1172.09,-0.00740862,3.17334,1399.970968,1180.160583,0.842989326,0.195978652,6,0.5,0: Broadleaf,1562001397,387.7813548,400.0992258,26.23636452,23.66910323,500.0142903,100.8666452,0.023830571,33.44661613,32.41896452,999.9,0,0,10002.21613,0,628.0329032,1399.970968,0.899998452,0.100001884,0,878.5944516,4.99938,12439.42581,11164.0871,44.403,46.3303871,45.016,46.304,46.70732258,1255.472903,139.4990323,0,273.5999999,876.52924,-126.3106921,-1749.884613,12411.164,15,1562001426,10:17:06,10,11.603,0.368,400,23,0.09,0.05,-12.35671463,0.176395819,0.032538424,1,885.8974571,-132.7185117,13.44309386,0,2.476275854,0.539121533,0.082105384,0,1,3,3-Jan,1.87393,1.87085,1.87029,1.87239,1.86957,1.87912,1.87599,1.87146,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.603,0.368,2,491.884,491.099,32.5483,33.5458,29.9998,33.4097,33.4426,19.8518,26.0975,51.5516,-999.9,400,23.3576,101.136,101.101
4,1562001521,536.4000001,20190701 10:18:40,10:18:40,2,B1_R2,4,null,null,null,null,1562001513,0.002515195,9.272608373,387.6209032,226.3970495,22.8393981,39.1039907,0.101804361,2.274503124,0.099339007,0.062303409,231.2893135,34.25203674,32.14567419,4.814596536,45.6040472,2.351047676,5.155348747,2.46354886,-110.9200862,148.9659955,14.96325532,284.2984782,-0.041846687,0.046976572,3.499124421,0,0,1,0,52252.15314,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3186-20190701-10_19_32,1070.0332,1332.45,0.196943075,0.5,1180.174375,9.272608373,116.2135851,1,0.008569525,0.973094675,-,0,1332.45,0.196943075,0.493181948,0.354211008,0.63638409,3186,300,300,300,10314.7,1299.43,-0.00740843,16.0375,1399.987097,1180.174375,0.842989466,0.195978932,6,0.5,0: Broadleaf,1562001513,387.6209032,399.9182581,23.30491613,20.35695161,499.9880323,100.8608065,0.021241903,33.36050323,32.14567419,999.9,0,0,10005.40484,0,1974.677097,1399.987097,0.899994194,0.100005823,0,1074.844516,4.99938,15140.71613,11164.20645,44.75,46.887,45.411,46.62093548,47.056,1255.480323,139.5070968,0,115.0999999,1070.0332,-524.9369223,-7347.299989,15073.6,15,1562001547,10:19:07,11,11.562,0.277,400,20,0.17,0.05,-12.19232439,-1.172297561,0.133466429,0,1103.147429,-547.7357026,55.37491048,0,3.061279756,-0.422503484,0.043014729,0,0,3,0/3,1.87394,1.87084,1.87031,1.87241,1.86958,1.87913,1.87595,1.87146,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.562,0.277,2,489.738,490.117,32.5203,33.4895,29.9998,33.3557,33.3887,19.8244,35.9079,48.9646,-999.9,400,20.0146,101.143,101.118
5,1562001699,714.9000001,20190701 10:21:39,10:21:39,3,B1_R2,4,null,null,null,null,1562001691,0.002043093,9.849744538,387.5562581,181.56597,18.31693253,39.09786527,0.082416761,2.274839427,0.080793164,0.050638937,231.2869165,34.80822698,33.46982258,5.187016336,51.89039338,2.73607058,5.272788278,2.450945756,-90.10038733,35.9587788,3.642098928,180.7874069,-0.041855832,0.046986838,3.499728345,0,0,1,0,52194.55047,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3187-20190701-10_22_31,774.55984,1088.4,0.288350018,0.5,1180.166524,9.849744538,170.1505194,1,0.009058612,1.415518192,-,0,1088.4,0.288350018,0.586010156,0.631724875,0.756166241,3187,300,300,300,10357.8,1020.13,-0.00743989,-7.25409,1399.978387,1180.166524,0.842989102,0.195978205,6,0.5,0: Broadleaf,1562001691,387.5562581,400.3255484,27.12120645,24.73609677,500.0226774,100.8619677,0.021102655,33.76302581,33.46982258,999.9,0,0,10007.47613,0,144.5052,1399.978387,0.900006903,0.099993029,0,775.2513871,4.99938,10950.30645,11164.18065,45.33232258,47.32012903,46.004,47.141,47.57012903,1255.490323,139.4893548,0,177.5,774.55984,-60.16753856,-881.2615399,10940.372,15,1562001733,10:22:13,12,11.546,0.38,399,24,0.14,0.12,-12.61190976,-2.615324739,0.299625595,0,778.3,-61.77186693,6.227580723,0,2.036157073,4.791350718,0.498513145,0,0,3,0/3,1.87396,1.87087,1.87037,1.87241,1.8696,1.87912,1.87597,1.87147,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.546,0.38,2,487.265,493.485,32.7145,33.4309,30.0001,33.3079,33.3425,19.8836,25.1321,55.1045,-999.9,400,23.9726,101.155,101.121
6,1562001823,838.4000001,20190701 10:23:42,10:23:42,1,B1_R2,5,null,null,null,null,1562001815,0.003039241,12.87366889,383.8262903,225.5106207,22.75121698,38.72329911,0.143642808,2.275358228,0.13878849,0.087165281,231.2880639,34.28976523,32.4377871,4.894688937,53.09173645,2.769330739,5.216123872,2.125358198,-134.0305459,138.8622271,13.97743421,250.0971794,-0.041869942,0.047002678,3.500660066,0,0,1,0,52244.38519,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3188-20190701-10_24_34,956.55692,1389.58,0.311621555,0.5,1180.171762,12.87366889,183.8834797,1,0.011620846,0.891974553,-,0,1389.58,0.311621555,0.471451665,0.542649855,0.608344121,3188,300,300,300,10354.6,1306,-0.00743904,-4.62415,1399.984516,1180.171762,0.842989154,0.195978307,6,0.5,0: Broadleaf,1562001815,383.8262903,400.6746452,27.44967419,23.90267419,499.9969355,100.8644839,0.02307929,33.56979355,32.4377871,999.9,0,0,10010.6,0,1524.059032,1399.984516,0.900005194,0.099995,0,959.9205484,4.99938,13523.58065,11164.23548,45.625,47.375,46.312,47.20529032,47.812,1255.492581,139.4922581,0,122.5,956.55692,-300.131462,-4194.27693,13478.084,15,1562001861,10:24:20,13,11.562,0.343,399,22,0.3,0.06,-16.7770878,-1.686700348,0.188173568,0,976.76,-332.6613933,33.59514101,0,3.118804146,8.500723902,0.862413681,0,0,3,0/3,1.87396,1.87085,1.87036,1.87241,1.86959,1.87912,1.87594,1.87143,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.562,0.343,2,500.934,494.006,32.7252,33.4279,30.0002,33.2904,33.3169,19.8607,31.8341,56.7579,-999.9,400,22.4555,101.148,101.126
7,1562001901,916.4000001,20190701 10:25:00,10:25:00,2,B1_R2,5,null,null,null,null,1562001893,0.003329285,12.36392815,384.0774516,231.9302147,23.39840296,38.74785779,0.145070336,2.272277136,0.140114379,0.088002655,231.2911692,34.29110347,32.92971935,5.032190767,52.00641155,2.727216114,5.243999794,2.304974653,-146.8214885,90.08396779,9.10600685,183.6596553,-0.041786189,0.046908658,3.495127986,0,0,1,0,52127.94252,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3189-20190701-10_25_52,1209.2928,1457.06,0.170045983,0.5,1180.185349,12.36392815,100.3428889,1,0.011188797,0.8043526,-,0,1457.06,0.170045983,0.445784599,0.286284223,0.575224271,3189,300,300,300,10311.1,1428.59,-0.00740568,20.2048,1400.000323,1180.185349,0.842989341,0.195978682,6,0.5,0: Broadleaf,1562001893,384.0774516,400.4484839,27.03277742,23.14566452,500.0038387,100.8642903,0.021241048,33.66508065,32.92971935,999.9,0,0,9990.594839,0,596.8251935,1400.000323,0.899998419,0.100001703,0,1226.013871,4.99938,17352.86452,11164.33226,45.74187097,47.506,46.437,47.308,47.937,1255.498065,139.5025806,0,77.5999999,1209.2928,-924.7738448,-13681.1769,17120.572,15,1562001861,10:24:20,13,11.562,0.343,399,22,0.3,0.06,-16.2587878,-1.920643902,0.22391535,0,1283.405714,-1054.843345,107.1149318,0,3.485570488,7.209190871,0.747488292,0,0,3,0/3,1.87396,1.87082,1.87028,1.87241,1.86959,1.87912,1.87594,1.87141,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.562,0.343,2,490.555,495.583,32.7382,33.4104,29.9999,33.2602,33.2931,19.9068,31.9656,56.1212,-999.9,400,22.367,101.16,101.147
8,1562001977,992.9000001,20190701 10:26:17,10:26:17,3,B1_R2,5,null,null,null,null,1562001969,0.003877914,15.04897521,380.4767097,220.8351786,22.27885771,38.38422181,0.168221714,2.271801921,0.161595251,0.101570644,231.2878678,34.21324128,32.92891935,5.031964456,51.2681567,2.703787636,5.2738148,2.328176821,-171.0160065,102.5858726,10.37702941,173.2347633,-0.04177328,0.046894167,3.494275017,0,0,1,0,52095.23047,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3190-20190701-10_27_09,926.0704,1319.09,0.297947524,0.5,1180.168247,15.04897521,175.8141039,1,0.013464098,0.993078562,-,0,1319.09,0.297947524,0.498263631,0.540241444,0.64294131,3190,300,300,300,10311.6,1235.58,-0.00740705,-0.901978,1399.98,1180.168247,0.842989362,0.195978724,6,0.5,0: Broadleaf,1562001969,380.4767097,400.305129,26.80080968,22.27223548,500.0226452,100.8627419,0.021808497,33.76650968,32.92891935,999.9,0,0,9987.661935,0,1691.909032,1399.98,0.899997097,0.100003023,0,931.4682258,4.99938,13109.24516,11164.15484,45.875,47.69106452,46.60264516,47.435,48.058,1255.479355,139.5016129,0,75.60000014,926.0704,-460.4522308,-6308.715385,13035.636,15,1562001861,10:24:20,13,11.562,0.343,399,22,0.3,0.06,-19.7534439,-1.176163066,0.147746185,0,959.2167429,-538.3849315,54.54703743,0,4.269066098,4.9871377,0.521335653,0,0,3,0/3,1.87398,1.87085,1.8703,1.87241,1.86957,1.87912,1.87596,1.87145,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.562,0.343,2,494.842,487.62,32.796,33.3964,30.0001,33.2587,33.2936,19.8969,32.6704,54.2326,-999.9,400,21.6948,101.16,101.142
9,1562002303,1318.9,20190701 10:31:43,10:31:43,1,B1_R1,2,null,null,null,null,1562002295,0.002974969,11.5645607,385.0272903,216.1306376,21.80312717,38.8413187,0.121010509,2.271182811,0.117539338,0.073765664,231.2897397,34.05191607,33.25763548,5.125703783,51.95994197,2.671075087,5.140642937,2.454628696,-131.1961141,6.35523898,0.64263175,107.0914963,-0.041756467,0.046875293,3.493163877,0,0,1,0,52152.69247,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3191-20190701-10_32_34,923.06124,1309.37,0.29503407,0.5,1180.178256,11.5645607,174.096397,1,0.010511536,1.007874016,-,0,1309.37,0.29503407,0.501960784,0.538207791,0.647711982,3191,300,300,300,10317.1,1251.02,-0.00741053,7.89282,1399.991935,1180.178256,0.842989324,0.195978649,6,0.5,0: Broadleaf,1562002295,385.0272903,400.2771935,26.47790645,23.00294839,500.0689355,100.8575484,0.021842965,33.30953871,33.25763548,999.9,0,0,9984.156129,0,1642.436774,1399.991935,0.899997968,0.100002013,0,925.5410323,4.99938,13137.45806,11164.25806,46.25,47.875,46.96951613,47.46748387,48.34248387,1255.49129,139.5009677,0,325.4000001,923.06124,-151.5929229,-2115.284612,13103.264,15,1562001861,10:24:20,13,11.562,0.343,399,22,0.3,0.06,-14.77290488,-9.169227178,0.968157612,0,933.1522286,-164.7466196,16.71678819,0,3.309319756,3.02936216,0.328153225,0,0,3,0/3,1.87394,1.87081,1.87029,1.87241,1.86953,1.87912,1.87595,1.8714,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.562,0.343,2,490.159,493.577,32.4448,33.321,30.0002,33.1977,33.2275,19.9136,31.0286,55.8594,-999.9,400,22.3574,101.15,101.132
