SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH_Leaf,BH_Vine,BH_Block,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564089152,0,20190725 14:12:32,16:12:32,1,5,B3_R2,1564089147,0.011671583,14.46602341,399.802,293.3451765,29.57275107,40.30488983,0.295341229,2.271334114,0.275544941,0.173883508,330.4228923,44.17658782,43.56169048,8.946110042,50.18782451,4.970635512,9.904066495,3.97547453,-514.7168185,240.7701112,27.13013626,83.60632122,-0.041760576,0.046879905,3.493435415,0,0,1,0,50154.35864,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2576-20190725-14_12_34,934.4188462,1208.87,0.227031156,0.5,1685.960471,14.46602341,191.3827776,1,0.00828641,2.328438955,-,0,1208.87,0.227031156,0.699558858,0.658624,0.871048761,2576,300,300,300,10510.1,1158.61,-0.00704202,10.1532,1999.970952,1685.960471,0.842992479,0.195984958,6,0.5,0: Broadleaf,1564089147,399.802,422.7602857,49.30592857,35.99090952,500.0115238,100.7316667,0.0804599,45.52792857,43.56169048,999.9,0,0,9997.616667,0,0.00191117,1999.970952,0.90000119,0.099998619,0,927.9462857,4.99961,18917.2381,16487.28571,53.625,54.27066667,53.76180952,53.78247619,55.5,1795.475714,199.4957143,0,10352.7,934.4188462,-181.560957,-3601.982901,19045.71538,15,0,--:--:--,0,2.702,0.22,0,0,0,0,-23.22494634,2.978657143,0.305567358,0,916.253,0,0,0,13.35079756,-0.439208362,0.051920072,0,0,3,0/3,100,100,2.702,0.22,2,507.545,425.599,45.1191,48.7612,29.9956,48.8432,48.7685,20.6481,33.6645,60.0962,-999.9,422.713,36.2373,97.8957,96.5658
2,1564089355,202.4000001,20190725 14:15:54,16:15:54,1,3,B3_R2,1564089349,0.010842469,12.86121133,399.5901429,294.8352511,29.71704101,40.27549833,0.268137183,2.271512042,0.251712252,0.15871196,330.4222353,44.8711333,43.96910476,9.137733512,50.40897626,5.102837037,10.12287377,4.034896475,-478.1528746,243.055681,27.49347876,122.8185205,-0.041765408,0.046885329,3.493754745,0,0,1,0,50092.60457,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2577-20190725-14_15_56,910.9605769,1166.56,0.219105252,0.5,1685.956885,12.86121133,184.7010043,1,0.007334557,2.449158209,-,0,1166.56,0.219105252,0.710074186,0.682701988,0.884141817,2577,300,300,300,10500.5,1112.73,-0.00703557,7.11121,1999.966667,1685.956885,0.842992493,0.195984985,6,0.5,0: Broadleaf,1564089349,399.5901429,420.2228571,50.62739048,38.27501429,499.9949524,100.7150476,0.076974029,45.95385238,43.96910476,999.9,0,0,10000.42333,0,0.00191117,1999.966667,0.899999476,0.100000519,0,905.9879048,4.99961,18521.15238,16487.25238,54.437,55.122,54.625,54.75561905,56.342,1795.470952,199.4961905,0,201.8,910.9605769,-148.4139146,-2999.138462,18621.66154,15,0,--:--:--,0,2.702,0.22,0,0,0,0,-20.92699512,3.302262021,0.339119635,0,896.075,0,0,0,12.40661707,-0.501574913,0.060364425,0,0,3,0/3,100,100,2.702,0.22,2,507.542,435.784,45.2866,47.3226,29.9972,47.4653,47.4109,20.7468,31.8101,73.2943,-999.9,420.131,38.5472,98.1843,96.8841
3,1564089626,473.4000001,20190725 14:20:25,16:20:25,1,2,B3_R2,1564089620,0.007242647,5.693697547,398.1120476,300.1455748,30.24784131,40.12063163,0.138165127,2.271159142,0.13365972,0.083929879,330.4238646,46.31925397,46.04580476,10.17065617,49.88811707,5.124212421,10.27140875,5.046443751,-319.4007236,23.59121602,2.698773697,37.31313071,-0.041755825,0.046874571,3.4931214,1,0,1,0,50036.66811,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2578-20190725-14_20_27,859.0349615,942.96,0.089001695,0.5,1685.964584,5.693697547,75.02685297,1,0.00308324,3.26704208,-,0,942.96,0.089001695,0.76564562,0.556554797,0.953336036,2578,300,300,300,10518.9,942.96,-0.00704789,14.3996,1999.975714,1685.964584,0.842992528,0.195985057,6,0.5,0: Broadleaf,1564089620,398.1120476,408.404381,50.84692381,42.5978,500.0080476,100.7021905,0.075045148,46.23847619,46.04580476,999.9,0,0,9999.405238,0,0.00191117,1999.975714,0.900000429,0.0999998,0,857.8317619,4.99961,17579.11905,16487.32381,54.949,55.375,55.125,55.104,56.812,1795.477143,199.4995238,0,270.2,859.0349615,-34.21288883,-702.5162384,17604.03077,15,0,--:--:--,0,2.702,0.22,0,0,0,0,-10.67547805,4.41067108,0.443549536,0,855.416,0,0,0,8.235407805,0.128729059,0.025285207,0,0,3,0/3,100,100,2.702,0.22,2,502.836,447.64,45.2559,45.847,29.9982,45.9029,45.8478,20.5894,21.7586,99.6279,-999.9,409.041,42.8597,98.4459,97.1965
4,1564089797,644.4000001,20190725 14:23:16,16:23:16,2,2,B3_R2,1564089791,0.008566491,10.26155653,399.2383333,273.120698,27.52127269,40.22963884,0.172733014,2.271719309,0.16575406,0.104199823,330.4295124,45.58521071,45.51669048,9.898349003,50.21485341,5.077560396,10.11167026,4.820788606,-377.7822453,50.89333503,5.797808058,9.338410237,-0.041771037,0.046891648,3.494126742,0,0,1,0,50101.99002,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2579-20190725-14_23_18,835.2053077,1066.27,0.216703736,0.5,1685.990241,10.26155653,182.6801918,1,0.005792497,2.773575173,-,0,1066.27,0.216703736,0.734999317,0.842982306,0.915177095,2579,300,300,300,10552.2,999.824,-0.00707088,-3.57751,2000.005714,1685.990241,0.842992712,0.195985424,6,0.5,0: Broadleaf,1564089791,399.2383333,415.6559524,50.38963333,40.6280381,500.0101905,100.6912381,0.0747342,45.9322381,45.51669048,999.9,0,0,10004.13619,0,0.00191117,2000.005714,0.899993667,0.100006386,0,831.6832857,4.99961,16945.70476,16487.5381,55.068,55.437,55.25,55.125,56.937,1795.491905,199.5147619,0,170.2,835.2053077,-95.11213674,-1887.62735,17015.54231,15,0,--:--:--,0,2.702,0.22,0,0,0,0,-16.90454146,5.063406272,0.512303951,0,824.668,0,0,0,9.930110976,-1.836005854,0.18473705,0,0,3,0/3,100,100,2.702,0.22,2,508.624,448.41,45.1074,45.209,29.9984,45.1797,45.121,20.9125,21.1747,100,-999.9,415.991,40.7358,98.5645,97.336
5,1564089957,804.9000001,20190725 14:25:57,16:25:57,3,2,B3_R2,1564089952,0.006028308,6.831474555,400.1919524,281.6667798,28.38301121,40.32656133,0.123049484,2.271012218,0.119461958,0.074977336,330.4243646,46.37124461,45.47077143,9.875016859,51.21562599,5.169636879,10.09386643,4.70537998,-265.8483769,52.28899254,5.956405427,122.8213856,-0.041751835,0.046870093,3.492857731,3,1,1,0,50085.3347,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2580-20190725-14_25_59,1112.309231,1180.67,0.05789998,0.5,1685.970244,6.831474555,48.80882159,1,0.00375808,2.407937866,-,0,1180.67,0.05789998,0.70656742,0.175959054,0.879775402,2580,300,300,300,10508.7,1180.67,-0.00704032,29.2015,1999.982857,1685.970244,0.842992348,0.195984695,6,0.5,0: Broadleaf,1564089952,400.1919524,411.2845714,51.30234286,44.43957143,500.0057143,100.6928571,0.075189524,45.89784762,45.47077143,999.9,0,0,9999.376667,0,0.00191117,1999.982857,0.900004762,0.099994943,0,1090.290952,4.99961,22538.25238,16487.40952,55.05609524,55.562,55.244,55.04428571,56.875,1795.494762,199.4880952,0,159.6000001,1112.309231,-578.6331623,-11915.95213,22991.17692,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-11.33640976,2.947860627,0.296033887,0,1050.76,0,0,0,6.775383415,1.053912125,0.104622528,0,0,3,0/3,100,100,2.828,-0.054,2,500.528,454.526,44.9252,44.746,29.9993,44.6723,44.6118,20.9216,0,100,-999.9,411.014,45.6326,98.6357,97.4248
6,1564090125,972.4000001,20190725 14:28:44,16:28:44,2,3,B3_R2,1564090119,0.009861823,12.81486849,399.7767143,274.1743227,27.63020944,40.28792426,0.214791955,2.271385746,0.204112035,0.128485305,330.4321461,44.8520118,44.74242857,9.511239612,50.17643871,4.992550409,9.949989551,4.518689202,-434.9064107,107.2168878,12.15356873,14.89619199,-0.041761978,0.046881479,3.493528079,0,0,1,0,50141.19015,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2581-20190725-14_28_46,828.1828462,1136.67,0.271395527,0.5,1686.006025,12.81486849,228.787247,1,0.007306857,2.539857654,-,0,1136.67,0.271395527,0.717502765,0.895453439,0.893391438,2581,300,300,300,10529,1023.78,-0.00705543,-16.2876,2000.024762,1686.006025,0.842992576,0.195985151,6,0.5,0: Broadleaf,1564090119,399.7767143,419.8858095,49.54103333,38.293,499.9945238,100.7018571,0.074208138,45.61799048,44.74242857,999.9,0,0,10000.9119,0,0.00191117,2000.024762,0.899998524,0.100001476,0,826.3374762,4.99961,16933.40476,16487.71429,55.113,55.589,55.312,55.187,56.875,1795.518571,199.507619,0,167,828.1828462,-56.25935048,-1187.094018,16972.82692,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-20.26331463,1.54168223,0.17947189,0,821.996,0,0,0,11.43024146,-1.97573101,0.19827022,0,0,3,0/3,100,100,2.828,-0.054,2,510.183,450.103,44.6698,44.4059,29.9993,44.2859,44.2195,21.1139,19.5568,100,-999.9,419.861,38.4109,98.6933,97.4971
7,1564090259,1106.9,20190725 14:30:59,16:30:59,3,3,B3_R2,1564090254,0.005479103,7.209549064,400.3364762,271.3275629,27.34750065,40.35049711,0.114931144,2.271965758,0.111796167,0.070147147,330.4240488,46.07289085,44.64427143,9.463111421,49.4881031,4.874692952,9.850231967,4.58841847,-241.6284283,95.24761616,10.77906473,194.8223014,-0.041777731,0.046899162,3.494569082,8,2,1,0,50190.57048,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2582-20190725-14_31_01,885.7055385,1020.91,0.132435241,0.5,1685.965401,7.209549064,111.6406168,1,0.003982339,2.941238699,-,0,1020.91,0.132435241,0.746272663,0.591073656,0.929213991,2582,300,300,300,10527.1,1011.57,-0.00705386,16.9421,1999.976667,1685.965401,0.842992535,0.195985071,6,0.5,0: Broadleaf,1564090254,400.3364762,411.6202381,48.36414762,42.10714762,499.994619,100.7190476,0.072410343,45.42189048,44.64427143,999.9,0,0,10002.97667,0,0.00191117,1999.976667,0.899999571,0.100000524,0,881.4380952,4.99961,17951.82381,16487.32381,55.125,55.562,55.37795238,55.187,56.937,1795.476667,199.5,0,133.8,885.7055385,-115.1087862,-2382.885467,18039.98462,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-11.67433659,4.607420906,0.458806285,0,873.555,0,0,0,6.209119268,0.574036098,0.056652893,0,0,3,0/3,100,100,2.828,-0.054,2,494.988,456.503,44.5038,44.1244,29.9994,44.0009,43.9324,20.9289,0,100,-999.9,411.064,49.6231,98.6999,97.5451
8,1564090439,1286.9,20190725 14:33:59,16:33:59,2,5,B3_R2,1564090434,0.009315403,10.93088202,400.0250476,292.4594111,29.47790851,40.31978902,0.22024538,2.271883215,0.209033791,0.131605859,330.4287976,44.71391792,43.91138095,9.110369679,50.37107931,4.931494508,9.790329243,4.178875172,-410.8092808,170.4858722,19.21707562,109.3224646,-0.041775488,0.046896646,3.494420927,0,0,1,0,50206.70276,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2583-20190725-14_34_01,835.7865385,1044.81,0.200058826,0.5,1685.987344,10.93088202,168.648324,1,0.0061895,2.851082972,-,0,1044.81,0.200058826,0.740332782,0.827344361,0.921818007,2583,300,300,300,10571.7,1007.36,-0.00708468,9.63086,2000.002381,1685.987344,0.842992668,0.195985337,6,0.5,0: Broadleaf,1564090434,400.0250476,417.614381,48.92687619,38.29495714,499.9829048,100.7199524,0.07320859,45.30330952,43.91138095,999.9,0,0,10002.35,0,0.00191117,2000.002381,0.899995143,0.1000049,0,834.078619,4.99961,17017.32857,16487.51905,55.18109524,55.5,55.375,55.229,56.937,1795.490952,199.5114286,0,179.5999999,835.7865385,-56.2018462,-1127.463249,17052.42692,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-17.67840732,1.257307317,0.244909051,0,829.713,0,0,0,10.78802927,-1.729112195,0.179480777,0,0,3,0/3,100,100,2.828,-0.054,2,505.991,453.78,44.2198,43.7525,29.9993,43.6165,43.5461,21.0716,15.9263,100,-999.9,417.683,38.2842,98.7488,97.6145
9,1564090575,1422.9,20190725 14:36:15,16:36:15,3,5,B3_R2,1564090570,0.005648607,7.087515902,399.6135714,266.8766193,26.89807017,40.27641655,0.11062302,2.271038192,0.107714308,0.067576408,330.4275837,45.58581306,45.01007143,9.643546304,49.15484233,4.735151818,9.633133977,4.908394486,-249.1035703,-2.564747106,-0.290275933,78.46899032,-0.04175254,0.046870884,3.492904343,0,0,1,0,50229.7041,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2584-20190725-14_36_17,1001.554923,1095.14,0.085454898,0.5,1685.98598,7.087515902,72.03787991,1,0.003909909,2.674096463,-,0,1095.14,0.085454898,0.727824239,0.308888302,0.906243119,2584,300,300,300,10517.4,1095.14,-0.00704629,22.7104,2000.001429,1685.98598,0.842992388,0.195984775,6,0.5,0: Broadleaf,1564090570,399.6135714,410.8274286,46.98111429,40.52116667,499.994381,100.7137619,0.074648286,44.98912381,45.01007143,999.9,0,0,9997.47,0,0.00191117,2000.001429,0.900004286,0.09999619,0,992.0749048,4.99961,20380.31429,16487.55238,55.05904762,55.449,55.28542857,54.943,56.86,1795.510952,199.4928571,0,135.5,1001.554923,-298.1340856,-6164.116243,20576.91538,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-11.41196829,2.408165854,0.254274563,0,969.664,0,0,0,6.432616098,0.331735401,0.033584602,0,0,3,0/3,100,100,2.828,-0.054,2,506.169,457.223,44.0533,43.5171,29.9992,43.3635,43.2926,20.9033,0,100,-999.9,410.757,48.4035,98.7894,97.6671
10,1564090805,1652.4,20190725 14:40:04,16:40:04,1,5,B1_R3,1564090799,0.00360334,5.749221668,399.772,245.8649499,24.80419548,40.33117709,0.072957324,2.272091284,0.071680416,0.044913124,330.4196402,46.24288915,44.01701905,9.160501126,46.00365043,4.430648648,9.63108059,4.729852478,-158.9072902,118.56971,13.3504379,303.4324979,-0.04178114,0.04690299,3.494794389,16,3,1,0,50262.77635,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2585-20190725-14_40_06,937.7068462,1046.84,0.10425008,0.5,1685.944358,5.749221668,87.87991719,1,0.003116211,2.84361507,-,0,1046.84,0.10425008,0.739828265,0.428521246,0.921189813,2585,300,300,300,10488.3,1044.12,-0.00702689,16.9091,1999.951905,1685.944358,0.842992451,0.195984902,6,0.5,0: Broadleaf,1564090799,399.772,408.3994286,43.91761905,39.78363333,500.0147619,100.6854286,0.200018857,44.98499048,44.01701905,999.9,0,0,10007.13333,0,0.00191117,1999.951905,0.900001333,0.099998586,0,932.439,4.99961,19363.38571,16487.11905,55.068,55.312,55.25,54.937,56.80904762,1795.46,199.4919048,0,228.5999999,937.7068462,-132.2989403,-2815.535045,19475.98462,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-8.964570732,3.831704739,0.390568128,0,923.789,0,0,0,4.068786341,0.723480209,0.071740822,0,0,3,0/3,100,100,2.828,-0.054,2,485.486,458.123,43.7733,43.3929,30,43.1917,43.1212,20.7942,0,100,-999.9,408.354,48.4035,98.8025,97.6615
11,1564091024,1871.5,20190725 14:43:43,16:43:43,1,4,B1_R3,1564091018,0.003344816,4.950041848,398.2374762,239.1076607,24.1202715,40.17268212,0.061263757,2.271241285,0.060360306,0.037805253,330.4239481,46.53257518,44.82161429,9.550219845,44.64083811,4.345252756,9.733806397,5.204967089,-147.5063802,45.21099002,5.116806296,233.2453643,-0.041758055,0.046877075,3.493268818,15,3,1,0,50203.45408,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2586-20190725-14_43_45,1176.361154,1236.18,0.048390078,0.5,1685.966067,4.950041848,40.79201442,1,0.002642152,2.254906243,-,0,1236.18,0.048390078,0.692771489,0.13472293,0.862597535,2586,300,300,300,10508.8,1236.18,-0.00704039,33.521,1999.977619,1685.966067,0.842992467,0.195984934,6,0.5,0: Broadleaf,1564091018,398.2374762,405.775619,43.07510476,39.23439524,500.0228571,100.6761905,0.200006571,45.19084286,44.82161429,999.9,0,0,10002.5219,0,0.00191117,1999.977619,0.900001714,0.099998095,0,1161.061905,4.99961,24113.78095,16487.34286,55.25,55.75590476,55.443,55.15747619,56.949,1795.48381,199.4957143,0,218.4000001,1176.361154,-403.8902567,-8449.282057,24433.45,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-8.128941463,7.173679176,0.75542644,0,1135.61,0,0,0,3.795337317,0.508027981,0.049231003,0,0,3,0/3,100,100,2.828,-0.054,2,485.906,457.887,43.8259,43.3203,30.0001,43.1018,43.0308,20.71,0,100,-999.9,406.475,48.4035,98.8135,97.6816
