SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,1.08896 71.984 362.357 608.885 853.954 1024.31 1176.37 1291.17,0.042626 101.464 400.912 601.438 801.696 1000.69 1200.91 1400.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1562032420,0,20190701 18:53:39,18:53:39,1,B1_R1,4,null,null,null,null,1562032412,0.002648433,7.137555757,389.5294194,270.1087775,27.15935989,39.16707109,0.109801001,2.266805066,0.106929552,0.067082703,66.06288882,33.63209685,33.24046129,5.120768909,51.0238148,2.727545556,5.345632361,2.393223353,-116.7958912,93.89673877,9.544854904,52.70859128,-0.041637702,0.046741968,3.48531053,4,1,1,0,51885.03616,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3319-20190701-18_54_32,766.48676,2063.82,0.628607747,0.5,337.1873193,7.137555757,105.9792805,1,0.023661868,0.273875629,-,0,2063.82,0.628607747,0.214994009,0.881209532,0.277420468,3319,300,300,300,10296.7,1730.15,-0.0082415,-81.4153,400.003129,337.1873193,0.842961704,0.195923408,6,0.5,0: Broadleaf,1562032412,389.5294194,399.3324194,27.12633871,24.03444194,500.0019355,100.5289032,0.020809177,34.00879677,33.24046129,999.9,0,0,9988.305806,0,193.8493548,400.003129,0.900024935,0.099975152,0,766.7777419,4.99938,3123.243548,3161.276452,42.016,45.425,43.512,45.556,44.87290323,355.513871,39.48967742,0,2191.4,766.48676,-20.85976926,-65.79846165,3122.3684,15,1562032444,18:54:04,84,12.087,0.308,399,24,0.92,0.07,-9.342177317,11.59091415,1.178111855,0,767.6692286,-19.8887187,2.018460447,0,3.271707561,0.369816794,0.046740389,0,0,3,0/3,1.87393,1.87083,1.87032,1.87241,1.86954,1.87912,1.87593,1.87147,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.087,0.308,2,479.857,485.247,33.8199,36.6091,29.9916,36.2479,36.2224,19.5819,43.1564,58.7849,-999.9,400,23.8276,100.192,100.186
2,1562032628,208.5,20190701 18:57:08,18:57:08,2,B1_R1,4,null,null,null,null,1562032620,0.000863443,2.90591028,396.1872581,249.038888,25.04135258,39.83741212,0.034879034,2.268534229,0.034583829,0.021641208,66.05957727,34.28666951,33.27239677,5.129948634,50.63639064,2.717461296,5.366617292,2.412487339,-38.07785613,98.65565778,10.02597994,136.6633589,-0.041684588,0.046794601,3.488411776,0,0,1,0,51929.17792,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3320-20190701-18_58_00,784.91284,1600.68,0.509637879,0.5,337.1677515,2.90591028,85.91672885,1,0.011112677,0.642458205,-,0,1600.68,0.509637879,0.391156501,0.808427607,0.504734156,3320,300,300,300,10323.4,1476.43,-0.00825966,-34.8658,399.9795484,337.1677515,0.842962479,0.195924957,6,0.5,0: Broadleaf,1562032620,396.1872581,400.0849355,27.02543871,26.0172871,499.9893871,100.5280645,0.023912642,34.07905806,33.27239677,999.9,0,0,9999.636452,0,110.4297097,399.9795484,0.900004839,0.099995039,0,786.8710645,4.99938,3126.818065,3161.069677,42.36687097,45.129,43.671,45.687,45.25,355.4829032,39.49774194,0,208,784.91284,-109.4766152,-419.5976917,3119.3008,15,1562032647,18:57:27,86,12.285,0.388,400,26,0.31,0.34,-3.796638293,-1.640494077,0.184323035,0,793.6235714,-123.7457561,12.56502115,0,0.966542463,1.190943659,0.127533114,0,0,3,0/3,1.87393,1.87082,1.87035,1.87241,1.86953,1.87912,1.87594,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.285,0.388,2,490.751,494.122,33.7734,35.9023,29.9988,35.8608,35.8955,19.7473,32.0267,53.1497,-999.9,400,25.8388,100.513,100.53
3,1562032740,320.5,20190701 18:59:00,18:59:00,3,B1_R1,4,null,null,null,null,1562032732,0.000805914,4.222313572,394.8585484,183.4024448,18.44082348,39.70239762,0.03395148,2.268473279,0.033671691,0.021069752,66.06438198,34.0321873,32.83842258,5.006421005,50.93272391,2.691978257,5.285360864,2.314442749,-35.54078767,118.2905043,11.98017707,160.7942757,-0.041682934,0.046792746,3.488302447,23,5,1,0,51973.50704,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3321-20190701-18_59_53,801.79592,2141.3,0.625556475,0.5,337.1905002,4.222313572,105.4658503,1,0.015015961,0.227782188,-,0,2141.3,0.625556475,0.185523288,0.864364146,0.239392519,3321,300,300,300,10329.4,1875.6,-0.00826718,-73.9222,400.0062903,337.1905002,0.842962994,0.195925988,6,0.5,0: Broadleaf,1562032732,394.8585484,400.307129,26.77295806,25.83176452,500.0056774,100.5295161,0.018889842,33.80565484,32.83842258,999.9,0,0,9999.095484,0,117.4070323,400.0062903,0.899988355,0.100011606,0,803.0589677,4.99938,3199.036452,3161.271613,42.387,45.07419355,43.687,45.62093548,45.312,355.5016129,39.50741935,0,111.5,801.79592,-70.94230758,-266.2723073,3194.244,15,1562032761,18:59:20,87,12.305,0.389,399,25,0.38,0.31,-5.601607073,2.268967526,0.244582366,0,807.0794571,-74.84897915,7.585411379,0,0.860336561,1.187554056,0.146492236,0,0,3,0/3,1.87393,1.87082,1.87033,1.87241,1.86953,1.87912,1.87594,1.87143,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.305,0.389,2,456.511,495.45,33.6756,35.6298,29.9992,35.6351,35.6777,19.739,28.3317,49.8737,-999.9,400,25.5403,100.564,100.58
4,1562032970,550,20190701 19:02:49,19:02:49,1,B1_R2,4,null,null,null,null,1562032962,0.00054482,1.259718863,397.0014194,293.3682271,29.49747108,39.91753982,0.022457586,2.269588406,0.02233486,0.013970258,66.06022435,33.88599398,32.85497097,5.011083475,50.82742912,2.651862506,5.21738469,2.359220969,-24.02655731,87.99280502,8.897936422,138.9244085,-0.041713188,0.046826707,3.490302916,0,0,1,0,52048.92777,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3322-20190701-19_03_42,649.24784,1391.39,0.533381841,0.5,337.1703366,1.259718863,89.92026746,1,0.006230218,0.889513364,-,0,1391.39,0.533381841,0.470763203,0.927922672,0.607455755,3322,300,300,300,10307.4,1321.32,-0.00824674,-9.67688,399.9825161,337.1703366,0.842962687,0.195925374,6,0.5,0: Broadleaf,1562032962,397.0014194,398.7725484,26.3742,25.73769032,500.0244839,100.5277742,0.019825565,33.5741129,32.85497097,999.9,0,0,10006.52613,0,44.77224194,399.9825161,0.899995613,0.100004284,0,651.4493871,4.99938,2575.693548,3161.087097,41.812,44.782,43.274,44.905,44.58029032,355.4841935,39.50096774,0,229,649.24784,-123.7752306,-467.0753839,2567.3288,15,1562032998,19:03:18,88,12.308,0.396,394,25,0.21,0.31,-1.701233659,-0.67660662,0.203782189,0,657.4975714,-135.0448635,13.67932192,0,0.538836,1.804719073,0.186660109,0,0,3,0/3,1.87393,1.87076,1.87028,1.87237,1.86951,1.87911,1.87592,1.87138,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.308,0.396,2,499.348,497.283,33.4043,35.1654,29.9996,35.2181,35.267,19.5604,22.6805,48.3509,-999.9,400,25.5051,100.636,100.659
5,1562033113,693.5,20190701 19:05:13,19:05:13,2,B1_R2,4,null,null,null,null,1562033105,0.000513597,2.017581289,397.5394839,225.9371232,22.716219,39.96950059,0.020391314,2.26830129,0.02029002,0.012690321,66.05939959,33.89691213,33.12156774,5.086718956,50.58897955,2.639501711,5.2175429,2.447217245,-22.64962259,55.40741355,5.613376917,104.4305675,-0.04167827,0.046787509,3.487993946,0,0,1,0,52006.94561,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3323-20190701-19_06_06,751.5926,1776.14,0.576839326,0.5,337.170483,2.017581289,97.24659703,1,0.008477929,0.480204263,-,0,1776.14,0.576839326,0.324417565,0.864933593,0.418616654,3323,300,300,300,10313.6,1517.88,-0.00825351,-85.3943,399.9832903,337.170483,0.842961421,0.195922843,6,0.5,0: Broadleaf,1562033105,397.5394839,400.2055161,26.25267097,25.65255161,500.014129,100.5229032,0.01931261,33.57465484,33.12156774,999.9,0,0,9998.634194,0,62.56181935,399.9832903,0.900035065,0.099965019,0,753.1197742,4.99938,2995.79871,3161.126452,41.937,44.687,43.27,45.187,44.875,355.4990323,39.48387097,0,142.8,751.5926,-105.0937694,-388.9876928,2990.166,15,1562033134,19:05:33,89,12.424,0.402,400,25,0.34,0.33,-2.335884707,-7.393884418,0.811068615,0,759.0325429,-106.0070799,10.71712,0,0.539407829,0.884988439,0.100277154,0,0,3,0/3,1.87393,1.87076,1.87029,1.87238,1.86951,1.87912,1.87593,1.87143,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.424,0.402,2,500.855,499.383,33.3158,34.9218,29.9995,34.9591,35.0107,19.8251,20.3887,47.6042,-999.9,400,25.4315,100.682,100.719
6,1562033262,842,20190701 19:07:41,19:07:41,3,B1_R2,4,null,null,null,null,1562033254,0.0006631,3.109479665,396.1225161,183.2615392,18.42761859,39.831569,0.024946457,2.269653191,0.024795125,0.015510473,66.06176142,33.7539379,33.54842581,5.209890533,50.58662888,2.625540086,5.190185913,2.584350447,-29.24270854,-8.283087019,-0.840034929,27.69593094,-0.041714946,0.046828681,3.490419147,0,0,1,0,52066.97494,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3324-20190701-19_08_34,819.31948,1751,0.53208482,0.5,337.1768052,3.109479665,89.70332986,1,0.011716125,0.501456311,-,0,1751,0.53208482,0.333979955,0.803589343,0.430955615,3324,300,300,300,10337.4,1629.13,-0.00827192,-25.7703,399.99,337.1768052,0.842963087,0.195926174,6,0.5,0: Broadleaf,1562033254,396.1225161,400.1689032,26.11083548,25.33592903,500.0236129,100.5317419,0.021918545,33.48073226,33.54842581,999.9,0,0,10006.5529,0,106.8990645,399.99,0.899984,0.100016,0,822.2698065,4.99938,3267.544839,3161.136452,42,44.625,43.312,45.125,44.875,355.486129,39.50709677,0,148,819.31948,-163.3294613,-624.7753837,3256.2828,15,1562033285,19:08:04,90,12.426,0.396,400,25,0.68,0.21,-3.945813902,-1.942498537,0.210533676,0,830.3355143,-179.8598896,18.22170338,0,0.743823293,0.651779728,0.074066818,0,0,3,0/3,1.87393,1.87077,1.8703,1.87239,1.86951,1.87912,1.87592,1.87144,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.426,0.396,2,503.499,498.722,33.2137,34.6902,29.9994,34.7101,34.758,19.8498,19.474,47.2412,-999.9,400,25.1674,100.709,100.744
7,1562033459,1039,20190701 19:10:58,19:10:58,1,B1_R3,3,null,null,null,null,1562033451,0.000948099,4.379266572,394.3708387,201.5481088,20.26173082,39.646295,0.038998393,2.268472168,0.038629727,0.024176412,66.06190602,33.36644638,32.65560645,4.955163646,50.54187254,2.580290231,5.105252538,2.374873415,-41.81117922,64.91097608,6.548231655,95.70993453,-0.041682904,0.046792712,3.488300453,0,0,1,0,52078.25556,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3325-20190701-19_11_51,764.48012,1771.09,0.568356142,0.5,337.1827287,4.379266572,95.81993747,1,0.015481791,0.484424846,-,0,1771.09,0.568356142,0.326338411,0.853428943,0.421095244,3325,300,300,300,10312.9,1614.02,-0.00825235,-39.4723,399.9977419,337.1827287,0.84296158,0.195923161,6,0.5,0: Broadleaf,1562033451,394.3708387,400.0744516,25.66674194,24.55826129,500.0166774,100.5136452,0.016848235,33.18636774,32.65560645,999.9,0,0,10000.6671,0,18.76854839,399.9977419,0.900035065,0.09996501,0,766.2449677,4.99938,3049.837097,3161.24129,41.812,44.44919355,43.125,44.875,44.625,355.5129032,39.48774194,0,196.3,764.48012,-122.1919232,-463.7946161,3043.0576,15,1562033484,19:11:23,91,12.409,0.375,399,24,0.59,0.28,-5.706351707,0.763902021,0.086410932,0,772.5908,-132.8128021,13.46875681,0,1.100976171,0.501938592,0.057150413,0,0,3,0/3,1.87393,1.87077,1.87029,1.87237,1.86951,1.87912,1.87592,1.87142,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.409,0.375,2,486.612,498.608,32.9523,34.3487,29.9996,34.3645,34.4101,19.8575,19.9814,47.9255,-999.9,400,24.3715,100.76,100.813
8,1562033614,1194,20190701 19:13:33,19:13:33,2,B1_R3,3,null,null,null,null,1562033606,0.000883825,4.722435615,394.2077742,175.8299553,17.67612792,39.62957867,0.036726663,2.265433305,0.036399068,0.022778607,66.0661048,33.34092422,32.59582258,4.938501041,50.84352632,2.588873867,5.091845618,2.349627174,-38.97670192,66.40309578,6.704236279,100.1967349,-0.041600531,0.04670024,3.482850967,0,0,1,0,51987.37933,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3326-20190701-19_14_26,935.33684,2337.22,0.59980796,0.5,337.2026706,4.722435615,101.1284229,1,0.016498569,0.124862016,-,0,2337.22,0.59980796,0.111002073,0.803086653,0.143233047,3326,300,300,300,10308.3,2100.99,-0.00825028,-62.3528,400.0211935,337.2026706,0.842962013,0.195924026,6,0.5,0: Broadleaf,1562033606,394.2077742,400.2928065,25.75233548,24.71905484,499.9986452,100.509129,0.020544048,33.1395129,32.59582258,999.9,0,0,9981.352258,0,127.7074516,400.0211935,0.900010323,0.099989497,0,937.6624194,4.99938,3743.66871,3161.41,41.812,44.47358065,43.125,44.937,44.683,355.5251613,39.49548387,0,154.5999999,935.33684,-130.7463075,-489.6992301,3734.5832,15,1562033636,19:13:56,92,12.414,0.384,400,24,0.38,0.08,-6.161537317,1.266828293,0.139457273,0,943.8068,-139.5843471,14.1203784,0,0.940662171,1.515059373,0.166823887,0,0,3,0/3,1.87393,1.87076,1.87028,1.87236,1.86951,1.87912,1.87592,1.87136,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.414,0.384,2,492.623,498.685,32.8209,34.1482,29.9998,34.1503,34.1963,19.8891,20.016,49.3354,-999.9,400,24.4635,100.792,100.842
9,1562033716,1296.4,20190701 19:15:16,19:15:16,3,B1_R3,3,null,null,null,null,1562033708,0.000992854,3.181334533,395.8989032,261.3112119,26.2698467,39.80006607,0.04206676,2.266171741,0.041637713,0.026061754,66.06141219,33.30923273,32.41323548,4.887912955,50.65318483,2.579781669,5.093029545,2.308131286,-43.7848546,89.23814537,8.998914954,120.5136179,-0.041620538,0.0467227,3.484174905,0,0,1,0,52010.70519,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,MPF-3327-20190701-19_16_09,903.85472,1824.38,0.504568829,0.5,337.180493,3.181334533,85.06538325,1,0.011929102,0.44106491,-,0,1824.38,0.504568829,0.306068732,0.746707585,0.394939986,3327,300,300,300,10322.7,1733.66,-0.00826019,-16.0929,399.995129,337.180493,0.842961498,0.195922995,6,0.5,0: Broadleaf,1562033708,395.8989032,400.1883226,25.66158387,24.50069677,499.9843548,100.511,0.019882361,33.14365484,32.41323548,999.9,0,0,9985.966774,0,74.05700968,399.995129,0.900032258,0.099967458,0,907.9113871,4.99938,3630.400968,3161.219355,41.875,44.5,43.187,45,44.69309677,355.5093548,39.48612903,0,102,903.85472,-251.7173073,-985.5169216,3614.3384,15,1562033744,19:15:44,93,12.39,0.382,399,24,0.74,0.06,-3.529106244,-13.92132832,1.484152747,0,921.6877143,-289.926667,29.38336291,0,1.13001839,0.5608703,0.067755079,0,0,3,0/3,1.87393,1.87074,1.87027,1.87232,1.86951,1.87912,1.87593,1.8714,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.39,0.382,2,486.748,493.502,32.7795,34.0843,30,34.0646,34.1093,19.8926,20.4129,50.2157,-999.9,400,24.3428,100.786,100.841
