SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,2.55619 74.8467 372.836 622.18 873.242 1046.83 1208.7 1297.39,-0.0206363 101.51 401.026 601.505 800.913 1001.34 1201.09 1401.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BAR_A07,newDef_10,newDef_9,newDef_8,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564670174,0,20190801 07:36:14,7:36:14,null,,,,1,B2_R1,5,null,null,null,null,1564670166,0.001486629,10.7017025,386.4515161,212.9822973,21.52371567,39.05429069,0.105070858,2.276422242,0.102449108,0.064260798,97.99916945,24.05927382,23.52650323,2.910840487,49.83446356,1.47621735,2.96224188,1.434623137,-65.56034782,35.6742112,3.270708668,71.3837415,-0.041898889,0.047035174,3.502571215,35,7,1,0,53998.84112,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-841-20190801-07_37_13,1258.233462,2059.81,0.389150717,0.5,505.1842285,10.7017025,98.29640239,1,0.020843957,1.328816736,-,0,2059.81,0.389150717,0.570597383,0.610432332,0.675789711,841,300,300,300,10279.7,1979.36,-0.00805295,-5.63367,599.9859032,505.1842285,0.841993497,0.193986993,6,0.5,0: Broadleaf,1564670166,386.4515161,399.9822581,14.60752258,12.84971935,500.0263548,100.9587742,0.099933197,23.81718387,23.52650323,999.9,0,0,10008.16516,0,118.0263968,599.9859032,0.93299371,0.067006477,0,1258.937742,4.99938,7430.226129,4803.698065,36.649,39.508,37.97764516,40.129,39.19106452,555.1180645,39.86903226,0,5427.1,1258.233462,-65.84512824,-372.5230769,7426.443077,15,1564670197,7:36:37,19,12.857,0.191,400,13,0.23,0.05,-13.85746341,-0.579796516,0.072731463,0,1261.514706,-65.62174107,6.467531684,0,1.729170732,-0.250573171,0.027859338,0,0,3,0/3,1.87363,1.8703,1.86976,1.8719,1.8692,1.87898,1.8756,1.87119,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.857,0.191,2,452.872,554.514,22.6623,24.0241,30.0009,23.8305,23.8887,19.6527,40.7613,71.0915,-999.9,400,12.9458,102.172,102.474
2,1564670340,165.9000001,20190801 07:39:00,7:39:00,null,,,,2,B2_R1,5,null,null,null,null,1564670332,0.002963214,10.96960319,385.4926452,304.3698939,30.75709051,38.95468119,0.248772029,2.274351119,0.234583083,0.147821765,97.99753354,23.64760464,22.62641935,2.75659118,50.64797529,1.507052227,2.975542888,1.249538953,-130.6777275,155.1401778,14.17734294,136.6373268,-0.041842554,0.046971932,3.498851469,109,22,1,0,53915.5185,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-842-20190801-07_39_59,1456.286923,2082.14,0.30058165,0.5,505.1753201,10.96960319,75.92321566,1,0.021374637,1.30384124,-,0,2082.14,0.30058165,0.565942313,0.468642593,0.670276457,842,300,300,300,10295.6,2025.82,-0.00806493,-2.08606,599.9752581,505.1753201,0.841993588,0.193987176,6,0.5,0: Broadleaf,1564670332,385.4926452,400.0266452,14.91367742,11.41091935,500.0096452,100.9517097,0.099974906,23.89168387,22.62641935,999.9,0,0,9995.408065,0,418.5858065,599.9752581,0.932988,0.0670119,0,1458.693871,4.99938,8621.705161,4803.606774,37.34451613,40.125,38.687,40.75,39.83232258,555.1041935,39.87,0,165.6000001,1456.286923,-193.1733333,-1113.585641,8607.796923,15,1564670197,7:36:37,19,12.857,0.191,400,13,0.23,0.05,-14.38672439,-2.97345784,0.295277436,0,1468.924412,-209.4614977,20.61329999,0,3.493260732,0.243945993,0.028607427,0,0,3,0/3,1.87363,1.87034,1.86981,1.87194,1.86926,1.87899,1.87561,1.87119,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.857,0.191,2,362.612,550.77,22.9383,24.3951,30.0009,24.2253,24.2764,19.6416,47.495,67.304,-999.9,400,11.2491,102.118,102.409
3,1564670493,318.9000001,20190801 07:41:33,7:41:33,null,,,,3,B2_R1,5,null,null,null,null,1564670485,0.001398256,9.798919465,387.550129,216.132015,21.83974125,39.16122531,0.09734012,2.27507863,0.095084218,0.059625966,98.00214525,24.46424745,23.56020323,2.916759441,48.28601535,1.463004191,3.029871446,1.453755249,-61.66309329,77.61389332,7.134813869,121.0877592,-0.041862337,0.046994141,3.500157922,60,12,1,0,53885.20707,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-843-20190801-07_42_32,1381.122692,2061.42,0.330013926,0.5,505.1968461,9.798919465,83.36099734,1,0.019056444,1.326997895,-,0,2061.42,0.330013926,0.570261751,0.517438966,0.675392204,843,300,300,300,10289.6,2002.64,-0.00806006,-1.00623,600.0005161,505.1968461,0.841994019,0.193988039,6,0.5,0: Broadleaf,1564670485,387.550129,399.9590968,14.4782871,12.82467419,500.0003548,100.9482581,0.099896435,24.19299032,23.56020323,999.9,0,0,10000.47581,0,69.2223,600.0005161,0.932970871,0.067029152,0,1384.360645,4.99938,8171.016452,4803.789355,37.83232258,40.59045161,39.19919355,41.183,40.312,555.1193548,39.88032258,0,152.3999999,1381.122692,-260.223248,-1535.089916,8151.901538,15,1564670390,7:39:49,20,12.924,0.15,400,11,0.02,0.03,-12.36592683,-0.960367944,0.097297715,0,1397.766176,-275.9539654,27.13908339,0,1.678742683,-0.310163415,0.054364569,0,0,3,0/3,1.87365,1.87038,1.86982,1.87195,1.86931,1.87902,1.87562,1.8712,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.924,0.15,2,421.372,551.678,23.1895,24.7982,30.001,24.6241,24.6844,19.6819,36.0041,64.8861,-999.9,400,13.0436,102.059,102.362
4,1564670794,619.4000001,20190801 07:46:33,7:46:33,null,,,,1,B2_R1,3,null,null,null,null,1564670786,0.003169891,13.13455375,382.6687097,277.0789812,28.0033044,38.67485117,0.224947015,2.274023404,0.21327566,0.134295428,98.0035812,24.18129537,23.0076871,2.821033919,43.75848019,1.349895829,3.08487823,1.471138089,-139.7921845,182.1299302,16.72917924,157.0705061,-0.041833644,0.046961931,3.498263018,7,1,1,0,53795.81183,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-844-20190801-07_47_33,1125.489231,1849.74,0.39154193,0.5,505.2107383,13.13455375,98.90559372,1,0.025658381,1.593294193,-,0,1849.74,0.39154193,0.614390067,0.656583753,0.727655783,844,300,300,300,10324,1786.94,-0.00808698,-3.80823,600.0179032,505.2107383,0.841992773,0.193985547,6,0.5,0: Broadleaf,1564670786,382.6687097,399.8846129,13.35655806,9.603753548,500.0343548,100.9661613,0.099983368,24.49328387,23.0076871,999.9,0,0,9991.849355,0,835.6094839,600.0179032,0.933018,0.066981939,0,1126.249032,4.99938,6690.45871,4803.989355,38.60264516,41.75990323,39.98977419,41.87670968,40.95732258,555.1635484,39.85677419,0,300,1125.489231,-69.74358979,-425.9880345,6685.646538,15,1564670755,7:45:54,22,13.125,0.048,400,2,0.11,0.01,-17.25704146,0.671533798,0.082844335,0,1129.128824,-72.05757872,7.085691367,0,3.698878537,1.139019303,0.115129998,0,0,3,0/3,1.87364,1.87042,1.86986,1.87195,1.86931,1.87899,1.87565,1.87124,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.125,0.048,2,487.276,543.141,23.5581,25.3879,30.0008,25.2595,25.3233,19.658,41.2503,49.9408,-999.9,400,10.3893,101.968,102.267
5,1564670996,821.9000001,20190801 07:49:56,7:49:56,null,,,,2,B2_R1,3,null,null,null,null,1564670988,0.004210954,12.84981263,382.5996452,305.5556087,30.88269626,38.66958516,0.316492581,2.275695177,0.293915688,0.185591364,98.00122434,24.22086319,23.76235806,2.952486681,48.68728068,1.536597248,3.156054777,1.415889433,-185.7030843,136.5046363,12.60121968,61.40399602,-0.041879107,0.047012967,3.501265242,18,4,1,0,53782.97985,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-845-20190801-07_50_55,1248.683077,2070.54,0.396928783,0.5,505.1972569,12.84981263,100.2636663,1,0.025095442,1.316748288,-,0,2070.54,0.396928783,0.568360531,0.620803862,0.673140485,845,300,300,300,10320.1,1999.31,-0.00808411,-3.52698,600.0017097,505.1972569,0.841993029,0.193986058,6,0.5,0: Broadleaf,1564670988,382.5996452,399.9524194,15.20320323,10.22697742,500.0095806,100.9706452,0.099979565,24.87498065,23.76235806,999.9,0,0,10002.26387,0,352.7591613,600.0017097,0.933005129,0.066994913,0,1248.865806,4.99938,7362.794194,4803.842258,38.062,40.69919355,39.34858065,40.875,40.4613871,555.1409677,39.86064516,0,201.6000001,1248.683077,-45.56786324,-277.3986322,7361.438846,15,1564670755,7:45:54,22,13.125,0.048,400,2,0.11,0.01,-17.32816098,-0.554454355,0.063677549,0,1250.939118,-45.38668336,4.450047169,0,5.024427561,-1.039707805,0.103512892,0,0,3,0/3,1.8737,1.87042,1.86994,1.87196,1.86933,1.87905,1.87568,1.87122,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.125,0.048,2,473.308,543.276,23.945,25.818,30.001,25.6902,25.7592,19.6839,37.0534,42.9792,-999.9,400,10.5885,101.893,102.207
6,1564671170,995.4000001,20190801 07:52:49,7:52:49,null,,,,3,B2_R1,3,null,null,null,null,1564671162,0.004108857,13.74089337,381.4790645,299.6282656,30.28174933,38.55395079,0.315372682,2.275296951,0.29294559,0.184972901,98.00124047,24.55826484,23.13644839,2.843093159,45.29676051,1.455710678,3.213719175,1.387382481,-181.2006021,250.5191951,23.09296817,190.4128016,-0.041868275,0.047000807,3.500550013,29,6,1,0,53714.72408,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-846-20190801-07_53_49,1133.486538,2065.38,0.451197098,0.5,505.194148,13.74089337,113.9710667,1,0.026859435,1.322536289,-,0,2065.38,0.451197098,0.569436222,0.706676276,0.674414484,846,300,300,300,10332.6,1981.07,-0.00809432,-4.92908,599.9975806,505.194148,0.841993642,0.193987284,6,0.5,0: Broadleaf,1564671162,381.4790645,399.8473226,14.40379355,9.544646452,500.0475161,100.9643226,0.100072232,25.17873871,23.13644839,999.9,0,0,10000.3029,0,267.0004516,599.9975806,0.932983452,0.067016145,0,1133.709355,4.99938,6671.760968,4803.780323,37.875,40.437,39.187,40.687,40.312,555.1241935,39.87258065,0,173,1133.486538,-17.15247866,-78.93572653,6671.015769,15,1564671086,7:51:25,23,13.09,0.05,400,6,0.22,0.02,-18.40708049,0.605276655,0.079823287,0,1134.460294,-18.80375589,1.860933487,0,5.006174634,-3.436653031,0.340612623,0,0,3,0/3,1.87369,1.87042,1.86993,1.87198,1.86935,1.87903,1.87572,1.87123,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.09,0.05,2,460.226,540.098,24.274,26.2413,30.001,26.0828,26.1546,19.6967,34.495,38.1315,-999.9,400,10.5659,101.84,102.148
7,1564671373,1198.4,20190801 07:56:12,7:56:12,null,,,,1,B2_R1,1,null,null,null,null,1564671365,0.002458002,10.67246553,386.0654839,272.6272307,27.55455626,39.01981129,0.167606776,2.275924317,0.161039067,0.101218056,98.00074304,25.56432484,24.86411613,3.154009154,49.88737326,1.64797908,3.303399182,1.506030074,-108.3978718,95.42310784,8.891233058,93.91721217,-0.041885341,0.047019965,3.501676811,0,0,1,0,53652.53422,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-847-20190801-07_57_12,1291.212308,1877.24,0.312175157,0.5,505.1976095,10.67246553,78.85507161,1,0.020785533,1.555304596,-,0,1877.24,0.312175157,0.608657222,0.518352048,0.720866061,847,300,300,300,10350.9,1835.34,-0.00810804,0.535767,600.0025161,505.1976095,0.841992485,0.19398497,6,0.5,0: Broadleaf,1564671365,386.0654839,400.0107097,16.30525161,13.40384194,500.0169355,100.9704839,0.099963816,25.6418129,24.86411613,999.9,0,0,10003.76871,0,88.53112258,600.0025161,0.933028,0.0669719,0,1292.055161,4.99938,7628.367097,4803.87871,37.683,40.19716129,38.933,40.5,40.187,555.1551613,39.85,0,202.1000001,1291.212308,-138.1470085,-794.0878632,7623.605769,15,1564671253,7:54:12,24,12.848,0.232,400,15,0.01,0.06,-13.85686341,-1.924331707,0.192191082,0,1298.584412,-145.4041668,14.26084627,0,2.887901951,0.371886899,0.037345892,0,0,3,0/3,1.87373,1.87042,1.86996,1.87203,1.86935,1.87907,1.8757,1.87123,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.848,0.232,2,498.437,543.997,24.7181,26.6377,30.0007,26.4812,26.5494,19.7597,18.0849,39.5347,-999.9,400,13.3502,101.79,102.105
8,1564671592,1417.9,20190801 07:59:52,7:59:52,null,,,,2,B2_R1,1,null,null,null,null,1564671584,0.002387253,10.20664392,386.3992903,291.365588,29.44829415,39.05334202,0.192917976,2.275198949,0.184269222,0.115913006,97.9994193,25.83676048,22.49148387,2.734094711,43.30496207,1.451823958,3.352557972,1.282270753,-105.2778609,416.9876226,38.453621,448.162802,-0.041865609,0.046997814,3.500374005,68,14,1,0,53583.56827,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-848-20190801-08_00_51,996.4692308,1657.46,0.398797418,0.5,505.1878688,10.20664392,100.733809,1,0.019863858,1.894139225,-,0,1657.46,0.398797418,0.654474121,0.725742032,0.775129522,848,300,300,300,10375.4,1602.77,-0.00812744,-3.047,599.9905484,505.1878688,0.841993045,0.19398609,6,0.5,0: Broadleaf,1564671584,386.3992903,399.7532581,14.36455161,11.54119355,500.0346129,100.9699032,0.100008119,25.89100968,22.49148387,999.9,0,0,9999.113548,0,893.8542903,599.9905484,0.933001,0.0669991,0,996.5767097,4.99938,5860.656129,4803.747419,37.524,40.125,38.75,40.391,40.062,555.1270968,39.86,0,218.6000001,996.4692308,-25.71644445,-151.4417094,5860.046538,15,1564671253,7:54:12,24,12.848,0.232,400,15,0.01,0.06,-13.39209268,0.720171429,0.104446115,0,997.8240882,-26.57752548,2.612919782,0,2.976303659,-2.706345575,0.27866767,0,0,3,0/3,1.87376,1.87042,1.86996,1.87209,1.86935,1.87908,1.87574,1.87128,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.848,0.232,2,410.982,540.384,25.1441,27.0793,30.0009,26.9156,26.9919,19.7655,11.8733,29.3186,-999.9,400,12.8817,101.722,102.049
