SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,plantID VOak 959,RIP_760,RIP_720,BAR-A12,seirra_loma,A10,A11,BAR_A07,BH_Block,BH_Vine,BH_Leaf,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,VineID,vineID,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564700482,0,20190801 16:01:21,16:01:21,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,5,1,1564700479,0.011071427,19.30395905,371.529,277.1160348,28.00884999,37.55141789,0.422014261,2.274263484,0.382847457,0.242495,297.373044,36.59012551,36.488925,6.131114289,50.25483584,3.345253057,6.656579413,2.785861232,-488.2499109,185.0354891,19.41941212,13.5780344,-0.041840171,0.046969258,3.498694105,0,0,1,0,51465.53994,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1950-20190801-16_01_23,918.2490769,1296.51,0.291753186,0.5,1517.338614,19.30395905,221.3441874,1,0.012620457,-0.998631819,-,0,1296.51,0.291753186,-729.8975906,0.292506378,827.5181304,1799.945,1517.338614,0.842991655,0.19598331,6,0.5,0: Broadleaf,1564700479,371.529,399.62975,33.0975125,20.2515375,500.0005,100.87275,0.19989275,37.9980625,36.488925,999.9,10002.6625,0,1605.945,1799.945,0.90000025,0.099999675,0,909.269125,4.99935,16539.8125,15418.1625,46.6405,48.75,47.25,48.562,48.4215,1615.45125,179.49375,0,6674.1,918.2490769,-106.4758291,-1782.136753,16691.91154,15,100,100,1.796,0.257,2,503.253,432.201,37.6569,41.2795,29.9889,40.594,40.313,19.2538,53.0724,56.5848,-999.9,400,20.36,97.949,110.896
2,1564700550,68.5,20190801 16:02:30,16:02:30,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,5,2,1564700548,0.011902276,22.13945334,368.31625,274.3188848,27.72723614,37.22817568,0.486545475,2.27646062,0.435306335,0.276219059,297.3835848,36.34707965,36.229675,6.044570859,51.15878914,3.410159669,6.66583343,2.63441119,-524.8903734,220.1780778,23.05930409,15.73059339,-0.041899934,0.047036346,3.502640154,0,0,1,0,51531.86028,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1951-20190801-16_02_31,1013.404615,1539.87,0.3418895,0.5,1517.396136,22.13945334,259.3909032,1,0.014488636,-0.998848046,-,0,1539.87,0.3418895,-867.0899282,0.342632332,983.0593299,1800.01375,1517.396136,0.842991414,0.195982827,6,0.5,0: Broadleaf,1564700548,368.31625,400.142875,33.73835,19.93805,500.020125,100.876625,0.200033125,38.0237,36.229675,999.9,10016.565,0,63.5573375,1800.01375,0.900009,0.0999914,0,1008.43625,4.99935,18097.4375,15418.8125,47.45275,49,47.875,48.9215,49.125,1615.52875,179.48625,0,67.79999995,1013.404615,-58.56888882,-970.1094002,18177.46538,15,100,100,1.796,0.257,2,498.152,426.166,37.6412,40.7109,29.9955,40.3967,40.2103,19.3046,53.3619,53.4925,-999.9,400,19.5414,98.3011,111.275
3,1564700603,121.5,20190801 16:03:23,16:03:23,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,5,3,1564700601,0.011399403,21.83319812,368.851375,268.1616999,27.10219904,37.27856507,0.441765513,2.274195984,0.39904397,0.252895666,297.3850249,36.75085957,36.5401875,6.148353686,50.3080085,3.397553077,6.753503426,2.750800609,-502.7136642,211.4808071,22.22970951,28.3818774,-0.041838336,0.046967198,3.4985729,0,0,1,0,51419.10505,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1952-20190801-16_03_24,1011.777577,1536.52,0.341513565,0.5,1517.400677,21.83319812,259.1064574,1,0.014286764,-0.998845534,-,0,1536.52,0.341513565,-865.2013913,0.342257202,980.9182097,1800.01875,1517.400677,0.842991595,0.19598319,6,0.5,0: Broadleaf,1564700601,368.851375,400.093875,33.6169625,20.3987875,500.047375,100.86675,0.199879,38.2650625,36.5401875,999.9,10002.81875,0,101.16125,1800.01875,0.900002375,0.099997513,0,998.444375,4.99935,18648.275,15418.8125,48.0465,49.2655,48.5,49.25,49.70275,1615.52125,179.4975,0,52.4000001,1011.777577,-158.0960343,-3896.51966,18952.43846,15,100,100,1.796,0.257,2,487.411,414.957,37.6801,40.3745,29.9973,40.2318,40.105,19.317,49.7583,47.4191,-999.9,400,20.1022,98.4425,111.408
4,1564700685,203,20190801 16:04:44,16:04:44,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,3,1,1564700682,0.009847188,18.7669407,372.8785,266.7573261,26.95611674,37.6797763,0.354855345,2.271128611,0.326682318,0.206520969,297.3796174,37.36717417,37.0096625,6.308204704,50.16605717,3.40866903,6.79477165,2.899535673,-434.2609736,167.5085883,17.68096662,48.30819873,-0.041754996,0.04687364,3.493066609,0,0,1,0,51301.94942,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1953-20190801-16_04_46,987.1720769,1444.87,0.316774466,0.5,1517.368539,18.7669407,240.3318046,1,0.012266293,-0.998772305,-,0,1444.87,0.316774466,-813.5344052,0.317508088,922.3409952,1799.98,1517.368539,0.842991888,0.195983777,6,0.5,0: Broadleaf,1564700682,372.8785,399.804375,33.7321375,22.314375,500.0115,100.851,0.200083125,38.3777375,37.0096625,999.9,9984.4525,0,1551.42,1799.98,0.899992,0.100007963,0,982.328,4.99935,17934.4375,15418.45,48.80425,49.875,49.156,49.687,50.38275,1615.46875,179.51125,0,80.79999995,987.1720769,-55.11603418,-991.4735043,18018.37692,15,100,100,1.796,0.257,2,495.763,448.585,37.7203,39.9505,29.9981,39.9606,39.8768,19.3434,43.6753,44.4319,-999.9,400,22.4056,98.5697,111.531
5,1564700759,277.5,20190801 16:05:59,16:05:59,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,3,2,1564700757,0.007639619,17.32060779,375.902625,245.1586613,24.77432805,37.98656306,0.253719352,2.276681563,0.23899254,0.150622202,297.377076,38.18276516,37.4930375,6.4765463,49.84021611,3.404175829,6.830178707,3.072370471,-336.9072096,120.3961137,12.71260212,93.57858222,-0.041905946,0.047043096,3.503037054,0,0,1,0,51463.98066,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1954-20190801-16_06_00,1052.401923,1437.22,0.267751685,0.5,1517.359637,17.32060779,203.1377999,1,0.011313175,-0.99876577,-,0,1437.22,0.267751685,-809.2217762,0.268375083,917.4515714,1799.97,1517.359637,0.842991626,0.195983252,6,0.5,0: Broadleaf,1564700757,375.902625,400.115625,33.6866125,24.8344125,500.36825,100.854375,0.199888875,38.4739375,37.4930375,999.9,10020.2125,0,995.90625,1799.97,0.900002,0.0999982,0,1043.16375,4.99935,19116.5125,15418.3875,49.35925,50.312,49.687,50.062,50.8905,1615.48,179.495,0,73.60000014,1052.401923,-104.4153846,-1574.123077,19247.63462,15,100,100,1.796,0.257,2,498.404,450.214,37.7164,39.6357,29.9984,39.7155,39.6566,19.3799,35.0109,40.5684,-999.9,400,24.8544,98.664,111.627
6,1564700822,340.5,20190801 16:07:02,16:07:02,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,3,3,1564700820,0.009937948,19.77610827,372.0145,263.1983767,26.59577054,37.59146391,0.362617082,2.274588567,0.333293522,0.210745096,297.3887689,37.42837051,37.192,6.371254398,51.34325767,3.50550358,6.827583093,2.865750817,-438.2634862,156.3379512,16.49837151,31.96160542,-0.04184901,0.04697918,3.499277854,0,0,1,0,51397.97283,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1955-20190801-16_07_03,1274.422692,1700.96,0.250762691,0.5,1517.418714,19.77610827,190.2560005,1,0.012930943,-0.998957142,-,0,1700.96,0.250762691,-957.9031829,0.251255829,1086.018451,1800.04,1517.418714,0.842991664,0.195983328,6,0.5,0: Broadleaf,1564700820,372.0145,400.1805,34.6913375,23.18025,500.032,100.848375,0.200008625,38.4669,37.192,999.9,10007.19375,0,1517.08,1800.04,0.899998625,0.100001188,0,1245.53625,4.99935,22970.0125,15419,49.75775,50.710625,50.125,50.41375,51.27325,1615.53625,179.50375,0,62.5999999,1274.422692,-346.8324789,-6171.476928,23492.65,15,100,100,1.796,0.257,2,501.573,453.028,37.7187,39.4215,29.9987,39.5287,39.4794,19.3461,38.707,37.129,-999.9,400,22.785,98.7294,111.685
7,1564700943,461.5,20190801 16:09:03,16:09:03,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,1,1,1564700941,0.007167729,13.65599129,380.489875,264.7348519,26.75251305,38.45001998,0.231372373,2.271966649,0.219033838,0.13794986,297.383909,38.78647531,38.0877125,6.68898789,50.7218302,3.549592132,6.998154677,3.139395758,-316.0968354,102.4965074,10.89980743,94.6833884,-0.041777755,0.04689919,3.49457068,0,0,1,0,51238.86495,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1956-20190801-16_09_04,1076.721538,1240.82,0.132250013,0.5,1517.392532,13.65599129,100.3375913,1,0.008897855,-0.998570413,-,0,1240.82,0.132250013,-698.5027792,0.132606796,791.9244035,1800.00875,1517.392532,0.842991753,0.195983506,6,0.5,0: Broadleaf,1564700941,380.489875,400.154,35.1257,26.8247625,499.89225,100.854,0.199989875,38.9245125,38.0877125,999.9,9989.5975,0,112.4964375,1800.00875,0.899996125,0.1000039,0,1054.20875,4.99935,19746.4125,15418.675,50.601375,51.5155,51.05425,51.2655,52.03875,1615.505,179.50625,0,120.5999999,1076.721538,-266.9203421,-5202.714533,20162.66923,15,100,100,1.796,0.257,2,504.164,455.07,37.7703,39.084,29.9991,39.2024,39.1585,19.4474,31.4615,43.11,-999.9,400,26.6175,98.8193,111.779
8,1564701023,541.5,20190801 16:10:23,16:10:23,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,1,2,1564701021,0.006683899,15.25541727,378.830625,247.409883,25.0030126,38.28427051,0.220935988,2.273943509,0.209665573,0.132005657,297.375674,38.9922166,37.8599125,6.606904936,50.55436883,3.547106392,7.016419103,3.059798544,-294.7599424,136.4488985,14.48530025,153.5499303,-0.041831472,0.046959492,3.498119563,0,0,1,0,51294.20055,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1957-20190801-16_10_24,1061.911154,1419.83,0.252085705,0.5,1517.349452,15.25541727,191.251053,1,0.009952199,-0.998750653,-,0,1419.83,0.252085705,-799.4182968,0.252679834,906.3369204,1799.9575,1517.349452,0.842991822,0.195983643,6,0.5,0: Broadleaf,1564701021,378.830625,400.175375,35.0993375,27.3602625,500.005375,100.859,0.200069625,38.9729375,37.8599125,999.9,10001.94625,0,1196.3575,1799.9575,0.899995625,0.10000425,0,1046.20375,4.99935,19628.5125,15418.2625,50.444875,51.312,50.875,50.812,51.85925,1615.4525,179.505,0,79,1061.911154,-170.4864957,-3218.844444,19936.27692,15,100,100,1.796,0.257,2,493.782,455.49,37.8223,38.9133,29.9994,39.0104,38.9669,19.4883,28.6323,41.6065,-999.9,400,27.1639,98.8615,111.817
9,1564701091,609,20190801 16:11:30,16:11:30,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,1,3,1564701088,0.006999042,12.04448096,382.561625,273.7832378,27.66766194,38.66045927,0.220653407,2.272396368,0.20940378,0.131840284,297.3805536,38.90180692,38.2863625,6.76128803,50.64858879,3.556020041,7.020965689,3.205267989,-308.657742,85.58662124,9.11118842,83.42062125,-0.041789428,0.046912294,3.495342008,0,0,1,0,51242.72366,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1958-20190801-16_11_32,902.5292692,4628.74,0.80501621,0.5,1517.378477,12.04448096,610.7571351,1,0.007835901,-0.999616773,-,0,4628.74,0.80501621,-2608.416752,0.805597244,2957.280832,1799.9925,1517.378477,0.842991555,0.19598311,6,0.5,0: Broadleaf,1564701088,382.561625,400.227625,35.188325,27.085225,500.012875,100.85675,0.20006475,38.984975,38.2863625,999.9,9992.11625,0,75.6722,1799.9925,0.900004875,0.09999505,0,896.517375,4.99935,16583.3125,15418.5875,50.3435,51.187,50.75,50.75,51.75,1615.5,179.4925,0,66.79999995,902.5292692,-73.66321357,-1384.249571,16695.88077,15,100,100,1.796,0.257,2,505.686,459.166,37.821,38.7714,29.9992,38.8528,38.807,19.4962,27.8552,40.4768,-999.9,400,26.81,98.8987,111.839
10,1564701333,851,20190801 16:15:32,16:15:32,1,23293,1_1,23509,31,23522,23316,23388,B1_R2,6,1,1564701330,0.012429903,23.19103036,366.757,266.9252234,26.97449684,37.06313481,0.477956225,2.273747505,0.428359283,0.271750493,297.381376,36.91176459,37.1801125,6.367127265,51.59604395,3.57903297,6.936642222,2.788094296,-548.1587106,193.7412864,20.48099048,-36.55505773,-0.041826144,0.046953511,3.497767638,0,0,1,0,51322.807,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1959-20190801-16_15_34,980.0783846,1657.13,0.4085688,0.5,1517.380802,23.19103036,309.9772266,1,0.015181804,-0.998929559,-,0,1657.13,0.4085688,-933.1943558,0.409393566,1058.004929,1799.995,1517.380802,0.842991676,0.195983352,6,0.5,0: Broadleaf,1564701330,366.757,400.0685,35.4162,21.0235,499.8235,100.85625,0.200130125,38.7606125,37.1801125,999.9,10000.945,0,244.286875,1799.995,0.899998,0.100002,0,976.74325,4.99935,17823.85,15418.5875,49.875,50.812,50.312,50.312,51.312,1615.495,179.5,0,241.4000001,980.0783846,-38.69647865,-1185.035899,17946.76538,15,100,100,2.978,0.288,2,506.51,449.894,37.7086,38.3002,29.9996,38.3465,38.2929,19.4457,50.6407,56.2749,-999.9,400,20.799,99.0086,111.947
11,1564701431,949.5,20190801 16:17:11,16:17:11,1,23293,1_1,23509,31,23522,23316,23388,B1_R2,6,2,1564701429,0.010377965,20.69122458,370.573375,257.8592845,26.05766127,37.44784874,0.365913023,2.271196514,0.336036793,0.212503607,297.3855989,37.58860866,37.4512,6.461823314,50.35053445,3.494681765,6.94070441,2.967141549,-457.6682719,161.6607376,17.13209682,18.51016137,-0.041756839,0.04687571,3.493188469,0,0,1,0,51239.38998,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1960-20190801-16_17_12,1034.215654,1519.48,0.319362115,0.5,1517.405702,20.69122458,242.300947,1,0.013534134,-0.998832587,-,0,1519.48,0.319362115,-855.5952217,0.320065333,970.0272579,1800.025,1517.405702,0.84299146,0.195982919,6,0.5,0: Broadleaf,1564701429,370.573375,400.017625,34.5823875,22.559575,500.003,100.853875,0.19992775,38.771475,37.4512,999.9,9984.60875,0,97.5905875,1800.025,0.9000065,0.09999345,0,1008.2025,4.99935,18519.4625,15418.8875,49.781,50.7655,50.25,50.25,51.25,1615.535,179.49,0,97.79999995,1034.215654,-303.3239316,-5519.476924,18991.71154,15,100,100,2.978,0.288,2,485.289,458.318,37.6735,38.1818,29.9997,38.2089,38.1523,19.4455,44.5138,52.4326,-999.9,400,22.6283,99.0433,111.963
12,1564701492,1010,20190801 16:18:11,16:18:11,1,23293,1_1,23509,31,23522,23316,23388,B1_R2,6,3,1564701489,0.011740347,14.47603267,377.45375,303.828344,30.70335785,38.1435695,0.438001981,2.275997562,0.395998097,0.250936163,297.3730318,36.9903642,36.6454,6.183868182,48.37077457,3.328857395,6.881960078,2.855010787,-517.7493114,241.5358632,25.4245934,46.58417699,-0.041887334,0.047022202,3.501808373,0,0,1,0,51418.98311,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1961-20190801-16_18_13,1562.137308,1777.47,0.121145613,0.5,1517.339552,14.47603267,91.90951489,1,0.009438612,-0.999002031,-,0,1777.47,0.121145613,-1001.03511,0.121373578,1134.919081,1799.94625,1517.339552,0.84299159,0.195983181,6,0.5,0: Broadleaf,1564701489,377.45375,400.142125,32.9410625,19.3170875,500.013,100.855,0.199949125,38.61385,36.6454,999.9,10015.7,0,93.6925375,1799.94625,0.900002,0.0999976,0,1507.85,4.99935,27028.4375,15418.2125,49.75,50.75,50.187,50.187,51.187,1615.45625,179.49,0,59.5999999,1562.137308,-619.0136744,-11039.35383,27998.77308,15,100,100,2.978,0.288,2,501.832,453.144,37.6386,38.1138,29.9996,38.1229,38.0617,19.3859,50.4344,46.0091,-999.9,400,18.817,99.0554,112
13,1564701566,1084.5,20190801 16:19:26,16:19:26,1,23293,1_1,23509,31,23522,23316,23388,B1_R2,3,1,1564701564,0.007038992,14.11180537,381.532,262.3623583,26.51134837,38.55327355,0.230441955,2.276957169,0.218224939,0.137434239,297.3835171,38.59843387,38.3388875,6.780517848,53.38583438,3.689994166,6.911934989,3.090523683,-310.4195456,43.64411778,4.631546457,35.23963576,-0.041913447,0.047051516,3.503532174,0,0,1,0,51436.27886,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1962-20190801-16_19_27,1125.675769,1792.44,0.371986918,0.5,1517.390436,14.11180537,282.2246956,1,0.00919826,-0.999010366,-,0,1792.44,0.371986918,-1009.474333,0.372681045,1144.487012,1800.00625,1517.390436,0.842991759,0.195983519,6,0.5,0: Broadleaf,1564701564,381.532,401.689875,36.517025,28.3782875,499.9755,100.848625,0.199972625,38.694425,38.3388875,999.9,10022.5775,0,1654.705,1800.00625,0.8999975,0.10000185,0,1117.45375,4.99935,20404.175,15418.7125,49.6405,50.625,50.07775,50.062,51.125,1615.50125,179.50625,0,74,1125.675769,-98.33196589,-2015.210258,20576.63462,15,100,100,2.978,0.288,2,483.516,458.867,37.5642,38.0115,29.9995,38.0207,37.9524,19.5459,32.0229,51.7882,-999.9,400,27.5253,99.0804,112.02
14,1564701643,1161,20190801 16:20:42,16:20:42,1,23293,1_1,23509,31,23522,23316,23388,B1_R2,3,2,1564701640,0.007865929,14.12107257,379.976125,272.870288,27.57228856,38.39484116,0.262961965,2.273676585,0.24715896,0.155814985,297.3783523,38.36675058,38.1363875,6.706641181,52.78364323,3.65572547,6.925868027,3.050915712,-346.8874691,72.98167811,7.74988346,31.22244483,-0.041824217,0.046951347,3.497640303,0,0,1,0,51325.05947,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1963-20190801-16_20_44,1351.101538,1647.79,0.18005235,0.5,1517.366923,14.12107257,136.60274,1,0.00920451,-0.998923491,-,0,1647.79,0.18005235,-927.9290023,0.180417881,1052.035358,1799.97875,1517.366923,0.842991576,0.195983152,6,0.5,0: Broadleaf,1564701640,379.976125,400.509,36.1790375,27.081,499.976875,100.845375,0.20002925,38.731775,38.1363875,999.9,10001.5625,0,110.91975,1799.97875,0.9000035,0.0999964,0,1313.75,4.99935,24275.9375,15418.45,49.562,50.562,50,50,51.0155,1615.4875,179.4925,0,76.20000005,1351.101538,-454.7001709,-8127.035897,24948.53846,15,100,100,2.978,0.288,2,505.141,462.785,37.5223,37.9338,30,37.9314,37.8742,19.4735,36.4251,55.3301,-999.9,400,26.6407,99.1025,112.02
