SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,plantID VOak 959,RIP_760,RIP_720,BAR-A12,seirra_loma,A10,A11,BAR_A07,BH_Block,BH_Vine,BH_Leaf,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,VineID,vineID,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564670139,0,20190801 07:35:38,7:35:38,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,5,1,1564670131,0.004255921,13.24289998,382.2366452,309.9874597,31.34317703,38.64837257,0.349576328,2.275573388,0.322249668,0.203682928,99.10597694,22.50792669,22.3144129,2.704817239,49.02196798,1.396535275,2.848794801,1.308281963,-187.6861319,104.9133794,9.532156464,25.86538086,-0.041875794,0.047009248,3.5010465,2,0,1,0,54087.25874,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1823-20190801-07_35_40,1548.872308,2406.86,0.356475945,0.5,505.7714167,13.24289998,90.14767179,1,0.025878186,-0.999262998,-,0,2406.86,0.356475945,-1355.848906,0.356971085,1537.187636,599.9838387,505.7714167,0.842975067,0.195950134,6,0.5,0: Broadleaf,1564670131,382.2366452,400.0826774,13.8118871,8.774634516,499.9319355,100.9110645,0.200048355,23.1695871,22.3144129,999.9,10007.37774,0,134.9973548,599.9838387,0.899996323,0.100003765,0,1549.32,4.99935,9263.680645,5110.773871,35.254,37.9613871,36.899,38.23170968,37.274,535.4841935,59.49967742,0,764.8,1548.872308,-48.02871796,-2668.028718,9239.886154,15,100,100,4.369,0.151,2,470.15,556.77,21.9923,22.8207,30.0009,22.7287,22.6845,18.8172,47.3902,72.2753,-999.9,400.1,8.97368,102.07,114.694
2,1564670265,126.5,20190801 07:37:45,7:37:45,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,5,2,1564670257,0.003714843,8.499121541,387.9213548,324.6463698,32.82838356,39.22677785,0.261931271,2.27422157,0.246251458,0.155237651,99.1104709,22.84828754,22.50053548,2.735598754,43.10696417,1.240127695,2.87686159,1.49547106,-163.8245637,101.9286379,9.282859057,46.49740413,-0.041839032,0.046967978,3.498618843,0,0,1,0,54012.3274,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1824-20190801-07_37_46,2015.485769,2453.84,0.178640103,0.5,505.7958517,8.499121541,45.17771156,1,0.016498096,-0.999277109,-,0,2453.84,0.178640103,-1382.333521,0.178883475,1567.21445,600.0130323,505.7958517,0.842974776,0.195949553,6,0.5,0: Broadleaf,1564670257,387.9213548,399.8490645,12.26386774,7.860917097,500.0216452,100.9204194,0.200020032,23.33187419,22.50053548,999.9,9997.665484,0,115.812129,600.0130323,0.900006129,0.099993997,0,2018.536129,4.99935,11989.38387,5111.04,35.78,38.48780645,37.405,38.72154839,37.808,535.5164516,59.49677419,0,125.8,2015.485769,-400.9630769,-2313.2,11971.28846,15,100,100,4.369,0.151,2,472.65,569.063,22.33,23.1283,30.0007,22.9977,22.9522,18.8522,45.3748,66.9916,-999.9,400.1,8.9963,102.02,114.647
3,1564670598,459,20190801 07:43:17,7:43:17,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,5,3,1564670590,0.004788106,12.34944945,383.0089032,316.0246473,31.95941121,38.7334948,0.360010092,2.276530457,0.331111199,0.209347295,99.10785178,23.44030657,23.1691871,2.84872592,46.54043643,1.417164724,3.045018123,1.431561196,-211.1554735,135.8603121,12.46189374,36.2745842,-0.041901834,0.04703848,3.502765607,1,0,1,0,53918.4628,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1825-20190801-07_43_19,1128.931538,1946.52,0.420025718,0.5,505.7798919,12.34944945,106.2202812,1,0.024111272,-0.999088702,-,0,1946.52,0.420025718,-1096.335754,0.420747339,1242.96576,599.9937419,505.7798919,0.842975279,0.195950558,6,0.5,0: Broadleaf,1564670590,383.0089032,400.0296452,14.01336774,8.347911935,499.9783226,100.9295161,0.199973226,24.27615161,23.1691871,999.9,10011.77,0,425.5909677,599.9937419,0.899989677,0.100010274,0,1129.045484,4.99935,6666.564516,5110.849677,37.13493548,40.55203226,38.879,40.38893548,39.143,535.4883871,59.50483871,0,331.3999999,1128.931538,-29.82017096,-384.1548721,6665.225769,15,100,100,4.324,0.028,2,471.229,559.295,23.2256,24.0943,30.0012,23.9444,23.8963,18.879,40.5503,42.6918,-999.9,400.1,8.88002,101.829,114.476
4,1564670727,588,20190801 07:45:26,7:45:26,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,3,1,1564670719,0.003855459,14.98698967,380.3160323,286.1079608,28.9320463,38.45863297,0.293199146,2.277299394,0.273726293,0.172720602,99.10491078,24.1560751,23.70144516,2.941681355,49.64038257,1.54898318,3.120409431,1.392698175,-170.0257308,120.7274035,11.12280547,60.92938893,-0.041922763,0.047061974,3.504147006,2,0,1,0,53870.08617,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1826-20190801-07_45_28,1069.596154,2035.75,0.474593563,0.5,505.764029,14.98698967,120.0161763,1,0.02932699,-0.999128645,-,0,2035.75,0.474593563,-1146.638483,0.475373136,1299.996255,599.9748065,505.764029,0.842975444,0.195950888,6,0.5,0: Broadleaf,1564670719,380.3160323,400.0617419,15.31783871,10.76174839,499.9551613,100.9227742,0.200054484,24.68477742,23.70144516,999.9,10017.43968,0,1287.794839,599.9748065,0.899986032,0.100013948,0,1069.757742,4.99935,6329.08,5110.681613,37.71341935,41.18916129,39.433,41.01,39.70935484,535.4696774,59.50645161,0,128.3999999,1069.596154,-18.11760684,-66.33880341,6328.433462,15,100,100,4.324,0.028,2,469.772,558.398,23.6071,24.5308,30.0012,24.3718,24.3151,18.8874,30.3044,43.0807,-999.9,400.1,10.8366,101.75,114.412
5,1564670871,732,20190801 07:47:50,7:47:50,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,3,2,1564670863,0.004264667,13.78903661,381.5270968,297.8643479,30.12078039,38.58096471,0.310235767,2.273426861,0.288489818,0.182132741,99.1096971,24.51127717,24.13927097,3.020122264,48.52410855,1.559102748,3.213047688,1.461019516,-188.0718157,126.9721887,11.77306487,49.78313504,-0.041817429,0.046943728,3.497191948,0,0,1,0,53651.87517,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1827-20190801-07_47_52,1036.549615,1798.22,0.423569076,0.5,505.7911285,13.78903661,107.1187406,1,0.026956945,-0.999013547,-,0,1798.22,0.423569076,-1012.732764,0.424356911,1148.181243,600.0073226,505.7911285,0.842974926,0.195949853,6,0.5,0: Broadleaf,1564670863,381.5270968,400.0259677,15.41796452,10.37939677,500.012871,100.9224839,0.199992194,25.17522903,24.13927097,999.9,9992.299032,0,500.8630968,600.0073226,0.900008355,0.099992148,0,1036.706452,4.99935,6308.915806,5110.996129,38.296,41.82629032,40.05203226,41.67906452,40.3,535.5125806,59.49967742,0,143,1036.549615,-28.91863248,-194.1606837,6307.911538,15,100,100,4.324,0.028,2,478.672,559.378,24.0775,24.9162,30.0005,24.7594,24.7052,18.9555,31.2933,41.4628,-999.9,400.1,10.6752,101.688,114.361
6,1564670976,837.5999999,20190801 07:49:36,7:49:36,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,3,3,1564670968,0.002705153,12.46508598,383.7484516,265.986037,26.89722813,38.8056823,0.188421231,2.274713069,0.180160009,0.113312058,99.11039879,25.32535932,24.28658065,3.04692229,47.78775487,1.563147305,3.271020597,1.483774985,-119.2972436,145.851779,13.54651287,139.211447,-0.041852396,0.046982981,3.49950143,1,0,1,0,53640.82187,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1828-20190801-07_49_37,1258.996538,2146.31,0.413413468,0.5,505.7943517,12.46508598,104.5510986,1,0.024339206,-0.99917353,-,0,2146.31,0.413413468,-1208.965837,0.414057511,1370.659614,600.0110968,505.7943517,0.842974996,0.195949991,6,0.5,0: Broadleaf,1564670968,383.7484516,399.9515806,15.45792581,12.26205806,500.0213548,100.9227419,0.199965226,25.47590323,24.28658065,999.9,10000.62871,0,485.9922903,600.0110968,0.899998613,0.10000161,0,1259.166129,4.99935,7399.446452,5111.011935,38.47154839,41.65703226,40.125,41.47354839,40.389,535.5103226,59.50096774,0,104.6000001,1258.996538,-40.73811966,-311.8020527,7399.430385,15,100,100,4.324,0.028,2,470.952,551.655,24.4078,25.0695,30.0003,24.9378,24.8898,19.0172,19.5971,41.107,-999.9,400.1,12.6288,101.66,114.345
7,1564671220,1081.2,20190801 07:53:39,7:53:39,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,2,1,1564671212,0.003319804,13.07613643,382.8287419,277.1681436,28.02831561,38.71312433,0.22464402,2.27471658,0.213006561,0.134124422,99.10773203,25.60328286,24.84340645,3.150113046,47.87335074,1.61115477,3.365452272,1.538958276,-146.4033638,136.4233875,12.7370565,101.8648122,-0.041852491,0.046983088,3.499507735,3,1,1,0,53554.8496,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1829-20190801-07_53_41,1210.274231,2121.53,0.429527638,0.5,505.7797308,13.07613643,108.6231865,1,0.025548045,-0.999163877,-,0,2121.53,0.429527638,-1194.996302,0.430204612,1354.821715,599.9936129,505.7797308,0.842975192,0.195950383,6,0.5,0: Broadleaf,1564671212,382.8287419,400.0449355,15.9324871,12.01225484,500.0078387,100.9239032,0.199967806,25.95584516,24.84340645,999.9,10000.53645,0,1005.057903,599.9936129,0.899990161,0.100009742,0,1210.830968,4.99935,7232.48,5110.850645,37.937,41.054,39.524,40.687,39.937,535.4883871,59.50290323,0,243,1210.274231,-52.96923082,-263.66359,7229.72,15,100,100,4.324,0.028,2,468.456,548.174,24.9805,25.3962,30.0008,25.2746,25.2346,19.0213,25.8357,45.3918,-999.9,400.1,12.342,101.608,114.311
8,1564671370,1231.7,20190801 07:56:10,7:56:10,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,2,2,1564671362,0.004079696,13.12336472,382.3868387,294.9844087,29.82809635,38.66601465,0.281066988,2.275070496,0.263103034,0.165957617,99.10583329,25.6033348,24.88816129,3.158538049,47.65643555,1.627709841,3.415508991,1.530828208,-179.9145755,161.5767315,15.10548537,95.87347473,-0.041862116,0.046993892,3.500143313,0,0,1,0,53521.8273,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1830-20190801-07_56_11,1500.859615,2389.66,0.371935918,0.5,505.7733136,13.12336472,94.05763072,1,0.025641748,-0.999257694,-,0,2389.66,0.371935918,-1346.152537,0.372456255,1526.194422,599.9864516,505.7733136,0.842974558,0.195949115,6,0.5,0: Broadleaf,1564671362,382.3868387,400.0067742,16.09720645,11.2804129,500.0036452,100.9175484,0.199986871,26.20550323,24.88816129,999.9,10003.46613,0,963.9499677,599.9864516,0.900017452,0.099982916,0,1503.120968,4.99935,9108.796774,5110.83,37.812,40.9756129,39.437,40.625,39.83232258,535.4990323,59.49,0,150,1500.859615,-209.1511111,-1206.61641,9095.781154,15,100,100,4.247,0.097,2,480.438,540.529,25.3232,25.6923,30.0009,25.5633,25.5257,19.0198,28.9915,42.2198,-999.9,400.1,11.7893,101.553,114.245
9,1564671554,1415.2,20190801 07:59:13,7:59:13,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,2,3,1564671546,0.001620714,2.251748481,396.4363871,350.2935109,35.42703544,40.09370857,0.101153872,2.274416191,0.098719426,0.061913487,99.10840644,26.71213299,25.29780323,3.23657187,46.48220322,1.616029038,3.476661874,1.620542833,-71.47349573,148.1719847,13.90578849,189.7126839,-0.041844323,0.046973919,3.498968315,16,3,1,0,53446.68035,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1831-20190801-07_59_15,1261.040769,1563.98,0.193697637,0.5,505.7840113,2.251748481,48.98458399,1,0.004146623,-0.998865804,-,0,1563.98,0.193697637,-880.6817562,0.194111987,998.4690042,599.9988065,505.7840113,0.842975029,0.195950058,6,0.5,0: Broadleaf,1564671546,396.4363871,399.909129,15.97888387,14.06530645,500.0530323,100.9353226,0.199966387,26.50620323,25.29780323,999.9,9997.453548,0,1028.402968,599.9988065,0.900003129,0.099996794,0,1261.95871,4.99935,7506.767097,5110.914839,37.71748387,40.784,39.312,40.625,39.808,535.5006452,59.50064516,0,182.8,1261.040769,-87.43726502,-472.9483763,7501.830769,15,100,100,4.173,0.221,2,453.048,545.533,25.6736,26.1123,30.0011,25.9741,25.9273,19.1103,8.39303,41.6112,-999.9,400.1,14.8115,101.46,114.159
10,1564671864,1725.7,20190801 08:04:24,8:04:24,1,23293,1_1,23509,31,23522,23316,23388,B3_R2,5,1,1564671856,0.004216038,12.99321727,382.3993871,290.3071961,29.36693512,38.68280959,0.264146649,2.275696014,0.248218796,0.156487703,99.10723297,26.15760789,25.65768065,3.306510516,46.07590977,1.630248546,3.538179831,1.676261969,-185.9272578,140.6479561,13.23583048,67.06376174,-0.04187913,0.047012992,3.501266745,0,0,1,0,53436.66986,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1832-20190801-08_04_25,1448.389615,2303.76,0.371293184,0.5,505.777541,12.99321727,93.8958767,1,0.025384212,-0.999230015,-,0,2303.76,0.371293184,-1297.72707,0.371832019,1471.292264,599.9910645,505.777541,0.842975122,0.195950245,6,0.5,0: Broadleaf,1564671856,382.3993871,399.9240323,16.11584194,11.13866129,500.0532903,100.9581613,0.19997571,26.80407419,25.65768065,999.9,10003.50613,0,131.8833548,599.9910645,0.899999935,0.100000152,0,1448.89871,4.99935,8508.497097,5110.843226,37.62093548,40.296,39.07825806,40.298,39.687,535.4935484,59.50193548,0,309.5999999,1448.389615,-136.0290596,-797.5090588,8505.313846,15,100,100,4.11,0.248,2,482.16,539.638,26.0181,26.4729,30.0002,26.3711,26.3323,19.0564,33.3946,47.0666,-999.9,400.1,12.0143,101.401,114.119
11,1564672467,2328.2,20190801 08:14:26,8:14:26,1,23293,1_1,23509,31,23522,23316,23388,B3_R2,5,2,1564672459,0.005672699,5.32508903,391.0019677,359.8225001,36.40292982,39.55732948,0.415557891,2.275654097,0.377543556,0.239089699,99.1119786,25.81506356,25.15935484,3.2100121,48.42296415,1.727007333,3.566504783,1.483004768,-250.166015,218.422551,20.51802984,87.88654443,-0.04187799,0.047011712,3.501191459,0,0,1,0,53411.34726,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1833-20190801-08_14_28,962.5332692,1331.22,0.27695402,0.5,505.8003558,5.32508903,70.04172097,1,0.010222682,-0.998667493,-,0,1331.22,0.27695402,-749.4650874,0.277650318,849.7026926,600.0179355,505.8003558,0.842975394,0.195950789,6,0.5,0: Broadleaf,1564672459,391.0019677,400.0547742,17.07049677,10.37868065,499.9416774,100.9690645,0.200066968,26.93970645,25.15935484,999.9,10002.15355,0,725.3442903,600.0179355,0.899986613,0.100013323,0,962.6172258,4.99935,5722.506452,5111.054839,36.937,39.655,38.391,39.633,39.10467742,535.5090323,59.50967742,0,602,962.5332692,-6.56181197,235.7343598,5723.348846,15,100,100,4.08,0.078,2,486.244,529.523,26.5587,27.0832,30.0006,26.9128,26.8476,19.0994,30.0349,8.99561,-999.9,400.1,10.6405,101.275,113.972
12,1564672580,2441.2,20190801 08:16:19,8:16:19,1,23293,1_1,23509,31,23522,23316,23388,B3_R2,5,3,1564672572,0.003015179,8.433919211,388.4380323,304.905195,30.84822254,39.29950378,0.188708263,2.274990968,0.180423411,0.113478681,99.10736707,26.75756099,25.80548065,3.335614215,47.10166185,1.686806924,3.581204693,1.648807291,-132.969391,147.6998418,13.928418,127.7662358,-0.041859953,0.046991464,3.500000489,0,0,1,0,53376.91154,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1834-20190801-08_16_21,1273.995769,1784.1,0.285916838,0.5,505.7813639,8.433919211,72.30570416,1,0.016369655,-0.99900574,-,0,1784.1,0.285916838,-1004.772722,0.286452857,1139.156582,599.9960323,505.7813639,0.842974514,0.195949029,6,0.5,0: Broadleaf,1564672572,388.4380323,399.9632581,16.67247419,13.11487097,500.0403226,100.9731935,0.199967968,27.00972581,25.80548065,999.9,9997.436774,0,187.6716129,599.9960323,0.900019,0.0999812,0,1274.852903,4.99935,7442.633226,5110.915806,36.937,39.58232258,38.375,39.60874194,39.10874194,535.5077419,59.49,0,112.1999998,1273.995769,-138.6642735,-757.6748718,7438.148077,15,100,100,4.08,0.078,2,481.438,540.128,26.6548,27.1647,30.0001,27.0092,26.954,19.1756,5.8718,11.4362,-999.9,400.1,13.8409,101.269,113.987
13,1564672653,2514.2,20190801 08:17:32,8:17:32,1,23293,1_1,23509,31,23522,23316,23388,B3_R2,3,1,1564672645,0.003394223,15.04291823,380.5597742,261.9509576,26.50064653,38.49987857,0.227969918,2.275053517,0.215996856,0.136021342,99.10709032,26.68542165,25.84202258,3.342844193,49.92587979,1.793448672,3.592222469,1.549395521,-149.6852149,149.6386498,14.11714802,113.1776732,-0.041861654,0.046993374,3.50011282,0,0,1,0,53369.53995,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1835-20190801-08_17_34,1112.807692,2137.17,0.479307827,0.5,505.7805104,15.04291823,121.2122786,1,0.029436613,-0.999169996,-,0,2137.17,0.479307827,-1203.813232,0.480057722,1364.817871,599.9950968,505.7805104,0.842974406,0.195948812,6,0.5,0: Broadleaf,1564672645,380.5597742,400.159,17.72770323,13.72731613,500.0592258,100.9664516,0.199991032,27.06204194,25.84202258,999.9,9998.510645,0,1374.76,599.9950968,0.900016613,0.0999836,0,1112.850968,4.99935,6617.927419,5110.903226,36.95732258,39.659,38.415,39.562,39.125,535.506129,59.48741935,0,72.20000005,1112.807692,-2.745982897,-60.59111125,6617.709615,15,100,100,4.08,0.078,2,479.216,541.012,26.6862,27.2074,30.0005,27.086,27.0407,19.1722,10.5602,14.5584,-999.9,400.1,13.5755,101.271,113.965
14,1564672722,2583.7,20190801 08:18:42,8:18:42,1,23293,1_1,23509,31,23522,23316,23388,B3_R2,3,2,1564672714,0.002229884,12.84088963,383.6629677,224.923573,22.75514367,38.81454414,0.140257413,2.273690367,0.135621966,0.085167443,99.10648492,27.10694547,25.92209677,3.358735092,48.24973335,1.737228078,3.600492598,1.621507014,-98.33789284,144.5358968,13.6520693,158.9565582,-0.041824591,0.046951768,3.497665049,1,0,1,0,53317.29109,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1836-20190801-08_18_43,1387.516923,2488.24,0.44237014,0.5,505.7740497,12.84088963,111.8696686,1,0.02508321,-0.999287103,-,0,2488.24,0.44237014,-1401.726258,0.442964464,1589.200879,599.9869677,505.7740497,0.842975059,0.195950118,6,0.5,0: Broadleaf,1564672714,383.6629677,400.0987097,17.17165806,14.54173871,499.9986129,100.9683226,0.20001371,27.10121935,25.92209677,999.9,9989.473226,0,539.9286129,599.9869677,0.900000645,0.099999268,0,1388.397742,4.99935,8107.950968,5110.809032,37,39.70732258,38.437,39.625,39.125,535.4887097,59.5,0,68.79999995,1387.516923,-144.0724786,-824.3907691,8102.809615,15,100,100,4.08,0.078,2,470.465,540.459,26.7076,27.3031,30.0004,27.1906,27.1515,19.1973,0,20.5977,-999.9,400.1,15.448,101.253,113.981
