SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,plantID VOak 959,RIP_760,RIP_720,BAR-A12,seirra_loma,A10,A11,BAR_A07,BH_Block,BH_Vine,BH_Leaf,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,VineID,vineID,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564066782,0,20190725 07:59:42,07:59:42,null,null,null,null,null,null,null,null,B3_R1,1,1,1564066774,0.00175525,11.00518926,399.0730968,202.8940074,20.46433597,40.25139053,0.095952782,2.270766809,0.093755885,0.058790621,66.06450738,28.4048713,28.02504839,3.800384568,50.3545614,1.966072377,3.904457358,1.834312191,-77.40651294,56.84270913,5.470487589,50.97119116,-0.041745172,0.046862613,3.492417333,0,0,1,0,52968.57472,MPF-1509-20190725-05_58_21,802.9326923,4673.5,3870.567308,0.828194567,-0.366493253,MPF-1510-20190725-07_59_43,1382.176923,3218.83,0.570596483,0.5,337.1932953,11.00518926,96.20065416,1,0.033724521,0.451925078,-,0,3218.83,0.570596483,0.311259228,0.760236402,0.375828628,400.0099032,337.1932953,0.842962368,0.195924736,6,0.5,0: Broadleaf,1564066774,399.0730968,413.1200645,19.49265806,17.42739032,499.9938387,100.6622258,0.199974258,28.48936774,28.02504839,999.9,10000.82323,0,250.6885161,400.0099032,0.900007419,0.099992445,0,1382.513871,4.99935,5526.938065,3393.057742,36.752,40.175,38.34248387,40.046,39.10467742,355.5125806,39.49935484,0,7281.7,1382.176923,-35.3846154,130.8748719,5528.232692,15,100,100,3.779,0.291,2,479.492,523.395,27.6202,28.4861,30.0011,28.4314,28.3952,19.755,35.3641,68.9131,-999.9,413.173,17.336,100.664,113.684
2,1564066921,139,20190725 08:02:01,08:02:01,null,null,null,null,null,null,null,null,B3_R1,1,2,1564066913,0.001097248,7.234602087,399.758871,183.6194566,18.51790479,40.31542652,0.056587271,2.268635288,0.055814673,0.034952706,66.06435968,29.22136386,28.6454129,3.939987111,49.86679255,2.015955295,4.042680894,1.924031816,-48.38864568,54.33177718,5.265624144,77.27311533,-0.041687329,0.046797679,3.488593056,0,0,1,0,52792.78104,MPF-1509-20190725-05_58_21,802.9326923,4673.5,3870.567308,0.828194567,-0.366493253,MPF-1511-20190725-08_02_02,1326.204615,2513.83,0.472436634,0.5,337.1938502,7.234602087,79.65136385,1,0.022542212,0.859115374,-,0,2513.83,0.472436634,0.462109768,0.694153518,0.55797247,400.0107419,337.1938502,0.842961988,0.195923976,6,0.5,0: Broadleaf,1564066913,399.758871,408.9665484,19.98976774,18.69941935,500.0112258,100.6493548,0.200005742,29.08963871,28.6454129,999.9,9988.242903,0,45.03962903,400.0107419,0.900010032,0.099989877,0,1328.682258,4.99935,5484.129032,3393.068065,37.44919355,40.81,39.028,40.70732258,39.808,355.513871,39.49387097,0,138.5999999,1326.204615,-204.7548719,-787.707351,5474.770769,15,100,100,3.803,0.347,2,483.955,532.379,28.0991,28.909,30.0011,28.798,28.7434,19.6104,30.1526,68.1555,-999.9,409.099,18.6755,100.602,113.563
3,1564067121,338.5,20190725 08:05:20,08:05:20,null,null,null,null,null,null,null,null,B3_R1,1,3,1564067113,0.003166763,12.90839999,399.9551613,249.2661689,25.14017864,40.33818246,0.152694718,2.271576545,0.147213098,0.092484293,66.06687684,29.99871457,30.07390323,4.278568617,49.55693686,2.178446193,4.395845125,2.100122424,-139.6542414,57.7862086,5.673718212,-10.12743779,-0.041767159,0.046887295,3.493870511,7,1,1,0,52636.19251,MPF-1509-20190725-05_58_21,802.9326923,4673.5,3870.567308,0.828194567,-0.366493253,MPF-1512-20190725-08_05_22,1347.197692,3262.7,0.587091154,0.5,337.2067594,12.90839999,98.98555272,1,0.039367222,0.432402611,-,0,3262.7,0.587091154,0.301872258,0.778733135,0.364494372,400.0260645,337.2067594,0.84296197,0.19592394,6,0.5,0: Broadleaf,1564067113,399.9551613,416.9644839,21.59940645,17.88150968,500.0186129,100.6567742,0.199987677,30.54576129,30.07390323,999.9,10006.63258,0,74.01852903,400.0260645,0.900010903,0.099989,0,1347.480645,4.99935,6117.333871,3393.200645,38.401,41.57622581,39.97967742,41.558,40.81403226,355.5280645,39.49516129,0,198.5999999,1347.197692,-44.90324782,-78.9726495,6117.238077,15,100,100,3.803,0.347,2,467.719,530.191,29.0495,29.5206,30.001,29.3314,29.2559,19.9279,31.9196,64.0155,-999.9,416.992,18.0575,100.504,113.447
4,1564067289,507,20190725 08:08:09,08:08:09,null,null,null,null,null,null,null,null,B3_R1,3,1,1564067281,0.003355828,13.37378754,399.4060968,255.7116478,25.7903038,40.28289154,0.166773265,2.268684024,0.16024947,0.100720792,66.06364865,30.2840827,30.13062258,4.292520004,50.1536994,2.248939782,4.484095509,2.043580222,-147.9920086,93.32593609,9.193236465,20.59081258,-0.041688651,0.046799163,3.488680479,0,0,1,0,52481.1429,MPF-1509-20190725-05_58_21,802.9326923,4673.5,3870.567308,0.828194567,-0.366493253,MPF-1513-20190725-08_08_10,1283.493462,3308.45,0.612055959,0.5,337.1883808,13.37378754,103.1890789,1,0.040749568,0.412595022,-,0,3308.45,0.612055959,0.292083021,0.808198982,0.352674399,400.004,337.1883808,0.842962522,0.195925045,6,0.5,0: Broadleaf,1564067281,399.4060968,417.0640968,22.29830645,18.36087419,499.9702903,100.6569677,0.200009323,30.89365484,30.13062258,999.9,9987.804194,0,978.9553871,400.004,0.900005129,0.0999946,0,1283.770645,4.99935,5374.957419,3393.006129,39.169,42.33232258,40.69919355,42.278,41.562,355.5064516,39.50096774,0,167.6000001,1283.493462,-69.09435896,-148.8923079,5374.155385,15,100,100,3.803,0.347,2,482.322,524.388,29.6802,29.9993,30.0012,29.7709,29.694,19.9612,34.136,66.7956,-999.9,417.362,18.3488,100.43,113.382
5,1564067415,632.5,20190725 08:10:14,08:10:14,null,null,null,null,null,null,null,null,B3_R1,3,2,1564067407,0.004022612,14.28017458,399.9063871,268.9667797,27.12692113,40.33296988,0.19886182,2.270828716,0.189668757,0.119333513,66.06452443,30.45546172,30.3421871,4.344909335,49.64630313,2.276103555,4.584638556,2.068805781,-177.3972044,115.156037,11.36662407,15.18998112,-0.041746853,0.0468645,3.492528426,1,0,1,0,52484.19595,MPF-1509-20190725-05_58_21,802.9326923,4673.5,3870.567308,0.828194567,-0.366493253,MPF-1514-20190725-08_10_16,1225.536154,3281.19,0.626496438,0.5,337.1934749,14.28017458,105.6252554,1,0.043436985,0.424330807,-,0,3281.19,0.626496438,0.297915909,0.829475551,0.359717294,400.010129,337.1934749,0.842962341,0.195924682,6,0.5,0: Broadleaf,1564067407,399.9063871,418.973129,22.56784839,17.84961935,499.9965806,100.6560645,0.199963742,31.2828129,30.3421871,999.9,10001.83806,0,78.33278387,400.010129,0.900002387,0.099997526,0,1226.033871,4.99935,5189.737419,3393.053871,39.675,42.792,41.24593548,42.804,42.05,355.5103226,39.49870968,0,124.8,1225.536154,-62.41230768,-669.3900845,5181.773846,15,100,100,3.803,0.347,2,474.792,522.636,30.146,30.4109,30.0012,30.1668,30.0844,20.0395,34.7925,64.4716,-999.9,419.071,18.0428,100.371,113.317
6,1564067528,746,20190725 08:12:08,08:12:08,null,null,null,null,null,null,null,null,B3_R1,3,3,1564067520,0.004337316,14.75722171,397.3239032,272.2159433,27.45784781,40.07722374,0.216679871,2.269746007,0.205809058,0.129561897,66.06180385,30.66800936,30.54535806,4.395743723,50.15327331,2.3409934,4.66767819,2.054750323,-191.2756331,128.8886837,12.76084298,16.43569737,-0.041717464,0.046831508,3.490585674,0,0,1,0,52394.62166,MPF-1509-20190725-05_58_21,802.9326923,4673.5,3870.567308,0.828194567,-0.366493253,MPF-1515-20190725-08_12_09,1206.643462,3186.72,0.621352531,0.5,337.1770713,14.75722171,104.7529134,1,0.044853925,0.466554953,-,0,3186.72,0.621352531,0.318129881,0.830643125,0.384124569,399.9903226,337.1770713,0.842963073,0.195926145,6,0.5,0: Broadleaf,1564067520,397.3239032,417.1002258,23.20850968,18.12460968,500.0082581,100.667871,0.200018968,31.59865806,30.54535806,999.9,9993.624839,0,1075.406774,399.9903226,0.899983774,0.100016032,0,1206.800968,4.99935,5014.801935,3392.865806,40.062,43.284,41.625,43.19106452,42.48170968,355.4851613,39.50677419,0,112.3999999,1206.643462,-47.71247866,-124.0936752,5014.672308,15,100,100,3.803,0.347,2,479.366,521.265,30.528,30.7774,30.0013,30.5319,30.4499,20.0189,35.1803,64.2679,-999.9,418.151,18.0346,100.296,113.255
7,1564067673,891.0999999,20190725 08:14:33,08:14:33,null,null,null,null,null,null,null,null,B3_R1,6,1,1564067665,0.004233726,14.14489008,398.8335161,275.5185996,27.79615706,40.2369897,0.210946965,2.271219247,0.200635409,0.126281568,66.06048574,30.94526678,30.62782581,4.416524941,49.85149683,2.359144562,4.732344487,2.057380379,-186.7072956,148.5787074,14.7243453,42.65624288,-0.041757457,0.046876403,3.493229268,0,0,1,0,52401.46464,MPF-1509-20190725-05_58_21,802.9326923,4673.5,3870.567308,0.828194567,-0.366493253,MPF-1516-20190725-08_14_34,1311.911923,3277.77,0.599754735,0.5,337.1739348,14.14489008,101.1108319,1,0.043038271,0.425816943,-,0,3277.77,0.599754735,0.298647694,0.794338307,0.360600886,399.9870968,337.1739348,0.842962029,0.195924059,6,0.5,0: Broadleaf,1564067665,398.8335161,417.8333226,23.38410323,18.42251935,500.0085161,100.6866774,0.200003548,31.84124839,30.62782581,999.9,10001.33677,0,373.1431935,399.9870968,0.900008613,0.0999913,0,1312.171613,4.99935,5388.890968,3392.863226,40.502,43.804,42.09248387,43.675,42.875,355.4935484,39.49225806,0,144.6000001,1311.911923,-21.34051282,-176.9511111,5386.686923,15,100,100,3.759,0.309,2,488.738,517.61,30.8826,31.1804,30.0009,30.9508,30.8683,20.0377,35.4027,63.4864,-999.9,418.333,18.4169,100.224,113.188
8,1564067784,1001.6,20190725 08:16:23,08:16:23,null,null,null,null,null,null,null,null,B3_R1,6,2,1564067776,0.003338755,12.12831823,397.5855161,253.0682095,25.52859535,40.10697267,0.150910253,2.273601356,0.145558177,0.09143891,66.06217322,31.67180902,31.48730323,4.638253371,49.5952454,2.405171854,4.849601679,2.233081518,-147.2391037,96.41187991,9.605444291,24.8403937,-0.041822172,0.046949052,3.497505235,0,0,1,0,52404.74788,MPF-1509-20190725-05_58_21,802.9326923,4673.5,3870.567308,0.828194567,-0.366493253,MPF-1517-20190725-08_16_25,1364.566154,2998.67,0.544942873,0.5,337.1826515,12.12831823,91.87264147,1,0.037056508,0.558524279,-,0,2998.67,0.544942873,0.358367391,0.74421646,0.432709178,399.9974516,337.1826515,0.842961999,0.195923998,6,0.5,0: Broadleaf,1564067776,397.5855161,413.7300323,23.84277419,19.93237419,500.0741613,100.6765161,0.19982629,32.27386129,31.48730323,999.9,10017.84774,0,113.7563968,399.9974516,0.900019613,0.099980226,0,1365.146452,4.99935,5832.592903,3392.963548,40.875,44.062,42.437,44.024,43.24593548,355.5064516,39.49322581,0,109.8,1364.566154,-66.83487185,-565.7849577,5824.680385,15,100,100,3.759,0.309,2,478.124,519.207,31.1688,31.4017,30.001,31.2032,31.1238,19.9258,30.8901,64.4077,-999.9,414.573,20.0006,100.185,113.14
9,1564067888,1105.6,20190725 08:18:07,08:18:07,null,null,null,null,null,null,null,null,B3_R1,6,3,1564067880,0.004498797,14.41383767,398.6839355,277.1024614,27.95298255,40.21763299,0.219282645,2.271913959,0.208166343,0.131055743,66.06107553,31.55097414,31.22181613,4.568750835,50.08454494,2.464666391,4.921011849,2.104084444,-198.3969312,160.5840679,16.01029277,44.25850503,-0.041776324,0.046897583,3.494476108,0,0,1,0,52305.27043,MPF-1509-20190725-05_58_21,802.9326923,4673.5,3870.567308,0.828194567,-0.366493253,MPF-1518-20190725-08_18_09,1348.493846,3510.64,0.615883757,0.5,337.1766356,14.41383767,103.8308066,1,0.043835573,0.331238748,-,0,3510.64,0.615883757,0.248819942,0.798515463,0.300436579,399.9902581,337.1766356,0.842962119,0.195924238,6,0.5,0: Broadleaf,1564067880,398.6839355,418.132,24.43263871,19.16621613,500.0220645,100.676,0.19998071,32.53288387,31.22181613,999.9,10006.91677,0,144.389129,399.9902581,0.900010903,0.099989,0,1349.053226,4.99935,5561.353548,3392.893226,41.187,44.23374194,42.75,44.24187097,43.544,355.496129,39.49387097,0,103.2,1348.493846,-92.64888876,-438.3634182,5559.003462,15,100,100,3.759,0.309,2,486.492,515.871,31.4463,31.6456,30.0011,31.4511,31.373,20.0868,34.2438,65.4494,-999.9,418.981,19.282,100.137,113.083
10,1564068309,1527.1,20190725 08:25:09,08:25:09,null,null,null,null,null,null,null,null,B2_R3,2,1,1564068301,0.002584949,10.90381347,398.5220968,232.3755483,23.44694638,40.2113144,0.115583694,2.271237576,0.112412559,0.070535517,66.06766428,32.2007505,31.73148387,4.702989039,50.02813645,2.465165008,4.927557137,2.237824032,-113.9962544,101.0159772,10.10075632,63.1881434,-0.041757954,0.046876962,3.493262161,0,0,1,0,52279.71279,MPF-1509-20190725-05_58_21,802.9326923,4673.5,3870.567308,0.828194567,-0.366493253,MPF-1519-20190725-08_25_10,1330.812308,2869.5,0.536221534,0.5,337.209078,10.90381347,90.40938457,1,0.033422311,0.628680955,-,0,2869.5,0.536221534,0.386006205,0.744562099,0.466081547,400.0285806,337.209078,0.842962464,0.195924928,6,0.5,0: Broadleaf,1564068301,398.5220968,412.8422581,24.4315,21.40547419,500.0211613,100.7010968,0.199994355,32.55646129,31.73148387,999.9,10000.02387,0,141.809,400.0285806,0.899996806,0.100002948,0,1330.965484,4.99935,5336.182581,3393.208387,41.516,44.5,43.125,44.403,43.84451613,355.526129,39.50225806,0,420.8,1330.812308,-27.35999996,-105.9661536,5334.968077,15,100,100,3.691,0.41,2,490.384,516.631,31.7019,31.9311,30,31.856,31.8089,19.949,32.3433,73.3686,-999.9,413.361,21.4622,100.108,113.045
11,1564068453,1671.1,20190725 08:27:33,08:27:33,null,null,null,null,null,null,null,null,B2_R3,2,2,1564068445,0.003192659,12.12277977,398.8925484,250.8335299,25.30981472,40.24938969,0.146569324,2.270686542,0.141508929,0.088883182,66.0605998,32.02817811,31.62799677,4.675457761,50.24700962,2.479649781,4.934920108,2.19580798,-140.7962596,116.902948,11.68774016,53.85502829,-0.041742993,0.046860167,3.492273296,0,0,1,0,52257.25154,MPF-1509-20190725-05_58_21,802.9326923,4673.5,3870.567308,0.828194567,-0.366493253,MPF-1520-20190725-08_27_34,1230.676538,3047.97,0.596230757,0.5,337.1714862,12.12277977,100.5160053,1,0.037041308,0.533315617,-,0,3047.97,0.596230757,0.347818551,0.809471386,0.419972028,399.9837742,337.1714862,0.84296291,0.19592582,6,0.5,0: Broadleaf,1564068445,398.8925484,414.966,24.57462903,20.83808065,500.065871,100.7027742,0.200062548,32.58295161,31.62799677,999.9,9996.274516,0,113.2442581,399.9837742,0.899985613,0.1000143,0,1230.975161,4.99935,5015.829032,3392.811613,41.625,44.52,43.187,44.5,43.937,355.4806452,39.50387097,0,143,1230.676538,-76.01059835,-320.508718,5014.362308,15,100,100,3.691,0.41,2,478.271,516.395,31.7673,31.935,30.0003,31.8901,31.8475,20.0256,34.6735,72.0499,-999.9,415.451,20.7955,100.11,113.029
12,1564068551,1769.1,20190725 08:29:11,08:29:11,null,null,null,null,null,null,null,null,B2_R3,2,3,1564068543,0.003613861,11.89468915,399.8106129,276.1185863,27.86303181,40.34475177,0.17589,2.272300468,0.16866112,0.106037929,66.06777598,31.94203802,31.20660645,4.564796675,50.07055277,2.478082715,4.949181859,2.08671396,-159.3712849,174.8819484,17.4402294,99.01866883,-0.041786823,0.046909369,3.495169868,0,0,1,0,52301.25689,MPF-1509-20190725-05_58_21,802.9326923,4673.5,3870.567308,0.828194567,-0.366493253,MPF-1521-20190725-08_29_12,1429.717692,3122.47,0.542119639,0.5,337.2070666,11.89468915,91.40328653,1,0.036360989,0.496731754,-,0,3122.47,0.542119639,0.331877608,0.72978016,0.400724203,400.0258387,337.2070666,0.842963214,0.195926428,6,0.5,0: Broadleaf,1564068543,399.8106129,415.8174194,24.55743871,20.32747419,500.0203871,100.7096774,0.199979484,32.63416452,31.20660645,999.9,10006.08452,0,126.5316452,400.0258387,0.899981613,0.100018374,0,1430.303226,4.99935,5970.634194,3393.169032,41.687,44.526,43.23577419,44.528,44,355.516129,39.51225806,0,97.39999986,1429.717692,-73.63350428,-182.3370938,5968.559231,15,100,100,3.691,0.41,2,485.226,507.935,31.8137,31.9997,30.0004,31.9563,31.9178,20.0405,34.6232,69.0357,-999.9,416.02,20.3986,100.104,113.026
13,1564068767,1984.6,20190725 08:32:46,08:32:46,null,null,null,null,null,null,null,null,B2_R3,4,1,1564068759,0.00214174,9.432368766,399.5544194,229.4770743,23.15840674,40.32230142,0.096998289,2.273497,0.094756487,0.059419906,66.06002227,32.53853895,31.67611935,4.688242587,49.95359058,2.488336751,4.981297084,2.199905837,-94.45075582,131.5040336,13.14511781,116.2584179,-0.041819336,0.046945868,3.497317874,0,0,1,0,52320.7984,MPF-1509-20190725-05_58_21,802.9326923,4673.5,3870.567308,0.828194567,-0.366493253,MPF-1522-20190725-08_32_48,1248.978462,2834.8,0.559412141,0.5,337.1692304,9.432368766,94.30828059,1,0.029062148,0.648617186,-,0,2834.8,0.559412141,0.393431047,0.780474952,0.475046641,399.9811935,337.1692304,0.842962709,0.195925418,6,0.5,0: Broadleaf,1564068759,399.5544194,411.9,24.65697419,22.1502871,500.0061613,100.7182258,0.19994571,32.74901935,31.67611935,999.9,10013.02,0,555.0435484,399.9811935,0.899994452,0.100005468,0,1249.275484,4.99935,5047.482581,3392.79871,41.75,44.625,43.31809677,44.59045161,44.058,355.4812903,39.50096774,0,214.8,1248.978462,-57.07623925,-203.036581,5046.684615,15,100,100,3.691,0.41,2,483.076,507.14,31.8969,32.0898,30.0002,32.0364,31.9954,19.9269,29.7708,69.0887,-999.9,412.188,22.2143,100.094,113.015
14,1564068891,2109.1,20190725 08:34:51,08:34:51,null,null,null,null,null,null,null,null,B2_R3,4,2,1564068883,0.003097624,12.49891561,399.1237742,238.4544893,24.06578686,40.28117779,0.138181648,2.270458297,0.133673839,0.083938908,66.06146156,32.49611397,32.06322258,4.792197188,50.18946738,2.538421219,5.057677142,2.253775969,-136.6051977,117.0669074,11.7555555,58.27872674,-0.041736797,0.046853211,3.491863724,4,1,1,0,52175.70379,MPF-1509-20190725-05_58_21,802.9326923,4673.5,3870.567308,0.828194567,-0.366493253,MPF-1523-20190725-08_34_52,1383.762308,3483.15,0.602726754,0.5,337.1814937,12.49891561,101.6141536,1,0.038155738,0.341745259,-,0,3483.15,0.602726754,0.254702043,0.783290103,0.307538897,399.9964194,337.1814937,0.84296128,0.19592256,6,0.5,0: Broadleaf,1564068883,399.1237742,415.6061613,25.15180323,21.52812903,499.9973871,100.7240323,0.199992806,33.0196129,32.06322258,999.9,9992.68129,0,157.3693871,399.9964194,0.900038065,0.099961677,0,1384.421935,4.99935,5777.857742,3392.973548,41.929,44.78,43.524,44.812,44.25,355.5122581,39.48322581,0,123.8,1383.762308,-87.15076925,-357.9760684,5775.86,15,100,100,3.691,0.41,2,471.354,510.574,32.0716,32.1979,30.0005,32.1289,32.0825,20.069,32.3743,68.3584,-999.9,415.954,21.5496,100.081,113.007
