SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,3.86945 74.3644 368.248 613.674 860.399 1029.52 1202.57 1287.28,-0.05555 101.663 401.982 601.297 801.47 1000.89 1201.06 1400.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1562876428,0,20190711 13:20:28,13:20:28,1,B2_R1,2,null,null,null,null,1562876420,0.007951145,17.7096672,399.1283226,268.3020725,27.00460461,40.17226718,0.26268403,2.271145057,0.246896893,0.155649842,247.8437177,38.38866511,37.94197097,6.636371689,50.25353286,3.559177642,7.082442644,3.077194048,-350.6455047,147.5560058,15.70309375,60.45731262,-0.041755442,0.046874142,3.493096124,10,2,1,0,51171.26337,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4119-20190711-13_21_21,2.330684615,1.5956,-0.460694795,0.5,1264.50749,17.7096672,-291.2760097,2.052895463,0.01485348,1906.163449,DARK-4120-20190711-13_21_23,-1.68,3.2756,-0.224412204,0.998924181,0.001008995,1.314980222,4119,300,300,300,10321,1.5956,-0.0073433,1.48652,1500.00871,1264.50749,0.843000099,0.196000197,6,0.5,0: Broadleaf,1562876420,399.1283226,424.187,35.36192258,26.15837419,500.0230645,100.6208065,0.029197332,39.14708065,37.94197097,999.9,0,0,10007.40129,0,2019.96129,1500.00871,0.899998032,0.100001923,0,2.32203871,0,12987.44516,12004.7129,48.29003226,51.56029032,49.15696774,50.07635484,48.48967742,1350.002903,150.0058065,0,2943.1,2.330684615,0.092690574,-1041.531624,12977.6,15,1562876390,13:19:49,2,11.981,0.313,425,26,0.04,0.01,-25.56131951,9.017270383,0.984474775,0,2.2915,0,0,0,9.213926585,-0.434537979,0.055724115,0,0,3,0/3,1.8741,1.871,1.87056,1.87256,1.86967,1.87919,1.87615,1.87152,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.981,0.313,2,476.479,464.419,38.2147,41.1334,29.9992,40.6899,40.6664,20.6449,43.2549,59.8023,-999.9,424.514,26.4556,99.6123,99.7494
2,1562876529,101,20190711 13:22:09,13:22:09,2,B2_R1,2,null,null,null,null,1562876521,0.007865127,18.61200379,399.5239677,262.2383557,26.39420908,40.21196331,0.260697295,2.269594918,0.245130526,0.154527672,247.8348293,38.67236681,38.0647,6.680655838,50.36497501,3.616457631,7.180501192,3.064198207,-346.8520917,163.7692207,17.47226954,82.22422786,-0.041713364,0.046826906,3.490314598,0,0,1,0,51079.89974,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4121-20190711-13_23_02,2.241242308,2.3836,0.059723818,0.5,1264.464764,18.61200379,37.75933163,2.476757845,0.015567594,1275.669743,DARK-4122-20190711-13_23_04,-3.52,5.9036,0.024113709,0.998062227,-0.000195615,1.31463953,4121,300,300,300,10410,2.3836,-0.00740788,1.96178,1499.958387,1264.464764,0.842999895,0.195999791,6,0.5,0: Broadleaf,1562876521,399.5239677,425.6294839,35.93113548,26.8319871,499.9934194,100.6205484,0.029141132,39.40313871,38.0647,999.9,0,0,9997.342258,0,1644.013548,1499.958387,0.900002935,0.099997161,0,2.265016129,0,12855.13226,12004.32903,48.929,51.895,49.74187097,50.43106452,49.058,1349.968065,149.9906452,0,100,2.241242308,0.362629073,-2503.442737,12840.32692,15,1562876390,13:19:49,2,11.981,0.313,425,26,0.04,0.01,-26.22576829,1.536096167,0.302178335,0,2.4401,0,0,0,8.893255366,4.023629686,0.417545782,0,0,3,0/3,1.8741,1.87102,1.87057,1.87257,1.86966,1.87923,1.87615,1.87151,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.981,0.313,2,501.073,467.144,38.5127,41.0478,29.9997,40.7527,40.7527,20.7441,38.2046,51.9857,-999.9,425.804,26.5738,99.6623,99.8146
3,1562876631,202.5,20190711 13:23:50,13:23:50,3,B2_R1,2,null,null,null,null,1562876623,0.006255014,17.33628302,400.3430323,222.0881317,22.35308947,40.29438021,0.179572941,2.27111529,0.172041376,0.108176218,247.8378754,39.56067423,39.21763548,7.109345322,49.78836095,3.645474272,7.321940717,3.463871049,-275.846134,67.28730144,7.226431651,46.50547457,-0.041754634,0.046873234,3.493042702,0,0,1,0,51068.87971,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4123-20190711-13_24_44,2.310507692,2.4568,0.059545876,0.5,1264.478806,17.33628302,37.64724899,2.481602084,0.01455853,1237.631553,DARK-4124-20190711-13_24_46,-3.64,6.0968,0.023994933,0.997998891,-0.000201042,1.314607882,4123,300,300,300,10352.5,2.4568,-0.00736726,2.27293,1499.974839,1264.478806,0.843000012,0.196000023,6,0.5,0: Broadleaf,1562876623,400.3430323,424.1472903,36.21944839,28.98659032,500.0895484,100.6217097,0.027925665,39.7671871,39.21763548,999.9,0,0,10007.11774,0,1136.988484,1499.974839,0.900000581,0.099999406,0,2.340109677,0,10711.13226,12004.45484,49.03,51.687,49.796,50.312,49.125,1349.976774,149.9980645,0,100.5,2.310507692,0.769688896,226.6393161,10715.69231,15,1562876390,13:19:49,2,11.981,0.313,425,26,0.04,0.01,-23.78579024,-0.008170035,0.079444114,1,2.3531,0,0,0,7.188596098,0.780855889,0.081837166,0,1,3,1/3,1.87412,1.87103,1.87057,1.87257,1.86968,1.87925,1.87616,1.87152,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.981,0.313,2,498.072,470.275,38.8038,41.0091,29.9999,40.7649,40.7813,20.7613,28.8188,47.3773,-999.9,424.062,29.0768,99.6837,99.8361
4,1562876815,386.5,20190711 13:26:54,13:26:54,1,B2_R1,3,null,null,null,null,1562876807,0.002705412,8.780010511,399.4138387,168.7751888,16.98634237,40.1989194,0.067172985,2.268914995,0.066087414,0.041400707,247.8449634,41.5331486,40.72550645,7.705870926,49.96629974,3.821741192,7.648637605,3.884129735,-119.3086479,-17.14911409,-1.864202277,109.5229991,-0.041694916,0.046806196,3.489094809,12,2,1,0,50865.75922,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4125-20190711-13_27_48,2.2995,2.2408,-0.026196001,0.5,1264.511806,8.780010511,-16.56257654,2.240628347,0.007791687,1357.028383,DARK-4126-20190711-13_27_50,-2.78,5.0208,-0.011691364,0.998351593,8.06445E-05,1.31470127,4125,300,300,300,10372.9,2.2408,-0.00738022,1.90697,1500.013548,1264.511806,0.843000257,0.196000514,6,0.5,0: Broadleaf,1562876807,399.4138387,411.2463871,37.97257097,34.84939677,500.0067097,100.6210968,0.023686926,40.58530968,40.72550645,999.9,0,0,9992.866452,0,1917.143226,1500.013548,0.899990387,0.100009548,0,2.279548387,0,9967.361935,12004.72258,49.25,51.937,49.98983871,50.532,49.437,1349.999355,150.0141935,0,183.5,2.2995,0.173299144,-168.3374359,9965.602692,15,1562876390,13:19:49,2,11.981,0.313,425,26,0.04,0.01,-11.88129024,1.100816028,0.117473893,0,2.3961,0,0,0,3.156224634,-0.800985366,0.08333439,0,0,3,0/3,1.87416,1.87103,1.87057,1.87259,1.86972,1.87924,1.87622,1.87157,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.981,0.313,2,474.781,478.355,39.3004,40.9863,30.0003,40.7731,40.7976,20.3987,23.9518,58.9576,-999.9,411.302,35.0395,99.7047,99.8699
5,1562876980,551.5,20190711 13:29:39,13:29:39,2,B2_R1,3,null,null,null,null,1562876972,0.001254228,4.731950396,399.2405484,128.4343536,12.92667323,40.18280127,0.030101447,2.269760078,0.029881417,0.018695521,247.8419256,42.63280698,41.28217097,7.936798777,50.09837445,3.961960374,7.908361134,3.974838402,-55.31146565,-8.294924367,-0.906488727,183.3290469,-0.041717846,0.046831937,3.490610919,2,0,1,0,50790.70197,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4127-20190711-13_30_33,2.253592308,1.7436,-0.292493868,0.5,1264.502884,4.731950396,-184.9296696,910.1075935,0.004590436,1744.279881,DARK-4128-20190711-13_30_35,-1585.12,1586.8636,-0.000321384,0.657130844,0.00070017,1.314916234,4127,300,300,300,10340.9,1.7436,-0.0073562,1.59377,1500.003871,1264.502884,0.842999747,0.195999494,6,0.5,0: Broadleaf,1562876972,399.2405484,405.5195161,39.36448387,37.91871613,500.0206452,100.6210968,0.026999797,41.21438387,41.28217097,999.9,0,0,9998.361935,0,1909.13129,1500.003871,0.900007968,0.099992268,0,2.261806452,0,8830.230968,12004.7129,49.45325806,51.812,50.10670968,50.75,49.679,1350.016129,149.9877419,0,164.3,2.253592308,-0.319056416,50.36923077,8830.913077,15,1562876390,13:19:49,2,11.981,0.313,425,26,0.04,0.01,-6.18313439,-1.425262997,0.172717358,0,2.2041,0,0,0,1.422480244,0.3958177,0.045211012,0,0,3,0/3,1.8742,1.87103,1.87058,1.87266,1.86976,1.87925,1.87622,1.87159,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.981,0.313,2,487.099,479.694,39.8036,41.1077,30.0004,40.8547,40.876,20.2553,24.0116,67.6768,-999.9,405.818,37.9044,99.7071,99.8843
6,1562877133,704.5,20190711 13:32:12,13:32:12,3,B2_R1,3,null,null,null,null,1562877125,0.001828648,4.371671475,399.8461613,215.8034501,21.71995575,40.24329049,0.043288248,2.270084438,0.042834842,0.026812117,247.8443277,42.8393182,41.59592581,8.069580146,49.92322656,4.031190248,8.074779068,4.038389899,-80.64337706,1.492304886,0.163610544,168.856866,-0.041726649,0.046841819,3.491192895,22,4,1,0,50737.42151,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4129-20190711-13_33_06,2.304688462,2.5608,0.100012316,0.5,1264.514148,4.371671475,63.23349421,2.45267104,0.004305481,1187.327866,DARK-4130-20190711-13_33_07,-3.72,6.2808,0.040776898,0.997938552,-0.000352011,1.314562918,4129,300,300,300,10327.5,2.5608,-0.00734588,1.71718,1500.017097,1264.514148,0.842999824,0.195999648,6,0.5,0: Broadleaf,1562877125,399.8461613,405.9695161,40.0527871,37.94632258,500.0052581,100.6219677,0.024966965,41.60811935,41.59592581,999.9,0,0,10000.38516,0,2001.231935,1500.017097,0.900004258,0.099995558,0,2.320864516,0,10504.93871,12004.80323,49.77,52.47154839,50.5,51.125,50.062,1350.024194,149.9929032,0,152.3,2.304688462,0.501357273,17.02564097,10505.16154,15,1562876390,13:19:49,2,11.981,0.313,425,26,0.04,0.01,-6.13847561,0.264150105,0.051169215,1,2.3452,0,0,0,2.096824878,0.149679094,0.016426104,0,1,3,1/3,1.87423,1.87105,1.87061,1.87271,1.8698,1.87927,1.87622,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.981,0.313,2,462.042,478.746,40.2919,41.2995,30.0004,40.9995,41.0152,20.2756,25.6524,69.2591,-999.9,406.124,37.9185,99.6839,99.8758
7,1562877304,875.5,20190711 13:35:03,13:35:03,1,B2_R1,6,null,null,null,null,1562877296,0.007958042,15.03458326,398.4240645,266.3055939,26.80109516,40.09754775,0.224121593,2.270732132,0.212517503,0.133815934,247.8416642,40.80213634,40.54950968,7.634081942,50.71345564,4.084866583,8.05479834,3.549215359,-350.9496462,123.853206,13.50430788,34.24953189,-0.041744231,0.046861556,3.492355107,0,0,1,0,50765.33367,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4131-20190711-13_35_57,2.304115385,2.0336,-0.133022907,0.5,1264.497629,15.03458326,-84.10357555,2.337529504,0.012738065,1495.395555,DARK-4132-20190711-13_35_58,-2.72,4.7536,-0.056907477,0.998439288,0.000371539,1.314790853,4131,300,300,300,10437.9,2.0336,-0.00742789,1.72264,1499.997097,1264.497629,0.843000051,0.196000102,6,0.5,0: Broadleaf,1562877296,398.4240645,420.2702903,40.58874516,31.42673871,500.0019355,100.6142903,0.026085897,41.56121935,40.54950968,999.9,0,0,10005.36226,0,1802.423226,1499.997097,0.899998161,0.100001965,0,2.323132258,0,11515.43548,12004.61935,49.937,52.51,50.625,51.187,50.187,1349.994839,150.0022581,0,170.3,2.304115385,0.168888875,-1246.461538,11502.38462,15,1562876390,13:19:49,2,11.981,0.313,425,26,0.04,0.01,-21.95390732,2.590718467,0.284635039,0,2.4502,0,0,0,9.19719,-0.769149199,0.078327591,0,0,3,0/3,1.87424,1.87109,1.87065,1.87271,1.8698,1.87927,1.87624,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.981,0.313,2,503.502,468.85,40.524,41.3968,30,41.0861,41.1014,20.7064,38.528,65.6929,-999.9,420.673,31.3408,99.6768,99.879
8,1562877418,989.4000001,20190711 13:36:57,13:36:57,2,B2_R1,6,null,null,null,null,1562877410,0.010952089,20.70485135,396.7873871,272.9133011,27.46623871,39.93303752,0.336907632,2.26979032,0.311388868,0.196749481,247.8433401,39.79636228,39.97036129,7.401922786,50.54055725,4.06384263,8.040755487,3.338080156,-482.9871303,190.6306702,20.7333333,-23.77978665,-0.041718667,0.046832858,3.490665179,2,0,1,0,50740.86994,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4133-20190711-13_37_51,2.355161538,4.3119,0.453799592,0.5,1264.509726,20.70485135,286.9169989,2.141028317,0.017222106,704.7376099,DARK-4134-20190711-13_37_53,-4.92,9.2319,0.211954036,0.996971151,-0.002695919,1.31380583,4133,300,300,300,10392.8,2.102,-0.00739724,1.79699,1500.011935,1264.509726,0.842999776,0.195999552,6,0.5,0: Broadleaf,1562877410,396.7873871,426.853,40.37963548,27.76571613,499.9166774,100.6155484,0.025345997,41.52819677,39.97036129,999.9,0,0,9999.11,0,1642.726452,1500.011935,0.900008355,0.099991355,0,2.350677419,0,12532.85484,12004.77097,50,52.677,50.762,51.25,50.3,1350.021935,149.99,0,113.4000001,2.355161538,-0.764882047,-1355.791451,12520.41923,15,1562876390,13:19:49,2,11.981,0.313,425,26,0.04,0.01,-29.25625122,-16.18412822,1.695610375,0,2.2884,0,0,0,12.73771463,-2.403144251,0.2408666,0,0,3,0/3,1.87424,1.87114,1.87071,1.87271,1.86981,1.87927,1.87625,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.981,0.313,2,486.618,463.649,40.7017,41.4362,30.0002,41.1309,41.1392,20.9308,46.0615,62.4765,-999.9,428.61,26.6088,99.6762,99.8941
9,1562877518,1089.9,20190711 13:38:38,13:38:38,3,B2_R1,6,null,null,null,null,1562877510,0.009996689,20.8266505,398.2380968,265.6497748,26.73418003,40.07746282,0.310212087,2.270387365,0.288442414,0.182104957,247.841518,40.03002277,39.62925161,7.268068629,49.63787989,3.975074987,8.008148203,3.292993642,-440.8539687,223.0239286,24.2017314,54.2132093,-0.041734872,0.04685105,3.491736445,0,0,1,0,50772.09897,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4135-20190711-13_39_31,2.308826923,1.8916,-0.220568261,0.5,1264.497308,20.8266505,-139.4539863,1.486360753,0.017318598,1607.728061,DARK-4136-20190711-13_39_33,-0.92,2.8116,-0.148394837,0.999076344,0.000572929,1.314852246,4135,300,300,300,10342.1,1.8916,-0.00735935,1.73955,1499.996774,1264.497308,0.843000018,0.196000036,6,0.5,0: Broadleaf,1562877510,398.2380968,428.0056774,39.49916452,27.97761935,500.028129,100.6115484,0.025390023,41.45132581,39.62925161,999.9,0,0,10003.39161,0,1216.102806,1499.996774,0.900000226,0.099999865,0,2.263832258,0,12812.49355,12004.61935,50.038,52.57012903,50.78,51.20529032,50.308,1349.996774,150.0006452,0,99.5999999,2.308826923,0.128085458,-2404.864959,12797.31154,15,1562876390,13:19:49,2,11.981,0.313,425,26,0.04,0.01,-29.86184146,3.389995819,0.376827066,0,1.9008,0,0,0,11.51085366,0.426771429,0.063888157,0,0,3,0/3,1.87424,1.8711,1.87069,1.87271,1.86981,1.87927,1.87622,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.981,0.313,2,490.397,464.603,40.7355,41.4722,30.0003,41.1765,41.1869,20.9745,38.4709,56.1956,-999.9,428.424,28.3496,99.6717,99.8865
