SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,pot_num,BH455_leaf,BH455_BLOCK,BH455_VINE,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1567792302,0,20190906 12:51:41,12:51:41,,1,B2_R2,5,1567792294,0.008315035,16.42008777,376.4132258,272.1448093,27.55804552,38.11651906,0.312391387,2.277058805,0.290386193,0.183339114,330.4265,36.1712103,35.62575161,5.847071276,50.29561683,3.075224455,6.114299116,2.771846821,-366.6930311,99.81086179,10.34015492,73.88448562,-0.041916214,0.047054622,3.503714765,51,10,1,0,51819.01463,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3640-20190906-12_51_52,1107.195,1297.06,0.146381046,0.5,1685.978235,16.42008777,123.3976291,1,0.010014401,2.870214177,-,0,1297.06,0.146381046,0.741616367,0.385592188,0.883186096,1999.991935,1685.978235,0.842992517,0.195985033,6,0.5,0: Broadleaf,1567792294,376.4132258,399.8727742,30.36885806,20.6940129,500.0090323,101.0624194,0.200013645,36.43880323,35.62575161,999.9,0,0,10002.03516,0,0.00191117,1999.991935,0.899999032,0.100000916,0,1108.125806,4.99961,22250.49677,16487.45806,47.60258065,48.49790323,47.95132258,48.11890323,49.25983871,1795.492258,199.5003226,0,2940.5,1107.195,-270.8529916,-5378.854705,22231.98846,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-23.44980244,0.031532404,0.043361647,1,1118.816765,-283.6025636,27.71260148,0,9.712103902,-0.875918049,0.087069942,0,1,3,1/3,1.88766,1.89345,1.89135,1.89133,1.88828,1.89102,1.88415,1.89093,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,446.397,1183.54,35.6412,37.1119,29.9984,36.999,36.8516,30.0314,47.4275,59.5553,-999.9,400,20.9064,100.268,99.1928
2,1567792400,98.5,20190906 12:53:20,12:53:20,,2,B2_R2,5,1567792392,0.005945223,13.2646745,381.6299355,267.1516523,27.05538494,38.64900224,0.222166687,2.277354295,0.210789963,0.132717314,330.4290834,37.35802599,35.83908065,5.916185489,50.97011132,3.188210246,6.255058433,2.727975242,-262.184354,124.6983785,12.9562678,205.8993758,-0.041924257,0.047063651,3.504245643,9,2,1,0,51759.21194,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3641-20190906-12_53_30,1284.363462,2.5976,-493.4423551,0.5,1685.991057,13.2646745,-415969.699,1,0.008142777,1931.514629,-,0,2.5976,-493.4423551,0.999482539,1.598084392,1.19027724,2000.007097,1685.991057,0.842992537,0.195985075,6,0.5,0: Broadleaf,1567792392,381.6299355,400.270129,31.4811871,24.57153871,500.0017742,101.0734839,0.200023903,36.85473226,35.83908065,999.9,0,0,10002.85935,0,0.00191117,2000.007097,0.899999,0.100000984,0,1286.622581,4.99961,25735.83871,16487.57419,48.405,49.15303226,48.72148387,48.63493548,50.00587097,1795.504516,199.5032258,0,97.79999995,1284.363462,-296.3750427,-5708.635897,25692.12308,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-18.65533171,0.295001394,0.041278533,1,1302.629412,-304.012315,29.79371252,0,6.955211463,-1.024774495,0.104470376,0,1,3,1/3,1.88767,1.89346,1.89133,1.89133,1.88828,1.89102,1.88416,1.891,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,496.118,1193.91,35.7915,36.7395,29.9987,36.6985,36.5922,30.0951,36.0034,58.1507,-999.9,400,24.4701,100.333,99.2666
3,1567792485,183,20190906 12:54:44,12:54:44,,3,B2_R2,5,1567792477,0.007296598,16.61803436,376.8219032,247.4359707,25.05960791,38.16344537,0.245607074,2.276800854,0.231780074,0.14603994,330.4261146,37.06829809,36.76948065,6.225980422,50.51744159,3.185850877,6.306437493,3.040129545,-321.7799879,28.85145796,3.014144593,40.5117292,-0.041909193,0.04704674,3.503251355,29,6,1,0,51716.44862,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3642-20190906-12_54_55,901.5873462,2.5168,-357.2276487,0.5,1685.975594,16.61803436,-301138.5485,1,0.010131824,1993.55658,-,0,2.5168,-357.2276487,0.999498635,1.120833315,1.190296408,1999.98871,1685.975594,0.842992556,0.195985111,6,0.5,0: Broadleaf,1567792477,376.8219032,400.0628387,31.45676129,22.97632258,500.0027419,101.077129,0.200012871,37.00452903,36.76948065,999.9,0,0,9998.904516,0,0.00191117,1999.98871,0.899998742,0.100001242,0,902.1489355,4.99961,17901.61613,16487.40645,49.034,49.81016129,49.34654839,49.147,50.57216129,1795.486452,199.5025806,0,83.60000014,901.5873462,-138.0641709,-2700.697436,17890.82308,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-23.24966585,0.236345645,0.040964021,1,907.3184412,-141.1530793,13.8351766,0,8.472432439,0.117157631,0.019798665,0,1,3,1/3,1.88766,1.89346,1.89133,1.89133,1.88828,1.89102,1.88416,1.89097,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,472.946,1193.74,35.9474,36.501,29.9992,36.4805,36.3897,30.1329,37.2289,53.9459,-999.9,400,22.902,100.356,99.3069
4,1567792610,308,20190906 12:56:49,12:56:49,,1,B2_R2,3,1567792602,0.004443518,11.34959605,384.2557742,239.5639247,24.25949629,38.91174992,0.145090016,2.276110603,0.140140781,0.088018593,330.4188432,38.28212243,36.89782258,6.269800687,50.10075134,3.209208537,6.405509801,3.06059215,-195.9591301,48.17423499,5.044445382,187.6783934,-0.04189041,0.047025655,3.50201142,2,0,1,0,51646.34166,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3643-20190906-12_57_00,1703.311923,1937.91,0.121057261,0.5,1685.939086,11.34959605,102.0475841,1,0.007007116,1.590367974,-,0,1937.91,0.121057261,0.613954461,0.207013806,0.731154365,1999.945484,1685.939086,0.842992521,0.195985042,6,0.5,0: Broadleaf,1567792602,384.2557742,399.9240645,31.69111935,26.52793548,500.0051613,101.0653226,0.199908903,37.29040968,36.89782258,999.9,0,0,9995.590645,0,0.00191117,1999.945484,0.899999806,0.100000277,0,1709.379677,4.99961,34702.64194,16487.07097,49.75187097,50.46341935,50.12087097,49.73780645,51.28,1795.45129,199.496129,0,124.4000001,1703.311923,-665.6147013,-13411.37095,34580.26923,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-15.67946098,0.170552613,0.030532413,1,1736.538235,-664.0503804,65.30399296,0,5.185271463,-0.958537422,0.110292283,0,1,3,1/3,1.88769,1.89346,1.89136,1.89135,1.88828,1.89104,1.88416,1.89102,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,505.292,1202.51,36.0927,36.2277,29.9992,36.1983,36.1097,30.198,27.5941,58.2347,-999.9,400,26.6695,100.397,99.3506
5,1567792770,468.5999999,20190906 12:59:30,12:59:30,,2,B2_R2,3,1567792762,0.008179065,19.09174066,373.0178387,252.4116322,25.56352298,37.77817214,0.305441681,2.277599255,0.284373918,0.179505313,330.4235185,37.0673086,36.06290323,5.989461257,50.09490777,3.208842684,6.405526684,2.780618573,-360.6967754,150.731374,15.70958706,136.1677042,-0.041930926,0.047071138,3.50468576,16,3,1,0,51694.49017,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3644-20190906-12_59_40,1009.276769,5.72637,-175.2507084,0.5,1685.963739,19.09174066,-147733.1698,1,0.011599131,875.6286496,-,0,5.72637,-175.2507084,0.998859266,1.256109931,1.189534987,1999.974839,1685.963739,0.842992475,0.19598495,6,0.5,0: Broadleaf,1567792762,373.0178387,399.5873226,31.6837871,22.1805,500.0325484,101.077129,0.199990226,37.29045806,36.06290323,999.9,0,0,10004.08968,0,0.00191117,1999.974839,0.900000452,0.099999529,0,1011.311258,4.99961,20469.64516,16487.3,50.548,51.016,50.903,50.43906452,51.97764516,1795.479355,199.4958065,0,160,1009.276769,-218.6598976,-4412.953849,20428.68077,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-26.58144878,0.073542857,0.038324062,1,1023.643882,-237.25565,23.35103232,0,9.567006829,-1.1659777,0.117488629,0,1,3,1/3,1.88767,1.89346,1.89135,1.89133,1.88828,1.89104,1.88416,1.89101,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,487.981,1193.73,36.1881,35.8987,29.9994,35.8403,35.7499,30.1886,40.425,58.2342,-999.9,400,22.3872,100.442,99.4149
6,1567792864,562.5999999,20190906 13:01:04,13:01:04,,3,B2_R2,3,1567792856,0.008030492,17.920718,374.4946452,249.7179755,25.28854331,37.92447874,0.277028628,2.276755741,0.259572025,0.163709171,330.4245498,37.34274866,36.67564839,6.19411144,49.44393702,3.206542805,6.485209306,2.987568635,-354.1446933,103.3468721,10.81892359,90.44565219,-0.041907965,0.047045362,3.503170312,23,5,1,0,51629.36183,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3645-20190906-13_01_14,1152.174615,2.06655,-556.5353199,0.5,1685.968185,17.920718,-469150.4215,1,0.010904531,2428.120999,-,0,2.06655,-556.5353199,0.999588328,1.432986851,1.190403223,1999.98,1685.968185,0.842992522,0.195985045,6,0.5,0: Broadleaf,1567792856,374.4946452,399.6090323,31.6638,22.33209032,499.9865806,101.0684194,0.199994581,37.51761613,36.67564839,999.9,0,0,9999.473226,0,0.00191117,1999.98,0.899999677,0.100000303,0,1154.726129,4.99961,23333.46774,16487.36129,50.21341935,50.933,50.60467742,49.937,51.764,1795.482581,199.4996774,0,93.60000014,1152.174615,-234.0772649,-4757.524786,23282.00769,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-25.05000488,-1.253276655,0.12566251,0,1167.841471,-258.4704142,25.48229802,0,9.406546098,-1.263256934,0.143304058,0,0,3,0/3,1.88771,1.89346,1.89139,1.89134,1.88829,1.89104,1.88416,1.89102,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,479.884,1194.66,36.371,35.8466,30.0001,35.7567,35.6705,30.2223,36.8229,54.9807,-999.9,400,22.6645,100.453,99.4231
7,1567792997,695.5999999,20190906 13:03:17,13:03:17,,1,B2_R2,2,1567792989,0.005955159,12.55620069,382.6290968,266.0667356,26.94660883,38.75176871,0.207458233,2.276672693,0.197498937,0.124291788,330.4233522,38.20433655,36.8961129,6.26921519,51.29544892,3.360587185,6.551433422,2.908628006,-262.6225317,99.23012525,10.40882359,177.4397694,-0.041905705,0.047042825,3.503021121,18,4,1,0,51595.81902,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3646-20190906-13_03_28,1579.748077,4579.12,0.655010553,0.5,1685.962432,12.55620069,552.1615925,1,0.007722696,0.09625867,-,0,4579.12,0.655010553,0.08780653,0.794649604,0.104568224,1999.973226,1685.962432,0.842992501,0.195985003,6,0.5,0: Broadleaf,1567792989,382.6290968,400.4302903,33.18192903,26.27309032,500.0165161,101.0776452,0.199986452,37.70457097,36.8961129,999.9,0,0,9998.02129,0,0.00191117,1999.973226,0.899999516,0.100000335,0,1588.529355,4.99961,32295.59355,16487.30323,49.764,50.55,50.163,49.58841935,51.34654839,1795.476129,199.4974194,0,132.5999999,1579.748077,-707.9634178,-14176.60853,32118.91538,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-17.86491463,1.285814634,0.129833104,0,1623.818529,-732.7316741,72.01840296,0,6.924186585,-0.353812892,0.044670935,0,0,3,0/3,1.8877,1.89346,1.89136,1.89134,1.88828,1.89105,1.88416,1.89101,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,485.403,1201.09,36.4901,35.833,30.0002,35.7073,35.61,30.2137,31.6333,63.0796,-999.9,400,25.8857,100.45,99.4233
8,1567793088,786.5999999,20190906 13:04:48,13:04:48,,2,B2_R2,2,1567793080,0.006458201,14.55802128,379.4099355,243.8210852,24.69166582,38.4226956,0.20383884,2.276668021,0.194215341,0.122211352,330.4222186,38.07945713,37.51196129,6.483215306,49.93012147,3.278012942,6.565201216,3.205202364,-284.8066506,28.38613529,2.987018684,76.98872198,-0.041905578,0.047042682,3.503012728,44,9,1,0,51589.08146,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3647-20190906-13_04_58,1353.488077,1.6596,-814.5507815,0.5,1685.955009,14.55802128,-686647.985,1,0.008910081,3023.765004,-,0,1.6596,-814.5507815,0.999669396,1.68346851,1.190499766,1999.964194,1685.955009,0.842992597,0.195985193,6,0.5,0: Broadleaf,1567793080,379.4099355,399.8189677,32.36916774,24.87053548,500.0235161,101.0695806,0.200027774,37.74323226,37.51196129,999.9,0,0,9998.78871,0,0.00191117,1999.964194,0.899997129,0.100003019,0,1354.630645,4.99961,27075.85806,16487.2129,49.647,50.44309677,49.99593548,49.633,51.25,1795.461935,199.5029032,0,90,1353.488077,-285.0964099,-5649.668368,27053.16154,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-20.39510244,-0.35844878,0.044301762,1,1367.845588,-287.1380644,28.13777409,0,7.540269024,-0.757770314,0.083229502,0,1,3,1/3,1.88772,1.89346,1.89139,1.89134,1.88827,1.89106,1.88417,1.89099,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,463.513,1193.55,36.6215,35.8728,30.0004,35.7271,35.6165,30.3179,33.1071,61.438,-999.9,400,25.0279,100.437,99.4071
9,1567793176,874.5999999,20190906 13:06:16,13:06:16,,3,B2_R2,2,1567793168,0.009456821,17.60418293,374.2975806,263.9234281,26.72812648,37.90596822,0.318741502,2.277323295,0.295870155,0.186836802,330.4332663,37.05995886,37.17308387,6.36468814,50.11186991,3.281914669,6.549176222,3.082773471,-417.0457908,64.47432922,6.769996596,-15.36819876,-0.041923413,0.047062704,3.504189947,35,7,1,0,51617.67292,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3648-20190906-13_06_26,925.7653846,2.7472,-335.9850701,0.5,1686.012282,17.60418293,-283237.4774,1,0.010716504,1826.278684,-,0,2.7472,-335.9850701,0.999452738,1.151018432,1.190241749,2000.032258,1686.012282,0.842992544,0.195985089,6,0.5,0: Broadleaf,1567793168,374.2975806,399.6706452,32.40684194,21.42622258,499.9911935,101.0722903,0.199986548,37.69822581,37.17308387,999.9,0,0,10002.77613,0,0.00191117,2000.032258,0.899998419,0.100001445,0,926.2457419,4.99961,18527.19032,16487.78065,49.504,50.375,49.875,49.56606452,51.125,1795.526129,199.506129,0,87.19999981,925.7653846,-77.84841026,-1498.140171,18518.26923,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-25.30756585,-1.420170732,0.144333603,0,929.8364118,-80.58038913,7.90162496,0,11.045,-1.221393031,0.122309605,0,0,3,0/3,1.88767,1.89343,1.89133,1.89133,1.88828,1.89102,1.88416,1.89093,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,469.423,1189.03,36.6837,35.8961,30.0002,35.7364,35.6198,30.2455,40.6342,57.4807,-999.9,400,21.5927,100.431,99.4055
10,1567793394,1092.1,20190906 13:09:53,13:09:53,,1,B3_R2,5,1567793386,0.005204681,11.26270395,383.9863871,252.18661,25.54002796,38.88796104,0.162118639,2.277585191,0.155969808,0.098014147,330.4194385,38.78908128,37.90718065,6.623864776,51.12196776,3.411805154,6.673853342,3.212059622,-229.5264383,17.03244264,1.797613842,119.7230567,-0.041930543,0.047070708,3.50466049,4,1,1,0,51568.43043,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3649-20190906-13_10_04,1815.847308,1682.51,-0.079249043,0.5,1685.942082,11.26270395,-66.80464845,1,0.006955564,1.983578107,-,0,1682.51,-0.079249043,0.664831969,-0.151891031,0.791744057,1999.949032,1685.942082,0.842992524,0.195985047,6,0.5,0: Broadleaf,1567793386,383.9863871,399.9000323,33.68874839,27.65347419,499.9947097,101.0743548,0.199967226,38.04589355,37.90718065,999.9,0,0,10004.2729,0,0.00191117,1999.949032,0.899999065,0.100001055,0,1822.346774,4.99961,37320.16774,16487.07419,49.393,50.187,49.74593548,49.46545161,51.054,1795.452581,199.4964516,0,216.8,1815.847308,-860.178804,-17367.54189,37188.74615,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-15.8957122,-0.664935889,0.094694147,1,1859.473824,-869.0039315,85.3861944,0,6.051669024,-0.350694146,0.043718497,0,1,3,1/3,1.88767,1.89346,1.89133,1.89133,1.88827,1.89102,1.88415,1.89096,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,502.669,1199.72,36.8054,35.9908,30.0002,35.8029,35.6821,30.3393,31.5237,72.2461,-999.9,400,27.307,100.414,99.3725
