SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,-1.42808 80.1461 352.243 586.155 820.87 1010.5 1210.96 1356.37,-0.332452 105.85 401.479 601.864 801.341 1000.46 1201.83 1401.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,plantID VOak 959,RIP_760,RIP_720,BAR-A12,seirra_loma,A10,A11,BAR_A07,BH_Block,BH_Vine,BH_Leaf,RMI Row,RMI Leaf #,RU_PP,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,VineID,vineID,,,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1566313619,0,20190820 08:06:58,8:06:58,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,6,1,13,1,,1566313611,0.002687838,14.6977956,381.1244839,265.1573686,26.82587876,38.55823148,0.224834472,2.273816059,0.213173464,0.13423069,113.9447885,22.9953624,22.26615161,2.696885302,51.23907348,1.447395704,2.824788986,1.249489597,-118.5336414,93.59636633,8.502370568,97.50988392,-0.041828008,0.046955603,3.497890725,2,0,1,0,54054.8745,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2411-20190820-08_07_00,1163.746923,1976.16,0.411106933,0.5,589.1837238,14.6977956,121.1087569,1,0.026056496,1.420644077,-,0,1976.16,0.411106933,0.586886809,0.726159814,0.715047629,2411,300,300,300,10334.6,1877.59,-0.00798824,-7.16309,699.9949032,589.1837238,0.841697162,0.193394325,6,0.5,0: Broadleaf,1566313611,381.1244839,399.9889032,14.30661935,11.12773226,500.0587419,100.9696452,0.200007032,23.02966774,22.26615161,999.9,9990.158387,0,997.7105484,699.9949032,0.943016,0.0569844,0,1163.95,4.99935,7965.065161,6045.410645,34.26387097,38.296,36.187,38.129,36.37487097,655.3925806,39.6,0,5318.3,1163.746923,-28.14495727,-247.2523079,7964.141923,15,1566313650,8:07:29,16,4.632,0.051,400,11,0.07,0.03,-18.37407308,-1.589629642,0.199252052,0,1166.722955,-29.88979121,3.810540155,0,3.093095962,-0.12822814,0.018971139,0,0,3,0/3,100,100,4.632,0.051,2,464.867,545.62,22.2334,22.7919,30.0005,22.7067,22.6621,18.9768,33.6388,27.4131,-999.9,400,10.9989,101.96,114.615
2,1566313856,237,20190820 08:10:55,8:10:55,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,6,2,13,1,,1566313848,0.003877132,12.04486965,383.7492581,304.2788468,30.78152974,38.82093456,0.285347178,2.276003013,0.266858295,0.168347657,113.9466835,22.79724173,22.63168387,2.757472154,46.09131747,1.317306625,2.858036389,1.440165529,-170.9815157,72.57855008,6.605455441,22.14917338,-0.041887482,0.047022368,3.501818163,3,1,1,0,54093.07336,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2412-20190820-08_10_57,1155.869615,1701.69,0.320751949,0.5,589.1909193,12.04486965,94.49206795,1,0.021553518,1.811076048,-,0,1701.69,0.320751949,0.644264338,0.64646917,0.784954918,2412,300,300,300,10340.6,1642.51,-0.00799271,-1.80115,700.0030968,589.1909193,0.84169759,0.193395179,6,0.5,0: Broadleaf,1566313848,383.7492581,399.9854839,13.02172258,8.430606452,500.0934194,100.9622581,0.199981968,23.22317742,22.63168387,999.9,10005.09516,0,241.5077419,700.0030968,0.943007484,0.056992732,0,1156.16129,4.99935,8282.401613,6045.468387,35.659,38.647,37.44309677,38.625,37.61687097,655.393871,39.61064516,0,236,1155.869615,-80.60547009,-800.2947008,8276.929231,15,1566313650,8:07:29,16,4.632,0.051,400,11,0.07,0.03,-16.17070962,-0.70040993,0.111767706,0,1163.684318,-86.22627527,10.92744343,0,4.781258462,-2.06036453,0.267539067,0,0,3,0/3,100,100,4.632,0.051,2,463.213,553.587,22.4241,23.1836,30.001,23.0433,22.9923,18.9801,44.7031,15.0986,-999.9,400,9.02524,101.881,114.529
3,1566313934,315,20190820 08:12:13,8:12:13,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,6,3,13,1,,1566313926,0.00667529,15.44515696,378.3923226,324.5953056,32.83895557,38.28154151,0.594264701,2.276250269,0.519674781,0.330714992,113.9513001,21.97198213,22.439,2.725388084,50.53451457,1.452694271,2.874657615,1.272693813,-294.3802773,108.0133082,9.824540578,-62.59112833,-0.04189421,0.047029921,3.502262297,50,10,1,0,54084.0242,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2413-20190820-08_12_15,1008.711154,1825.15,0.447326985,0.5,589.2122046,15.44515696,131.7852594,1,0.027323644,1.620924308,-,0,1825.15,0.447326985,0.618455216,0.843629009,0.753509755,2413,300,300,300,10365.3,1700.99,-0.00801256,-11.7178,700.0280323,589.2122046,0.841698014,0.193396028,6,0.5,0: Broadleaf,1566313926,378.3923226,399.953129,14.35909677,6.465394516,500.102871,100.9689677,0.199949355,23.31918065,22.439,999.9,10006.0371,0,1464.578387,700.0280323,0.942993484,0.05700651,0,1008.946452,4.99935,7006.592581,6045.660968,36.038,39.00193548,37.72154839,38.86280645,37.909,655.4070968,39.62193548,0,77.39999986,1008.711154,-19.34188035,-82.90290611,7005.666538,15,1566313650,8:07:29,16,4.632,0.051,400,11,0.07,0.03,-21.29633846,-2.660894964,0.360445362,0,1010.074545,-12.01429408,1.590420834,0,8.101005769,-2.119219518,0.269214847,0,0,3,0/3,100,100,4.632,0.051,2,408.851,540.943,22.5006,23.4036,30.001,23.2373,23.1703,18.9494,56.9705,11.7702,-999.9,400,6.65606,101.84,114.473
4,1566314235,616.5,20190820 08:17:15,8:17:15,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,4,1,13,1,,1566314227,0.003760896,4.088273428,393.1841935,358.4172215,36.26719749,39.7851664,0.267273334,2.275673089,0.250978502,0.158242735,113.9463173,23.24237322,22.90265484,2.803150939,44.98892613,1.317744851,2.929042688,1.485406088,-165.8555061,89.22879997,8.149928691,45.4695398,-0.041878507,0.047012292,3.50122557,9,2,1,0,54008.3383,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2414-20190820-08_17_16,1464.708462,1862.1,0.213410418,0.5,589.1903589,4.088273428,62.86968024,1,0.008049251,1.568916814,-,0,1862.1,0.213410418,0.610730875,0.395524662,0.74409862,2414,300,300,300,10356.3,1818.41,-0.00800406,531.585,700.0026129,589.1903589,0.841697371,0.193394742,6,0.5,0: Broadleaf,1566314227,393.1841935,399.8608387,13.02285484,8.571055161,500.2810323,100.987129,0.199966097,23.62994839,22.90265484,999.9,10000.48774,0,516.1454516,700.0026129,0.943014258,0.056985645,0,1465.099355,4.99935,10033.63097,6045.476452,37,39.625,38.627,39.6006129,38.82012903,655.3980645,39.60548387,0,300.6000001,1464.708462,-94.63589744,-610.308034,10030.86346,15,1566314262,8:17:41,17,4.724,0.04,400,10,0.35,0.02,-6.821757885,0.588301972,0.107010707,0,1474.175682,-94.70986496,12.01978263,0,4.856130385,-4.036300248,0.513716229,0,0,3,0/3,100,100,4.724,0.04,2,457.108,518.02,22.7888,23.7377,30,23.6277,23.5832,19.0494,40.7214,0,-999.9,400,9.54619,101.801,114.417
5,1566314472,853.5,20190820 08:21:12,8:21:12,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,4,2,13,1,,1566314464,0.01331572,8.354081671,383.8567419,367.4105236,37.17863941,38.84284874,1.768675038,2.276184832,1.245015581,0.812096361,113.9466156,19.84780001,22.14000968,2.676249429,56.03716206,1.616947359,2.885491162,1.05930207,-587.2232622,152.3470503,13.84080244,-307.0887938,-0.041892429,0.047027922,3.502144753,0,0,1,0,54070.93358,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2415-20190820-08_21_13,1635.187692,2160.1,0.243003707,0.5,589.1880825,8.354081671,71.58744411,1,0.015289429,1.214517846,-,0,2160.1,0.243003707,0.548434436,0.402935633,0.668198258,2415,300,300,300,10298.4,2121.15,-0.00795901,-6.09766,699.9993871,589.1880825,0.841697998,0.193395995,6,0.5,0: Broadleaf,1566314464,383.8567419,400.008,15.97916129,0.262665839,500.2239677,100.9910323,0.199970774,23.38149355,22.14000968,999.9,10003.42581,0,204.9837742,699.9993871,0.942995226,0.057004565,0,1635.522258,4.99935,11188.65161,6045.417419,37.625,40.296,39.23374194,40.187,39.37093548,655.3816129,39.62,0,236.4000001,1635.187692,-37.13504277,-346.1162394,11185.57308,15,1566314262,8:17:41,17,4.724,0.04,400,10,0.35,0.02,-16.02149231,-1.306703265,0.17782105,0,1639.707955,-41.22766262,5.25959581,0,15.85508846,-1.445035538,0.180870102,0,0,3,0/3,100,100,4.724,0.04,2,481.202,537.606,22.8235,23.8106,30.0002,23.7468,23.698,18.9347,100,0,-999.9,400,0,101.789,114.395
6,1566314580,961.5,20190820 08:23:00,8:23:00,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,4,3,13,1,,1566314572,0.003090329,7.904136587,389.5120323,332.6921508,33.66559187,39.41527648,0.26817309,2.275924348,0.251773666,0.158748323,113.9477417,23.73814588,23.34018387,2.878305195,55.88284198,1.664135372,2.977900395,1.214169823,-136.2835172,69.28531656,6.350491656,53.30003268,-0.041885342,0.047019966,3.501676866,0,0,1,0,53966.87241,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2416-20190820-08_23_01,1638.988077,2042.67,0.19762464,0.5,589.1961347,7.904136587,58.21983696,1,0.01452556,1.341827118,-,0,2042.67,0.19762464,0.572982996,0.340576503,0.698107585,2416,300,300,300,10365.6,2005.13,-0.0080118,-1.93176,700.0092581,589.1961347,0.841697632,0.193395263,6,0.5,0: Broadleaf,1566314572,389.5120323,400.4373548,16.44541935,12.79938065,500.1879032,100.9914516,0.199970516,23.90485806,23.34018387,999.9,10001.69194,0,225.9215161,700.0092581,0.943004613,0.056995477,0,1641.77,4.99935,11428.26774,6045.517419,37.909,40.377,39.48374194,40.437,39.60467742,655.3980645,39.61193548,0,107.1999998,1638.988077,-371.2988035,-2568.871794,11406.10385,15,1566314262,8:17:41,17,4.724,0.04,400,10,0.35,0.02,-10.65417231,-2.80737394,0.368287273,0,1683.185,-404.6293917,51.36313988,0,3.027794231,5.855045354,0.752171919,0,0,3,0/3,100,100,4.724,0.04,2,471.661,550.67,22.8924,23.8697,30.0005,23.8004,23.7632,19.084,29.2572,11.9947,-999.9,400,11.8774,101.783,114.389
7,1566314658,1039,20190820 08:24:17,8:24:17,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,2,1,13,1,,1566314650,0.00458257,12.76017568,382.4956452,317.6679028,32.14347995,38.70312673,0.382718452,2.275633611,0.350223299,0.221578746,113.9428833,23.4244518,23.18377419,2.851238802,51.70024637,1.556086433,3.009824019,1.295152369,-202.091326,110.2422227,10.10686617,32.20064623,-0.041877433,0.047011087,3.501154664,0,0,1,0,53924.73629,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2417-20190820-08_24_19,1363.957692,2024.21,0.326177772,0.5,589.1705318,12.76017568,96.08716567,1,0.022768354,1.363183662,-,0,2024.21,0.326177772,0.57684203,0.56585133,0.702809332,2417,300,300,300,10322.6,1957.92,-0.00797866,-4.19727,699.9787742,589.1705318,0.841697711,0.193395421,6,0.5,0: Broadleaf,1566314650,382.4956452,399.9043871,15.37850645,9.966118387,500.1965806,100.9858065,0.199990613,24.08236129,23.18377419,999.9,10000.36226,0,1285.537742,699.9787742,0.942999677,0.057000594,0,1364.357742,4.99935,9546.872581,6045.243871,38.187,40.70732258,39.74390323,40.673,39.895,655.3654839,39.61193548,0,76.60000014,1363.957692,-109.8646154,-534.2174354,9545.605385,15,1566314262,8:17:41,17,4.724,0.04,400,10,0.35,0.02,-15.04769462,-24.66075375,3.363913581,0,1380.444091,-163.8501266,21.19861438,0,5.455586731,-0.484828081,0.062991062,0,0,3,0/3,100,100,4.724,0.04,2,468.395,546.243,23.0396,23.9712,30.0007,23.8831,23.8449,19.0086,41.4184,10.4748,-999.9,400,9.73424,101.774,114.375
8,1566314832,1213.1,20190820 08:27:11,8:27:11,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,2,2,13,1,,1566314824,0.003804906,11.20892946,384.6654194,307.6878503,31.13558162,38.92510396,0.275275907,2.275394425,0.258022498,0.162724015,113.9434191,23.97665201,23.13979032,2.843667699,45.12789139,1.382608312,3.063755627,1.461059387,-167.7963692,151.9573958,13.95052816,112.0549738,-0.041870926,0.047003783,3.500725075,0,0,1,0,53863.14114,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2418-20190820-08_27_13,1356.446538,1873.25,0.275886006,0.5,589.1714505,11.20892946,81.27207928,1,0.02013539,1.553626051,-,0,1873.25,0.275886006,0.608399985,0.508729918,0.741258723,2418,300,300,300,10340.7,1822.09,-0.00799239,-4.85425,699.9796129,589.1714505,0.841698015,0.193396029,6,0.5,0: Broadleaf,1566314824,384.6654194,399.8640645,13.66320323,9.162190645,500.2766452,100.992129,0.199977161,24.37852903,23.13979032,999.9,9998.182581,0,93.37024194,699.9796129,0.942995871,0.057003958,0,1358.122258,4.99935,9397.394194,6045.245484,38.649,41.28,40.25,41.25,40.36890323,655.363871,39.61935484,0,173.6000001,1356.446538,-134.7025641,-893.0871793,9385.970769,15,1566314262,8:17:41,17,4.724,0.04,400,10,0.35,0.02,-15.09449615,-1.02868576,0.139803014,0,1371.238182,-147.6443177,18.74376154,0,4.782459423,-3.061363608,0.392437215,0,0,3,0/3,100,100,4.724,0.04,2,469.452,533.587,23.4577,24.4211,30.001,24.2465,24.198,19.1117,39.5025,0,-999.9,400,10.0506,101.701,114.301
9,1566314978,1359.6,20190820 08:29:38,8:29:38,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,2,3,13,1,,1566314970,0.0056674,11.64816162,384.1177097,350.5681854,35.47667335,38.87180606,0.757251827,2.276279841,0.640416484,0.409246968,113.9414213,23.70917118,22.51809677,2.738518857,59.57674253,1.863327026,3.127608102,0.87519183,-249.9323469,270.6250372,24.80070243,159.434814,-0.041895014,0.047030824,3.502315416,0,0,1,0,53830.56348,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2419-20190820-08_29_40,1273.445,1752.03,0.273160277,0.5,589.1583553,11.64816162,80.46732975,1,0.020881362,1.730307129,-,0,1752.03,0.273160277,0.633740838,0.534941038,0.772133361,2419,300,300,300,10333.4,1700.08,-0.00798661,-6.4137,699.9636774,589.1583553,0.841698469,0.193396937,6,0.5,0: Broadleaf,1566314970,384.1177097,400.6992903,18.41275161,11.74053548,500.257871,100.9976129,0.200028032,24.72334194,22.51809677,999.9,10003.39129,0,345.7668097,699.9636774,0.942982161,0.057017932,0,1274.765806,4.99935,8940.310645,6045.080968,39,41.8506129,40.647,41.683,40.75,655.3380645,39.62903226,0,145.8,1273.445,-218.0441027,-1530.628035,8931.712692,15,1566315007,8:30:07,18,4.601,0.032,406,10,0.11,0.01,-16.30591731,-1.831754735,0.265578828,0,1298.225455,-247.6391591,31.50864791,0,5.423871538,12.44406922,1.582572993,0,0,3,0/3,100,100,4.601,0.032,2,476.985,547.191,23.797,24.823,30.0008,24.6089,24.5349,19.1035,41.9397,3.11711,-999.9,400,9.64038,101.617,114.227
10,1566315221,1602.2,20190820 08:33:40,8:33:40,1,23293,1_1,23509,31,23522,23316,23388,B1_R2,5,1,13,1,,1566315213,0.003604169,13.97791999,381.5476774,280.1900427,28.35796126,38.61634107,0.252038696,2.276153348,0.237497176,0.149672272,113.9426825,25.07077987,24.76707419,3.135788971,50.22486094,1.636075356,3.257501017,1.499713615,-158.9438733,78.42878856,7.294797248,40.72239498,-0.041891573,0.04702696,3.5020882,0,0,1,0,53703.41197,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2420-20190820-08_33_42,1210.675769,1890.87,0.359725539,0.5,589.1689879,13.97791999,105.969566,1,0.024835298,1.529830184,-,0,1890.87,0.359725539,0.604716551,0.658152697,0.736770924,2420,300,300,300,10284.2,1816.75,-0.0079487,-4.46863,699.976871,589.1689879,0.841697794,0.193395587,6,0.5,0: Broadleaf,1566315213,381.5476774,399.9609355,16.16519677,11.91251935,500.2835161,101.0097419,0.199997645,25.40620323,24.76707419,999.9,10001.36839,0,1203.497742,699.976871,0.942998194,0.057001406,0,1212.140323,4.99935,8677.160968,6045.225484,38.98374194,41.48780645,40.504,41.10467742,40.69106452,655.3635484,39.61387097,0,242,1210.675769,-114.7757263,-772.903247,8667.314615,15,1566315007,8:30:07,18,4.601,0.032,406,10,0.11,0.01,-18.34019423,-0.878797405,0.131077796,0,1223.807727,-130.8504239,16.64591389,0,4.273480577,-0.215366806,0.029871269,0,0,3,0/3,100,100,4.601,0.032,2,475.118,536.369,24.2921,25.1462,30.001,24.9625,24.9068,19.1296,32.5971,2.89415,-999.9,400,11.8134,101.575,114.186
