SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,rootstocks_Vine_#,BH_Leaf,BH_Vine,BH_Block,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1567690329,0,20190905 06:32:08,8:32:08,,1,2,B1_R2,1567690321,0.004151799,14.57124076,380.4635161,266.135454,26.91699134,38.48015368,0.233545206,2.274186581,0.220992152,0.139191683,132.1489928,30.30664476,29.30920968,4.094296442,50.86471762,2.253797634,4.430964605,1.840498807,-183.0943554,168.6713742,16.49088718,134.2168988,-0.041838081,0.046966911,3.498556016,0,0,1,0,52703.81084,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-973-20190905-06_32_06,1209.768077,2103.18,0.424790994,0.5,674.3599337,14.57124076,143.2310133,1,0.022783115,0.93614907,-,0,2103.18,0.424790994,0.483510843,0.649842832,0.588835315,799.9704516,674.3599337,0.842981053,0.195962106,6,0.5,0: Broadleaf,1567690321,380.4635161,399.8441935,22.28389677,17.41284516,500.0088065,100.9401935,0.200000065,30.68492903,29.30920968,999.9,0,0,9995.479677,0,130.612,799.9704516,0.900004613,0.099995471,0,1210.173548,4.99911,10136.83548,7191.061613,40.171,43.058,41.812,43.10467742,42.312,715.4777419,79.4916129,0,1567690326,1209.768077,-95.87794858,-599.5213669,10134.32308,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-19.31130488,-1.126076655,0.142894846,0,1198.04,0,0,0,4.91010561,-0.864050801,0.086926775,0,0,3,0/3,0,0,0,0,2,507.41,1244.83,29.8572,29.696,30.0006,29.6154,29.5713,28.6954,33.0215,61.3343,-999.9,400,17.2289,101.227,101.762
2,1567690415,86.5,20190905 06:33:35,8:33:35,,2,2,B1_R2,1567690407,0.003130983,11.67747323,384.5338387,245.6932139,24.85025233,38.8930682,0.150522547,2.275245389,0.145201115,0.091213133,132.1523751,30.84452954,30.34849032,4.3464787,49.89074686,2.236489539,4.482774222,2.109989161,-138.0763621,66.23803589,6.512914906,66.82696383,-0.041866873,0.046999232,3.500457409,17,3,1,0,52703.34019,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-974-20190905-06_33_33,1525.627308,1931.31,0.210055709,0.5,674.3769324,11.67747323,70.8283625,1,0.018491517,1.108449705,-,0,1931.31,0.210055709,0.525717878,0.337242019,0.640236421,799.9905806,674.3769324,0.842981091,0.195962182,6,0.5,0: Broadleaf,1567690407,384.5338387,399.9917419,22.11206129,18.43791935,499.9944194,100.9434194,0.200002323,30.88849032,30.34849032,999.9,0,0,10002.03871,0,82.50568387,799.9905806,0.900003419,0.099996439,0,1529.111935,4.99911,12479.08065,7191.242903,40.391,43.06606452,41.99796774,43.23170968,42.504,715.493871,79.49451613,0,86,1525.627308,-316.3517948,-2034.861537,12456.74231,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-15.26586829,-3.447112892,0.365710979,0,1494.08,0,0,0,3.696712683,-0.457007666,0.045712534,0,0,3,0/3,0,0,0,0,2,480.696,1246.42,30.0332,29.7992,30.0004,29.699,29.6487,28.7546,28.274,62.7278,-999.9,400,18.616,101.204,101.743
3,1567690483,154,20190905 06:34:42,8:34:42,,3,2,B1_R2,1567690475,0.003674652,13.86333097,381.7997097,267.0911478,27.01441325,38.61638703,0.219609201,2.275130311,0.208475572,0.131250491,132.1571259,30.6652699,28.95349032,4.010961645,50.94696646,2.283659654,4.482425182,1.727301991,-162.0521676,237.1735898,23.16118907,230.4397372,-0.041863743,0.046995719,3.500250736,7,1,1,0,52699.79041,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-975-20190905-06_34_41,1297.886154,2233.99,0.419027769,0.5,674.3981907,13.86333097,141.2957847,1,0.021732132,0.822778974,-,0,2233.99,0.419027769,0.451387132,0.621738826,0.549714009,800.0153871,674.3981907,0.842981525,0.195963049,6,0.5,0: Broadleaf,1567690475,381.7997097,400.1193871,22.5785129,18.26846774,499.9971935,100.9430645,0.199985226,30.88712581,28.95349032,999.9,0,0,10001.32613,0,7.812527419,800.0153871,0.899989065,0.100010832,0,1299.864194,4.99911,10220.18065,7191.44129,40.57012903,43.187,42.129,43.3506129,42.72967742,715.506129,79.50870968,0,67.19999981,1297.886154,-159.1671795,-1259.374359,10205.11154,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-18.12533659,-4.362852962,0.43601301,0,1280.47,0,0,0,4.193947561,2.424445087,0.243997567,0,0,3,0/3,0,0,0,0,2,491.716,1244.91,30.1525,29.8726,30.0003,29.7691,29.7161,28.7699,31.2757,61.227,-999.9,400,17.7698,101.19,101.733
4,1567690758,429,20190905 06:39:17,8:39:17,,1,6,B3_R3,1567690750,0.003518396,10.96278451,385.232129,283.9937671,28.7087548,38.94287837,0.199860672,2.2741011,0.190590035,0.119915861,132.1503056,30.60072808,29.2551871,4.08154411,51.06816892,2.274042853,4.452955533,1.807501257,-155.1612551,185.9122742,18.18015842,181.0814831,-0.041835757,0.046964302,3.498402526,11,2,1,0,52684.88582,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-976-20190905-06_39_15,1298.425769,1862.21,0.302750082,0.5,674.3646753,10.96278451,102.0819805,1,0.017432058,1.186686786,-,0,1862.21,0.302750082,0.542687135,0.497233369,0.660902137,799.9758065,674.3646753,0.842981337,0.195962675,6,0.5,0: Broadleaf,1567690750,385.232129,400.0136452,22.49536774,18.36835484,500.0102903,100.8893548,0.200028516,30.77158387,29.2551871,999.9,0,0,9999.960968,0,147.4709355,799.9758065,0.899998258,0.10000179,0,1300.864839,4.99911,10814.04839,7191.099355,40.5,43.056,42.125,43.062,42.59451613,715.4774194,79.5,0,274.2,1298.425769,-407.8800003,-3149.141882,10794.73846,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-14.5851878,-4.306772822,0.429594038,0,1253.85,0,0,0,4.140129268,-0.254485714,0.028526377,0,0,3,0/3,0,0,0,0,2,487.322,1243.7,30.0979,29.9216,30.0003,29.8548,29.8045,28.7556,32.5058,64.6895,-999.9,400,18.1903,101.163,101.693
5,1567690857,528,20190905 06:40:56,8:40:56,,2,6,B3_R3,1567690849,0.004699801,15.4566361,379.3695806,268.4182329,27.13189915,38.34693751,0.258007595,2.274089455,0.242778541,0.153029895,132.1552145,30.20525193,29.69509032,4.186400282,51.50477884,2.292350189,4.450752416,1.894050094,-207.2612361,130.9165983,12.82956537,68.64014204,-0.04183544,0.046963946,3.498381618,21,4,1,0,52685.82166,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-977-20190905-06_40_55,1015.550385,1968.18,0.484015494,0.5,674.3900372,15.4566361,163.2076136,1,0.024094981,1.068952027,-,0,1968.18,0.484015494,0.516663515,0.768365993,0.629209722,800.0059355,674.3900372,0.842981292,0.195962584,6,0.5,0: Broadleaf,1567690849,379.3695806,400.0576452,22.67841935,17.1664129,499.9867742,100.8807097,0.199976452,30.76291935,29.69509032,999.9,0,0,10000.74226,0,224.2476452,800.0059355,0.899998387,0.1000015,0,1016.812581,4.99911,8116.913548,7191.373871,40.5,43.125,42.125,43,42.62893548,715.5041935,79.5016129,0,98.5999999,1015.550385,-101.5702563,-806.7818793,8106.838077,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-20.56509756,-2.734172822,0.272491108,0,1004.07,0,0,0,5.545033415,-0.647572265,0.068419725,0,0,3,0/3,0,0,0,0,2,474.925,1238.15,30.1707,30.013,30.0007,29.9374,29.8859,28.7463,38.3492,63.7924,-999.9,400,16.8704,101.137,101.677
6,1567690932,603.5,20190905 06:42:12,8:42:12,,3,6,B3_R3,1567690924,0.004328139,14.33497737,380.8993548,274.440751,27.73929734,38.49967771,0.24904581,2.273799733,0.234823337,0.147974691,132.1512336,30.20290367,29.09917742,4.044911356,50.68295819,2.239855956,4.419347323,1.8050554,-190.870942,188.7592915,18.43465414,148.4742372,-0.041827564,0.046955105,3.497861412,0,0,1,0,52697.70033,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-978-20190905-06_42_10,1286.439231,2036.58,0.368333564,0.5,674.3693098,14.33497737,124.1964256,1,0.022432451,0.999464789,-,0,2036.58,0.368333564,0.499866161,0.573409044,0.608753356,799.9812903,674.3693098,0.842981352,0.195962704,6,0.5,0: Broadleaf,1567690924,380.8993548,400.0796129,22.16017742,17.08150968,500.0004516,100.8757419,0.199981129,30.639,29.09917742,999.9,0,0,9999.351935,0,125.6979355,799.9812903,0.899997516,0.100002419,0,1289.210645,4.99911,10216.99452,7191.149032,40.5,43.125,42.125,43,42.56606452,715.4822581,79.50096774,0,75,1286.439231,-254.6003415,-1953.10051,10196.03731,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-19.0575,-2.465126132,0.249209981,0,1260.94,0,0,0,5.013694878,1.307772334,0.129845653,0,0,3,0/3,0,0,0,0,2,505.626,1239.65,30.1507,30.1005,30.0006,30.0255,29.9743,28.7754,37.5378,60.3734,-999.9,400,16.7331,101.104,101.657
7,1567691048,719,20190905 06:44:07,8:44:07,,1,4,B3_R3,1567691040,0.003319155,12.71628195,383.0733548,261.4994811,26.43125475,38.71942456,0.188568342,2.274121978,0.18029247,0.113396079,132.1562681,30.58812173,29.03828065,4.030690123,50.24621477,2.227508237,4.433186155,1.803181886,-146.3747441,202.958492,19.8179828,208.5579988,-0.041836324,0.046964939,3.498440016,58,12,1,0,52698.79213,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-979-20190905-06_44_05,1196.780385,1867.94,0.359304697,0.5,674.3977349,12.71628195,121.1571368,1,0.020031297,1.179979014,-,0,1867.94,0.359304697,0.541279988,0.588957463,0.659188468,800.0153871,674.3977349,0.842980955,0.19596191,6,0.5,0: Broadleaf,1567691040,383.0733548,399.8589355,22.03800968,18.14273871,499.9920645,100.8757419,0.200002613,30.6937,29.03828065,999.9,0,0,10001.44613,0,173.630129,800.0153871,0.900009097,0.099991071,0,1198.550323,4.99911,9635.48129,7191.477097,40.5,43.137,42.125,43.06,42.562,715.5216129,79.49354839,0,114.5999999,1196.780385,-292.4311111,-2405.28718,9620.548077,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-16.58697805,-4.114394425,0.41859657,0,1165.06,0,0,0,3.916695854,-0.401691847,0.044090587,0,0,3,0/3,0,0,0,0,2,431.009,1239.48,30.1512,30.2381,30.0009,30.167,30.1016,28.6963,32.5503,59.7428,-999.9,400,18.0771,101.07,101.62
8,1567691145,816.5,20190905 06:45:45,8:45:45,,2,4,B3_R3,1567691137,0.003406693,12.20027166,383.7955161,255.2406946,25.80038764,38.79504052,0.17130078,2.274831036,0.164443594,0.103370465,132.1571646,30.69549493,30.07265161,4.278261201,50.40177551,2.251826065,4.467751467,2.026435136,-150.2351448,92.84216788,9.115372836,83.87956054,-0.041855604,0.046986582,3.499713277,13,3,1,0,52698.63264,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-980-20190905-06_45_43,1099.098077,1619.15,0.32118823,0.5,674.4017681,12.20027166,108.3049552,1,0.019266039,1.514943026,-,0,1619.15,0.32118823,0.602376678,0.583814832,0.733594015,800.0200968,674.4017681,0.842981034,0.195962067,6,0.5,0: Broadleaf,1567691137,383.7955161,400.0065484,22.27709355,18.27970323,499.9463871,100.8825484,0.200030452,30.82967742,30.07265161,999.9,0,0,10005.38,0,42.02637097,800.0200968,0.900005613,0.099994516,0,1101.968065,4.99911,8950.394839,7191.514516,40.5,43.187,42.125,43.125,42.625,715.523871,79.49612903,0,96.79999995,1099.098077,-377.9572652,-3123.02872,8926.851923,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-15.99418293,-4.29095331,0.428768412,0,1061.21,0,0,0,4.044710488,-0.784037561,0.088519496,0,0,3,0/3,0,0,0,0,2,484.708,1236.3,30.2309,30.3783,30.0007,30.2834,30.2148,28.7191,32.5866,58.8301,-999.9,400,18.3217,101.037,101.586
9,1567691225,896.4000001,20190905 06:47:05,8:47:05,,3,4,B3_R3,1567691217,0.004047039,13.72311578,381.6046774,265.6423123,26.85348953,38.57599763,0.216787988,2.274497015,0.205928123,0.129635443,132.1507775,30.54593859,29.72806129,4.194353043,50.66168032,2.27121848,4.483109257,1.923134562,-178.4744079,142.4555176,13.96890289,110.1007901,-0.041846521,0.046976386,3.499113452,37,7,1,0,52677.37734,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-981-20190905-06_47_03,1131.064615,4934.76,0.770796429,0.5,674.3662172,13.72311578,259.8995359,1,0.021525241,-0.174819039,-,0,4934.76,0.770796429,-0.211855395,0.904265486,-0.258004428,799.9775161,674.3662172,0.842981463,0.195962927,6,0.5,0: Broadleaf,1567691217,381.6046774,399.9258387,22.46753548,17.72015484,499.9950968,100.8889032,0.199998226,30.8898,29.72806129,999.9,0,0,10002.57871,0,206.9334194,799.9775161,0.899994871,0.100005094,0,1132.421613,4.99911,8976.060323,7191.11129,40.562,43.36280645,42.187,43.25,42.73780645,715.4758065,79.50354839,0,79.4000001,1131.064615,-146.2529914,-1007.195897,8967.466923,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-17.65699024,-13.13674495,1.358448462,0,1115.35,0,0,0,4.848014634,-2.011667038,0.206732268,0,0,3,0/3,0,0,0,0,2,456.607,1234.09,30.3185,30.4978,30.0007,30.3886,30.316,28.7512,35.0163,58.9988,-999.9,400,17.7776,101.018,101.572
10,1567691324,995.4000001,20190905 06:48:44,8:48:44,,1,2,B3_R3,1567691316,0.004291422,11.73626484,384.1634194,286.5740489,28.97015763,38.83559888,0.22620097,2.27359095,0.214400676,0.135009312,132.1487503,30.39430714,30.0874871,4.281906269,52.06402579,2.324589409,4.464866813,1.957316859,-189.2517293,89.58644841,8.800671551,41.28414094,-0.041821889,0.046948734,3.497486551,0,0,1,0,52660.06803,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-982-20190905-06_48_42,1181.889615,1759,0.328090042,0.5,674.3571982,11.73626484,110.6249409,1,0.01857924,1.314991472,-,0,1759,0.328090042,0.568032966,0.559957591,0.691769119,799.967,674.3571982,0.842981271,0.195962541,6,0.5,0: Broadleaf,1567691316,384.1634194,400.2262258,22.99493871,17.96334839,499.970129,100.8913548,0.199995677,30.81836452,30.0874871,999.9,0,0,9996.448065,0,64.20200323,799.967,0.899998194,0.1000018,0,1186.287742,4.99911,9624.885806,7191.020323,40.625,43.375,42.24593548,43.298,42.75,715.4690323,79.49709677,0,98.39999986,1181.889615,-475.7405132,-3727.367182,9589.935,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-15.83309756,-5.027652962,0.50277863,0,1131.87,0,0,0,5.020495122,-0.103551638,0.058850623,0,0,3,0/3,0,0,0,0,2,501.908,1233.66,30.3446,30.603,30.0005,30.4942,30.425,28.754,34.9466,58.2606,-999.9,400,17.621,100.989,101.548
11,1567691399,1070.4,20190905 06:49:59,8:49:59,,2,2,B3_R3,1567691391,0.003591427,14.11231785,381.4737097,259.9235225,26.27482078,38.56193259,0.209712383,2.273409574,0.199527348,0.125578446,132.1581153,30.81508881,29.06853871,4.037750834,50.40065203,2.275036583,4.513903076,1.762714252,-158.3819397,237.9304408,23.28007185,234.9866883,-0.041816959,0.0469432,3.497160912,13,3,1,0,52620.85721,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-983-20190905-06_49_57,1114.171154,1968.88,0.434109162,0.5,674.4069019,14.11231785,146.3831074,1,0.022101045,1.068216448,-,0,1968.88,0.434109162,0.516491612,0.688996668,0.629000373,800.0262258,674.4069019,0.842980993,0.195961985,6,0.5,0: Broadleaf,1567691391,381.4737097,400.0520645,22.5057871,18.29317419,500.0126129,100.8867419,0.199995129,31.0098129,29.06853871,999.9,0,0,9995.726774,0,174.1990323,800.0262258,0.900005419,0.099994403,0,1115.086452,4.99911,8973.132258,7191.56871,40.687,43.508,42.304,43.419,42.82012903,715.5290323,79.49548387,0,74.19999981,1114.171154,-149.7596581,-1013.562051,8966.557308,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-18.2747,-5.84604878,0.612095298,0,1097.07,0,0,0,4.093947317,2.554716376,0.257610019,0,0,3,0/3,0,0,0,0,2,485.318,1229.77,30.4141,30.6922,30.0005,30.589,30.5213,28.8195,31.8833,56.0005,-999.9,400,17.9652,100.973,101.534
12,1567691476,1147.4,20190905 06:51:16,8:51:16,,3,2,B3_R3,1567691468,0.001830013,9.744945341,387.5577742,210.6017511,21.28806603,39.17515141,0.094905389,2.273766409,0.092758379,0.058162842,132.1537214,31.53915611,29.7452129,4.198495301,49.82568188,2.268053942,4.551977729,1.930441358,-80.70357328,173.0884029,17.00209075,241.5406418,-0.041826658,0.046954088,3.497801579,0,0,1,0,52606.95655,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-984-20190905-06_51_14,1518.937308,2034.44,0.253388005,0.5,674.3818867,9.744945341,85.44014034,1,0.015625753,1.001567999,-,0,2034.44,0.253388005,0.500391693,0.394696901,0.609393365,799.9961935,674.3818867,0.842981369,0.195962739,6,0.5,0: Broadleaf,1567691468,387.5577742,400.1022258,22.43774194,20.29109677,500.0225484,100.8820645,0.200029613,31.15721935,29.7452129,999.9,0,0,9998.50871,0,24.34495806,799.9961935,0.899994484,0.100005461,0,1523.382581,4.99911,12156.49355,7191.277419,40.796,43.681,42.375,43.59451613,42.95325806,715.4922581,79.50258065,0,76.4000001,1518.937308,-483.1497436,-3767.494017,12122.31538,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-12.4444878,-1.933827178,0.212739649,0,1465.06,0,0,0,2.050423171,1.973607178,0.201925753,0,0,3,0/3,0,0,0,0,2,505.51,1238.25,30.5154,30.7776,30.0005,30.6768,30.6147,28.8849,21.5131,55.6205,-999.9,400,20.1415,100.964,101.521
