SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,rootstocks_Vine_#,BH_Leaf,BH_Vine,BH_Block,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1567705966,0,20190905 10:52:46,12:52:46,,1,5,B2_R1,1567705958,0.006964481,17.1991423,375.8169032,244.9726868,24.80853409,38.05920806,0.249015971,2.277280546,0.234817206,0.147968947,330.4256861,37.36593016,36.44025484,6.114785549,51.00519663,3.250061113,6.372019574,2.864724436,-307.133602,92.56431595,9.661745792,125.5181459,-0.04192225,0.047061398,3.504113144,21,4,1,0,51700.13368,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1043-20190905-10_52_45,1102.851538,4181.78,0.736272224,0.5,1685.974635,17.1991423,620.6681473,1,0.010671526,-0.02623524,-,0,4181.78,0.736272224,-0.026942071,0.891561212,-0.032810935,1999.987742,1685.974635,0.842992484,0.195984969,6,0.5,0: Broadleaf,1567705958,375.8169032,399.598129,32.09283548,24.00319032,499.9703226,101.0706452,0.199967548,37.19420323,36.44025484,999.9,0,0,10002.66129,0,1831.075806,1999.987742,0.900000613,0.099999465,0,1105.631613,4.99911,22695.43871,18046.03548,49.13093548,50.10467742,49.83029032,49.69106452,50.167,1795.490968,199.4977419,0,2363.6,1102.851538,-460.3323071,-9439.186313,22636.65385,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-23.56709756,-4.169333101,0.416670693,0,1052.4,0,0,0,8.128626585,-0.714294983,0.079171608,0,0,3,0/3,0,0,0,0,2,474.728,1207.52,36.2162,36.8916,29.9993,36.9366,36.9059,29.6873,37.6872,69.2198,-999.9,400,23.7791,99.5734,100.323
2,1567706098,131.5999999,20190905 10:54:57,12:54:57,,2,5,B2_R1,1567706090,0.006842569,16.05840574,376.9916452,247.6909702,25.08461181,38.17938566,0.236227694,2.276831005,0.223407163,0.140723339,330.4276039,37.46999171,36.73975806,6.215870139,50.96841577,3.259132144,6.394415238,2.956737995,-301.7572908,63.68549229,6.660438604,99.01624404,-0.041910013,0.047047662,3.50330552,1,0,1,0,51675.00188,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1044-20190905-10_54_56,869.3592308,1222.51,0.288873522,0.5,1685.983937,16.05840574,243.5180589,1,0.009994867,2.330909359,-,0,1222.51,0.288873522,0.699781684,0.714674222,0.852217015,1999.99871,1685.983937,0.842992512,0.195985025,6,0.5,0: Broadleaf,1567706090,376.9916452,399.3576774,32.1813871,24.23439355,499.9902581,101.0738387,0.199985645,37.2585871,36.73975806,999.9,0,0,9999.425806,0,1548.720645,1999.99871,0.899999548,0.100000161,0,869.9747097,4.99911,17745.65484,18046.12581,49.69919355,50.762,50.35670968,50.10670968,50.68925806,1795.498387,199.5006452,0,130.7,869.3592308,-79.12690602,-2216.899146,17730.01154,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-22.11835366,-5.29030453,0.530700609,0,860.665,0,0,0,8.007884878,-1.301754355,0.13093157,0,0,3,0/3,0,0,0,0,2,499.553,1208.83,36.1813,36.6648,29.9997,36.7056,36.6802,29.7127,36.6851,69.9328,-999.9,400,24.1601,99.6219,100.361
3,1567706160,194.0999999,20190905 10:56:00,12:56:00,,3,5,B2_R1,1567706152,0.007029035,16.99499868,376.8378387,259.7365909,26.30442102,38.16366855,0.277973021,2.276553364,0.260399788,0.164236087,330.4278667,37.37146476,35.77780968,5.896262688,51.50270534,3.28649991,6.381218013,2.609762778,-309.9804525,177.087481,18.43326875,215.968164,-0.041902457,0.047039179,3.502806757,22,4,1,0,51672.37248,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1045-20190905-10_55_58,905.3531923,1295.37,0.301085256,0.5,1685.98432,16.99499868,253.8125101,1,0.010550382,2.143557439,-,0,1295.37,0.301085256,0.681889064,0.687857531,0.830426798,1999.999032,1685.98432,0.842992568,0.195985136,6,0.5,0: Broadleaf,1567706152,376.8378387,400.4128065,32.45174194,24.28979355,499.9490645,101.0734516,0.199999806,37.22067097,35.77780968,999.9,0,0,9997.66129,0,326.4755484,1999.999032,0.899997839,0.100002148,0,906.8886129,4.99911,18640.41935,18046.11613,50.06809677,50.99593548,50.62093548,50.44716129,51.002,1795.496129,199.5045161,0,62.19999981,905.3531923,-118.358188,-1710.793163,18605.68077,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-22.1908439,-23.52916516,2.537830912,0,893.589,0,0,0,7.81911122,6.056509338,0.625565762,0,0,3,0/3,0,0,0,0,2,473.643,1207.34,36.1774,36.6134,29.9998,36.6451,36.6106,29.7066,35.0115,67.1663,-999.9,400,23.4983,99.6345,100.355
4,1567706279,313.0999999,20190905 10:57:59,12:57:59,,1,3,B2_R1,1567706271,0.006089926,15.17892864,378.4717742,255.1020347,25.8370568,38.33210009,0.232620995,2.276845624,0.220177964,0.138673693,330.423561,37.60714369,35.94720645,5.951486243,51.56144384,3.277773423,6.357024124,2.67371282,-268.5657324,147.7628371,15.38626125,225.0069269,-0.041910411,0.047048108,3.503331783,11,2,1,0,51693.55563,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1046-20190905-10_57_57,1260.404231,1568.46,0.196406519,0.5,1685.963518,15.17892864,165.5671131,1,0.009473341,1.596221772,-,0,1568.46,0.196406519,0.614824892,0.366692763,0.748753857,1999.974516,1685.963518,0.8429925,0.195985001,6,0.5,0: Broadleaf,1567706271,378.4717742,399.4523226,32.36307742,25.29167419,500.0000968,101.0812581,0.200007032,37.15098387,35.94720645,999.9,0,0,9998.786774,0,566.7907742,1999.974516,0.900000258,0.099999787,0,1263.299032,4.99911,26027.09355,18045.89677,50.34045161,51.008,50.96951613,50.562,51.312,1795.477419,199.4974194,0,118.1999998,1260.404231,-487.594188,-9857.552135,25966.44615,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-21.10043171,0.639020906,0.440821732,1,1204.97,0,0,0,7.088462195,-0.380364878,0.053482823,0,1,3,3-Jan,0,0,0,0,2,487.918,1214.18,36.076,36.4395,29.9996,36.4611,36.4246,29.4426,32.8876,70.9204,-999.9,400,24.9471,99.6729,100.379
5,1567706399,433.0999999,20190905 10:59:59,12:59:59,,2,3,B2_R1,1567706391,0.005793277,16.94156597,376.7735161,220.3242201,22.31307511,38.15729274,0.198856239,2.276970178,0.189687244,0.119343089,330.4255238,38.29717612,36.77499355,6.227857232,49.95634032,3.280023769,6.565780737,2.947833463,-255.4835226,119.0567043,12.48204763,206.4807531,-0.041913801,0.047051914,3.503555545,24,5,1,0,51598.61255,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1047-20190905-10_59_57,889.8492692,8223.82,0.891796116,0.5,1685.976254,16.94156597,751.7735372,1,0.01051874,-0.504844464,-,0,8223.82,0.891796116,-1.019567444,0.97845606,-1.24166257,1999.99,1685.976254,0.842992342,0.195984684,6,0.5,0: Broadleaf,1567706391,376.7735161,399.7214839,32.38767742,25.66125806,500.0264839,101.0739355,0.199883161,37.74485806,36.77499355,999.9,0,0,10000.32,0,519.7416452,1999.99,0.90000629,0.099994032,0,891.6824839,4.99911,19710.60645,18046.07742,50.70732258,51.24587097,51.32419355,50.83232258,51.61483871,1795.504516,199.4887097,0,119.5999999,889.8492692,-145.2217776,-201.5931624,19704.76923,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-22.96159756,0.896510801,0.170019708,1,874.745,0,0,0,6.770777317,-0.858451777,0.092549633,0,1,3,3-Jan,0,0,0,0,2,471.983,1217.55,36.1266,36.3047,29.9999,36.3078,36.2694,29.5419,31.8666,73.2302,-999.9,400,25.8365,99.6991,100.406
6,1567706563,596.5999999,20190905 11:02:42,13:02:42,,3,3,B2_R1,1567706555,0.006437756,16.96385488,377.0345806,229.3247724,23.2237481,38.18233867,0.214024999,2.277009585,0.203443992,0.128059552,330.4285908,38.31156733,37.14136452,6.353690749,49.68209368,3.301881353,6.646018935,3.051809396,-283.9050611,101.5704816,10.67899754,158.7730089,-0.041914874,0.047053118,3.50362634,27,5,1,0,51562.64632,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1048-20190905-11_02_41,876.8842692,1203.85,0.271600059,0.5,1685.986167,16.96385488,228.956971,1,0.010531898,2.382539353,-,0,1203.85,0.271600059,0.704364119,0.687650677,0.857797655,2000.000968,1685.986167,0.842992676,0.195985351,6,0.5,0: Broadleaf,1567706555,377.0345806,400.3048065,32.60469355,25.13098065,499.9808387,101.0701613,0.199962548,37.96876774,37.14136452,999.9,0,0,10000.94935,0,1686.809355,2000.000968,0.899994258,0.100005758,0,878.5214194,4.99911,18375.69677,18046.11935,50.50177419,51.161,51.02196774,50.56006452,51.42706452,1795.49129,199.5119355,0,163.1999998,876.8842692,-130.5133333,-3339.552137,18342.02692,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-23.45011463,7.34901115,0.879676417,0,861.987,0,0,0,7.476939024,0.077216028,0.024733975,1,1,3,3-Jan,0,0,0,0,2,467.732,1212.32,36.3998,36.2714,30.0001,36.219,36.175,29.331,32.4107,72.9646,-999.9,400,25.3928,99.7202,100.415
7,1567706718,752.0999999,20190905 11:05:18,13:05:18,,1,1,B2_R1,1567706710,0.004420849,12.34081657,383.0934516,226.824261,22.9699098,38.794889,0.144375804,2.276868946,0.139475862,0.0875988,330.4321813,38.85831848,37.46342258,6.466121541,51.65638379,3.412896606,6.606921267,3.053224935,-194.9594363,48.67495216,5.123207983,189.2709051,-0.041911046,0.047048821,3.50337368,35,7,1,0,51576.12149,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1049-20190905-11_05_16,1061.187308,1319.61,0.195832627,0.5,1686.006833,12.34081657,165.0875732,1,0.007789764,2.085813233,-,0,1319.61,0.195832627,0.675936317,0.437084236,0.823177349,2000.025806,1686.006833,0.842992539,0.195985078,6,0.5,0: Broadleaf,1567706710,383.0934516,399.9350645,33.70181935,28.57549355,499.9906452,101.0675161,0.199913097,37.85995806,37.46342258,999.9,0,0,10000.29774,0,1466.612258,2000.025806,0.899999065,0.100000877,0,1063.880645,4.99911,21867.45806,18046.37097,49.649,50.50996774,50.19925806,49.891,50.64906452,1795.52129,199.5051613,0,154.8,1061.187308,-351.820513,-6579.863251,21818.73077,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-16.79441951,-0.691611847,0.119754338,1,1025.2,0,0,0,5.075727561,0.779488223,0.098199186,0,1,3,3-Jan,0,0,0,0,2,458.305,1214.58,36.5673,36.298,30.0002,36.219,36.155,29.8866,29.0968,79.2855,-999.9,400,28.0338,99.7195,100.407
8,1567706837,870.5999999,20190905 11:07:16,13:07:16,,2,1,B2_R1,1567706829,0.002580413,10.45270214,386.5090645,158.6983477,16.07107406,39.1410238,0.079655778,2.277173276,0.078139585,0.048971061,330.4231196,39.23016169,37.38770323,6.439533741,49.88219925,3.255424526,6.526224936,3.184109215,-113.7962348,30.18800084,3.172335115,249.9872208,-0.04191933,0.04705812,3.503920422,30,6,1,0,51623.50086,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1050-20190905-11_07_15,1150.182308,1350.95,0.14861223,0.5,1685.962065,10.45270214,125.2772912,1,0.006670068,2.014227025,-,0,1350.95,0.14861223,0.668239986,0.322475743,0.813804505,1999.972903,1685.962065,0.842992454,0.195984908,6,0.5,0: Broadleaf,1567706829,386.5090645,400.2486452,32.14660645,29.14975806,500.0176774,101.0680968,0.199964935,37.6336,37.38770323,999.9,0,0,10002.21677,0,968.7332581,1999.972903,0.900001839,0.099998161,0,1155.584839,4.99911,24029.72581,18045.86452,49.21341935,50.163,49.776,49.502,50.2176129,1795.479355,199.4941935,0,118,1150.182308,-533.6526495,-10372.66666,23920.25,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-13.8714878,1.735818815,0.280691104,0,1091.46,0,0,0,2.886602683,1.977445505,0.219618382,0,0,3,0/3,0,0,0,0,2,463.936,1212.09,36.4775,36.325,30.0003,36.2323,36.1584,29.9397,25.9564,78.3384,-999.9,400,29.0885,99.713,100.395
9,1567706930,963.5999999,20190905 11:08:49,13:08:49,,3,1,B2_R1,1567706922,0.003906156,13.29460472,381.9232258,195.1024907,19.75816412,38.67762913,0.1267746,2.277983594,0.122981457,0.077194756,330.4253351,38.871121,37.03032903,6.315323567,49.61408063,3.250666362,6.551902849,3.064657205,-172.2614855,82.96612222,8.703485206,249.833457,-0.04194139,0.047082885,3.505376337,31,6,1,0,51637.59322,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1051-20190905-11_08_48,1270.878077,8819.31,0.855898242,0.5,1685.974692,13.29460472,721.5113875,1,0.008355632,-0.538277938,-,0,8819.31,0.855898242,-1.165805106,0.93294843,-1.419755577,1999.988065,1685.974692,0.842992377,0.195984754,6,0.5,0: Broadleaf,1567706922,381.9232258,399.6677097,32.0987871,27.56167097,499.9792581,101.0707419,0.199949452,37.70589032,37.03032903,999.9,0,0,10007.21871,0,1888.390323,1999.988065,0.900004387,0.099995629,0,1275.568387,4.99911,26311.50323,18046.05484,48.929,50.12093548,49.5,49.31606452,49.937,1795.49871,199.4906452,0,92.4000001,1270.878077,-509.7979487,-10360.94359,26215.56923,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-17.70899268,-0.231834146,0.091022665,1,1214.17,0,0,0,4.559639024,-0.597322369,0.063716613,0,1,3,3-Jan,0,0,0,0,2,462.615,1216.38,36.4658,36.3726,30.0005,36.2626,36.1916,29.9574,31.9281,82.5506,-999.9,400,27.874,99.6961,100.387
10,1567707579,1613.1,20190905 11:19:39,13:19:39,,1,6,B1_R2,1567707571,0.006256363,15.32745301,379.947,254.8490398,25.80857028,38.47724464,0.232136182,2.27658474,0.21974214,0.138397223,330.4282045,38.32485286,37.15403226,6.358080791,54.55538449,3.616781751,6.629559638,2.741299041,-275.9056182,94.38300097,9.923578654,158.829166,-0.041903311,0.047040138,3.502863121,20,4,1,0,51556.58324,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1052-20190905-11_19_38,1068.09,1437.88,0.257177233,0.5,1685.988641,15.32745301,216.798947,1,0.009561294,1.831995716,-,0,1437.88,0.257177233,0.646892121,0.521188986,0.787806377,2000.004516,1685.988641,0.842992417,0.195984834,6,0.5,0: Broadleaf,1567707571,379.947,401.194871,35.71423548,28.47390323,499.9429677,101.07,0.200031452,37.92302903,37.15403226,999.9,0,0,9998.206452,0,618.1353548,2000.004516,0.900002581,0.099997161,0,1070.267419,4.99911,21251.8,18046.19677,48.07012903,48.782,48.49987097,48.56606452,49.2013871,1795.509677,199.4948387,0,649,1068.09,-177.1541878,-3468.533329,21210.16923,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-21.0300122,-3.385921254,0.477903774,0,1050.7,0,0,0,6.60666122,11.46733317,1.188660667,0,0,3,0/3,0,0,0,0,2,476.353,1208.62,36.9495,36.6517,29.9996,36.5206,36.4227,29.8895,35.043,87.553,-999.9,400,26.4364,99.6698,100.331
11,1567707697,1730.5,20190905 11:21:36,13:21:36,,2,6,B1_R2,1567707689,0.006447125,16.39153026,376.040129,248.6055828,25.176643,38.0821218,0.242758606,2.277005259,0.229242135,0.144427985,330.4317452,38.1367846,36.43807742,6.114055913,51.63308465,3.399714917,6.584373063,2.714340995,-284.3182066,166.8125526,17.46452872,230.3906198,-0.041914756,0.047052986,3.503618568,16,3,1,0,51591.03866,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1053-20190905-11_21_35,1100.742692,4340.42,0.746397194,0.5,1686.003434,16.39153026,629.214116,1,0.010192334,-0.061825814,-,0,4340.42,0.746397194,-0.065900144,0.896907639,-0.08025535,2000.021613,1686.003434,0.842992607,0.195985215,6,0.5,0: Broadleaf,1567707689,376.040129,398.6199032,33.57032581,26.09326774,499.9848387,101.0714194,0.200011161,37.79695161,36.43807742,999.9,0,0,10000.79677,0,303.6036129,2000.021613,0.89999671,0.10000329,0,1104.306452,4.99911,22102.22903,18046.30968,47.71341935,48.375,48.125,48.143,48.8506129,1795.513548,199.5093548,0,116.9000001,1100.742692,-326.4242735,-6450.676923,22034.26538,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-22.33845854,-5.298434843,0.641770379,0,1067.4,0,0,0,7.538062683,-1.184814774,0.119622802,0,0,3,0/3,0,0,0,0,2,481.665,1208.01,36.8356,36.4972,29.9998,36.3952,36.3186,29.9388,36.5264,86.6245,-999.9,400,25.7265,99.7006,100.353
12,1567707756,1789.5,20190905 11:22:35,13:22:35,,3,6,B1_R2,1567707748,0.007816284,18.77446069,374.4544194,240.7055986,24.37650181,37.92138149,0.2674512,2.276633216,0.251141814,0.15834602,330.4265822,37.56528862,36.68816129,6.198353093,48.82212688,3.192633957,6.539317643,3.005719136,-344.6981257,120.5689533,12.63261507,118.9300249,-0.041904631,0.047041619,3.502950203,23,5,1,0,51600.07098,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1054-20190905-11_22_34,1067.393077,7883.43,0.864602961,0.5,1685.978766,18.77446069,728.8511167,1,0.011605864,-0.483464685,-,0,7883.43,0.864602961,-0.935976051,0.95261741,-1.139862239,1999.992581,1685.978766,0.84299251,0.19598502,6,0.5,0: Broadleaf,1567707748,374.4544194,400.4980645,31.52564194,22.44107097,499.9600323,101.0709677,0.200053581,37.67049032,36.68816129,999.9,0,0,9998.425484,0,649.305129,1999.992581,0.899999839,0.100000023,0,1069.783226,4.99911,21289.63548,18046.05484,47.62093548,48.254,47.99593548,48.006,48.75193548,1795.494194,199.5,0,58.19999981,1067.393077,-389.5227351,-7365.709403,21244.33077,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-25.74518049,-5.155045296,0.557392245,0,1025.44,0,0,0,8.675831707,7.29323101,0.753501881,0,0,3,0/3,0,0,0,0,2,472.932,1206.28,36.7785,36.4402,29.9998,36.3404,36.2618,29.9232,45.962,81.2039,-999.9,400,21.0884,99.7085,100.368
