SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,plantID VOak 959,RIP_760,RIP_720,BAR-A12,seirra_loma,A10,A11,BAR_A07,BH_Block,BH_Vine,BH_Leaf,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,VineID,vineID,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564688405,0,20190801 12:40:05,12:40:05,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,5,1,1564688397,0.009714421,19.25086919,372.263871,282.8191262,28.61977276,37.67109932,0.43775997,2.27501664,0.395783876,0.250800037,330.4192856,32.92187243,32.67876129,4.961630357,49.06226568,2.57026685,5.238785479,2.391363507,-428.4059793,118.790761,11.9775669,32.78163416,-0.041860651,0.046992248,3.500046595,0,0,1,0,52222.82425,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1905-20190801-12_40_06,902.2142692,1148.01,0.214105914,0.5,1685.94127,19.25086919,180.4849986,1,0.011326857,-0.998454839,-,0,1148.01,0.214105914,-646.181852,0.214730359,732.6057861,1999.948065,1685.94127,0.842992525,0.195985051,6,0.5,0: Broadleaf,1564688397,372.263871,399.7033871,25.39924516,14.03849032,500.0204194,100.9946452,0.199970419,33.64729032,32.67876129,999.9,9995.48,0,2002.81,1999.948065,0.899999065,0.100000613,0,902.3300323,4.99935,18201.19032,17136.14194,42.99577419,45.46345161,43.56032258,44.96758065,44.69332258,1795.451613,199.4964516,0,106.2,902.2142692,-19.72270084,-269.6957262,18199.60769,15,100,100,3.005,0.143,2,485.388,482.826,32.7109,34.4172,30.0008,34.2393,34.1384,19.0973,47.2233,90.208,-999.9,400.1,14.4585,99.625,112.613
2,1564688492,87,20190801 12:41:32,12:41:32,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,5,2,1564688484,0.009271682,19.73870406,372.1102581,275.8072238,27.91181374,37.65772365,0.410027984,2.275376444,0.372966313,0.236153996,330.4250683,33.43215902,33.06119355,5.069503912,49.55633851,2.649678362,5.34680011,2.41982555,-408.8811631,116.7229695,11.81037897,50.07725358,-0.041870437,0.047003234,3.50069278,0,0,1,0,52172.48477,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1906-20190801-12_41_33,1028.986154,1353.2,0.239590486,0.5,1685.970165,19.73870406,201.971206,1,0.011616013,-0.998689137,-,0,1353.2,0.239590486,-761.8561442,0.240183039,863.7509978,1999.982258,1685.970165,0.842992561,0.195985122,6,0.5,0: Broadleaf,1564688484,372.1102581,399.9356774,26.18247742,15.34820645,500.0203226,101.0004516,0.199993226,34.0127129,33.06119355,999.9,9997.241935,0,1996.757742,1999.982258,0.899997839,0.100002094,0,1030.903226,4.99935,20572.13548,17136.42903,44.19941935,46.25174194,44.61054839,45.68122581,45.77796774,1795.480323,199.5022581,0,86.39999986,1028.986154,-177.7839318,-3372.854704,20535.78462,15,100,100,3.005,0.143,2,486.622,484.089,32.9584,34.6044,30.0008,34.4458,34.352,19.111,42.2506,90.2201,-999.9,400.1,15.6864,99.6062,112.58
3,1564688549,144,20190801 12:42:29,12:42:29,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,5,3,1564688541,0.009808041,20.40002556,371.3490645,278.2622519,28.16039678,37.58086816,0.442647378,2.275832798,0.399791601,0.253373513,330.4239186,33.47058167,33.23199355,5.118337289,50.49031564,2.731881053,5.410703059,2.386456236,-432.5346021,121.9458643,12.35956944,32.19475028,-0.041882851,0.04701717,3.501512427,0,0,1,0,52151.11934,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1907-20190801-12_42_30,1414.584231,1717.75,0.176490042,0.5,1685.965657,20.40002556,148.7780746,1,0.012008295,-0.998967335,-,0,1717.75,0.176490042,-967.3684169,0.17683372,1096.749618,1999.977097,1685.965657,0.842992482,0.195984964,6,0.5,0: Broadleaf,1564688541,371.3490645,400.1972903,26.99462581,15.54366774,500.0425161,101.0009032,0.200019968,34.22589032,33.23199355,999.9,10000.16129,0,1959.469032,1999.977097,0.900000419,0.099999587,0,1419.49871,4.99935,28375.30968,17136.3871,44.92729032,46.7256129,45.29009677,46.16916129,46.43129032,1795.480645,199.4964516,0,56.4000001,1414.584231,-546.352479,-10313.59659,28282.08077,15,100,100,3.005,0.143,2,494.491,483.704,33.1191,34.7179,30.0007,34.5643,34.4729,19.115,43.8737,87.1406,-999.9,400.1,15.1012,99.5975,112.573
4,1564688656,250.5999999,20190801 12:44:15,12:44:15,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,3,1,1564688648,0.008939091,21.65911791,370.2355806,259.7281093,26.28488202,37.4684072,0.382528097,2.275569382,0.35006296,0.221476149,330.4219935,34.26657055,33.66149355,5.242948058,49.59371636,2.760891344,5.567018458,2.482056715,-394.2138951,132.0991927,13.45196571,81.75925688,-0.041875685,0.047009125,3.501039305,0,0,1,0,52055.75846,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1908-20190801-12_44_17,1082.590769,1470.63,0.263859183,0.5,1685.956351,21.65911791,222.4275329,1,0.012755173,-0.998793809,-,0,1470.63,0.263859183,-828.0564081,0.26445953,938.805251,1999.966129,1685.956351,0.842992452,0.195984904,6,0.5,0: Broadleaf,1564688648,370.2355806,400.1971935,27.28112258,16.84713871,500.0135484,101.0015484,0.199981548,34.73826774,33.66149355,999.9,9998.386452,0,1897.706129,1999.966129,0.900002355,0.099997871,0,1083.834516,4.99935,21687.31613,17136.3129,46.18525806,47.74764516,46.53403226,47.18525806,47.61064516,1795.474516,199.4935484,0,105.8,1082.590769,-136.1292309,-2491.466668,21663.18462,15,100,100,3.005,0.143,2,496.358,477.875,33.4717,34.9486,30.001,34.8051,34.7193,19.1234,38.1845,82.0906,-999.9,400.1,16.7523,99.5669,112.541
5,1564688761,355.5,20190801 12:46:00,12:46:00,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,3,2,1564688753,0.008642488,21.39398594,370.5190323,252.2288506,25.52545203,37.49636792,0.34941827,2.277680155,0.322138424,0.203609726,330.423242,34.75144868,34.34469677,5.446604336,49.97928142,2.842768157,5.687893214,2.603836179,-381.1337153,95.93601184,9.811443864,55.03698242,-0.041933128,0.04707361,3.504831115,0,0,1,0,52058.60801,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1909-20190801-12_46_02,856.9247308,1223.77,0.299766516,0.5,1685.961156,21.39398594,252.6973509,1,0.012597878,-0.998550496,-,0,1223.77,0.299766516,-688.8909722,0.30058652,781.0270602,1999.971613,1685.961156,0.842992543,0.195985086,6,0.5,0: Broadleaf,1564688753,370.5190323,400.0410968,28.0907129,18.00879032,499.8876452,100.9995484,0.200024806,35.12597097,34.34469677,999.9,10012.3,0,965.0432258,1999.971613,0.899999097,0.100000616,0,857.3182258,4.99935,17597.57419,17136.34516,47.28606452,48.669,47.64690323,48.13483871,48.62277419,1795.471935,199.5,0,104.3999999,856.9247308,-50.34136751,-727.4974359,17590.77308,15,100,100,3.005,0.143,2,495.486,458.564,33.8272,35.1602,30.0005,35.0233,34.944,19.1437,34.3993,78.7055,-999.9,400,17.8427,99.5428,112.513
6,1564688832,427.0999999,20190801 12:47:12,12:47:12,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,3,3,1564688824,0.008038284,19.20124112,373.4133226,256.9180572,25.9981225,37.78654334,0.318281941,2.274735792,0.295450019,0.186570951,330.4234197,35.1782553,34.55701935,5.511280603,49.8581568,2.872195159,5.760732734,2.639085444,-354.4883182,98.00281999,10.05745391,83.99537545,-0.041853014,0.046983674,3.499542236,0,0,1,0,51924.27448,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1910-20190801-12_47_13,1255.136538,1552.03,0.191293636,0.5,1685.962712,19.20124112,161.2569685,1,0.011297277,-0.998857071,-,0,1552.03,0.191293636,-873.9450351,0.191706001,990.8312768,1999.973548,1685.962712,0.842992505,0.19598501,6,0.5,0: Broadleaf,1564688824,373.4133226,400.0553871,28.38354194,19.01186129,500.0252903,100.9923226,0.199951645,35.35615806,34.55701935,999.9,9993.886129,0,353.1795161,1999.973548,0.9,0.100000019,0,1259.428387,4.99935,25569.04194,17136.37742,47.905,49.167,48.29816129,48.663,49.22754839,1795.476774,199.4977419,0,71,1255.136538,-372.5275213,-7425.340171,25484.18462,15,100,100,3.005,0.143,2,492.856,484.941,34.006,35.2414,30.0003,35.1236,35.0434,19.1784,30.6409,77.178,-999.9,400,18.9412,99.54,112.499
7,1564688996,590.7,20190801 12:49:55,12:49:55,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,2,1,1564688988,0.010580598,22.15434221,370.0951935,270.7477107,27.39758871,37.4507909,0.449833762,2.274338577,0.405623409,0.257123703,330.4275905,34.9559181,35.05190968,5.664628376,52.71436762,3.139880799,5.956404184,2.524747577,-466.6043519,111.6176305,11.51821519,-13.04091573,-0.041842213,0.04697155,3.498828946,0,0,1,0,51809.58938,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1911-20190801-12_49_57,1110.195769,1521.7,0.27042402,0.5,1685.981494,22.15434221,227.9649464,1,0.013048713,-0.998834291,-,0,1521.7,0.27042402,-856.8467297,0.271018608,971.4461495,1999.995484,1685.981494,0.84299265,0.195985301,6,0.5,0: Broadleaf,1564688988,370.0951935,401.3803226,31.02884516,18.72572903,499.9852258,100.9923226,0.199996452,35.96222581,35.05190968,999.9,9991.307097,0,1700.092581,1999.995484,0.899995452,0.100004526,0,1111.032258,4.99935,22616.46774,17136.53226,49.11474194,50.12274194,49.4776129,49.56822581,50.36074194,1795.487419,199.5096774,0,162.5999999,1110.195769,-133.0820513,-2552.748718,22601.43462,15,100,100,3.254,0.255,2,498.358,482.472,34.4243,35.4464,30.0009,35.3358,35.2608,18.9775,36.455,98.4762,-999.9,400,17.8999,99.5111,112.47
8,1564689084,678.7,20190801 12:51:23,12:51:23,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,2,2,1564689076,0.009084468,18.4511516,373.8849032,269.1026682,27.23087661,37.83393801,0.350089508,2.275861882,0.322689108,0.203963502,330.4267327,35.72417248,35.36149355,5.762430641,50.21677631,3.037521108,6.048817409,2.724909533,-400.6250397,108.0926396,11.17898955,49.07332211,-0.041883643,0.047018058,3.501564667,0,0,1,0,51811.78065,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1912-20190801-12_51_25,968.4946538,1278.94,0.242736443,0.5,1685.977384,18.4511516,204.6240764,1,0.01085228,-0.998613023,-,0,1278.94,0.242736443,-719.9926375,0.243371724,816.2884342,1999.990645,1685.977384,0.842992635,0.19598527,6,0.5,0: Broadleaf,1564689076,373.8849032,400.1004839,30.01758065,19.44411935,500.0315806,100.9914516,0.199951645,36.24247097,35.36149355,999.9,10001.28613,0,1464.259677,1999.990645,0.899996161,0.100003794,0,969.4866129,4.99935,19938.15806,17136.49355,49.72354839,50.88074194,50.14287097,50.19735484,50.97154839,1795.483226,199.5080645,0,87.4000001,968.4946538,-130.805983,-2177.217095,19922.12308,15,100,100,3.254,0.255,2,491.556,482.006,34.6859,35.6425,30.001,35.5169,35.4391,19.2532,30.5,96.8339,-999.9,400,19.2942,99.4786,112.437
9,1564689143,738.2,20190801 12:52:23,12:52:23,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,2,3,1564689135,0.005774949,16.03017027,378.0846452,228.4172823,23.11476893,38.26041148,0.197930167,2.275553447,0.188838899,0.118806323,330.4203001,37.14662503,35.97757742,5.961434568,48.72946988,3.003828528,6.164295519,2.957606039,-254.6752502,74.8227066,7.775425556,158.343182,-0.041875252,0.047008639,3.501010683,0,0,1,0,51744.17885,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1913-20190801-12_52_24,1520.495769,1848.65,0.1775102,0.5,1685.946437,16.03017027,149.6363444,1,0.009416502,-0.999040457,-,0,1848.65,0.1775102,-1041.16229,0.177831344,1180.413092,1999.954194,1685.946437,0.842992526,0.195985052,6,0.5,0: Broadleaf,1564689135,378.0846452,399.9426452,29.68346129,22.95870645,499.9612903,100.9953871,0.199972129,36.58748065,35.97757742,999.9,9998.892903,0,1260.404516,1999.954194,0.899998742,0.100001113,0,1523.726452,4.99935,30993.1,17136.2129,50.17306452,51.36470968,50.55612903,50.62683871,51.403,1795.457097,199.4970968,0,58.79999995,1520.495769,-534.8776069,-10592.31453,30930.24615,15,100,100,3.254,0.255,2,497.078,483.556,34.8779,35.7735,30.0009,35.6395,35.5624,19.3485,15.8028,99.4729,-999.9,400,23.1395,99.4521,112.416
10,1564689444,1039.2,20190801 12:57:24,12:57:24,1,23293,1_1,23509,31,23522,23316,23388,B3_R2,5,1,1564689436,0.007533135,15.29925409,378.2066774,268.6070263,27.17976739,38.2699204,0.273660889,2.27550061,0.256603348,0.161820966,330.4221953,37.45801356,36.86885484,6.259886794,53.04735368,3.431559716,6.468861268,2.828327078,-332.2112323,73.89495739,7.745491286,79.85141163,-0.041873815,0.047007025,3.500915786,0,0,1,0,51595.03814,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1914-20190801-12_57_25,1196.195,1363.52,0.122715472,0.5,1685.957189,15.29925409,103.4465159,1,0.00898291,-0.998699058,-,0,1363.52,0.122715472,-767.6739653,0.123016667,870.3469264,1999.967097,1685.957189,0.842992463,0.195984926,6,0.5,0: Broadleaf,1564689436,378.2066774,399.9845484,33.91276452,25.17961935,500.0030323,100.987871,0.199978645,37.47120968,36.86885484,999.9,9999.293871,0,407.3730645,1999.967097,0.900001194,0.099998658,0,1200.689032,4.99935,24462.8129,17136.33226,50.25,51.173,50.681,50.562,51.5,1795.472903,199.4941935,0,300.0999999,1196.195,-587.5374359,-11438.06496,24377.64615,15,100,100,3.254,0.255,2,497.749,485.908,35.6943,36.2048,30.0003,36.0675,35.9834,19.454,2.59814,100,-999.9,400,24.3931,99.3931,112.348
11,1564689548,1143.2,20190801 12:59:08,12:59:08,1,23293,1_1,23509,31,23522,23316,23388,B3_R2,5,2,1564689540,0.005904556,11.62742366,383.3063226,271.7587432,27.49907169,38.786491,0.202736446,2.275530837,0.193209625,0.121574649,330.4256557,38.03893027,36.63651613,6.18086256,49.82845841,3.232316607,6.486888637,2.948545953,-260.3909225,108.6760621,11.38104665,190.0918419,-0.041874637,0.047007948,3.500970075,0,0,1,0,51587.53751,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1915-20190801-12_59_09,797.3659231,946.438,0.15750855,0.5,1685.970965,11.62742366,132.7774209,1,0.006804963,-0.998125752,-,0,946.438,0.15750855,-532.5471796,0.158066112,603.7729842,1999.982903,1685.970965,0.842992689,0.195985377,6,0.5,0: Broadleaf,1564689540,383.3063226,399.9757419,31.94327097,25.0838871,499.9818065,100.9892903,0.199990194,37.52237742,36.63651613,999.9,9999.349677,0,1644.246452,1999.982903,0.899994194,0.100005732,0,797.9866129,4.99935,16587.72903,17136.42903,50.028,51.022,50.48577419,50.375,51.312,1795.473548,199.5109677,0,103.2,797.3659231,-66.2987351,-1262.222224,16575.74615,15,100,100,3.254,0.255,2,494.777,482.504,35.8786,36.2958,30.0005,36.16,36.0803,19.4591,0,100,-999.9,400,31.7334,99.3838,112.329
12,1564689646,1240.7,20190801 13:00:45,13:00:45,1,23293,1_1,23509,31,23522,23316,23388,B3_R2,5,3,1564689638,0.010413827,16.85962885,376.7349677,299.7840438,30.33483413,38.12141771,0.464646521,2.276531648,0.417679539,0.264872776,330.4274735,36.68049916,35.76865484,5.893290922,53.44559411,3.487331101,6.525011385,2.405959821,-459.2497728,228.469086,23.82813447,123.4749211,-0.041901867,0.047038516,3.502767747,0,0,1,0,51601.7888,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1916-20190801-13_00_47,1065.124231,1337.49,0.203639481,0.5,1685.981188,16.85962885,171.6661669,1,0.009908281,-0.99867374,-,0,1337.49,0.203639481,-752.999752,0.20414905,853.7101026,1999.995161,1685.981188,0.842992634,0.195985267,6,0.5,0: Broadleaf,1564689638,376.7349677,401.6743871,34.46355484,22.39765806,500.0007742,100.9889677,0.19998729,37.63017742,35.76865484,999.9,10005.88387,0,1488.721935,1999.995161,0.899996355,0.100003729,0,1066.21129,4.99935,21523.80968,17136.53871,49.937,51.187,50.417,50.429,51.25,1795.49,199.5087097,0,96.5999999,1065.124231,-270.7285466,-5259.43589,21502.45769,15,100,100,3.352,0.315,2,498.843,477.156,36.0809,36.4216,30.0002,36.2631,36.1788,19.1859,26.5294,99.6259,-999.9,400,20.8449,99.3635,112.314
13,1564689751,1346.2,20190801 13:02:31,13:02:31,1,23293,1_1,23509,31,23522,23316,23388,B3_R2,3,1,1564689743,0.010458406,16.29005025,375.7349677,280.000045,28.33288748,38.0201959,0.353803212,2.275137157,0.325835117,0.205975219,330.4301704,36.63222019,36.42463871,6.109554378,46.18282323,3.007995768,6.513234917,3.10155861,-461.2156924,143.7906333,15.05102894,28.05614032,-0.041863929,0.046995928,3.50026303,0,0,1,0,51562.49509,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1917-20190801-13_02_32,1106.683846,1320.97,0.162218789,0.5,1685.996264,16.29005025,136.7501362,1,0.009570364,-0.998657153,-,0,1320.97,0.162218789,-743.6867284,0.1626298,843.1515038,2000.013226,1685.996264,0.842992557,0.195985114,6,0.5,0: Broadleaf,1564689743,375.7349677,399.9982903,29.72654839,17.54965484,500.0050323,100.988871,0.199996613,37.59693548,36.42463871,999.9,9996.834194,0,1527.055806,2000.013226,0.899998419,0.100001697,0,1109.529677,4.99935,22952.89355,17136.6871,49.8363871,51.183,50.32012903,50.32012903,51.129,1795.509032,199.5051613,0,105,1106.683846,-228.7158971,-4634.270079,22893.96923,15,100,100,3.352,0.315,2,496.388,471.794,36.1917,36.4917,30.0004,36.3567,36.2777,19.305,38.6178,97.3294,-999.9,400,17.1263,99.3615,112.307
14,1564689839,1433.7,20190801 13:03:58,13:03:58,1,23293,1_1,23509,31,23522,23316,23388,B3_R2,3,2,1564689831,0.009440297,20.59871215,371.147,260.338281,26.3430651,37.55555866,0.366404665,2.274968587,0.33649694,0.212793873,330.4279346,36.47131917,35.67411935,5.862679623,49.68043353,3.150320786,6.341170078,2.712358838,-416.3171,175.5185401,18.26326812,107.8926428,-0.041859344,0.046990781,3.499960297,0,0,1,0,51638.81265,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1918-20190801-13_04_00,1018.321615,1399.08,0.272149116,0.5,1685.985331,20.59871215,229.4197083,1,0.012126001,-0.998732124,-,0,1399.08,0.272149116,-787.7206431,0.272800067,893.0747578,2000.000323,1685.985331,0.84299253,0.195985059,6,0.5,0: Broadleaf,1564689831,371.147,400.0674194,31.13339677,20.1586871,500.0435806,100.9878387,0.199988903,37.10519355,35.67411935,999.9,9995.841613,0,1504.796129,2000.000323,0.899999194,0.100000806,0,1020.062903,4.99935,20952.89677,17136.60968,49.633,51.08435484,50.23170968,50.11077419,50.929,1795.498387,199.5019355,0,87,1018.321615,-159.1244444,-2979.015384,20921.13077,15,100,100,3.352,0.315,2,486.176,476.929,36.063,36.4948,30,36.3837,36.3013,19.3969,28.5666,95.0604,-999.9,400,19.8931,99.3599,112.31
