SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH_Leaf,BH_Vine,BH_Block,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564060060,0,20190725 13:07:39,8:07:39,1,5,B3_R2,1564060052,0.002392334,10.85471516,397.4734516,263.4679661,26.63581321,40.18336184,0.143198384,2.273868507,0.138370469,0.086901752,66.0628982,29.53997974,28.39798065,3.883779553,51.8599346,2.188371441,4.219772851,1.695408113,-105.5019305,175.9275808,17.05302397,153.5415725,-0.041829434,0.046957204,3.497984896,38,8,1,0,52840.66083,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2491-20190725-13_07_41,1307.906538,2901.81,0.549279057,0.5,337.1844009,10.85471516,92.60416496,1,0.030722807,0.386600088,-,0,2901.81,0.549279057,0.278811527,0.755532013,0.347159402,2491,300,300,300,10493.3,2805.7,-0.00838506,-8.79834,399.9992581,337.1844009,0.842962566,0.195925132,6,0.5,0: Broadleaf,1564060052,397.4734516,411.6406129,21.64626129,18.83751613,499.9846129,100.8969355,0.200035097,29.83308387,28.39798065,999.9,0,0,9997.698387,0,0.00191117,399.9992581,0.900003516,0.099996555,0,1310.559355,4.99961,5084.165484,3264.445806,38.937,42.37093548,40.679,42.129,41.554,355.5003226,39.50096774,0,8156.4,1307.906538,-209.0608547,-805.7199998,5073.865,15,1564060093,13:08:12,11,3.367,0.189,413,19,0.12,0.04,-14.08321707,2.408287108,0.505538957,0,1322.125294,-234.1826042,23.14645942,0,2.628484878,0.209969268,0.031068728,0,0,3,0/3,100,100,3.367,0.189,2,457.358,528.286,29.1496,29.9338,30.0013,29.7721,29.7323,19.6098,33.9692,64.676,-999.9,412.852,18.5005,101.27,100.443
2,1564060188,128,20190725 13:09:47,8:09:47,2,5,B3_R2,1564060180,0.003189697,11.54646514,396.6779677,279.776393,28.28556928,40.10439201,0.179260733,2.273780447,0.171763147,0.107999464,66.06405147,29.65757811,29.00356129,4.022601636,51.08177932,2.202935415,4.312565936,1.819666221,-140.6656437,148.1155414,14.42796119,87.94191039,-0.04182704,0.046954517,3.497826785,36,7,1,0,52771.83764,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2492-20190725-13_09_49,1413.448846,3016.86,0.531483448,0.5,337.1928337,11.54646514,89.6062049,1,0.032773536,0.333721154,-,0,3016.86,0.531483448,0.250218086,0.720733397,0.311556563,2492,300,300,300,10422.3,2909.5,-0.00832818,-12.9778,400.0096129,337.1928337,0.842961826,0.195923652,6,0.5,0: Broadleaf,1564060180,396.6779677,412.0528387,21.78953226,18.04510968,499.9748387,100.9006452,0.199983742,30.21183871,29.00356129,999.9,0,0,9996.75871,0,0.00191117,400.0096129,0.900015355,0.099984781,0,1413.983226,4.99961,5608.350645,3264.542258,39.19512903,42.562,40.99187097,42.31809677,41.812,355.5148387,39.4916129,0,127.2,1413.448846,-94.09196567,-363.2868371,5606.520769,15,1564060093,13:08:12,11,3.367,0.189,413,19,0.12,0.04,-16.45981463,14.80169059,2.133919043,0,1418.062647,-93.56346062,9.170638347,0,3.757470488,-0.198016725,0.027290476,0,0,3,0/3,100,100,3.367,0.189,2,459.9,523.041,29.5037,30.2474,30.0012,30.0969,30.0511,19.6591,36.1889,63.1221,-999.9,414.194,17.9059,101.23,100.387
3,1564060275,215,20190725 13:11:14,8:11:14,3,5,B3_R2,1564060267,0.003046706,11.7249457,397.2404194,264.7470084,26.76447377,40.15883258,0.158866899,2.273727578,0.152947799,0.096105807,66.06421344,29.90747449,29.51796129,4.143900458,50.26849981,2.193224255,4.363019115,1.950676202,-134.3597367,109.9359617,10.74723717,52.38767568,-0.041825603,0.046952903,3.49773186,16,3,1,0,52734.67013,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2493-20190725-13_11_16,1175.916154,2738.47,0.570593743,0.5,337.1926518,11.7249457,96.20000859,1,0.033302867,0.469305853,-,0,2738.47,0.570593743,0.319406509,0.802831402,0.397705841,2493,300,300,300,10491.4,2611.39,-0.00838414,-22.2375,400.0092581,337.1926518,0.842962119,0.195924238,6,0.5,0: Broadleaf,1564060267,397.2404194,412.7599355,21.6947871,18.11869032,500.0885484,100.8946129,0.199914806,30.41480323,29.51796129,999.9,0,0,9997.012903,0,0.00191117,400.0092581,0.900013065,0.099987019,0,1176.392581,4.99961,4548.399677,3264.536452,39.375,42.631,41.11483871,42.5,42,355.5135484,39.49580645,0,86.39999986,1175.916154,-38.70427352,-131.4389745,4546.518077,15,1564060093,13:08:12,11,3.367,0.189,413,19,0.12,0.04,-15.16145122,-7.678958885,0.873943962,0,1178.245882,-39.0968138,3.846438473,0,3.536889756,0.709354495,0.074476939,0,0,3,0/3,100,100,3.367,0.189,2,484.479,522.9,29.7371,30.4771,30.0009,30.3149,30.2686,19.7098,34.4372,60.4877,-999.9,414.332,17.994,101.191,100.345
4,1564060476,416.5,20190725 13:14:36,8:14:36,1,3,B3_R2,1564060468,0.00454931,14.53390652,397.9240323,295.9606644,29.92023948,40.22825926,0.266878751,2.27530862,0.250627994,0.158020034,66.06541378,29.93359681,29.29177419,4.090176907,51.47486917,2.313246915,4.49393452,1.776929992,-200.6245746,201.2093631,19.68481416,86.33501639,-0.041868592,0.047001163,3.50057097,0,0,1,0,52696.82972,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2494-20190725-13_14_38,1364.083462,3307.17,0.587537544,0.5,337.1975529,14.53390652,99.05811099,1,0.041632695,0.216644442,-,0,3307.17,0.587537544,0.178067178,0.77259784,0.221718577,2494,300,300,300,10379.2,3155.82,-0.00829437,-8.38013,400.0149032,337.1975529,0.842962475,0.19592495,6,0.5,0: Broadleaf,1564060468,397.9240323,417.5361613,22.88183871,17.54782581,500.0228065,100.8953226,0.200002161,30.93207097,29.29177419,999.9,0,0,10007.21774,0,0.00191117,400.0149032,0.899997452,0.100002635,0,1365.589677,4.99961,5377.706452,3264.569032,39.762,42.98780645,41.49187097,42.86280645,42.429,355.5125806,39.50096774,0,201,1364.083462,-137.3835898,-529.7299149,5372.015385,15,1564060093,13:08:12,11,3.367,0.189,413,19,0.12,0.04,-19.49803171,-1.608733798,0.225076146,0,1371.395588,-143.9179059,14.15305604,0,5.359292683,-0.506780697,0.057588616,0,0,3,0/3,100,100,3.367,0.189,2,510.875,518.75,30.2345,30.807,30.0006,30.6788,30.6413,19.8738,37.1459,58.5232,-999.9,418.48,17.2317,101.149,100.302
5,1564060603,543,20190725 13:16:42,8:16:42,2,3,B3_R2,1564060595,0.001267056,7.279060039,397.8025806,192.5281842,19.46444596,40.21752382,0.060403776,2.275502777,0.059526935,0.037282054,66.06035675,31.15803691,30.1758,4.303660743,49.00372024,2.221162533,4.532640628,2.08249821,-55.87718827,111.2299632,10.9367169,132.3498486,-0.041873874,0.047007091,3.500919678,41,8,1,0,52677.21837,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2495-20190725-13_16_44,1694.452308,2845.55,0.404525555,0.5,337.1706018,7.279060039,68.19706237,1,0.020119181,0.414014865,-,0,2845.55,0.404525555,0.292793856,0.560585735,0.364569361,2495,300,300,300,10364.2,2802.01,-0.00828025,5.65723,399.9827742,337.1706018,0.842962806,0.195925613,6,0.5,0: Broadleaf,1564060595,397.8025806,407.1417419,21.97012903,20.48315484,500.0298065,100.8992903,0.199912581,31.08249032,30.1758,999.9,0,0,10008.08645,0,0.00191117,399.9827742,0.899994645,0.100005516,0,1695.645806,4.99961,6653.384839,3264.30129,40,43.19512903,41.7113871,43.09858065,42.653,355.4825806,39.50258065,0,125.8,1694.452308,-134.8273505,-520.109402,6648.522308,15,1564060093,13:08:12,11,3.367,0.189,413,19,0.12,0.04,-11.10778805,25.03862174,3.355224343,0,1701.125882,-113.8396448,11.31089821,0,1.46513561,0.395909268,0.040621077,0,0,3,0/3,100,100,3.367,0.189,2,453.896,522.044,30.4487,30.9722,30.0004,30.8644,30.8225,19.6527,24.1082,56.5991,-999.9,409.052,20.6846,101.126,100.263
6,1564060659,599.5,20190725 13:17:39,8:17:39,3,3,B3_R2,1564060651,0.003981664,13.34360587,397.7254516,298.3503014,30.16350238,40.21042563,0.249475793,2.274520522,0.235209922,0.148219909,66.06174899,30.31115159,28.98626774,4.018578082,51.968528,2.361126208,4.543377115,1.657451874,-175.591376,262.1391521,25.64033011,178.2498552,-0.04184716,0.046977103,3.499155663,34,7,1,0,52637.83737,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2496-20190725-13_17_41,1435.627308,3313.79,0.566771791,0.5,337.1787718,13.34360587,95.55170815,1,0.038104837,0.214213936,-,0,3313.79,0.566771791,0.176421905,0.744822704,0.219669983,2496,300,300,300,10402.2,3176.44,-0.00831249,-16.2891,399.9926129,337.1787718,0.842962497,0.195924994,6,0.5,0: Broadleaf,1564060651,397.7254516,415.6377097,23.35414194,18.68783548,500.0111613,100.9009677,0.199993903,31.12401613,28.98626774,999.9,0,0,10001.53548,0,0.00191117,399.9926129,0.899997323,0.10000269,0,1438.685484,4.99961,5658.955806,3264.385484,40.133,43.284,41.82622581,43.161,42.792,355.4919355,39.49903226,0,56,1435.627308,-240.9452991,-985.9121365,5646.454231,15,1564060093,13:08:12,11,3.367,0.189,413,19,0.12,0.04,-18.02966341,2.97755331,0.349124012,0,1449.716765,-271.9137048,26.78492472,0,4.566700732,1.882691498,0.202851087,0,0,3,0/3,100,100,3.367,0.189,2,462.88,517.601,30.5364,31.0371,30.0005,30.9322,30.8868,19.8772,33.1037,55.066,-999.9,416.53,18.1647,101.121,100.253
7,1564060871,811.5,20190725 13:21:11,8:21:11,1,2,B3_R2,1564060863,0.004255582,13.7949891,396.8753226,286.3354448,28.95137601,40.12806274,0.23135499,2.274734879,0.21903241,0.137947672,66.06086805,30.46103929,29.86918387,4.2285415,50.54126954,2.327766096,4.605673972,1.900775404,-187.6711599,183.2305019,18.02004213,79.64025211,-0.041852989,0.046983646,3.499540596,34,7,1,0,52603.6752,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2497-20190725-13_21_13,1322.101154,3135,0.578277144,0.5,337.1712633,13.7949891,97.48921758,1,0.039444421,0.283460925,-,0,3135,0.578277144,0.220856685,0.773805982,0.274997507,2497,300,300,300,10452.2,3009.02,-0.0083528,-10.3218,399.9832903,337.1712633,0.842963372,0.195926745,6,0.5,0: Broadleaf,1564060863,396.8753226,415.4553871,23.02211613,18.03315806,500.0173548,100.91,0.199997161,31.36329032,29.86918387,999.9,0,0,10002.03323,0,0.00191117,399.9832903,0.899973387,0.100026619,0,1322.197419,4.99961,5163.282258,3264.286452,40.312,43.508,42.062,43.25,42.94106452,355.473871,39.51,0,211.2,1322.101154,-18.52068373,-66.839658,5162.893846,15,1564060901,13:21:41,12,3.322,0.147,416,18,0.14,0.02,-18.58127561,2.854298258,0.388504657,0,1323.283235,-22.81941154,2.275920913,0,5.025659268,0.062335819,0.01953665,1,1,3,3-Jan,100,100,3.322,0.147,2,462.241,515.967,30.7826,31.254,30.0004,31.1676,31.1323,19.8938,35.2004,56.52,-999.9,416.515,17.9984,101.079,100.212
8,1564060976,916,20190725 13:22:55,8:22:55,2,2,B3_R2,1564060968,0.002784401,11.60905423,400.2578065,266.1842205,26.915603,40.47264784,0.154433026,2.273986975,0.148834061,0.093507421,66.06187879,31.04723985,29.44970323,4.127623496,49.55541243,2.296014662,4.633226825,1.831608835,-122.7920992,247.4603599,24.30712419,215.0372636,-0.041832654,0.046960819,3.498197609,54,11,1,0,52561.17803,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2498-20190725-13_22_57,1326.293077,3060.3,0.566613379,0.5,337.1788164,11.60905423,95.52501422,1,0.032960524,0.3147894,-,0,3060.3,0.566613379,0.239421918,0.7645082,0.298113822,2498,300,300,300,10433.3,2932.25,-0.00833735,-24.7102,399.9925806,337.1788164,0.842962677,0.195925353,6,0.5,0: Broadleaf,1564060968,400.2578065,415.5255806,22.70663871,19.44132581,500.0152258,100.9164516,0.199996806,31.46821935,29.44970323,999.9,0,0,9996.534516,0,0.00191117,399.9925806,0.900000484,0.099999574,0,1327.137742,4.99961,5165.442903,3264.386452,40.437,43.625,42.125,43.387,43.06606452,355.4941935,39.50193548,0,104,1326.293077,-82.84444449,-305.4769233,5162.223077,15,1564060901,13:21:41,12,3.322,0.147,416,18,0.14,0.02,-14.24880927,-13.70636697,2.00158137,0,1331.061765,-79.5516188,7.842116863,0,3.260141707,0.103860836,0.015316951,0,0,3,0/3,100,100,3.322,0.147,2,437.946,517.5,30.9201,31.3465,30.0002,31.2699,31.2302,19.9185,28.7136,55.3911,-999.9,414.837,19.4766,101.063,100.198
9,1564061055,995,20190725 13:24:14,8:24:14,3,2,B3_R2,1564061047,0.002178836,9.722694961,399.7257742,248.9705671,25.17564128,40.4198489,0.113307296,2.274919153,0.110262858,0.069181004,66.06108645,31.35662879,29.9817,4.255973507,49.81863685,2.32282418,4.662560694,1.933149326,-96.08668179,195.9427091,19.29999097,185.2171048,-0.041858,0.046989272,3.499871521,0,0,1,0,52572.59043,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2499-20190725-13_24_16,1513.324231,3009.49,0.497149274,0.5,337.1750336,9.722694961,83.81316161,1,0.027366294,0.33698733,-,0,3009.49,0.497149274,0.252049756,0.674761953,0.313837249,2499,300,300,300,10385.7,2908.49,-0.00829818,-12.2983,399.988129,337.1750336,0.842962601,0.195925202,6,0.5,0: Broadleaf,1564061047,399.7257742,412.4377742,22.97120645,20.41673548,500.0140968,100.919,0.199945806,31.57933548,29.9817,999.9,0,0,10002.33871,0,0.00191117,399.988129,0.899991387,0.100008648,0,1516.280968,4.99961,6017.382581,3264.342581,40.5,43.625,42.19106452,43.437,43.131,355.4867742,39.5,0,78.5999999,1513.324231,-242.7442737,-950.6324794,6005.95,15,1564060901,13:21:41,12,3.322,0.147,416,18,0.14,0.02,-13.31950976,9.829258537,1.098261502,0,1530.177353,-276.6908106,27.37026428,0,2.452782927,1.8242423,0.186658723,0,0,3,0/3,100,100,3.322,0.147,2,506.081,517.709,30.9893,31.4089,30.0005,31.3341,31.2992,19.8657,25.8357,54.2691,-999.9,412.725,20.3498,101.055,100.184
10,1564061293,1233.6,20190725 13:28:13,8:28:13,1,1,B1_R3,1564061285,0.00282396,10.56328825,395.8794516,269.2390566,27.22177653,40.02592381,0.149869427,2.273681864,0.144589713,0.090827436,66.06029983,31.21119762,30.19665806,4.308812831,51.27412144,2.39963056,4.680003269,1.909182272,-124.5366516,177.5505551,17.52216082,136.5963642,-0.04182436,0.046951508,3.497649783,37,7,1,0,52520.45117,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2500-20190725-13_28_15,1398.783846,3217.26,0.565225115,0.5,337.1709857,10.56328825,95.28875461,1,0.0298597,0.250644959,-,0,3217.26,0.565225115,0.200412561,0.749858055,0.249541709,2500,300,300,300,10387.5,2638.4,-0.00836628,-2673.14,399.9833226,337.1709857,0.84296261,0.195925221,6,0.5,0: Broadleaf,1564061285,395.8794516,409.8940968,23.73372903,20.42607419,500.1012581,100.9062903,0.200053161,31.64511935,30.19665806,999.9,0,0,9995.559032,0,0.00191117,399.9833226,0.899999,0.100001,0,1399.647742,4.99961,5519.625484,3264.309677,40.59654839,43.667,42.312,43.437,43.24180645,355.4854839,39.5,0,237.5999999,1398.783846,-203.9206835,-797.071452,5516.398462,15,1564060901,13:21:41,12,3.322,0.147,416,18,0.14,0.02,-16.85317317,50.52761394,5.573848412,0,1409.532059,-241.8001803,23.99812943,0,3.31440122,-0.2274023,0.035956629,0,0,3,0/3,100,100,3.322,0.147,2,458.292,515.834,31.0789,31.5114,30.0004,31.4609,31.4311,19.7969,29.9069,60.5174,-999.9,411.386,20.1837,101.034,100.16
11,1564061374,1314.1,20190725 13:29:33,8:29:33,2,1,B1_R3,1564061366,0.002574696,11.29155994,397.2976774,233.7039067,23.63030707,40.17162678,0.121380734,2.273213008,0.117891644,0.073987404,66.06172424,31.32734557,30.93776452,4.495394332,50.37176314,2.362035859,4.689206237,2.133358473,-113.5440752,90.93189976,9.01013544,52.45968422,-0.041811617,0.046937203,3.496808011,28,6,1,0,52499.25882,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2501-20190725-13_29_36,1393.861538,3254.75,0.571745437,0.5,337.1833386,11.29155994,96.39151766,1,0.032018475,0.236239342,-,0,3254.75,0.571745437,0.19109515,0.755665016,0.237940227,2501,300,300,300,10418.8,3093.71,-0.00832618,-29.6582,399.9986774,337.1833386,0.842961134,0.195922267,6,0.5,0: Broadleaf,1564061366,397.2976774,412.0758387,23.36055161,20.34293226,499.9734516,100.9121613,0.199999839,31.67974194,30.93776452,999.9,0,0,9991.932258,0,0.00191117,399.9986774,0.900052484,0.099947797,0,1395.105161,4.99961,5450.129355,3264.483871,40.625,43.641,42.31606452,43.46545161,43.262,355.52,39.48193548,0,79.79999995,1393.861538,-132.0075215,-493.169573,5445.575769,15,1564060901,13:21:41,12,3.322,0.147,416,18,0.14,0.02,-16.02924146,17.26454007,2.44355505,0,1403.154706,-152.462428,15.06326213,0,2.968901463,0.776146202,0.090116694,0,0,3,0/3,100,100,3.322,0.147,2,469.786,513.873,31.1395,31.6003,30.0007,31.5405,31.5104,19.938,29.6752,59.0092,-999.9,414.095,20.1361,101.014,100.14
