SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,-2.17801 75.8771 378.022 617.87 860.744 1068.94 1264.02 1426.25,0.0944021 99.4168 402.265 600.732 800.282 1001.19 1200.16 1400.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH455_leaf,BH455_BLOCK,BH455_VINE,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1562111801,0,20190702 18:56:40,18:56:40,1,B2_R1,3,1562111793,0.000714584,4.859461011,399.6086129,130.9317568,13.21360448,40.32841449,0.030257861,2.271792632,0.030035745,0.018792161,66.06284817,32.71111887,31.75909355,4.710358013,48.8608254,2.393873246,4.899371279,2.316484767,-31.51314056,85.20005691,8.514107324,128.2638718,-0.041773028,0.046893884,3.494258345,86,17,1,0,52315.62916,RECT-371-20190701-10_52_10,688.1334615,3080.73,2392.596538,0.776632986,-0.611357105,RECT-481-20190701-20_59_10,851.2890385,1567.74,0.456996033,0.5,337.1833268,4.859461011,77.04572146,1,0.016225055,0.965077117,-,0,1567.74,0.456996033,0.491114119,0.814513001,0.632363199,-,-,-,-,-,-,-,-,399.997871,337.1833268,0.842962804,0.195925608,6,0.5,0: Broadleaf,1562111793,399.6086129,405.7809032,23.72055484,22.88362903,500.1399355,100.7199032,0.199879742,32.45473548,31.75909355,999.9,0,0,10001.76581,0,342.7615806,399.997871,0.899985871,0.1000141,0,851.6798387,4.99911,3468.186774,3573.019355,39.36483871,42.87093548,41.165,42.74796774,41.86280645,355.4922581,39.50354839,0,2050.2,851.2890385,-110.9983247,-481.3429054,3466.882308,15,1562111827,18:57:07,84,-0.232,0.128,405,23,0.6,0.11,-4.840879,-11.48563003,1.575248585,0,856.9866571,-121.7261126,12.31152039,0,0.885457366,0.098653463,0.01547653,1,1,3,3-Jan,1.88748,1.89331,1.89112,1.8912,1.88812,1.89087,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-0.232,0.128,2,392.644,378.122,32.3039,34.2219,29.9973,34.1209,34.1021,19.4389,36.7888,69.8827,-999.9,405.381,22.9238,99.4735,99.8482
2,1562111907,106,20190702 18:58:26,18:58:26,2,B2_R1,3,1562111899,-1.57E-05,6.79312361,397.0568065,16452.68573,1660.242218,40.0670434,-0.000663651,2.271774127,-0.000663759,-0.000414839,66.06396598,32.90965316,31.70617097,4.696241892,48.83553699,2.387173677,4.888189675,2.309068216,0.694172709,86.72122455,8.662210195,162.1415734,-0.041772526,0.046893319,3.49422513,86,17,1,0,52321.75374,RECT-371-20190701-10_52_10,688.1334615,3080.73,2392.596538,0.776632986,-0.611357105,RECT-482-20190701-21_00_56,1094.759615,2015.56,0.456845931,0.5,337.1886713,6.79312361,77.02163622,1,0.021959459,0.528473476,-,0,2015.56,0.456845931,0.345752468,0.693673328,0.445194157,-,-,-,-,-,-,-,-,400.0041613,337.1886713,0.842962909,0.195925817,6,0.5,0: Broadleaf,1562111899,397.0568065,405.2009355,23.65643871,23.67488065,500.0073226,100.7100968,0.200006645,32.41423871,31.70617097,999.9,0,0,10002.61935,0,340.2207097,400.0041613,0.899984452,0.100015597,0,1099.480645,4.99911,4449.391935,3573.075161,39.62093548,42.933,41.395,42.937,42.177,355.4987097,39.50580645,0,105.5,1094.759615,-355.5264958,-1408.626667,4430.319615,15,1562111930,18:58:50,85,-0.192,0.139,404,23,0.74,0.2,-5.163388415,-44.01332509,5.863821648,0,1123.794,-487.6695388,50.5265493,0,-0.225740105,5.39155887,0.546854275,0,0,3,0/3,1.88744,1.89331,1.89109,1.89117,1.88812,1.89087,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-0.192,0.139,2,392.861,380.453,32.3126,33.9265,29.9989,33.9565,33.9594,19.4409,33.4797,67.6048,-999.9,404.108,23.035,99.5841,99.9555
3,1562111970,169.5,20190702 18:59:30,18:59:30,3,B2_R1,3,1562111962,0.000430581,2.95173606,400.2656774,137.6536275,13.89156333,40.39353053,0.018762848,2.27160615,0.018677175,0.011680899,66.0631994,32.7102082,31.5273129,4.648807032,49.3196252,2.403579977,4.873475756,2.245227054,-18.9886016,102.0776837,10.18521883,159.3375003,-0.041767963,0.046888198,3.493923647,81,16,1,0,52325.56696,RECT-371-20190701-10_52_10,688.1334615,3080.73,2392.596538,0.776632986,-0.611357105,RECT-483-20190701-21_02_00,946.7353077,1986.78,0.523482566,0.5,337.1869484,2.95173606,88.25574447,1,0.010567115,0.550614562,-,0,1986.78,0.523482566,0.355094409,0.800868182,0.45722293,-,-,-,-,-,-,-,-,400.0024194,337.1869484,0.842962272,0.195924545,6,0.5,0: Broadleaf,1562111962,400.2656774,404.0141935,23.81744194,23.31310323,500.0510968,100.7168065,0.199991581,32.36082581,31.5273129,999.9,0,0,10000.86065,0,340.9139032,400.0024194,0.900014871,0.099984923,0,948.4958387,4.99911,3809.008065,3573.086774,39.74187097,42.937,41.5,42.875,42.25,355.5080645,39.49741935,0,63.0999999,946.7353077,-161.5461878,-558.8133326,3802.899615,15,1562111994,18:59:53,86,-0.145,0.143,404,23,0.66,0.19,-4.025467317,3.625746899,0.445746551,0,958.2837429,-176.0431532,17.85467009,0,0.37774749,1.860439957,0.221390464,0,0,3,0/3,1.88745,1.89332,1.89116,1.89119,1.88812,1.89088,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-0.145,0.143,2,398.54,380.021,32.2842,33.7652,29.9991,33.8402,33.8535,19.4421,32.0721,66.4543,-999.9,404.268,23.1451,99.6228,99.9962
4,1562112226,425,20190702 19:03:45,19:03:45,1,B3_R1,4,1562112218,0.000527802,3.139943496,399.1014839,159.6641642,16.10851626,40.26534553,0.022069017,2.271280951,0.021950577,0.013729699,66.0619782,32.6897097,31.86111935,4.737675803,49.16469734,2.397557581,4.876583628,2.340118221,-23.27606864,62.57159161,6.254829089,111.6123303,-0.041759132,0.046878284,3.493340006,76,15,1,0,52312.45228,RECT-371-20190701-10_52_10,688.1334615,3080.73,2392.596538,0.776632986,-0.611357105,RECT-484-20190701-21_06_15,944.636,1572.91,0.39943417,0.5,337.1814516,3.139943496,67.34089659,1,0.011125465,0.958618103,-,0,1572.91,0.39943417,0.489435945,0.710093422,0.630202366,-,-,-,-,-,-,-,-,399.996,337.1814516,0.842962059,0.195924117,6,0.5,0: Broadleaf,1562112218,399.1014839,403.1217419,23.76407742,23.14583548,500.0559677,100.6900323,0.199959774,32.37211935,31.86111935,999.9,0,0,10001.40484,0,374.9282903,399.996,0.900013065,0.099986977,0,947.3312258,4.99911,3774.378065,3573.026129,39.937,43.062,41.75,43.062,42.437,355.5016129,39.49354839,0,254.9000001,944.636,-245.6166834,-936.1271782,3764.166154,15,1562112248,19:04:08,87,0,0.154,404,23,0.59,0.3,-5.197503659,15.02311317,2.012176105,0,960.3755143,-277.0061034,28.17182971,0,0.520551254,1.51696938,0.173324928,0,0,3,0/3,1.88738,1.89331,1.89108,1.89117,1.88801,1.89087,1.884,1.89086,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0,0.154,2,404.288,381.992,32.1707,33.2028,29.9996,33.332,33.3596,19.4584,26.4903,62.3274,-999.9,404.246,23.1528,99.7439,100.104
5,1562112329,528,20190702 19:05:28,19:05:28,2,B3_R1,4,1562112321,0.000626846,4.082276369,399.753,138.8501148,14.0082864,40.3302116,0.026213075,2.271139356,0.026046149,0.016293752,66.06409489,32.68689325,31.85647097,4.736428187,49.01380585,2.394193111,4.884732106,2.342235076,-27.64389655,66.75875048,6.674623805,111.8535726,-0.041755287,0.046873968,3.493085891,80,16,1,0,52302.7224,RECT-371-20190701-10_52_10,688.1334615,3080.73,2392.596538,0.776632986,-0.611357105,RECT-485-20190701-21_07_58,896.0655385,1914.37,0.531926671,0.5,337.189836,4.082276369,89.68013352,1,0.013919855,0.609265711,-,0,1914.37,0.531926671,0.378598579,0.830430696,0.487487122,-,-,-,-,-,-,-,-,400.0056129,337.189836,0.842962761,0.195925523,6,0.5,0: Broadleaf,1562112321,399.753,404.9512258,23.73123871,22.99704516,500.116,100.6879677,0.199859484,32.4017,31.85647097,999.9,0,0,10000.68903,0,379.8896452,400.0056129,0.899993129,0.100006794,0,897.0025806,4.99911,3620.544839,3573.096129,39.96748387,43.062,41.75,43.062,42.5,355.503871,39.50419355,0,102.3000002,896.0655385,-100.8952479,-374.0820512,3617.140769,15,1562112347,19:05:47,88,-0.019,0.148,405,23,0.74,0.12,-5.124309268,-1.493412962,0.157924884,0,901.7805143,-102.9580234,10.4242616,0,0.737037268,-0.025266084,0.022150437,1,1,3,3-Jan,1.88737,1.89331,1.89111,1.89117,1.88805,1.89087,1.884,1.89086,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-0.019,0.148,2,398.92,380.52,32.1556,33.1074,29.9999,33.2117,33.2429,19.4989,25.6298,61.2098,-999.9,405.334,22.9804,99.7654,100.116
6,1562112445,644.5,20190702 19:07:25,19:07:25,3,B3_R1,4,1562112437,0.000648519,4.207690292,399.8377097,154.7337198,15.61088752,40.33911626,0.028813785,2.270975783,0.028612217,0.017900628,66.06318808,32.60316446,31.3314871,4.597351131,49.13629948,2.389811734,4.863638001,2.207539397,-28.5996858,121.6429571,12.12697589,171.2334352,-0.041750846,0.046868982,3.492792345,70,14,1,0,52310.53373,RECT-371-20190701-10_52_10,688.1334615,3080.73,2392.596538,0.776632986,-0.611357105,RECT-486-20190701-21_09_55,1113.211154,2037.26,0.453574333,0.5,337.1869667,4.207690292,76.46967681,1,0.014291915,0.512192847,-,0,2037.26,0.453574333,0.338708683,0.684923778,0.436124513,-,-,-,-,-,-,-,-,400.0024516,337.1869667,0.84296225,0.195924501,6,0.5,0: Broadleaf,1562112437,399.8377097,405.1976129,23.6876,22.92788065,500.0455161,100.6887097,0.200014129,32.32503548,31.3314871,999.9,0,0,9999.551613,0,381.5056774,400.0024516,0.900006355,0.099993674,0,1114.294839,4.99911,4517.975806,3573.076774,39.937,43.004,41.75,43.062,42.5,355.5051613,39.49677419,0,115.6999998,1113.211154,-266.4741881,-1001.759316,4513.808462,15,1562112465,19:07:44,89,0.021,0.155,405,23,0.55,0.2,-5.283779756,-2.203982509,0.226317971,0,1130.080286,-297.9128548,30.21747985,0,0.714578195,0.372767436,0.08888444,0,0,3,0/3,1.88744,1.89331,1.89114,1.89118,1.8881,1.89088,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.021,0.155,2,411.219,380.246,32.1157,33.0189,29.9996,33.1083,33.1373,19.5004,24.0691,60.4579,-999.9,405.5,22.8354,99.7894,100.138
7,1562112974,1173,20190702 19:16:13,19:16:13,1,B2_R3,3,1562112966,0.000895907,5.385977039,399.4354516,162.8241993,16.41905638,40.27873761,0.038430794,2.269718229,0.038072923,0.023827452,66.0620081,32.31939626,31.38888065,4.612380432,48.27334882,2.321075575,4.808192579,2.291304857,-39.5095097,89.72476439,8.943487582,125.2207504,-0.041716711,0.046830662,3.490535835,87,17,1,0,52303.21853,RECT-371-20190701-10_52_10,688.1334615,3080.73,2392.596538,0.776632986,-0.611357105,RECT-489-20190701-21_18_43,1281.286154,2585.42,0.504418565,0.5,337.1770581,5.385977039,85.03918388,1,0.017786899,0.191578158,-,0,2585.42,0.504418565,0.160776829,0.687367891,0.20701777,-,-,-,-,-,-,-,-,399.9901613,337.1770581,0.842963379,0.195926759,6,0.5,0: Broadleaf,1562112966,399.4354516,406.3269677,23.0176,21.96742258,500.0787097,100.6392258,0.199939677,32.12213548,31.38888065,999.9,0,0,9996.28871,0,420.8958387,399.9901613,0.89997329,0.100026726,0,1282.38871,4.99911,5190.518065,3572.938065,39.659,42.812,41.49187097,42.687,42.137,355.4822581,39.51096774,0,224.5999999,1281.286154,-266.72,-937.6998289,5186.659231,15,1562112999,19:16:38,90,0.099,0.147,406,22,0.28,0.1,-6.940384146,-0.27686446,0.084486796,1,1295.131429,-255.8524769,25.87132932,0,1.060658293,-0.147782091,0.027701964,0,1,3,3-Jan,1.88744,1.89331,1.89113,1.89118,1.88811,1.89091,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.099,0.147,2,390.946,380.15,31.7332,32.5066,30,32.6214,32.6529,19.5844,23.5823,60.8369,-999.9,406.592,21.848,99.9062,100.221
8,1562113075,1274.5,20190702 19:17:55,19:17:55,2,B2_R3,3,1562113067,0.00039575,3.172214433,400.295129,81.35551673,8.203683339,40.36474246,0.016448407,2.270091861,0.016382482,0.010244952,66.06253409,32.40982622,31.58214839,4.663305375,48.27697162,2.311631345,4.788269164,2.351674029,-17.45257475,57.10256203,5.69422344,111.4067448,-0.041726851,0.046842045,3.491206213,84,17,1,0,52327.96582,RECT-371-20190701-10_52_10,688.1334615,3080.73,2392.596538,0.776632986,-0.611357105,RECT-490-20190701-21_20_25,1088.175769,1858.39,0.414452419,0.5,337.1873257,3.172214433,69.87405138,1,0.011220978,0.657741378,-,0,1858.39,0.414452419,0.396769597,0.658158451,0.510884297,-,-,-,-,-,-,-,-,400.0033871,337.1873257,0.842961176,0.195922353,6,0.5,0: Broadleaf,1562113067,400.295129,404.2911613,22.92433226,22.46040323,500.0907419,100.6375161,0.199939871,32.04872903,31.58214839,999.9,0,0,9998.888387,0,406.0013548,400.0033871,0.900041226,0.099958855,0,1089.238387,4.99911,4434.146129,3573.118387,39.75,42.875,41.562,42.812,42.25,355.5206452,39.48258065,0,100.7,1088.175769,-112.7470086,-412.9234191,4429.496538,15,1562113107,19:18:26,91,0.083,0.156,404,22,0.61,0.27,-3.794536585,-2.657468362,0.37035726,0,1094.562286,-114.7369661,11.61725615,0,0.418962488,0.670642725,0.071518662,0,0,3,0/3,1.88746,1.89332,1.89116,1.89117,1.88812,1.89087,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.083,0.156,2,395.179,381.226,31.7219,32.4128,29.9999,32.5124,32.5428,19.5063,21.6098,60.8369,-999.9,404.095,22.3286,99.909,100.222
9,1562113190,1389.5,20190702 19:19:50,19:19:50,3,B2_R3,3,1562113182,-8.40E-05,-0.14863268,400.5945161,320.1278089,32.28252558,40.39699881,-0.003554617,2.270105776,-0.003557712,-0.002223292,66.06063761,32.44774251,31.3994129,4.615143092,48.69930481,2.316161978,4.756047314,2.298981113,3.704150205,64.86849751,6.458988861,141.0922742,-0.041727228,0.046842469,3.491231181,82,16,1,0,52349.00054,RECT-371-20190701-10_52_10,688.1334615,3080.73,2392.596538,0.776632986,-0.611357105,RECT-491-20190701-21_22_20,1142.125385,1376.42,0.170220293,0.5,337.1725294,-0.14863268,28.69680334,1,0.001372367,1.238219439,-,0,1376.42,0.170220293,0.553216283,0.340402728,0.712326534,-,-,-,-,-,-,-,-,399.985129,337.1725294,0.842962663,0.195925326,6,0.5,0: Broadleaf,1562113182,400.5945161,400.3758387,22.9680871,23.06653871,500.1349032,100.6427097,0.199905935,31.92944516,31.3994129,999.9,0,0,9998.462903,0,399.2760323,399.985129,0.899999742,0.100000277,0,1142.177097,4.99911,4580.750645,3572.916774,39.77,42.875,41.56606452,42.81606452,42.266,355.4877419,39.50096774,0,114.5,1142.125385,-7.590427331,38.0796581,4581.813462,15,1562113206,19:20:06,92,0.08,0.168,400,23,0.42,0.57,-0.077028468,3.928556578,0.58137419,0,1142.217429,-2.88852027,0.519022944,0,-0.198246437,1.682234801,0.18085299,0,0,3,0/3,1.88738,1.89331,1.89109,1.89117,1.88809,1.89087,1.884,1.89086,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.08,0.168,2,397.137,380.272,31.6569,32.3462,30,32.4313,32.4601,19.3687,20.3368,61.7342,-999.9,400.204,22.843,99.9067,100.228
