SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,3.97182 74.8103 382.914 631.165 879.783 1052.16 1129.67 1128.69,-0.192899 101.039 401.404 601.079 800.866 1001.17 1093.82 1089.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564240718,0,20190727 08:18:37,08:18:37,1,B2_R1,6,null,null,null,null,1564240713,0.00668985,16.41955314,377.2284706,279.1392878,28.16544944,38.06275175,0.324149431,2.271443983,0.300469869,0.189776829,115.6283542,32.30335652,32.1539,4.816836204,50.69000883,2.653473466,5.23470705,2.163362738,-295.0223855,181.1724192,18.24799317,20.02638104,-0.041763559,0.046883254,3.493632598,190,38,1,0,52102.81372,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-468-20190727-08_19_36,983.5343846,2265.01,0.565770401,0.5,590.0672714,16.41955314,166.9212983,1,0.029273521,0.471159068,-,0,2265.01,0.565770401,0.320263851,0.81546019,0.40444084,468,300,300,300,10305.5,1996.31,-0.00799154,-48.7971,699.9786471,590.0672714,0.842978959,0.195957918,6,0.5,0: Broadleaf,1564240713,377.2284706,399.9605294,26.29777647,18.48097647,499.994,100.7011765,0.199881412,33.63336471,32.1539,999.9,0,0,10001.35824,0,409.3532353,699.9786471,0.899987235,0.100012759,0,982.5417059,4.99938,7124.002353,5561.970588,44.24258824,47.04376471,45.41876471,47.00729412,46.812,625.4735294,69.50705882,0,1564240776,983.5343846,-21.53716239,-90.36615383,7127.557308,15,1564240425,08:13:45,2,13.157,0.402,400,25,0.73,0.32,0,0,0/0,1.8742,1.87103,1.87057,1.87264,1.86969,1.87927,1.87622,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.157,0.402,2,288.981,480.201,32.8511,34.4079,30.0006,34.2596,34.271,19.9489,50.1153,0,-999.9,400,18.3031,100.653,101.027
2,1564240899,181.0999999,20190727 08:21:38,08:21:38,2,B2_R1,6,null,null,null,null,1564240894,0.006346972,16.92924779,376.731,271.5476678,27.4024144,38.01667333,0.307322601,2.270121292,0.285939288,0.180509122,115.6330803,33.0495382,32.29777647,4.856156863,49.7875749,2.700084197,5.423208908,2.156072667,-279.9014467,241.0501204,24.3860137,101.1677677,-0.041727649,0.046842942,3.491259021,107,21,1,0,51952.65112,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-469-20190727-08_22_37,970.1886923,2316.65,0.581210501,0.5,590.0939047,16.92924779,171.4843871,1,0.030135952,0.438365744,-,0,2316.65,0.581210501,0.304766535,0.82955366,0.384870266,469,300,300,300,10272.1,2021.19,-0.00796608,-56.2946,700.0105882,590.0939047,0.842978542,0.195957083,6,0.5,0: Broadleaf,1564240894,376.731,399.9149412,26.75682353,19.3444,500.0102941,100.7119412,0.200044647,34.26735294,32.29777647,999.9,0,0,9991.690588,0,1416.808824,700.0105882,0.899998,0.100002,0,969.6815882,4.99938,7248.297059,5562.244118,44.78647059,48.02188235,45.98888235,47.84164706,47.38229412,625.5076471,69.5,0,180.5999999,970.1886923,-11.64403419,-159.1863249,7255.745385,15,1564240425,08:13:45,2,13.157,0.402,400,25,0.73,0.32,0,0,0/0,1.87414,1.87103,1.87057,1.87265,1.86972,1.87927,1.87621,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.157,0.402,2,374.042,472.003,33.2863,34.724,30.0009,34.5592,34.5856,19.9479,48.3653,0,-999.9,400,19.3063,100.608,100.978
3,1564241001,283.0999999,20190727 08:23:20,08:23:20,3,B2_R1,6,null,null,null,null,1564240996,0.005612383,14.10880353,380.5038824,273.180013,27.56981066,38.40112561,0.250074346,2.272635491,0.235730893,0.148551908,115.6300102,33.66699444,33.07208235,5.072604984,49.89543066,2.763093826,5.53776927,2.309511158,-247.5060759,192.515725,19.56417914,80.20383837,-0.041795924,0.046919587,3.495771251,58,12,1,0,51970.79168,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-470-20190727-08_24_19,1028.673077,1933.92,0.468089126,0.5,590.0804566,14.10880353,138.1051227,1,0.025356876,0.723023703,-,0,1933.92,0.468089126,0.419624931,0.72981102,0.529917627,470,300,300,300,10313,1791.55,-0.00799562,-16.1611,699.9949412,590.0804566,0.842978173,0.195956346,6,0.5,0: Broadleaf,1564240996,380.5038824,399.9977059,27.37857059,20.82789412,499.9841176,100.7217647,0.200006118,34.64335294,33.07208235,999.9,0,0,10007.06294,0,1472.074706,699.9949412,0.900011,0.0999891,0,1023.157647,4.99938,7643.414706,5562.135294,45.187,48.59905882,46.375,48.39688235,47.812,625.5035294,69.49,0,101.4000001,1028.673077,-110.8177778,-868.7692309,7686.682308,15,1564240425,08:13:45,2,13.157,0.402,400,25,0.73,0.32,0,0,0/0,1.87419,1.87103,1.87057,1.87269,1.86976,1.87927,1.87622,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.157,0.402,2,433.254,474.614,33.618,34.9526,30.001,34.7678,34.7966,19.9629,44.4229,0,-999.9,400,20.8457,100.574,100.945
4,1564241205,487.0999999,20190727 08:26:44,08:26:44,1,B2_R1,4,null,null,null,null,1564241200,0.007008498,12.95469709,381.2561176,297.6355015,30.03989962,38.47960154,0.312477453,2.274139855,0.290434468,0.183372271,115.6345388,33.58596495,33.43041765,5.175582082,50.17566051,2.836741655,5.65362095,2.338840427,-309.0747537,194.4930296,19.82278559,20.8756003,-0.04183681,0.046965485,3.498472116,90,18,1,0,51956.61668,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-471-20190727-08_27_43,1129.633462,2095.27,0.460864967,0.5,590.0994331,12.95469709,135.9780777,1,0.023400278,0.590339193,-,0,2095.27,0.460864967,0.371203323,0.688886468,0.468769058,471,300,300,300,10343.7,1956.68,-0.00801883,-8.70483,700.0168824,590.0994331,0.842978859,0.195957719,6,0.5,0: Broadleaf,1564241200,381.2561176,400.0084118,28.10645294,19.93254118,499.9941765,100.7285882,0.199894647,35.01677647,33.43041765,999.9,0,0,10016.17353,0,912.8936471,700.0168824,0.899987765,0.100012206,0,1123.608235,4.99938,8290.311176,5562.277059,45.79741176,48.82311765,47,48.94070588,48.38229412,625.5076471,69.50823529,0,203.2,1129.633462,-112.3483759,-738.3405115,8323.064615,15,1564240425,08:13:45,2,13.157,0.402,400,25,0.73,0.32,0,0,0/0,1.87418,1.87103,1.87057,1.87269,1.86978,1.87927,1.87622,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.157,0.402,2,393.659,468.844,34.1262,35.3378,30.0007,35.1257,35.14,19.9988,47.1481,0,-999.9,400,19.9727,100.493,100.866
5,1564241319,601.5999999,20190727 08:28:39,08:28:39,2,B2_R1,4,null,null,null,null,1564241315,0.004892793,13.36436922,381.7170588,254.6588145,25.70027102,38.52304067,0.195564525,2.272624593,0.186673149,0.117435882,115.6299295,34.55244965,34.18875294,5.399523072,49.86459195,2.862628102,5.740803223,2.53689497,-215.7721777,135.3468801,13.87361447,49.07824634,-0.041795628,0.046919254,3.495751688,70,14,1,0,51860.82366,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-472-20190727-08_29_37,1168.650385,2126.97,0.450556245,0.5,590.0775707,13.36436922,132.9315671,1,0.024095413,0.566637047,-,0,2126.97,0.450556245,0.36169006,0.668547481,0.456755364,472,300,300,300,10275.9,2007.84,-0.007966,-10.0009,699.9911765,590.0775707,0.842978584,0.195957168,6,0.5,0: Broadleaf,1564241315,381.7170588,399.9953529,28.36520588,22.66044118,500.0039412,100.7204118,0.199994529,35.29342941,34.18875294,999.9,0,0,10007.12647,0,999.792,699.9911765,0.899997765,0.100002159,0,1161.752941,4.99938,8618.372941,5562.088235,46.16511765,49.187,47.38229412,49.312,48.75,625.4923529,69.49941176,0,114.2,1168.650385,-146.3948716,-1007.02393,8665.118077,15,1564240425,08:13:45,2,13.157,0.402,400,25,0.73,0.32,0,0,0/0,1.87419,1.87103,1.87057,1.87267,1.86978,1.87927,1.87622,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.157,0.402,2,418.927,474.317,34.3796,35.5031,30.0007,35.2979,35.3155,20.0282,38.7125,0,-999.9,400,22.7076,100.469,100.848
6,1564241434,716.0999999,20190727 08:30:33,08:30:33,3,B2_R1,4,null,null,null,null,1564241429,0.006611358,16.1385908,377.5858824,280.0141494,28.25665888,38.10277265,0.320324398,2.272341987,0.297187444,0.187681462,115.6297776,34.24459627,33.06724118,5.07122604,50.0755642,2.91513908,5.82148025,2.15608696,-291.5608958,303.6892927,31.00203816,158.7602127,-0.041787951,0.046910635,3.495244393,154,31,1,0,51809.02072,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-473-20190727-08_31_32,1068.41,2301.41,0.535758513,0.5,590.0761128,16.1385908,158.0691505,1,0.028796937,0.447890641,-,0,2301.41,0.535758513,0.309340104,0.766850473,0.390645935,473,300,300,300,10296.5,2113.76,-0.00798308,-20.2415,699.9893529,590.0761128,0.842978697,0.195957395,6,0.5,0: Broadleaf,1564241429,377.5858824,399.9468235,28.88806471,21.18396471,500.0222353,100.7115294,0.20001,35.54620588,33.06724118,999.9,0,0,10006.17059,0,1297.015294,699.9893529,0.899992353,0.100007435,0,1067.5,4.99938,7830.379412,5562.063529,46.49258824,49.437,47.69441176,49.56570588,49.062,625.4870588,69.50176471,0,114,1068.41,-19.10974361,-3.813333294,7831.400769,15,1564240425,08:13:45,2,13.157,0.402,400,25,0.73,0.32,0,0,0/0,1.87422,1.87103,1.87057,1.8727,1.86979,1.87927,1.87622,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.157,0.402,2,325.835,477.274,34.6223,35.6678,30.0004,35.4656,35.4743,20.0028,43.6138,0,-999.9,400,21.1146,100.444,100.822
7,1564241584,866.0999999,20190727 08:33:03,08:33:03,1,B2_R1,2,null,null,null,null,1564241579,0.005460712,12.19175425,382.7032941,275.4863652,27.7994079,38.61869886,0.218264997,2.271283618,0.207245957,0.130472367,115.6314374,35.02707032,34.71351176,5.559376677,50.61644239,3.013439352,5.953479165,2.545937326,-240.8174212,151.8106578,15.6604986,42.28517267,-0.041759205,0.046878365,3.493344791,47,9,1,0,51706.59353,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-474-20190727-08_34_02,1270.716154,2042.37,0.377822748,0.5,590.0837916,12.19175425,111.4735399,1,0.022107958,0.631531015,-,0,2042.37,0.377822748,0.387078768,0.57208897,0.488817148,474,300,300,300,10274.1,1982.37,-0.00796339,4.32239,699.9983529,590.0837916,0.842978829,0.195957657,6,0.5,0: Broadleaf,1564241579,382.7032941,399.8404706,29.86255882,23.50565882,500.0212353,100.7102941,0.199991882,35.95329412,34.71351176,999.9,0,0,9999.41,0,104.947,699.9983529,0.899992706,0.100007265,0,1258.816471,4.99938,9292.111765,5562.137059,46.88958824,49.56941176,48.187,49.875,49.47405882,625.4935294,69.50588235,0,149.3999999,1270.716154,-229.8283761,-1728.079657,9383.593462,15,1564240425,08:13:45,2,13.157,0.402,400,25,0.73,0.32,0,0,0/0,1.87421,1.87103,1.87057,1.87268,1.86979,1.87927,1.87622,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.157,0.402,2,446.474,478.31,34.9519,35.809,30.0004,35.6183,35.6404,20.0322,38.8948,0,-999.9,400,23.2262,100.431,100.833
8,1564241736,1018.6,20190727 08:35:36,08:35:36,2,B2_R1,2,null,null,null,null,1564241732,0.005970172,12.98029266,381.4921765,281.4091928,28.39806183,38.49781277,0.251693084,2.273043844,0.237171575,0.14946707,115.6276575,35.21829913,34.47484706,5.486171076,50.29374782,3.053412564,6.071157344,2.432758512,-263.2845901,224.8457962,23.19008762,100.3789513,-0.04180702,0.046932043,3.496504316,6,1,1,0,51703.80711,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-475-20190727-08_36_34,885.9522692,1925.17,0.539805695,0.5,590.0679673,12.98029266,159.2610247,1,0.023444903,0.730854937,-,0,1925.17,0.539805695,0.422250832,0.843770603,0.53323371,475,300,300,300,10405.4,1720.47,-0.0080685,-41.981,699.9800588,590.0679673,0.842978253,0.195956507,6,0.5,0: Broadleaf,1564241732,381.4921765,399.8021765,30.25764118,23.30999412,499.9847059,100.7138235,0.199943882,36.30965882,34.47484706,999.9,0,0,10010.50882,0,1075.032941,699.9800588,0.900010294,0.099989559,0,886.4733529,4.99938,6538.26,5562.017059,47.25,49.95182353,48.47035294,50.11017647,49.812,625.49,69.49058824,0,151.6000001,885.9522692,9.901504274,-92.5011964,6542.278462,15,1564240425,08:13:45,2,13.157,0.402,400,25,0.73,0.32,0,0,0/0,1.87418,1.87103,1.87057,1.87271,1.8698,1.87927,1.87622,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.157,0.402,2,497.705,471.029,35.2826,35.9813,30.0004,35.7689,35.7961,20.0425,38.9503,0,-999.9,400,23.2476,100.433,100.822
9,1564241850,1132.1,20190727 08:37:29,08:37:29,3,B2_R1,2,null,null,null,null,1564241845,0.00822505,16.00568567,377.1117647,284.7409393,28.73540836,38.0572621,0.347885576,2.272143305,0.320774188,0.202743359,115.6404763,34.5166145,34.6661,5.544766863,50.43262456,3.067525503,6.082422896,2.477241359,-362.7247067,205.469394,21.22323232,-20.391604,-0.041782553,0.046904576,3.494887765,69,14,1,0,51669.2268,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-476-20190727-08_38_28,1119.509615,2290.9,0.511323229,0.5,590.1287092,16.00568567,150.8732585,1,0.028569156,0.454533153,-,0,2290.9,0.511323229,0.312494186,0.733326511,0.394629024,476,300,300,300,10290.3,2133.47,-0.00797788,-13.6086,700.0514706,590.1287092,0.842979029,0.195958059,6,0.5,0: Broadleaf,1564241845,377.1117647,400.041,30.3963,20.82612941,499.9935294,100.7177647,0.199962235,36.34345882,34.6661,999.9,0,0,10004.25882,0,1102.52,700.0514706,0.899986765,0.100013176,0,1114.744118,4.99938,8368.583529,5562.551765,47.437,50.28647059,48.70182353,50.28647059,50.062,625.5370588,69.51588235,0,113,1119.509615,-96.72307698,-669.4704277,8400.766538,15,1564240425,08:13:45,2,13.157,0.402,400,25,0.73,0.32,0,0,0/0,1.87423,1.87103,1.87057,1.87271,1.86981,1.87927,1.87622,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.157,0.402,2,420.217,475.163,35.4805,36.0919,30.0005,35.8855,35.9061,20.0047,45.9873,0,-999.9,400,20.6078,100.436,100.845
10,1564242271,1553.6,20190727 08:44:31,08:44:31,1,B1_R2,5,null,null,null,null,1564242267,0.009830749,18.04783833,373.9897647,298.9255927,30.1729509,37.74977814,0.502736614,2.271927213,0.44813828,0.284496167,115.6303735,33.50908477,33.15144118,5.095255833,50.13202056,2.96944984,5.923259838,2.125805994,-433.5360155,331.8527647,33.94938751,47.89651012,-0.041776684,0.046897987,3.494499897,51,10,1,0,51743.42472,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-478-20190727-08_45_29,983.5748846,2196.77,0.552263148,0.5,590.0852698,18.04783833,162.9411743,1,0.032032035,0.516858843,-,0,2196.77,0.552263148,0.340742875,0.807055986,0.430302497,478,300,300,300,10263.5,2015.22,-0.0079578,-19.1294,700.0010588,590.0852698,0.842977682,0.195955363,6,0.5,0: Broadleaf,1564242267,373.9897647,400.0597647,29.41855294,17.96840588,499.9870588,100.738,0.199998059,35.86079412,33.15144118,999.9,0,0,10000.84412,0,1460.696471,700.0010588,0.900028176,0.099971682,0,980.1215294,4.99938,7372.895882,5562.212353,47.5,50.36388235,48.75,50.21664706,50.01458824,625.5229412,69.47941176,0,371,983.5748846,-71.54533339,-519.2314534,7398.390769,15,1564240425,08:13:45,2,13.157,0.402,400,25,0.73,0.32,0,0,0/0,1.87422,1.87103,1.87057,1.87269,1.86981,1.87928,1.87622,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.157,0.402,2,442.294,467.381,35.463,36.4403,30.0003,36.2561,36.2795,19.9391,53.3109,0,-999.9,400,17.8986,100.371,100.769
