SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,2.55619 74.8467 372.836 622.18 873.242 1046.83 1208.7 1297.39,-0.0206363 101.51 401.026 601.505 800.913 1001.34 1201.09 1401.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BAR_A07,newDef_10,newDef_9,newDef_8,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564661028,0,20190801 05:03:47,05:03:47,23201,,,,1,B2_R2,5,null,null,null,null,1564661020,0.011732615,-1.00413269,395.6203226,391.7684263,39.52687826,39.91550947,2.163144361,2.273415859,1.429801811,0.938481122,0.001994258,19.32957487,19.29101935,2.245547744,50.2072351,1.432731295,2.853635123,0.812816449,-517.4083388,478.81679,42.88893031,4.299375766,-0.04181713,0.046943392,3.497172196,35,7,1,0,54006.89011,MPF-826-20190801-05_04_47,683.3546154,3016.06,2332.705385,0.773428043,-1.00413269,-,0,0,#DIV/0!,0.5,0.020994792,-1.00413269,#DIV/0!,#DIV/0!,2.51713E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.292945101,826,300,300,300,10341.4,2954.58,-0.00861496,-29.3225,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564661020,395.6203226,399.9853226,14.20043548,0.321335258,500.0039032,100.7935484,0.09992749,23.19767419,19.29101935,999.9,0,0,10005.00968,0,5.175739677,0.0499938,0,0,0,683.3496774,0.0499938,-25.9983871,-3.898709677,33.812,37.375,35.73780645,37.937,36.562,0,0,0,1564661086,683.3546154,1.873504405,-2.556239395,-26.02346154,15,1564661068,05:04:28,2,13.243,0.067,400,0,0.19,0.01,-4.359386829,0.887304251,0.092050956,0,683.3782353,-1.259571804,1.646546244,0,13.96924146,-2.600669686,0.256436423,0,0,3,0/3,1.87363,1.87029,1.86981,1.87195,1.86921,1.87897,1.87561,1.87119,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.243,0.067,2,452.327,534.251,23.3093,24.5678,29.9993,24.8357,24.9404,19.7329,100,71.7728,-999.9,400,0.368609,102.219,102.436
2,1564661393,365.5,20190801 05:09:53,05:09:53,23201,,,,1,B2_R2,3,null,null,null,null,1564661385,0.001599907,-0.429697665,399.5901935,397.3051588,40.0918534,40.32243505,0.150054536,2.269765035,0.144753233,0.090931468,0.001994258,22.08998068,19.93780323,2.337590196,45.07938816,1.242055291,2.755262088,1.095534905,-70.55589896,328.0271992,29.43900808,286.9123026,-0.041717981,0.046832088,3.490619813,42,8,1,0,53989.96259,MPF-827-20190801-05_10_52,745.1519231,8818.34,8073.188077,0.915499751,-0.429697665,-,0,0,#DIV/0!,0.5,0.020994792,-0.429697665,#DIV/0!,#DIV/0!,-9.0109E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.092299587,827,300,300,300,10301.2,3759.09,-0.00883472,-1949.67,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564661385,399.5901935,399.8417097,12.30860968,10.41246742,500.0303226,100.8094194,0.100051639,22.61847419,19.93780323,999.9,0,0,9979.716129,0,6.487076774,0.0499938,0,0,0,745.1277419,0.0499938,-29.91096774,-4.247741935,33.387,36.907,35.312,37.5,36.11483871,0,0,0,364.8,745.1519231,-5.102564168,-2.403418762,-29.90384615,15,1564661411,05:10:11,3,12.883,0.172,400,11,0.33,0.04,-0.002789756,1.920902302,0.205043025,0,745.1920588,-2.509551986,1.423007956,0,1.910242927,-2.153549268,0.21933898,0,0,3,0/3,1.87364,1.87031,1.86983,1.87195,1.86924,1.87897,1.87561,1.87119,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.883,0.172,2,443.355,545.884,22.4533,23.7081,29.9994,23.9392,24.0507,19.8924,28.1306,63.7818,-999.9,400,11.2792,102.34,102.506
3,1564661630,601.9000001,20190801 05:13:49,05:13:49,23201,,,,1,B2_R2,2,null,null,null,null,1564661622,0.013845429,-0.719138061,394.3273871,392.669668,39.62237694,39.78964927,36.17318161,2.271488211,3.987358454,2.852725814,0.001994258,17.12026475,17.95027742,2.064809839,66.07982864,1.721006672,2.604435737,0.343803167,-610.5834294,458.4935889,40.51017395,-111.5776724,-0.04176476,0.046884602,3.493711974,42,8,1,0,54217.45398,MPF-828-20190801-05_14_49,712.6188462,3588.32,2875.701154,0.801405993,-0.719138061,-,0,0,#DIV/0!,0.5,0.020994792,-0.719138061,#DIV/0!,#DIV/0!,1.80958E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.24780699,828,300,300,300,10278.6,3423.16,-0.00856882,-569.961,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564661622,394.3273871,400.0157419,17.05569355,0.725233258,500.0209032,100.805129,0.099983235,21.69429032,17.95027742,999.9,0,0,9991.331935,0,2.176736065,0.0499938,0,0,0,712.5274194,0.0499938,-32.55,-4.503870968,33.06606452,36.562,35,37.125,35.75,0,0,0,235.5999999,712.6188462,2.065982928,-7.394529871,-32.56730769,15,1564661670,05:14:30,5,12.947,0.188,398,12,0.21,0.11,-5.803571707,-0.022965157,0.055709432,1,712.7802941,0.389357706,2.034161896,1,16.36225122,-0.612244599,0.060661396,0,2,3,2/3,1.87363,1.87028,1.86981,1.87194,1.86924,1.87897,1.87561,1.87119,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.947,0.188,2,443.612,535.476,21.8717,23.2207,29.9995,23.4265,23.5119,19.7752,100,55.6105,-999.9,400,0,102.396,102.567
4,1564662004,976.4000001,20190801 05:20:04,05:20:04,23201,,,,1,B3_R2,5,null,null,null,null,1564661996,0.001025888,-0.250583222,399.6766129,396.7495722,40.03788159,40.33326315,0.087918168,2.275536121,0.08607375,0.053958585,0.001994258,20.93969078,19.76345806,2.312459755,44.51510486,1.130201839,2.538917616,1.182257916,-45.24167856,185.821432,16.5060384,157.0877861,-0.041874781,0.04700811,3.500979566,24,5,1,0,54431.49545,MPF-829-20190801-05_21_03,733.1030769,3823.88,3090.776923,0.808282928,-0.250583222,-,0,0,#DIV/0!,0.5,0.020994792,-0.250583222,#DIV/0!,#DIV/0!,-9.05849E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.23719055,829,300,300,300,10323.6,3779.74,-0.00860105,-159.612,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564661996,399.6766129,399.8679355,11.19957097,9.982329677,500.0153548,100.8148387,0.099905471,21.27815806,19.76345806,999.9,0,0,10016.6871,0,0.413726,0.0499938,0,0,0,733.1680645,0.0499938,-36.40419355,-4.892580645,32.54,36.07419355,34.47764516,36.5,35.187,0,0,0,373.8000002,733.1030769,-9.244444372,6.636239312,-36.24192308,15,1564662022,05:20:22,6,12.813,0.171,400,11,0.56,0.1,-0.132000429,1.523337524,0.159316329,0,733.6717647,-11.60664753,2.112582015,0,1.310718537,-1.66430885,0.167087286,0,0,3,0/3,1.87363,1.87027,1.86981,1.87191,1.86924,1.87897,1.87561,1.87119,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.813,0.171,2,465.91,543.985,21.0609,22.5768,29.9997,22.7499,22.8516,19.9092,15.6672,51.9611,-999.9,400,10.8082,102.478,102.619
5,1564662249,1221.4,20190801 05:24:09,05:24:09,23201,,,,1,B3_R2,3,null,null,null,null,1564662241,0.000535914,-0.152040503,399.7758387,397.7681128,40.13641928,40.33900699,0.049654253,2.271254089,0.049058977,0.030714749,0.001994258,20.79129503,18.53029032,2.141368463,42.41397418,1.056573229,2.491096978,1.084795234,-23.63378719,298.5476091,26.36055355,301.2763697,-0.041758403,0.046877465,3.493291797,51,10,1,0,54343.36103,MPF-830-20190801-05_25_08,746.2115385,12173.4,11427.18846,0.938701469,-0.152040503,-,0,0,#DIV/0!,0.5,0.020994792,-0.152040503,#DIV/0!,#DIV/0!,2.93291E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.065301412,830,300,300,300,10279.5,3727.83,-0.00890567,-4296.25,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564662241,399.7758387,399.8504839,10.4710671,9.834709677,500.003871,100.8040323,0.100032168,20.96845161,18.53029032,999.9,0,0,9989.919677,0,0.764977097,0.0499938,0,0,0,746.2151613,0.0499938,-38.66354839,-5.153870968,32.25,35.808,34.187,36.268,34.909,0,0,0,243.8000002,746.2115385,5.270427351,-5.775726538,-38.65307692,15,1564662271,05:24:30,7,12.834,0.176,400,11,0.48,0.15,-0.196881578,1.689787971,0.192447209,0,746.5211765,-2.178780518,1.739390976,0,0.665252146,-0.646287868,0.071294497,0,0,3,0/3,1.87363,1.87027,1.86981,1.87189,1.86922,1.87897,1.8756,1.87119,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.834,0.176,2,432.287,544.72,20.648,22.2223,29.9997,22.3814,22.4839,19.9093,12.4646,50.741,-999.9,400,10.7286,102.521,102.661
6,1564662405,1377.4,20190801 05:26:45,05:26:45,23201,,,,1,B3_R2,2,null,null,null,null,1564662397,0.000525398,-0.480808607,400.2959355,408.9624895,41.26550983,40.39102921,0.050035769,2.272934629,0.049431811,0.030948538,0.001994258,20.54449164,19.36520968,2.255941711,48.99459367,1.201846231,2.453018059,1.054095481,-23.1700576,165.7798996,14.67055358,157.2823899,-0.041804052,0.046928711,3.496308252,28,6,1,0,54446.69222,MPF-831-20190801-05_27_44,807.2046154,574.426,-232.7786154,-0.405236907,-0.480808607,-,0,0,#DIV/0!,0.5,0.020994792,-0.480808607,#DIV/0!,#DIV/0!,6.74496E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,-2.467692314,831,300,300,300,10162.3,574.426,-0.00841635,0.561296,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564662397,400.2959355,399.9713548,11.91091613,11.28797097,500.0184839,100.8029677,0.099953387,20.71809032,19.36520968,999.9,0,0,10000.94613,0,3.221232581,0.0499938,0,0,0,807.5525806,0.0499938,-40.13096774,-5.264193548,32.11687097,35.56606452,34,36.129,34.687,0,0,0,155.4000001,807.2046154,-25.71282049,6.27008564,-40.18461538,15,1564662425,05:27:04,8,12.577,0.176,400,11,0.44,0.08,0.560042268,0.393866927,0.049249825,1,808.1911765,-22.56608489,2.83996558,0,0.630810878,-0.150056655,0.017289688,0,1,3,1/3,1.87362,1.87027,1.86981,1.87185,1.8692,1.87897,1.8756,1.87118,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.577,0.176,2,460.341,547.063,20.3995,21.9883,29.9996,22.1602,22.2555,19.9326,12.4947,55.7749,-999.9,400,11.3797,102.551,102.701
7,1564662666,1637.9,20190801 05:31:05,05:31:05,23201,,,,1,B1_R3,5,null,null,null,null,1564662658,0.000183261,-0.37705753,400.358129,428.0467382,43.18388508,40.39049452,0.017465675,2.27467608,0.017391513,0.010876332,0.001994258,20.36415986,19.22357097,2.236134767,49.44377772,1.191120572,2.409040382,1.045014196,-8.081795058,147.2940954,12.9956906,152.2099852,-0.04185139,0.046981852,3.499435007,45,9,1,0,54559.94052,MPF-832-20190801-05_32_05,799.3238462,12226.7,11427.37615,0.934624727,-0.37705753,-,0,0,#DIV/0!,0.5,0.020994792,-0.37705753,#DIV/0!,#DIV/0!,-1.35296E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.069948152,832,300,300,300,10282,3573.29,-0.00893917,-4061.53,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564662658,400.358129,399.9937097,11.80660968,11.58929677,500.0079677,100.786,0.099910874,20.42467419,19.22357097,999.9,0,0,10013.95645,0,0.363190452,0.0499938,0,0,0,799.6174194,0.0499938,-41.94903226,-5.379677419,31.812,35.35264516,33.75,35.875,34.391,0,0,0,259.8,799.3238462,-9.380512784,5.485811893,-41.87846154,15,1564662684,05:31:23,9,12.538,0.181,400,12,0.29,0.1,0.398281927,0.125061052,0.025354067,1,799.5608824,-4.581656805,1.837257175,0,0.203311902,0.164491798,0.016701132,0,1,3,1/3,1.87361,1.87027,1.86974,1.8718,1.8692,1.87897,1.87554,1.87112,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.538,0.181,2,440.303,547.845,20.0273,21.7371,30,21.8694,21.9604,19.9406,18.1736,65.2233,-999.9,400,11.5857,102.579,102.708
8,1564662822,1794.4,20190801 05:33:42,05:33:42,23201,,,,1,B1_R3,4,null,null,null,null,1564662814,8.06301E-05,-0.262224581,400.2570645,451.2672712,45.52456625,40.37857477,0.00715894,2.272096433,0.007146432,0.004467642,0.001994258,20.31856697,19.56879677,2.284680947,48.63672837,1.165944022,2.397250106,1.118736925,-3.555785682,95.105745,8.412084429,99.964038,-0.04178128,0.046903147,3.494803631,102,20,1,0,54486.94406,MPF-833-20190801-05_34_41,739.5826923,0.7676,-738.8150923,-962.5001203,-0.262224581,-,0,0,#DIV/0!,0.5,0.020994792,-0.262224581,#DIV/0!,#DIV/0!,-4.53189E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,-0.001038961,833,300,300,300,10133.3,0.7676,-0.00841902,0.592669,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564662814,400.2570645,399.981129,11.55754839,11.4619129,500.0121613,100.7815806,0.100023581,20.3452129,19.56879677,999.9,0,0,9997.619355,0,0.328019032,0.0499938,0,0,0,739.7419355,0.0499938,-42.11193548,-5.41483871,31.784,35.37093548,33.687,35.875,34.375,0,0,0,155.8,739.5826923,-4.054358838,-3.769230813,-41.82576923,15,1564662840,05:33:59,10,12.536,0.182,400,12,0.25,0.14,0.271014756,0.109739143,0.02710891,1,739.8111765,-1.633896872,2.174278467,0,0.119558924,-0.496463567,0.051665249,0,1,3,1/3,1.87361,1.87027,1.86975,1.87181,1.8692,1.87897,1.87554,1.8711,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.536,0.182,2,369.883,549.079,19.9026,21.6522,30,21.7614,21.8514,19.946,19.7609,68.2083,-999.9,400,11.6432,102.581,102.714
9,1564662974,1946.4,20190801 05:36:14,05:36:14,23201,,,,1,B1_R3,1,null,null,null,null,1564662966,0.000296947,-0.347004717,400.2326452,413.5381344,41.71961793,40.37729933,0.027354114,2.274267918,0.027172642,0.016999105,0.001994258,20.24936857,19.40426774,2.261430621,49.12200968,1.177740494,2.397582064,1.083690127,-13.09535297,115.6444831,10.21048483,112.7616092,-0.041840292,0.046969393,3.498702068,76,15,1,0,54560.39358,MPF-834-20190801-05_37_13,738.2434615,6064.99,5326.746538,0.878277877,-0.347004717,-,0,0,#DIV/0!,0.5,0.020994792,-0.347004717,#DIV/0!,#DIV/0!,1.35481E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.138591813,834,300,300,300,10327.9,3489.61,-0.00867844,-989.278,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564662966,400.2326452,399.958871,11.67413871,11.32198065,500.0257742,100.7845161,0.100056435,20.34745484,19.40426774,999.9,0,0,10011.44839,0,0.294235935,0.0499938,0,0,0,738.1012903,0.0499938,-42.20225806,-5.326774194,31.77,35.401,33.69309677,35.937,34.375,0,0,0,151.4000001,738.2434615,-0.839999998,6.996923071,-42.15769231,15,1564662996,05:36:35,12,12.534,0.175,400,11,0.27,0.1,0.274300293,-0.197465226,0.036282159,1,738.0820588,-0.804782772,1.585644756,1,0.379964976,-0.584537247,0.062090736,0,2,3,2/3,1.87361,1.87027,1.86979,1.8718,1.8692,1.87897,1.87552,1.87116,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.534,0.175,2,401.315,548.244,19.833,21.6163,30,21.7056,21.7922,19.9419,21.9222,69.227,-999.9,400,11.4745,102.582,102.715
