SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,plantID VOak 959,RIP_760,RIP_720,BAR-A12,seirra_loma,A10,A11,BAR_A07,BH_Block,BH_Vine,BH_Leaf,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,VineID,vineID,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564661020,0,20190801 05:03:39,5:03:39,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,5,1,1564661012,0.000687284,-0.956418965,400.9242581,421.9465986,42.60502691,40.48234744,0.051826957,2.271083346,0.051178765,0.03204429,0.001994222,23.93487189,22.98716774,2.817532434,49.28626383,1.490489786,3.024148455,1.327042647,-30.30922384,143.7804912,13.20019766,126.6734592,-0.041753767,0.046872261,3.492985376,4,1,1,0,53753.0288,MPF-1810-20190801-05_03_41,750.7734615,3902.71,3151.936538,0.807627658,-0.956418965,-,0,0,#DIV/0!,0.5,0.02099454,-0.956418965,#DIV/0!,#DIV/0!,-2.19E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.238194346,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564661012,400.9242581,400.1072581,14.76133548,13.9488129,500.0270323,100.7725484,0.200008452,24.16147419,22.98716774,999.9,9991.93129,0,0.226344,0.0499935,0,0,0,750.7787097,0.0499935,-11.28032258,-2.83516129,34.171,38.022,36.45529032,38.062,36.5,0,0,0,1564661306,750.7734615,5.363077002,-1.489914541,-11.14384615,15,100,100,4.056,0.15,2,467.807,553.696,23.7473,22.9542,29.9998,23.1108,23.1428,19.0893,31.5535,95.0651,-999.9,400.1,14.0086,102.018,114.826
2,1564661369,349,20190801 05:09:28,5:09:28,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,3,1,1564661361,0.001898829,-0.890032298,400.2325806,401.4502657,40.53320942,40.41026347,0.175585571,2.271134604,0.168377606,0.105858954,0.001994222,22.28467646,20.66816452,2.445485825,47.3550722,1.328138494,2.804638303,1.117347331,-83.73837096,274.6664927,24.76381836,215.6939343,-0.041755158,0.046873823,3.493077363,2,0,1,0,53981.70995,MPF-1811-20190801-05_09_30,773.08,2968.24,2195.16,0.739549363,-0.890032298,-,0,0,#DIV/0!,0.5,0.02099454,-0.890032298,#DIV/0!,#DIV/0!,4.55E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.352174785,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564661361,400.2325806,400.0765161,13.15419032,10.90565806,500.0199677,100.7669677,0.199983548,22.9114129,20.66816452,999.9,9992.817742,0,0.226344,0.0499935,0,0,0,773.023871,0.0499935,-13.76483871,-3.312580645,33.19309677,36.879,35.49593548,37.09248387,35.5,0,0,0,348.4000001,773.08,6.04786324,0.261880527,-13.77769231,15,100,100,4.195,0.065,2,469.536,548.413,22.5283,22.2983,29.9996,22.4257,22.4485,19.0443,36.4268,77.9189,-999.9,400.1,11.2573,102.125,114.912
3,1564661501,481.5,20190801 05:11:41,5:11:41,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,1,1,1564661493,0.001264786,-0.76200877,400.1849355,404.027862,40.79872547,40.41066683,0.107892082,2.274707648,0.105127619,0.065947238,0.001994222,21.82002369,20.87259032,2.476456149,47.70185809,1.284192701,2.692123017,1.192263448,-55.77704481,167.3373106,15.02724209,126.5895021,-0.041852248,0.046982815,3.499491695,2,0,1,0,54225.93451,MPF-1812-20190801-05_11_43,843.7934615,4258.73,3414.936538,0.80186735,-0.76200877,-,0,0,#DIV/0!,0.5,0.02099454,-0.76200877,#DIV/0!,#DIV/0!,1.35E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.247089061,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564661493,400.1849355,399.8779032,12.7173,11.21886129,500.0008065,100.7800323,0.199947871,22.23711613,20.87259032,999.9,10014.75484,0,0.226344,0.0499935,0,0,0,843.6512903,0.0499935,-15.62354839,-3.651935484,32.895,36.5,35.141,36.69106452,35.149,0,0,0,131.8000002,843.7934615,3.537435828,-7.193846135,-15.79,15,100,100,4.227,0.073,2,469.896,536.185,22.0477,22.0017,29.9995,22.1448,22.168,19.0799,32.2617,76.4183,-999.9,400.1,11.78,102.179,114.952
4,1564661850,830,20190801 05:17:29,5:17:29,1,23293,1_1,23509,31,23522,23316,23388,B1_R2,6,1,1564661842,0.004427025,-0.65691234,398.458,394.0545416,39.7941467,40.23883608,0.434787391,2.270458647,0.393275896,0.249195968,0.001994222,19.73193833,18.11688065,2.086550817,38.27848112,0.96695432,2.526104203,1.119596497,-195.2318033,376.8600162,33.25548068,214.8856879,-0.041736807,0.046853222,3.491864353,10,2,1,0,54274.05977,MPF-1813-20190801-05_17_31,826.1442308,4217.07,3390.925769,0.804095206,-0.65691234,-,0,0,#DIV/0!,0.5,0.02099454,-0.65691234,#DIV/0!,#DIV/0!,4.50E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.24363383,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564661842,398.458,399.7864194,9.575095161,4.313793871,500.024871,100.7864194,0.199973387,21.19567742,18.11688065,999.9,9986.498065,0,0.233645387,0.0499935,0,0,0,826.0548387,0.0499935,-20.92225806,-4.555806452,31.86077419,35.5,34.125,35.57825806,34.125,0,0,0,347.8,826.1442308,-0.867350423,2.683418615,-20.75038462,15,100,100,4.349,-0.031,2,460.196,566.779,20.8955,21.1652,30.0003,21.3605,21.4134,19.0272,54.8416,68.2506,-999.9,400.1,6.64758,102.337,115.066
5,1564661991,971.0999999,20190801 05:19:50,5:19:50,1,23293,1_1,23509,31,23522,23316,23388,B1_R2,3,1,1564661983,0.000568199,-0.718141031,400.6197419,415.6587922,41.97471418,40.456017,0.052296215,2.273080884,0.051636884,0.032331598,0.001994222,20.72242501,19.75773548,2.31163892,49.14513249,1.219870608,2.482179916,1.091768312,-25.05759507,141.2212124,12.53385987,128.6994714,-0.041808027,0.046933173,3.496570812,80,16,1,0,54415.65191,MPF-1814-20190801-05_19_52,835.3638462,5124,4288.636154,0.836970366,-0.718141031,-,0,0,#DIV/0!,0.5,0.02099454,-0.718141031,#DIV/0!,#DIV/0!,-2.25E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.194785432,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564661983,400.6197419,400.0310968,12.07989032,11.40624839,499.9709355,100.7836452,0.199937935,20.91012581,19.75773548,999.9,10003.81452,0,0.226344,0.0499935,0,0,0,835.56,0.0499935,-21.74580645,-4.518387097,31.61077419,35.187,33.84451613,35.379,33.812,0,0,0,139.9000001,835.3638462,-5.02837622,-2.069059731,-21.89846154,15,100,100,4.29,0.074,2,377.077,538.93,20.583,21.0762,29.9998,21.2295,21.2557,19.1041,24.466,68.6245,-999.9,400.1,11.7361,102.342,115.067
6,1564662126,1106.7,20190801 05:22:06,5:22:06,1,23293,1_1,23509,31,23522,23316,23388,B1_R2,2,1,1564662118,0.000507572,-0.511558406,400.2572581,410.2472023,41.42873363,40.41990107,0.049494516,2.272719561,0.048903416,0.030617155,0.001994222,20.55262268,18.97195484,2.201324157,47.71803975,1.17069469,2.453358722,1.030629467,-22.38393103,214.224771,18.9215832,210.7644174,-0.041798209,0.046922151,3.495922168,13,3,1,0,54438.57327,MPF-1815-20190801-05_22_08,766.4384615,4472.13,3705.691538,0.828618922,-0.511558406,-,0,0,#DIV/0!,0.5,0.02099454,-0.511558406,#DIV/0!,#DIV/0!,-1.80E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.206827377,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564662118,400.2572581,399.8871613,11.59278065,10.99072581,499.9756774,100.7848065,0.199998323,20.72034516,18.97195484,999.9,10001.35,0,0.226344,0.0499935,0,0,0,766.3516129,0.0499935,-23.12451613,-5.147741935,31.35874194,35.05,33.61687097,35.175,33.57216129,0,0,0,134.5999999,766.4384615,4.475213635,-11.98632474,-22.86692308,15,100,100,4.289,0.057,2,456.97,536.957,20.3268,20.8789,29.9995,21.0234,21.044,19.128,25.7463,68.4987,-999.9,400.1,11.3351,102.386,115.107
7,1564662449,1429.2,20190801 05:27:28,5:27:28,1,23293,1_1,23509,31,23522,23316,23388,B3_R3,6,1,1564662441,0.000450236,-0.133834875,399.7360968,397.7383135,40.14852351,40.35018387,0.036875659,2.271089413,0.036546228,0.022870745,0.001994222,20.0606156,19.20003548,2.232858347,42.45522398,1.009261635,2.377237806,1.223596712,-19.85538806,123.6041175,10.90939607,114.6601198,-0.041753931,0.046872446,3.492996264,14,3,1,0,54477.05465,MPF-1816-20190801-05_27_30,1163.881538,3969.26,2805.378462,0.70677619,-0.133834875,-,0,0,#DIV/0!,0.5,0.02099454,-0.133834875,#DIV/0!,#DIV/0!,-2.26E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.414875053,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564662441,399.7360968,399.7914516,9.998425484,9.463678065,500.1246129,100.7420323,0.200024742,20.20955161,19.20003548,999.9,9994.997419,0,0.226344,0.0499935,0,0,0,1163.947419,0.0499935,-25.32354839,-5.44483871,30.687,34.375,32.937,34.437,32.911,0,0,0,321.6000001,1163.881538,-2.552478692,3.549059888,-25.29115385,15,100,100,4.356,0.042,2,456.614,567.477,19.7019,20.2476,29.9999,20.4161,20.4504,19.138,29.2174,70.483,-999.9,400.1,10.7405,102.515,115.21
8,1564662565,1545.7,20190801 05:29:25,5:29:25,1,23293,1_1,23509,31,23522,23316,23388,B3_R3,4,1,1564662557,0.00096622,-4.30235914,404.7613226,470.6298804,47.5067736,40.85780635,0.096126655,2.274229373,0.093925161,0.058896822,0.001994222,19.71135782,18.88207742,2.189005463,49.67349959,1.167858283,2.351069067,1.02114718,-42.61031988,140.8230944,12.38042927,110.595198,-0.041839244,0.046968217,3.498632856,16,3,1,0,54617.14328,MPF-1817-20190801-05_29_27,914.7573077,4293.6,3378.842692,0.786948643,-4.30235914,-,0,0,#DIV/0!,0.5,0.02099454,-4.30235914,#DIV/0!,#DIV/0!,9.26E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.270730955,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564662557,404.7613226,400.067871,11.5694871,10.42345484,500.0077742,100.7429677,0.199993129,20.03063871,18.88207742,999.9,10015.32645,0,0.226344,0.0499935,0,0,0,914.4616129,0.0499935,-26.27903226,-5.59483871,30.56809677,34.312,32.82216129,34.375,32.812,0,0,0,115.3000002,914.7573077,24.44273497,-1.730940109,-26.35346154,15,100,100,4.384,0.041,2,452.951,568.52,19.569,20.1451,29.9998,20.2858,20.3092,19.1008,28.608,70.866,-999.9,400.1,10.9196,102.53,115.213
9,1564662705,1685.2,20190801 05:31:44,5:31:44,1,23293,1_1,23509,31,23522,23316,23388,B3_R3,2,1,1564662696,0.000924821,-0.830750776,400.3436129,409.8170783,41.36820956,40.41192852,0.078297502,2.271664131,0.076828581,0.048147544,0.001994222,19.5291816,18.67057097,2.160254357,41.50054432,0.963959921,2.322764525,1.196294436,-40.78459169,142.625746,12.52688379,114.3700323,-0.041769538,0.046889966,3.494027709,12,2,1,0,54566.28697,MPF-1818-20190801-05_31_46,918.8346154,4103.59,3184.755385,0.776090054,-0.830750776,-,0,0,#DIV/0!,0.5,0.02099454,-0.830750776,#DIV/0!,#DIV/0!,-2.71E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.288510264,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564662696,400.3436129,399.7910323,9.549536774,8.450399677,500.0226452,100.743129,0.199978871,19.83514839,18.67057097,999.9,9998.624516,0,0.226344,0.0499935,0,0,0,918.8064516,0.0499935,-26.38903226,-5.431935484,30.45732258,34.24593548,32.69919355,34.312,32.69512903,0,0,0,138.6000001,918.8346154,-4.816410257,8.202735135,-26.52961538,15,100,100,4.369,0.02,2,458.06,574.652,19.393,20.0683,30.0004,20.1853,20.2075,19.1155,33.5435,69.0754,-999.9,400.1,9.9405,102.544,115.222
10,1564663138,2118.7,20190801 05:38:58,5:38:58,1,23293,1_1,23509,31,23522,23316,23388,B1_R4,5,1,1564663130,0.001761204,0.144089423,398.5430323,389.1133518,39.28190087,40.23384911,0.14648567,2.273022697,0.141435946,0.088836662,0.001994222,18.56377273,17.29437097,1.981135916,33.29687447,0.740994524,2.225417659,1.240141392,-77.66910992,226.9626554,19.71204645,169.0075861,-0.041806446,0.046931398,3.496466353,15,3,1,0,54741.46993,MPF-1819-20190801-05_39_00,818.8065385,4540.86,3722.053462,0.819680294,0.144089423,-,0,0,#DIV/0!,0.5,0.02099454,0.144089423,#DIV/0!,#DIV/0!,-2.26E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.21998785,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564663130,398.5430323,399.5581935,7.340043548,5.242203871,500.0220968,100.7523548,0.199978677,19.14647419,17.29437097,999.9,10006.5429,0,0.226344,0.0499935,0,0,0,818.7474194,0.0499935,-31.24354839,-6.501935484,29.49593548,33.25,31.79,33.19512903,31.72154839,0,0,0,432.6000001,818.8065385,-14.00102574,-3.831794935,-31.18615385,15,100,100,4.444,-0.008,2,454.62,568.326,18.5872,19.6191,30.0001,19.7639,19.803,19.0945,40.4263,67.2832,-999.9,400.1,8.4272,102.639,115.291
11,1564663301,2281.7,20190801 05:41:41,5:41:41,1,23293,1_1,23509,31,23522,23316,23388,B1_R4,3,1,1564663293,0.003116401,-2.054430267,400.349,404.0857733,40.79329188,40.4160569,0.369323687,2.271426766,0.338915499,0.214345217,0.001994222,17.80590134,17.30973871,1.983061805,48.96149506,1.068817121,2.182974846,0.914244683,-137.433296,187.1362664,16.23988284,65.94484753,-0.041763092,0.046882729,3.493601697,12,2,1,0,54744.83783,MPF-1820-20190801-05_41_43,895.3373077,4969.09,4073.752692,0.819818657,-2.054430267,-,0,0,#DIV/0!,0.5,0.02099454,-2.054430267,#DIV/0!,#DIV/0!,6.66E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.219781949,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564663293,400.349,399.3807419,10.5873729,6.886828065,499.9382903,100.7520968,0.199964806,18.83791613,17.30973871,999.9,9996.191613,0,0.226344,0.0499935,0,0,0,895.3832258,0.0499935,-31.11677419,-6.467096774,29.375,33.125,31.625,33.183,31.61280645,0,0,0,162,895.3373077,-7.015042615,1.254700671,-31.12153846,15,100,100,4.509,-0.021,2,458.525,515.957,18.4346,19.5463,30.0001,19.6732,19.6939,19.0645,39.6392,67.7573,-999.9,400.1,8.61104,102.641,115.293
12,1564663416,2395.8,20190801 05:43:35,5:43:35,1,23293,1_1,23509,31,23522,23316,23388,B1_R4,2,1,1564663407,-4.67E-06,0.154453011,399.6412258,1056.758948,106.6821736,40.34467342,-0.000367767,2.272761824,-0.0003678,-0.000229872,0.001994222,18.89126665,17.79195806,2.044334271,35.65146001,0.780784356,2.190048754,1.263549916,0.205895584,134.5061608,11.69782365,146.4118743,-0.041799357,0.04692344,3.495998036,79,16,1,0,54780.71265,MPF-1821-20190801-05_43_37,869.0815385,3901.38,3032.298462,0.777237404,0.154453011,-,0,0,#DIV/0!,0.5,0.02099454,0.154453011,#DIV/0!,#DIV/0!,-2.26E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.286608178,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564663407,399.6412258,399.8243226,7.734196129,7.739755161,500.0213226,100.7522258,0.200005387,18.88970645,17.79195806,999.9,10004.85903,0,0.234056032,0.0499935,0,0,0,869.4680645,0.0499935,-30.62451613,-6.363225806,29.32825806,33.137,31.562,33.25,31.56606452,0,0,0,112.7,869.0815385,-12.35213658,0.486837492,-30.46846154,15,100,100,4.415,0.018,2,378.879,558.056,18.4141,19.6207,30.0006,19.7117,19.7302,19.115,30.9744,64.5172,-999.9,400.1,9.53743,102.626,115.27
