SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,3.97182 74.8103 382.914 631.165 879.783 1052.16 1129.67 1128.69,-0.192899 101.039 401.404 601.079 800.866 1001.17 1093.82 1089.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564258559,0,20190727 13:15:58,13:15:58,1,B2_R1,6,null,null,null,null,1564258551,0.010205853,15.79515128,376.3683871,265.2170187,26.74676761,37.95622859,0.291160987,2.270708086,0.271896597,0.171559872,330.4217572,42.57750344,41.58683226,8.065704849,50.76124816,4.516412597,8.897363168,3.549292252,-450.0781263,228.9240144,25.31240092,134.5800462,-0.041743578,0.046860823,3.492311955,125,25,1,0,50461.18951,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-551-20190727-13_16_57,769.2260769,1027.03,0.251018883,0.5,1685.953789,15.79515128,211.6031182,1,0.00987509,2.244491398,-,0,1027.03,0.251018883,0.691785282,0.773035955,0.873611618,551,300,300,300,10352.4,1027.03,-0.00686129,1.80138,1999.962903,1685.953789,0.842992531,0.195985062,6,0.5,0: Broadleaf,1564258551,376.3683871,399.9311935,44.78408387,33.0859129,500.0162903,100.6486129,0.199996839,43.45684516,41.58683226,999.9,0,0,10001.79387,0,1603.664839,1999.962903,0.899999419,0.100000558,0,769.5272903,4.99938,15972.58065,15965.89355,53.73780645,54.75,53.808,54.46748387,55.687,1795.465484,199.4983871,0,1725.7,769.2260769,-85.78461538,-1704.222222,15966.57308,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87427,1.87123,1.87073,1.87286,1.86984,1.87927,1.87637,1.87167,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,356.036,432.887,42.7255,45.7278,29.9991,45.5144,45.4998,19.8063,45.5078,20.0222,-999.9,400,32.915,98.6525,99.1163
2,1564258705,146,20190727 13:18:24,13:18:24,2,B2_R1,6,null,null,null,null,1564258697,0.01495244,18.84832847,370.7360323,276.0850359,27.84303959,37.38854585,0.4367475,2.270374126,0.394878742,0.250225627,330.4225232,41.32989349,41.72359677,8.124158765,50.31895751,4.545270987,9.032919623,3.578887778,-659.4025829,247.6878901,27.4468687,-53.84530086,-0.041734512,0.046850646,3.491712689,25,5,1,0,50404.45189,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-552-20190727-13_19_23,843.2100769,2.0172,-417.0101512,0.5,1685.955658,18.84832847,-351530.3119,1,0.011686026,1650.888757,-,0,2.0172,-417.0101512,0.999394632,1.216444963,1.262071894,552,300,300,300,10419.7,2.0172,-0.00690944,1.37636,1999.964839,1685.955658,0.842992649,0.195985299,6,0.5,0: Broadleaf,1564258697,370.7360323,400.0058065,45.06983871,27.93577742,500.0052903,100.6494839,0.200022516,43.74718387,41.72359677,999.9,0,0,9999.535161,0,1436.191613,1999.964839,0.899995387,0.100004523,0,844.1636452,4.99938,17534.86129,15965.89355,54.312,55.558,54.429,55.131,56.252,1795.459032,199.5064516,0,145.1999998,843.2100769,-123.969094,-2385.063248,17517.34231,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87424,1.87124,1.87074,1.87286,1.86983,1.87927,1.87637,1.87171,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,482.001,423.303,42.8831,45.5532,29.9996,45.3707,45.387,19.7651,50.5452,8.91096,-999.9,400,27.9117,98.6999,99.1679
3,1564258818,259.5,20190727 13:20:18,13:20:18,3,B2_R1,6,null,null,null,null,1564258810,0.008097696,11.53606809,382.2689355,248.9085334,25.1030777,38.55282364,0.175252591,2.271347816,0.168071982,0.105665622,330.4259887,44.11862693,44.0448871,9.173765846,49.95884922,4.647651142,9.302958765,4.526114703,-357.1084068,33.01527782,3.707308534,10.04016821,-0.041760948,0.046880322,3.493460006,4,1,1,0,50344.96439,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-553-20190727-13_21_17,737.3586538,426.039,-0.730730412,0.5,1685.973822,11.53606809,-615.9961723,1,0.007348787,6.821326217,-,0,426.039,-0.730730412,0.872144446,1.163830867,1.10137573,553,300,300,300,10348.1,426.039,-0.00680285,5.85547,1999.986452,1685.973822,0.842992621,0.195985243,6,0.5,0: Broadleaf,1564258810,382.2689355,399.8266774,46.08359355,36.81423548,500.0039032,100.6526129,0.200006968,44.31450323,44.0448871,999.9,0,0,10005.55806,0,1840.555484,1999.986452,0.899995839,0.100004129,0,737.6452581,4.99938,15339.57097,15966.05806,54.802,56.20941935,54.877,55.71748387,56.73780645,1795.480645,199.5067742,0,112.6000001,737.3586538,-76.54957265,-1467.278632,15334.33462,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87431,1.87129,1.87078,1.87286,1.86992,1.87927,1.87637,1.87174,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,500.357,435.113,43.1002,45.4902,30.0001,45.3164,45.3411,19.9166,33.8221,9.67046,-999.9,400,36.9766,98.7056,99.1809
4,1564258952,393.5,20190727 13:22:32,13:22:32,1,B2_R1,4,null,null,null,null,1564258944,0.008185082,9.97399876,383.5199677,271.3349249,27.3646628,38.67874584,0.187550759,2.268142104,0.179341307,0.112795957,330.4246793,44.27099738,43.88465806,9.097725778,51.24628959,4.812297365,9.390528374,4.285428413,-360.9621136,74.68393767,8.398992191,52.54549557,-0.041673952,0.046782662,3.487708417,78,16,1,0,50215.71352,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-554-20190727-13_23_31,917.3937308,4003.75,0.77086638,0.5,1685.970446,9.97399876,649.8289673,1,0.006422291,-0.167732751,-,0,4003.75,0.77086638,-0.201537127,0.932373248,-0.254508415,554,300,300,300,10354.9,1029.4,-0.00720719,-1032.83,1999.982903,1685.970446,0.842992429,0.195984859,6,0.5,0: Broadleaf,1564258944,383.5199677,399.2557097,47.71644194,38.36303548,500.000871,100.6519677,0.200006323,44.49541935,43.88465806,999.9,0,0,9984.77871,0,1720.09,1999.982903,0.900002355,0.099997613,0,919.5330968,4.99938,19500.09355,15966.06774,55.252,56.639,55.35874194,56.19919355,57.25,1795.489677,199.4935484,0,133.1999998,917.3937308,-352.1472479,-7327.470087,19455.50385,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87435,1.87128,1.87084,1.87286,1.86993,1.87927,1.87637,1.87179,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,408.705,435.47,43.3403,45.5332,30.0001,45.3312,45.3411,19.8361,34.0762,18.9445,-999.9,400,37.8837,98.696,99.1824
5,1564259061,502.5,20190727 13:24:21,13:24:21,2,B2_R1,4,null,null,null,null,1564259053,0.009166793,12.60214234,379.8040968,270.248318,27.25374356,38.30211982,0.238910145,2.269828241,0.225767427,0.142225181,330.4196891,44.2187582,42.96920645,8.673647622,50.98147672,4.853595731,9.520312167,3.820051891,-404.2555926,219.2493219,24.5630867,169.9765051,-0.041719696,0.046834014,3.490733216,3,1,1,0,50226.49596,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-555-20190727-13_25_20,769.9145,34.1772,-21.52713798,0.5,1685.94392,12.60214234,-18146.77369,1,0.007981248,96.49745444,-,0,34.1772,-21.52713798,0.989743322,1.115839881,1.249883869,555,300,300,300,10247.9,15.2744,-0.00676464,-2.89918,1999.95129,1685.94392,0.842992491,0.195984982,6,0.5,0: Broadleaf,1564259053,379.8040968,399.1046452,48.12829032,37.65751613,499.9980645,100.6470323,0.200010065,44.76088387,42.96920645,999.9,0,0,9996.22871,0,1973.138065,1999.95129,0.900000032,0.099999952,0,770.4945806,4.99938,16194.96452,15965.80645,55.60467742,56.95935484,55.71341935,56.49593548,57.51,1795.457097,199.4945161,0,108.2,769.9145,-94.60413662,-2021.982903,16182.87692,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87429,1.87127,1.8708,1.87286,1.86987,1.87927,1.87637,1.8717,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,502.052,437.123,43.5068,45.5696,29.9999,45.3312,45.346,19.8587,37.3961,23.8818,-999.9,400,37.1236,98.7104,99.2003
6,1564259159,600.5,20190727 13:25:59,13:25:59,3,B2_R1,4,null,null,null,null,1564259151,0.011984303,15.197889,376.2019677,267.3508357,26.9632529,37.9412646,0.297465482,2.268290781,0.277368795,0.175047833,330.427485,43.36420785,43.38734839,8.865178065,50.29649513,4.802871079,9.549116825,4.062306987,-528.5077479,175.1200989,19.67674382,-3.28342017,-0.041677985,0.046787189,3.487975095,36,7,1,0,50169.21885,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-556-20190727-13_26_58,792.4719231,2.28321,-346.0867433,0.5,1685.984361,15.197889,-291748.4184,1,0.009520659,1458.432115,-,0,2.28321,-346.0867433,0.999314802,1.143127821,1.261971082,556,300,300,300,10243.7,2.2272,-0.00680068,2.39156,1999.999355,1685.984361,0.842992453,0.195984905,6,0.5,0: Broadleaf,1564259151,376.2019677,399.8488387,47.62228065,33.92645484,500.0172903,100.6536452,0.199800194,44.81937742,43.38734839,999.9,0,0,9985.578387,0,109.3200968,1999.999355,0.900001613,0.099998519,0,793.0315484,4.99938,16630.13548,15966.19677,55.86280645,57.175,55.94716129,56.687,57.75,1795.503226,199.4967742,0,97.20000005,792.4719231,-73.55733338,-1451.85983,16618.86538,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.8743,1.87123,1.87076,1.87286,1.86987,1.87927,1.87637,1.8717,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,460.005,435.258,43.6734,45.5547,29.9999,45.3164,45.3263,19.8618,40.105,15.6377,-999.9,400,34.1445,98.7067,99.2059
7,1564259351,792.5,20190727 13:29:11,13:29:11,1,B2_R1,2,null,null,null,null,1564259343,0.013050186,16.11014794,374.8032903,270.2736887,27.25471941,37.79560846,0.332568545,2.271486949,0.307693957,0.194388334,330.4306858,43.24414639,43.23878387,8.796713031,49.77799433,4.808261306,9.659411494,3.988451725,-575.5131923,220.8166509,24.78511092,0.519255308,-0.041764726,0.046884564,3.49370971,53,11,1,0,50233.93598,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-557-20190727-13_30_10,749.8980385,1048.4,0.284721444,0.5,1685.997512,16.11014794,240.0198228,1,0.010061665,2.178357497,-,0,1048.4,0.284721444,0.685372083,0.841169566,0.865512796,557,300,300,300,10370.5,950.871,-0.0069484,-9.71631,2000.014516,1685.997512,0.842992637,0.195985275,6,0.5,0: Broadleaf,1564259343,374.8032903,400.0047742,47.68152258,32.76811935,500.0039032,100.6411935,0.199992839,45.04195161,43.23878387,999.9,0,0,10007.59871,0,1741.992581,2000.014516,0.899996129,0.100003952,0,750.2239355,4.99938,16184.04839,15966.29677,56.379,57.665,56.44512903,57.161,58.23983871,1795.504839,199.5106452,0,191.1999998,749.8980385,-50.48912822,-880.529915,16179.87308,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87436,1.87131,1.87082,1.87286,1.8699,1.87928,1.87637,1.87168,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,438.987,433.451,43.9108,45.5945,30.0002,45.3415,45.351,19.8629,41.6036,16.3992,-999.9,400,32.9595,98.7031,99.2068
8,1564259473,914,20190727 13:31:12,13:31:12,2,B2_R1,2,null,null,null,null,1564259465,0.009942195,9.182522973,383.5455806,286.3005516,28.87024113,38.67632575,0.215118658,2.269884631,0.20440039,0.128668721,330.4211582,44.75339345,44.9909871,9.634059758,51.31720491,5.087202008,9.913248426,4.546857749,-438.4508108,67.91481795,7.709978506,-32.40485615,-0.041721226,0.046835732,3.490834392,79,16,1,0,50104.30806,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-558-20190727-13_32_11,884.2547308,1097.53,0.194322952,0.5,1685.950791,9.182522973,163.8094671,1,0.005952912,2.036081018,-,0,1097.53,0.194322952,0.670628025,0.527915113,0.846893464,558,300,300,300,10272.5,1097.53,-0.00684936,0.17887,1999.959355,1685.950791,0.842992527,0.195985055,6,0.5,0: Broadleaf,1564259465,383.5455806,399.1404839,50.44879032,39.12009032,500.002129,100.6389677,0.19996171,45.54596452,44.9909871,999.9,0,0,9997.396452,0,1848.746129,1999.959355,0.899999129,0.100000758,0,888.5376452,4.99938,18832.34516,15965.86129,56.75,57.99593548,56.8,57.56403226,58.629,1795.461935,199.4977419,0,120.8,884.2547308,-556.9076584,-11358.25984,18745.55769,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87432,1.87128,1.87082,1.87286,1.86996,1.87927,1.87637,1.87173,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,407.726,440.225,44.1758,45.6956,30.0006,45.4287,45.4301,19.8252,34.0499,26.9274,-999.9,400,38.6768,98.6967,99.2169
9,1564259587,1028.5,20190727 13:33:07,13:33:07,3,B2_R1,2,null,null,null,null,1564259579,0.009625835,10.17132729,382.8420323,277.96628,28.02909322,38.6043768,0.212751967,2.26860369,0.202256455,0.127310105,330.4177767,45.02633106,44.81477742,9.546848867,50.95974513,5.096274125,10.00058794,4.450574742,-424.4993031,110.3226266,12.53106334,28.77216366,-0.041686472,0.046796717,3.488536375,47,9,1,0,50037.37013,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-559-20190727-13_34_06,911.4060769,1064.86,0.144107134,0.5,1685.934621,10.17132729,121.4776035,1,0.006539471,2.129228255,-,0,1064.86,0.144107134,0.680432388,0.413259986,0.85927477,559,300,300,300,10347.2,1064.86,-0.00693123,22.1921,1999.940323,1685.934621,0.842992464,0.195984929,6,0.5,0: Broadleaf,1564259579,382.8420323,399.4715161,50.54007097,39.57174839,499.9494194,100.635871,0.20043629,45.71680645,44.81477742,999.9,0,0,9989.375806,0,1833.299677,1999.940323,0.900000774,0.099999345,0,912.4420968,4.99938,19524.96129,15965.70968,56.99593548,58.25,57.062,57.75,58.875,1795.44871,199.4916129,0,114,911.4060769,-102.3158291,-2093.764104,19503.77692,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87433,1.87132,1.87085,1.87287,1.86992,1.87928,1.87637,1.87173,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,446.77,438.643,44.3767,45.8292,30.0003,45.5094,45.5122,19.9126,36.4479,34.2939,-999.9,400,39.0144,98.6765,99.1803
10,1564259881,1322,20190727 13:38:00,13:38:00,1,B1_R2,5,null,null,null,null,1564259873,0.018130427,17.74658679,370.438129,293.2205484,29.56965109,37.3566119,0.548488772,2.270399274,0.484141013,0.307738138,330.4330317,42.17079703,42.974,8.675822856,51.85995357,5.158372073,9.946734845,3.517450783,-799.5518456,322.8492662,36.30755186,-109.9619958,-0.041735195,0.046851412,3.491757814,38,8,1,0,50110.18138,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-560-20190727-13_38_59,833.1034231,3477.96,0.760462046,0.5,1686.01167,17.74658679,641.0739419,1,0.011032178,-0.0419125,-,0,3477.96,0.760462046,-0.043746005,0.949875185,-0.055244046,560,300,300,300,10398.8,1054.42,-0.00732106,-516.232,2000.031613,1686.01167,0.84299251,0.19598502,6,0.5,0: Broadleaf,1564259873,370.438129,399.7938387,51.15179355,30.50790968,499.9938065,100.6444516,0.199951194,45.61161935,42.974,999.9,0,0,10000.19871,0,1781.071935,2000.031613,0.900000323,0.099999748,0,835.0039032,4.99938,17583.39032,15966.45806,57.32419355,58.187,57.405,57.84858065,59.23374194,1795.52871,199.503871,0,292.8,833.1034231,-251.155248,-5050.594875,17544.31923,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87436,1.87128,1.87083,1.87288,1.86995,1.87928,1.87637,1.87176,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,458.233,430.123,44.6333,45.9961,30.0002,45.674,45.6691,19.7928,52.4933,41.8297,-999.9,400,29.7431,98.645,99.1681
