SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,-1.42808 80.1461 352.243 586.155 820.87 1010.5 1210.96 1356.37,-0.332452 105.85 401.479 601.864 801.341 1000.46 1201.83 1401.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,plantID VOak 959,RIP_760,RIP_720,BAR-A12,seirra_loma,A10,A11,BAR_A07,BH_Block,BH_Vine,BH_Leaf,RMI Row,RMI Leaf #,RU_PP,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,VineID,vineID,,,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1566302778,0,20190820 05:06:18,5:06:18,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,6,1,13,1,,1566302770,0.013045136,-0.83350672,394.8217419,391.2924474,39.5393103,39.89593837,3.208172406,2.272688232,1.829060882,1.216667108,0.001994222,19.14556669,19.72519677,2.306976489,55.23957601,1.60022054,2.89687332,0.70675595,-575.2905037,455.982946,40.99901728,-78.30654629,-0.041797357,0.046921195,3.495865928,0,0,1,0,53938.23212,MPF-2396-20190820-05_06_20,775.8853846,3180.43,2404.544615,0.756043873,-0.83350672,-,0,0,#DIV/0!,0.5,0.02099454,-0.83350672,#DIV/0!,#DIV/0!,-1.35E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.322674564,2396,300,300,300,10321,3118.05,-0.00857242,-29.7146,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1566302770,394.8217419,400.0005161,15.83624516,0.434808097,500.1565806,100.8479677,0.200009452,23.44674194,19.72519677,999.9,9994.882581,0,0.938459677,0.0499935,0,0,0,776.0109677,0.0499935,-9.646774194,-2.624516129,34.153,37.923,36.423,37.875,36.379,0,0,0,1566303098,775.8853846,0.741196486,-0.91829042,-9.616153846,15,1566302819,5:06:58,1,4.302,0.013,400,0,0.25,0.01,-6.986660769,0.417857867,0.086058869,1,776.3463636,-3.537831261,2.032287215,0,15.41723269,-1.047256382,0.131301101,0,1,3,3-Jan,100,100,4.302,0.013,2,482.238,545.703,23.6357,23.8651,29.9989,24.0977,24.1052,19.1303,100,0,-999.9,400,0,101.719,114.579
2,1566302954,175.5,20190820 05:09:13,5:09:13,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,4,1,13,1,,1566302946,0.014501631,-0.513418246,393.7437742,391.1686708,39.51904823,39.77920617,8.76357223,2.27431719,2.91579043,2.010729735,0.001994222,18.05914258,19.41053871,2.262312983,63.37952242,1.769878315,2.792508128,0.492434668,-639.5219157,420.4802807,37.60254915,-181.4370917,-0.041841631,0.046970897,3.498790543,0,0,1,0,54103.35296,MPF-2397-20190820-05_09_15,870.8834615,3952.19,3081.306538,0.779645346,-0.513418246,-,0,0,#DIV/0!,0.5,0.02099454,-0.513418246,#DIV/0!,#DIV/0!,2.24E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.282634477,2397,300,300,300,10303.1,3914.27,-0.00855781,-28.2686,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1566302946,393.7437742,399.9785161,17.51866452,0.424495839,500.0856774,100.8281613,0.199991484,22.83986774,19.41053871,999.9,10007.43516,0,0.843997742,0.0499935,0,0,0,870.9783871,0.0499935,-11.34645161,-2.956451613,33.79,37.379,36,37.554,35.99796774,0,0,0,174.6000001,870.8834615,-10.08854693,5.833846248,-11.53615385,15,1566302994,5:09:54,2,4.336,0.015,400,0,0.42,0.02,-6.224810192,-0.351059973,0.109792059,1,871.7075,-9.551248059,2.040346589,0,17.14088846,-0.504367778,0.063495141,0,1,3,3-Jan,100,100,4.336,0.015,2,480.495,550.502,23.096,22.9999,29.9984,23.1794,23.173,19.1124,100,0.439637,-999.9,400,0,101.901,114.704
3,1566303242,463.5,20190820 05:14:01,5:14:01,1,23293,1_1,23509,31,23522,23316,23388,B2_R2,1,1,13,1,,1566303234,0.004419077,-0.213812579,398.5607097,394.3277206,39.84047622,40.26815171,0.660961775,2.27401448,0.569976616,0.363361431,0.001994222,20.50350443,19.96457419,2.341470132,59.43126601,1.57332142,2.647295818,0.768148712,-194.8812977,244.8263382,21.86046952,71.80750427,-0.041833402,0.046961658,3.498246994,0,0,1,0,54254.34496,MPF-2398-20190820-05_14_03,911.4738462,16090.5,15179.02615,0.943353293,-0.213812579,-,0,0,#DIV/0!,0.5,0.02099454,-0.213812579,#DIV/0!,#DIV/0!,-2.26E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.060048243,2398,300,300,300,10325.5,3726.07,-0.00880195,-3901.14,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1566303234,398.5607097,400.4164516,15.57220968,10.35528968,500.3253548,100.8339355,0.199986645,21.96158065,19.96457419,999.9,10004.89387,0,0.338466387,0.0499935,0,0,0,911.4341935,0.0499935,-15.22967742,-3.551290323,33,36.5,35.23780645,36.641,35.169,0,0,0,287,911.4738462,-2.834188047,0.809572712,-15.55076923,15,1566303268,5:14:27,3,4.477,-0.014,400,8,0.56,0.02,-2.7179555,5.703058081,1.485254648,0,912.3588636,-7.227493062,1.854888156,0,4.190265,9.724055375,1.575469707,0,0,3,0/3,100,100,4.477,-0.014,2,471.717,560.611,21.8457,21.6365,29.9991,21.801,21.8159,19.2308,46.6898,0,-999.9,400,8.23631,102.175,114.891
4,1566303667,889.0999999,20190820 05:21:07,5:21:07,1,23293,1_1,23509,31,23522,23316,23388,B3_R2,6,1,13,1,,1566303659,0.006179712,-1.064576191,398.6533871,396.3291791,40.04375103,40.27858109,1.193458405,2.272936244,0.927903517,0.598830028,0.001994222,19.16144949,18.61582903,2.152867179,59.04258124,1.492114638,2.527183951,0.660752542,-272.5253051,316.9842733,28.01362648,72.47458885,-0.041804096,0.04692876,3.49631115,2,0,1,0,54357.81367,MPF-2399-20190820-05_21_09,878.5080769,3449.22,2570.711923,0.745302394,-1.064576191,-,0,0,#DIV/0!,0.5,0.02099454,-1.064576191,#DIV/0!,#DIV/0!,2.41E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.341737271,2399,300,300,300,10321,3370.22,-0.00857267,-33.5173,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1566303659,398.6533871,400.3312581,14.76806129,7.465896774,500.2721935,100.8365806,0.200015032,21.20264194,18.61582903,999.9,9997.622903,0,0.226344,0.0499935,0,0,0,878.4003226,0.0499935,-19.85064516,-4.369032258,32.11687097,35.687,34.312,35.875,34.312,0,0,0,424.8,878.5080769,-2.475555603,-8.414017073,-20.08884615,15,1566303699,5:21:38,4,4.557,-0.048,400,6,0.47,0.02,-2.152691923,4.126486281,0.591526039,0,879.3143182,-5.866893984,2.13974446,0,6.448245,8.951180721,1.221043242,0,0,3,0/3,100,100,4.557,-0.048,2,465.221,548.945,20.7958,20.7106,30.0001,20.6997,20.6803,19.1917,55.6207,0,-999.9,400,6.32581,102.349,115.008
5,1566303911,1133.2,20190820 05:25:11,5:25:11,1,23293,1_1,23509,31,23522,23316,23388,B3_R2,4,1,13,1,,1566303903,0.000323674,-0.249635129,399.9850323,406.8043839,41.10518966,40.41613429,0.028100462,2.272297944,0.027908825,0.017460124,0.001994222,20.84876608,19.88308387,2.329677202,47.33162985,1.178153866,2.489147046,1.151523335,-14.27402611,131.401483,11.67653853,128.8059896,-0.041786754,0.046909292,3.495165338,16,3,1,0,54381.99256,MPF-2400-20190820-05_25_13,1083.459231,9395.15,8311.690769,0.884678879,-0.249635129,-,0,0,#DIV/0!,0.5,0.02099454,-0.249635129,#DIV/0!,#DIV/0!,-1.80E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.13035365,2400,300,300,300,10371.3,5105.72,-0.00907896,-1389.18,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1566303903,399.9850323,399.8409355,11.65979677,11.27620323,500.3735161,100.8441613,0.199955452,20.9557129,19.88308387,999.9,9992.724194,0,25.22423871,0.0499935,0,0,0,1085.441613,0.0499935,-20.83967742,-4.439032258,31.812,35.558,34.058,35.75,34.062,0,0,0,243.4000001,1083.459231,-162.5476924,-7.537777705,-20.68,15,1566303933,5:25:33,5,4.522,0.069,399,12,0.26,0.12,0.388131827,-2.025820816,0.282404291,0,1103.071364,-176.3207967,22.51656689,0,0.626758462,-3.650490535,0.495960947,0,0,3,0/3,100,100,4.522,0.069,2,449.286,565.358,20.507,20.4186,29.9999,20.3764,20.3532,19.287,23.0866,0,-999.9,400,11.8065,102.428,115.064
6,1566304249,1471.2,20190820 05:30:49,5:30:49,1,23293,1_1,23509,31,23522,23316,23388,B3_R2,1,1,13,1,,1566304241,0.005119204,-0.385204364,398.4968387,395.1346675,39.93020495,40.26996806,0.934470772,2.273733311,0.762958676,0.48961707,0.001994222,18.7144908,18.42523871,2.127320399,60.72973689,1.46131578,2.406260681,0.666004619,-225.7568927,242.8011516,21.34170157,38.38795464,-0.041825759,0.046953078,3.497742152,3,1,1,0,54532.89902,MPF-2401-20190820-05_30_51,860.825,4123.62,3262.795,0.791245314,-0.385204364,-,0,0,#DIV/0!,0.5,0.02099454,-0.385204364,#DIV/0!,#DIV/0!,3.61E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.26383055,2401,300,300,300,10335.3,4088.67,-0.00858593,-30.1677,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1566304241,398.4968387,400.4812258,14.46064516,8.410553548,500.3405484,100.8547097,0.199964161,20.40597097,18.42523871,999.9,10001.00548,0,0.454056645,0.0499935,0,0,0,861.0622581,0.0499935,-22.80451613,-4.947096774,31.375,35.25,33.649,35.375,33.625,0,0,0,336.8,860.825,-0.66153849,-3.374700795,-22.52807692,15,1566304282,5:31:22,6,4.627,-0.045,400,6,0.45,0.01,-2.880348942,7.116748169,1.215418113,0,861.6661364,-7.384992646,1.947553495,0,4.877734808,12.62034002,1.645739466,0,0,3,0/3,100,100,4.627,-0.045,2,463.651,554.001,19.9717,20.1455,30.0003,20.1071,20.0835,19.2013,53.3659,0,-999.9,400,6.34847,102.467,115.076
7,1566304523,1744.7,20190820 05:35:22,5:35:22,1,23293,1_1,23509,31,23522,23316,23388,B1_R3,6,1,13,1,,1566304515,0.000512675,-0.254981738,399.9713548,401.6980802,40.57904957,40.40461789,0.046295894,2.273093023,0.045778379,0.028657501,0.001994222,19.98106187,19.32602903,2.250447312,48.0501696,1.138104937,2.368576315,1.112342375,-22.60898568,101.0395988,8.91302269,87.34563005,-0.041808357,0.046933543,3.496592605,8,2,1,0,54557.84322,MPF-2402-20190820-05_35_24,939.4223077,4950.17,4010.747692,0.810224233,-0.254981738,-,0,0,#DIV/0!,0.5,0.02099454,-0.254981738,#DIV/0!,#DIV/0!,-2.26E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.234226229,2402,300,300,300,10345.4,4950.17,-0.00859407,-15.6777,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1566304515,399.9713548,399.9114839,11.26627097,10.65840323,500.3385806,100.8188065,0.199972516,20.15052581,19.32602903,999.9,10000.40452,0,0.280693677,0.0499935,0,0,0,939.6187097,0.0499935,-24.54129032,-5.199032258,31.07622581,34.75,33.312,34.937,33.25,0,0,0,272.8,939.4223077,-9.169914505,3.187350465,-24.455,15,1566304543,5:35:43,7,4.648,0.043,400,11,0.24,0.11,0.100847114,-0.7667301,0.122140764,0,940.3956818,-10.97467041,2.374519471,0,0.695506846,-1.891102652,0.251809543,0,0,3,0/3,100,100,4.648,0.043,2,458.217,560.114,19.5528,19.8955,29.9998,19.872,19.8485,19.2674,24.8592,0,-999.9,400,11.0377,102.527,115.116
8,1566304864,2086.2,20190820 05:41:04,5:41:04,1,23293,1_1,23509,31,23522,23316,23388,B1_R3,3,1,13,1,,1566304856,0.000813877,-0.389300472,400.107871,401.3751984,40.54888548,40.42085386,0.0810719,2.274135754,0.079499837,0.049826103,0.001994222,19.51241562,18.67423226,2.160749224,49.39111047,1.143422849,2.315037743,1.017326375,-35.89199394,135.7446885,11.90649479,111.7611836,-0.041836699,0.046965359,3.498464751,14,3,1,0,54662.27354,MPF-2403-20190820-05_41_06,894.8888462,6353.31,5458.421154,0.859146044,-0.389300472,-,0,0,#DIV/0!,0.5,0.02099454,-0.389300472,#DIV/0!,#DIV/0!,-1.80E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.163946464,2403,300,300,300,10316.8,4448.29,-0.00872907,-892.577,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1566304856,400.107871,400.0315161,11.31822903,10.35312581,500.2568065,100.8249032,0.19998729,19.78141935,18.67423226,999.9,10006.57871,0,4.29647129,0.0499935,0,0,0,894.6174194,0.0499935,-24.82870968,-5.289354839,30.75,34.562,32.99187097,34.812,32.937,0,0,0,340.8,894.8888462,3.394529878,-8.962735151,-25.33,15,1566304883,5:41:23,8,4.662,0.022,400,10,0.27,0.08,0.056648257,0.054386261,0.027390905,1,895.0002273,-2.111540715,1.855246233,0,1.051427404,-0.742618289,0.093800395,0,1,3,3-Jan,100,100,4.662,0.022,2,450.82,567.648,19.2678,19.7198,29.9998,19.6739,19.6462,19.2325,27.4067,17.013,-999.9,400,10.4921,102.574,115.13
9,1566305110,2332.2,20190820 05:45:10,5:45:10,1,23293,1_1,23509,31,23522,23316,23388,B1_R3,2,1,13,1,,1566305102,6.36E-05,-0.108392658,399.9826452,422.7829602,42.71115502,40.40777981,0.005776659,2.272443552,0.005768514,0.003606052,0.001994222,19.34004063,18.46029355,2.131999108,45.90092978,1.035231981,2.25536168,1.096767127,-2.805788185,110.3568127,9.65535541,117.2083741,-0.04179071,0.046913733,3.495426706,11,2,1,0,54683.1265,MPF-2404-20190820-05_45_12,878.1223077,6567.55,5689.427692,0.866293777,-0.108392658,-,0,0,#DIV/0!,0.5,0.02099454,-0.108392658,#DIV/0!,#DIV/0!,3.16E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.154342819,2404,300,300,300,10325.1,4451.17,-0.00873555,-1166.66,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1566305102,399.9826452,399.8831613,10.24740355,10.17187548,500.2485484,100.8238387,0.199993935,19.36107742,18.46029355,999.9,9995.684516,0,4.729034194,0.0499935,0,0,0,878.1045161,0.0499935,-26.56193548,-5.428387097,30.5,34.24593548,32.687,34.375,32.625,0,0,0,245,878.1223077,-7.117264894,13.79247853,-26.57115385,15,1566305131,5:45:30,9,4.689,0.031,400,11,0.44,0.17,-0.020528354,1.06872307,0.138465472,0,878.6038636,-5.915084491,2.054348178,0,0.126205398,-0.567917226,0.098684105,0,0,3,0/3,100,100,4.689,0.031,2,455.081,569.591,18.8823,19.3943,29.9996,19.3904,19.3709,19.26,25.2274,14.9294,-999.9,400,10.6207,102.644,115.186
10,1566306139,3360.8,20190820 06:02:19,6:02:19,1,23293,1_1,23509,31,23522,23316,23388,B2_R3,6,1,13,1,,1566306131,0.003726649,0.066012893,398.6032903,394.8062043,39.89936454,40.28310045,0.75207872,2.272395025,0.636539991,0.406730895,0.001994222,17.29767635,16.4162129,1.873775146,60.30116729,1.29137688,2.14154541,0.582398266,-164.3452161,259.1559062,22.34167063,117.154355,-0.041789391,0.046912253,3.495339599,6,1,1,0,54837.86613,MPF-2405-20190820-06_02_20,882.6453846,3638.21,2755.564615,0.757395702,0.066012893,-,0,0,#DIV/0!,0.5,0.02099454,0.066012893,#DIV/0!,#DIV/0!,-2.94E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.320313804,2405,300,300,300,10323.2,3586.54,-0.00857615,-23.5857,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1566306131,398.6032903,400.4637742,12.77823871,8.366432258,500.3431935,100.8606129,0.200019129,18.53160968,16.4162129,999.9,9991.724839,0,0.454969645,0.0499935,0,0,0,882.5790323,0.0499935,-31.13774194,-6.501935484,29.312,33.286,31.562,33.437,31.562,0,0,0,1027.8,882.6453846,-0.11213661,-7.428034335,-31.47192308,15,1566306169,6:02:49,10,4.821,-0.037,400,7,0.3,0.02,-2.250855212,1.183703364,1.467718761,0,883.1479545,-4.108644049,2.151724023,0,4.026323846,4.127704124,1.503395624,0,0,3,0/3,100,100,4.821,-0.037,2,461.028,561.565,18.0593,19.2768,30.0012,19.1908,19.1627,19.1503,49.5455,0,-999.9,400,6.33126,102.634,115.162
