SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,-1.42808 80.1461 352.243 586.155 820.87 1010.5 1210.96 1356.37,-0.332452 105.85 401.479 601.864 801.341 1000.46 1201.83 1401.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,plantID VOak 959,RIP_760,RIP_720,BAR-A12,seirra_loma,A10,A11,BAR_A07,BH_Block,BH_Vine,BH_Leaf,RMI Row,RMI Leaf #,RU_PP,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,VineID,vineID,,,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1566329823,0,20190820 12:37:02,12:37:02,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,6,1,13,1,,1566329821,0.006907635,15.53986977,378.2328,261.3933529,26.43723547,38.2543377,0.25602567,2.272855604,0.241014753,0.151909499,321.4407811,36.39093009,35.44138,5.787904889,49.78385922,3.015331371,6.056845366,2.772573519,-304.6267133,101.1225667,10.47726564,128.4139002,-0.041801905,0.046926301,3.496166385,0,0,1,0,51709.66361,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2492-20190820-12_37_04,907.6125,1150.55,0.211149016,0.5,1681.20204,15.53986977,177.492078,1,0.009632475,3.157646343,-,0,1150.55,0.211149016,0.759479302,0.828657434,0.925329835,2492,300,300,300,10324.1,1092.01,-0.00687427,3.67297,2000.006,1681.20204,0.840598498,0.191196997,6,0.5,0: Broadleaf,1566329821,378.2328,400.0166,29.81354,21.77124,499.9834,100.9398,0.1998624,36.26664,35.44138,999.9,9986.876,0,1141.008,2000.006,0.979999,0.0200014,0,896.5134,4.99935,18560.96,17539.96,48.687,49.562,48.937,49.1498,49.9622,1955.106,39.9,0,2760.5,907.6125,-115.0367522,-1977.835899,18718.25769,15,1566329863,12:37:43,34,3.661,0.352,400,22,0.09,0.02,-21.30640385,-0.191808418,0.081848079,1,922.8160682,-140.0486879,17.87995631,0,8.174331154,0.12932113,0.018233218,0,1,3,3-Jan,100,100,3.661,0.352,2,482.157,470.019,34.7541,35.1268,29.9993,35.0842,35.0144,19.2416,38.0084,50.2531,-999.9,400,21.7862,99.6027,112.41
2,1566329898,75.5,20190820 12:38:18,12:38:18,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,6,2,13,1,,1566329897,0.009925124,21.79595866,369.5774,275.2125335,27.83241442,37.37559197,0.464756499,2.272041221,0.417685665,0.264884269,321.4373466,34.92612175,34.05864,5.36051166,51.82999654,3.057441612,5.898980931,2.303070047,-437.6979707,211.6068692,21.73462103,117.0808662,-0.04177978,0.046901463,3.494704531,0,0,1,0,51763.62943,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2493-20190820-12_38_19,844.1928462,1235.95,0.316968448,0.5,1681.18662,21.79595866,266.4415573,1,0.013353798,2.870366924,-,0,1235.95,0.316968448,0.741626564,1.034834123,0.903578524,2493,300,300,300,10357.4,1107.19,-0.00689744,-11.6049,1999.988,1681.18662,0.840598354,0.191196708,6,0.5,0: Broadleaf,1566329897,369.5774,400.1336,30.2326,18.68278,500.011,100.9306,0.200021,35.78618,34.05864,999.9,9982.5,0,1654.122,1999.988,0.980003,0.0199969,0,835.6444,4.99935,17366.24,17539.88,49.187,50,49.4748,49.5,50.375,1955.098,39.89,0,74.79999995,844.1928462,-88.32218808,-2027.764104,17557.35,15,1566329863,12:37:43,34,3.661,0.352,400,22,0.09,0.02,-30.30390577,-1.776010757,0.254919502,0,855.0056364,-107.7047383,13.77488095,0,10.71246846,6.271887544,0.853139646,0,0,3,0/3,100,100,3.661,0.352,2,493.905,466.686,34.6556,34.9485,29.999,34.9139,34.8355,19.1737,46.3177,47.0381,-999.9,400,18.2669,99.6478,112.462
3,1566329975,152.5,20190820 12:39:35,12:39:35,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,6,3,13,1,,1566329974,0.007777349,19.46424809,373.2388,257.5805756,26.04884532,37.7452366,0.323576002,2.278783879,0.300046966,0.18950057,321.432482,35.6783052,34.41248,5.467179914,49.95313919,2.955027482,5.91559916,2.512152431,-342.9811075,175.0420892,17.96111037,171.4545741,-0.041963185,0.047107352,3.506814437,0,0,1,0,51972.89101,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2494-20190820-12_39_36,1035.925769,1417.67,0.269275805,0.5,1681.15836,19.46424809,226.3476356,1,0.011967056,2.374254939,-,0,1417.67,0.269275805,0.703638279,0.681333293,0.857294585,2494,300,300,300,10279.6,1307.53,-0.00684491,-5.81958,1999.954,1681.15836,0.840598514,0.191197028,6,0.5,0: Broadleaf,1566329974,373.2388,400.0774,29.2204,20.16092,500.0348,100.9288,0.2001196,35.83728,34.41248,999.9,10026.5,0,1780.448,1999.954,0.98,0.0200001,0,1025.662,4.99935,21296.74,17539.56,49.625,50.5124,49.937,49.875,50.7996,1955.054,39.9,0,76.4000001,1035.925769,-108.4331624,-2138.875214,21503.30385,15,1566329863,12:37:43,34,3.661,0.352,400,22,0.09,0.02,-26.80533846,-1.240223,0.282401204,0,1049.230909,-121.7782074,15.51418937,0,8.418266346,4.523499377,0.590716534,0,0,3,0/3,100,100,3.661,0.352,2,496.411,465.586,34.5981,34.7853,29.9994,34.75,34.6824,19.2159,40.0648,41.6511,-999.9,400,20.0521,99.688,112.488
4,1566330066,243,20190820 12:41:05,12:41:05,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,4,1,13,1,,1566330064,0.007803109,17.23890186,375.6524,265.610443,26.86194763,37.99080706,0.305273878,2.273556563,0.284193751,0.17939361,321.4435594,35.85512582,35.12738,5.688336636,50.72141176,3.031237446,5.976248178,2.65709919,-344.1171223,109.7435978,11.33621246,98.40624743,-0.041820954,0.046947685,3.497424813,0,0,1,0,51772.95839,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2495-20190820-12_41_07,899.9042692,1386.87,0.351125723,0.5,1681.2156,17.23890186,295.1590212,1,0.010642995,2.449191345,-,0,1386.87,0.351125723,0.710076972,0.919688249,0.86513932,2495,300,300,300,10214,1386.87,-0.00674088,3.36922,2000.022,1681.2156,0.840598554,0.191197107,6,0.5,0: Broadleaf,1566330064,375.6524,399.829,29.97282,20.9001,500.5706,100.9328,0.2000746,36.02272,35.12738,999.9,9992.12,0,1853.642,2000.022,0.9799974,0.02000284,0,896.9842,4.99935,18672.5,17540.16,50.125,51.1124,50.437,50.3624,51.25,1955.118,39.904,0,89.79999995,899.9042692,-29.91080344,-623.0017094,18728.84615,15,1566329863,12:37:43,34,3.661,0.352,400,22,0.09,0.02,-23.98874231,-1.496995134,0.238705088,0,903.3903182,-34.57552431,4.414833672,0,9.153998269,-0.817401981,0.108737083,0,0,3,0/3,100,100,3.661,0.352,2,496.62,467.055,34.5752,34.625,29.9995,34.5783,34.5126,19.1734,38.1062,40.675,-999.9,400,20.8144,99.7256,112.515
5,1566330146,323,20190820 12:42:25,12:42:25,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,4,2,13,1,,1566330144,0.009689401,17.58209572,374.7064,289.0895177,29.23487216,37.89308512,0.422803906,2.275070544,0.38351025,0.242919241,321.4328012,35.1531612,34.53174,5.50354533,51.39384247,3.056695086,5.947590099,2.446850244,-427.302579,172.1516913,17.71207665,83.99399009,-0.041862117,0.046993894,3.5001434,1,0,1,0,51836.38699,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2496-20190820-12_42_27,1319.203462,1551.91,0.149948475,0.5,1681.16004,17.58209572,126.0436925,1,0.010847488,2.082382355,-,0,1551.91,0.149948475,0.675575615,0.335056136,0.823103764,2496,300,300,300,10305.2,1502.92,-0.00686206,10.4851,1999.956,1681.16004,0.840598513,0.191197027,6,0.5,0: Broadleaf,1566330144,374.7064,400.1594,30.22618,18.95138,500.0458,100.9274,0.200003,35.9353,34.53174,999.9,10002.49,0,1918.608,1999.956,0.9799996,0.02000034,0,1274.732,4.99935,26241.82,17539.6,50.4246,51.437,50.75,50.5872,51.5,1955.056,39.9,0,79.20000005,1319.203462,-448.6266661,-8894.382894,27122.00385,15,1566329863,12:37:43,34,3.661,0.352,400,22,0.09,0.02,-24.46169038,-4.988130154,0.758667372,0,1374.092727,-546.4134385,69.97654241,0,11.59393846,-2.198844207,0.287247248,0,0,3,0/3,100,100,3.661,0.352,2,466.326,465.747,34.5229,34.5072,29.9994,34.4448,34.3713,19.1368,43.1561,38.8827,-999.9,400,18.8962,99.7592,112.545
6,1566330227,404.5,20190820 12:43:47,12:43:47,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,4,3,13,1,,1566330226,0.007895955,18.4560966,374.3002,261.0973899,26.40293971,37.85034243,0.315775666,2.275411193,0.293294455,0.185195331,321.4375891,35.95640673,34.87092,5.608121868,49.86455094,3.001624595,6.019556055,2.606497273,-348.2116051,157.4151231,16.23745914,146.8785662,-0.041871382,0.047004295,3.50075519,0,0,1,0,51810.59616,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2497-20190820-12_43_48,967.1321538,7.76052,-123.6220812,0.5,1681.18524,18.4560966,-103915.8092,1,0.011367197,615.3994165,-,0,7.76052,-123.6220812,0.998377675,1.12917801,1.216397402,2497,300,300,300,10267.5,2.8932,-0.00678634,2.85431,1999.986,1681.18524,0.840598504,0.191197009,6,0.5,0: Broadleaf,1566330226,374.3002,399.9924,29.68292,20.48962,500.0324,100.923,0.1999554,36.15414,34.87092,999.9,10005.14,0,1555.886,1999.986,0.9799994,0.02000066,0,954.5642,4.99935,20039.2,17539.82,50.75,51.7248,51.0998,50.9122,51.812,1955.086,39.9,0,80.60000014,967.1321538,-123.1075556,-2434.796581,20283.67692,15,1566329863,12:37:43,34,3.661,0.352,400,22,0.09,0.02,-25.72903654,-0.030462032,0.050159032,1,979.7000909,-137.8717616,17.5276652,0,8.970827885,1.671056724,0.21768415,0,1,3,3-Jan,100,100,3.661,0.352,2,490.592,465.806,34.5265,34.4039,29.9999,34.3517,34.2912,19.2349,37.4297,34.2194,-999.9,400,20.5793,99.7893,112.571
7,1566330384,561,20190820 12:46:23,12:46:23,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,2,2,13,1,,1566330382,0.009830771,21.38927475,368.9398,268.5358544,27.15619968,37.30973988,0.425268393,2.277330104,0.385573822,0.244240536,321.4420579,35.20839142,34.73072,5.564687622,51.78027387,3.096726269,5.980513501,2.467961353,-433.5370194,160.2194683,16.49204934,64.61655622,-0.041923599,0.047062912,3.504202181,0,0,1,0,51892.51247,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2498-20190820-12_46_25,1002.264115,1377.57,0.272440518,0.5,1681.20876,21.38927475,229.0146929,1,0.013111722,2.472476898,-,0,1377.57,0.272440518,0.712021122,0.721478469,0.867508023,2498,300,300,300,10286.9,1290.28,-0.00684952,1.68408,2000.014,1681.20876,0.840598496,0.191196992,6,0.5,0: Broadleaf,1566330382,368.9398,398.9574,30.62218,19.18722,500.0314,100.927,0.1999044,36.0357,34.73072,999.9,10017.22,0,1765.246,2000.014,0.9799994,0.02000088,0,991.008,4.99935,20693.7,17540.12,50.25,51.25,50.687,50.312,51.312,1955.114,39.9,0,155.6000001,1002.264115,-107.8951453,-2193.846154,20910.37692,15,1566329863,12:37:43,34,3.661,0.352,400,22,0.09,0.02,-30.09670577,0.607616665,0.204476795,0,1013.100841,-118.8059757,15.09960618,0,11.41790769,0.012820627,0.026048548,1,1,3,3-Jan,100,100,3.661,0.352,2,499.171,464.789,34.5816,34.2138,29.9997,34.1323,34.0597,19.1143,42.922,40.4428,-999.9,400,18.9544,99.8304,112.602
8,1566330452,629.5,20190820 12:47:32,12:47:32,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,2,1,13,1,,1566330451,0.008829293,19.25499738,372.978,270.5349167,27.35730287,37.71665497,0.371717535,2.279420459,0.341029886,0.215689326,321.4281055,35.25485553,34.47564,5.4864129,50.56552196,2.977900494,5.889191644,2.508512406,-389.371839,157.3434857,16.13910482,105.538857,-0.041980527,0.047126819,3.507958512,0,0,1,0,52007.03602,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2499-20190820-12_47_33,1249.729615,1483.59,0.157631411,0.5,1681.136399,19.25499738,132.4999511,1,0.011842742,2.224327476,-,0,1483.59,0.157631411,0.689857805,0.373453609,0.840504814,2499,300,300,300,10307.8,1434.06,-0.00686319,519.636,1999.928,1681.136399,0.840598461,0.191196922,6,0.5,0: Broadleaf,1566330451,372.978,400.0408,29.4483,19.16324,499.9068,100.923,0.2000018,35.75602,34.47564,999.9,10031.22,0,1864.698,1999.928,0.980001,0.01999888,0,1190.482,4.99935,24616.68,17539.34,49.875,50.875,50.3372,49.937,50.937,1955.034,39.896,0,67.79999995,1249.729615,-624.5165816,-12517.36411,25784.42692,15,1566329863,12:37:43,34,3.661,0.352,400,22,0.09,0.02,-26.75293654,-3.591129747,0.563111906,0,1336.678864,-802.5825789,102.8679867,0,9.4682725,5.538275165,0.71645621,0,0,3,0/3,100,100,3.661,0.352,2,494.936,466.818,34.4552,34.1378,29.9999,34.0544,33.983,19.2495,41.304,35.7197,-999.9,400,18.9919,99.8535,112.618
9,1566330534,711.6000001,20190820 12:48:54,12:48:54,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,2,3,13,1,,1566330533,0.007719262,14.80680067,378.7606,285.9937538,28.92094916,38.3019416,0.31956544,2.273564007,0.296545194,0.187270647,321.4280899,35.57182374,34.40064,5.463581022,50.05323736,2.940631054,5.875006712,2.522949968,-340.4194738,160.7659372,16.52307614,158.2976294,-0.041821157,0.046947912,3.497438179,0,0,1,0,51825.09283,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2500-20190820-12_48_56,1735.898846,1867.95,0.070693088,0.5,1681.1379,14.80680067,59.42241482,1,0.009196788,1.560871544,-,0,1867.95,0.070693088,0.609507942,0.130669972,0.742608629,2500,300,300,300,10346.2,1855.97,-0.00688855,27.9944,1999.93,1681.1379,0.840598371,0.191196742,6,0.5,0: Broadleaf,1566330533,378.7606,400.0362,29.07934,20.08604,500.025,100.9244,0.2000084,35.71224,34.40064,999.9,9993,0,1864.978,1999.93,0.9800022,0.01999776,0,1650.284,4.99935,33624.6,17539.32,49.5,50.4622,49.937,49.562,50.562,1955.04,39.89,0,81.60000014,1735.898846,-901.5647863,-18129.74017,35340.41923,15,1566330575,12:49:34,35,3.881,0.308,400,20,0.09,0.08,-21.10045385,-2.032057689,0.263451481,0,1849.485455,-1041.667373,133.0201324,0,8.614110385,3.266538127,0.443711231,0,0,3,0/3,100,100,3.881,0.308,2,487.783,466.056,34.3366,34.0893,30.0001,33.9887,33.9168,19.2712,37.2505,31.0967,-999.9,400,20.0138,99.8605,112.626
10,1566330902,1079.5,20190820 12:55:02,12:55:02,1,23293,1_1,23509,31,23522,23316,23388,B1_R2,5,1,13,1,,1566330901,0.010073419,21.85859382,369.1884,264.958779,26.79568025,37.33657874,0.418001224,2.272785187,0.379516919,0.240359781,321.4474076,34.98405401,34.7521,5.571292233,50.57332629,3.00074774,5.933459316,2.570544493,-444.2377653,139.6797491,14.39798211,31.28737347,-0.041799992,0.046924153,3.496039975,0,0,1,0,51769.92132,MPF-2410-20190820-06_38_21,857.38,4783.58,3926.2,0.820766037,-0.65426748,MPF-2501-20190820-12_55_03,884.8117692,1250.02,0.29216191,0.5,1681.23426,21.85859382,245.5963064,1,0.013390675,2.826802771,-,0,1250.02,0.29216191,0.738685252,0.930135062,0.899994906,2501,300,300,300,10359.7,1151.93,-0.00689808,82.6678,2000.044,1681.23426,0.840598637,0.191197274,6,0.5,0: Broadleaf,1566330901,369.1884,399.8808,29.67174,17.94258,500.0114,100.9314,0.2001056,35.89206,34.7521,999.9,9987.25,0,1054.258,2000.044,0.9799958,0.02000428,0,879.6796,4.99935,18458.36,17540.36,48.687,49.375,49.062,48.687,49.812,1955.134,39.91,0,367.1999998,884.8117692,-52.6503248,-1276.673505,18579.73462,15,1566330575,12:49:34,35,3.881,0.308,400,20,0.09,0.08,-30.60374615,-1.245498328,0.186273487,0,891.1883182,-58.45024017,7.438106317,0,11.74606538,-0.248624372,0.035305332,0,0,3,0/3,100,100,3.881,0.308,2,495.591,448.01,34.3874,33.9379,30.0004,33.8132,33.7418,19.3084,46.8686,54.2166,-999.9,400,17.9695,99.8979,112.654
