SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,2.55619 74.8467 372.836 622.18 873.242 1046.83 1208.7 1297.39,-0.0206363 101.51 401.026 601.505 800.913 1001.34 1201.09 1401.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BAR_A07,newDef_10,newDef_9,newDef_8,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564678738,0,20190801 09:58:57,09:58:57,null,,,,1,B2_R2,5,null,null,null,null,1564678730,0.007319764,19.49724427,373.337129,272.2965564,27.53499227,37.75235023,0.372987162,2.276059589,0.342057286,0.216350589,257.5929641,30.2108382,30.24639677,4.321120338,50.23798849,2.22726631,4.433430511,2.093854028,-322.801599,55.005556,5.398634774,-4.804444067,-0.041889022,0.047024096,3.501919787,29,6,1,0,52765.3998,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-877-20190801-09_59_57,1090.328077,1304.77,0.164352279,0.5,1345.162955,19.49724427,110.5402987,1,0.014366721,2.676448723,-,0,1304.77,0.164352279,0.727998382,0.384243077,0.862208329,877,300,300,300,10302.3,1304.77,-0.00711923,237.039,1599.96,1345.162955,0.840747866,0.191495732,6,0.5,0: Broadleaf,1564678730,373.337129,400.0126452,22.02568065,13.43558065,500.0087097,101.0213226,0.100015997,30.69466452,30.24639677,999.9,0,0,9999.612903,0,247.6334613,1599.96,0.974993774,0.025005848,0,1091.322258,4.99938,17527.91613,13020.3129,42.03803226,43.66309677,42.39690323,43.67725806,44.12270968,1555.074839,39.88516129,0,2477.2,1090.328077,-154.174701,-2376.796583,17512.81923,15,1564678613,09:56:52,32,12.517,0.311,400,20,0.33,0.16,-26.64086341,-0.700616028,0.071072545,0,1098.609412,-162.9008329,16.00658742,0,8.58321439,0.077396237,0.014551186,1,1,3,1/3,1.87389,1.87072,1.8702,1.87225,1.86951,1.87912,1.8759,1.87137,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.517,0.311,2,459.38,506.372,29.3769,31.2149,30.0013,31.0353,31.0973,19.667,63.6008,47.0928,-999.9,400,13.4761,101.068,101.465
2,1564678872,134,20190801 10:01:11,10:01:11,null,,,,2,B2_R2,5,null,null,null,null,1564678864,0.007386231,18.57867042,374.3994194,280.4794193,28.36394079,37.86175467,0.386370267,2.279511257,0.353331859,0.223564882,257.5905344,30.77878658,30.44065484,4.369482119,50.72102654,2.32545598,4.584796758,2.044026139,-325.7327982,103.5698688,10.18903521,45.61664027,-0.041983001,0.047129596,3.508121706,56,11,1,0,52776.7075,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-878-20190801-10_02_11,1270.328846,5858.07,0.783148913,0.5,1345.15411,18.57867042,526.7279897,1,0.013683939,-0.181143278,-,0,5858.07,0.783148913,-0.221214863,0.89755269,-0.26199687,878,300,300,300,10225.5,1400.8,-0.00736129,-1375.04,1599.95,1345.15411,0.840747592,0.191495184,6,0.5,0: Broadleaf,1564678864,374.3994194,400.0118387,22.99548387,14.33598387,500.0090968,101.0267097,0.099928645,31.28341935,30.44065484,999.9,0,0,10021.5129,0,1285.574839,1599.95,0.97500129,0.024998884,0,1272.559355,4.99938,20499.77419,13020.25806,43.30622581,45.09248387,43.71954839,45.06429032,45.36874194,1555.079677,39.87032258,0,133.2,1270.328846,-242.2348718,-3822.516239,20464.72308,15,1564678613,09:56:52,32,12.517,0.311,400,20,0.33,0.16,-25.5054122,-2.223932404,0.222333491,0,1285.935588,-258.6132515,25.43860258,0,8.659936829,-0.021550035,0.011459432,1,1,3,1/3,1.87389,1.87073,1.87023,1.87225,1.86951,1.87912,1.87592,1.87137,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.517,0.311,2,426.05,507.084,29.973,31.6822,30.0012,31.4375,31.489,19.6781,59.2783,42.7127,-999.9,400,14.1236,100.986,101.4
3,1564679018,280.5,20190801 10:03:38,10:03:38,null,,,,3,B2_R2,5,null,null,null,null,1564679010,0.003879141,11.62879141,384.2608387,262.458428,26.54070199,38.8577821,0.175419757,2.27624998,0.168240556,0.105770887,257.5950311,32.81342726,31.53366774,4.65048522,49.77654443,2.400154345,4.821858111,2.250330874,-171.0701204,78.3751141,7.797247771,172.6972726,-0.041894202,0.047029912,3.502261778,0,0,1,0,52516.17794,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-879-20190801-10_04_38,849.1357308,5178.01,0.836011184,0.5,1345.177694,11.62879141,562.291798,1,0.008517185,-0.073597772,-,0,5178.01,0.836011184,-0.079444727,0.976879407,-0.094090738,879,300,300,300,10277.3,990.878,-0.00738485,-809.34,1599.978065,1345.177694,0.840747585,0.19149517,6,0.5,0: Broadleaf,1564679010,384.2608387,400.0029032,23.73489355,19.19075806,500.0383548,101.0233871,0.100063919,32.17233226,31.53366774,999.9,0,0,10000.64516,0,1661.532903,1599.978065,0.975000613,0.024999065,0,850.0833871,4.99938,13869.58387,13020.47742,44.56419355,46.50577419,45.02996774,46.39290323,46.61070968,1555.107742,39.87064516,0,145.6000001,849.1357308,-157.1133334,-2445.374361,13854.87692,15,1564678613,09:56:52,32,12.517,0.311,400,20,0.33,0.16,-15.71407317,-0.71124669,0.074011126,0,857.4371176,-164.1143694,16.09328456,0,4.538057805,0.199541394,0.025918636,0,0,3,0/3,1.87393,1.87073,1.87024,1.87226,1.86951,1.87912,1.87592,1.87138,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.517,0.311,2,501.398,511.371,30.6222,32.1435,30.0013,31.8639,31.9221,19.7379,38.3414,42.8567,-999.9,400,19.2917,100.926,101.345
4,1564679207,469,20190801 10:06:46,10:06:46,null,,,,1,B2_R2,3,null,null,null,null,1564679199,0.007966569,19.55719617,372.9753226,274.5755356,27.76244779,37.7116916,0.389058543,2.274169867,0.355508728,0.224965685,257.5968301,31.92828879,31.53889032,4.651864795,49.85434757,2.465838854,4.946085896,2.186025941,-351.3256932,132.9244358,13.26599646,52.4615692,-0.041837626,0.046966401,3.498526006,210,42,1,0,52370.52073,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-880-20190801-10_07_46,994.9157692,1533.6,0.351254715,0.5,1345.184254,19.55719617,236.2511559,1,0.014411061,2.127882107,-,0,1533.6,0.351254715,0.680294856,0.684548312,0.805710432,880,300,300,300,10248.5,1274.25,-0.00721259,-114.623,1599.985484,1345.184254,0.840747787,0.191495573,6,0.5,0: Broadleaf,1564679199,372.9753226,400.0043548,24.38758387,15.06263871,500.0962581,101.0103548,0.100065397,32.62305806,31.53889032,999.9,0,0,9988.428387,0,1456.273871,1599.985484,0.97499471,0.025005313,0,996.2707419,4.99938,16354.44839,13020.5129,45.78,47.71341935,46.33435484,47.39293548,47.74780645,1555.105161,39.8816129,0,188,994.9157692,-137.0221537,-2167.165809,16332.41538,15,1564678613,09:56:52,32,12.517,0.311,400,20,0.33,0.16,-26.9946439,-0.642094077,0.072509764,0,1003.504971,-145.2825697,14.29718502,0,9.327020976,-0.034639652,0.013684161,1,1,3,1/3,1.87393,1.87073,1.87027,1.8723,1.86953,1.87912,1.87592,1.87145,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.517,0.311,2,261.753,505.786,31.2455,32.5871,30.0007,32.3597,32.3874,19.683,56.2383,41.5078,-999.9,400,15.1487,100.871,101.305
5,1564679337,599,20190801 10:08:56,10:08:56,null,,,,2,B2_R2,3,null,null,null,null,1564679329,0.006622948,17.62087232,375.8836452,263.1833009,26.60783204,38.00183699,0.297569453,2.273596054,0.277502757,0.175129243,257.5942751,32.87630313,32.38542903,4.880248534,50.22177785,2.556110353,5.089645294,2.324138181,-292.0720122,91.48733904,9.193813231,66.20341524,-0.041822028,0.04694889,3.497495715,42,8,1,0,52264.56745,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-881-20190801-10_09_56,1015.038962,807.466,-0.257067123,0.5,1345.169255,17.62087232,-172.8993952,1,0.012971757,4.940708339,-,0,807.466,-0.257067123,0.831669905,-3.414858493,0.984992188,881,300,300,300,10204.8,807.466,-0.00708307,3.01863,1599.967419,1345.169255,0.840747905,0.191495809,6,0.5,0: Broadleaf,1564679329,375.8836452,400.0161613,25.28299032,17.53635161,499.9975161,101,0.100001239,33.1318129,32.38542903,999.9,0,0,9985.728065,0,1395.937097,1599.967419,0.974992613,0.025007481,0,1017.39129,4.99938,16737.06129,13020.37742,46.61280645,48.643,47.20935484,48.19106452,48.59248387,1555.08,39.88741935,0,129.5999999,1015.038962,-199.1354872,-3272.83077,16697.93462,15,1564678613,09:56:52,32,12.517,0.311,400,20,0.33,0.16,-24.08305854,-0.67987108,0.091479863,0,1028.282,-221.4205881,21.75155815,0,7.750355366,0.083831498,0.041731725,1,1,3,1/3,1.87392,1.87073,1.87026,1.87232,1.86955,1.87912,1.87591,1.87143,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.517,0.311,2,444.651,506.67,31.7448,32.9034,30.0008,32.6577,32.7148,19.7158,48.8103,42.027,-999.9,400,17.3349,100.826,101.268
6,1564679526,788.4000001,20190801 10:12:06,10:12:06,null,,,,3,B2_R2,3,null,null,null,null,1564679518,0.007391872,16.86804789,376.4497419,283.6934958,28.68405386,38.06257397,0.357803786,2.277282971,0.329251606,0.208157357,257.5977195,33.36613407,32.2979129,4.856194282,50.34426724,2.670728734,5.304931188,2.185465548,-325.9815472,193.2350074,19.44950236,144.3006821,-0.041922316,0.047061472,3.504117501,34,7,1,0,52258.6474,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-882-20190801-10_13_06,1030.319231,1304.91,0.210428895,0.5,1345.189355,16.86804789,141.5333547,1,0.012411921,2.676054287,-,0,1304.91,0.210428895,0.727969197,0.491896078,0.862173763,882,300,300,300,10284.3,1256.2,-0.00720386,5.5332,1599.991613,1345.189355,0.840747754,0.191495508,6,0.5,0: Broadleaf,1564679518,376.4497419,400.0303548,26.41427097,17.77841613,500.0052258,101.0093548,0.099956003,33.87183548,32.2979129,999.9,0,0,10008.74645,0,1342.973226,1599.991613,0.974994871,0.025004752,0,1032.339677,4.99938,16945.57097,13020.58065,47.69322581,49.70935484,48.36074194,49.28,49.60874194,1555.111613,39.88,0,188.9000001,1030.319231,-181.1938461,-2905.993162,16913.81154,15,1564678613,09:56:52,32,12.517,0.311,400,20,0.33,0.16,-23.47987561,-1.900358885,0.190279926,0,1042.102059,-195.1237532,19.21738976,0,8.61143878,0.468830383,0.047228474,0,0,3,0/3,1.8739,1.87072,1.87024,1.87234,1.86953,1.87909,1.87592,1.87143,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.517,0.311,2,453.618,504.8,32.3942,33.2592,30.0007,33.035,33.0964,19.7199,52.3116,47.1972,-999.9,400,17.6797,100.767,101.212
7,1564679759,1020.9,20190801 10:15:58,10:15:58,null,,,,1,B2_R2,2,null,null,null,null,1564679751,0.00679858,18.01647183,375.3309355,258.2993052,26.11716013,37.95046269,0.292531681,2.277262045,0.273143947,0.172349686,257.5916423,34.2349232,33.41670323,5.171607671,49.9898807,2.753548931,5.508212647,2.41805874,-299.8173655,138.7681185,14.09053454,110.6329299,-0.041921746,0.047060832,3.504079903,16,3,1,0,52143.30075,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-883-20190801-10_16_58,964.8452692,2118.91,0.544650188,0.5,1345.159084,18.01647183,366.3205744,1,0.013265946,1.26386208,-,0,2118.91,0.544650188,0.558276978,0.841014537,0.661197981,883,300,300,300,10222.9,1253.85,-0.00720989,-820.358,1599.955806,1345.159084,0.84074765,0.1914953,6,0.5,0: Broadleaf,1564679751,375.3309355,400.0113548,27.23266129,19.29699032,500.0285161,101.0120323,0.099970771,34.54699677,33.41670323,999.9,0,0,10008.34516,0,170.1189355,1599.955806,0.975000161,0.024999739,0,965.534871,4.99938,16061.27097,13020.29032,48.48170968,49.625,49.10670968,49.5,50.34045161,1555.082258,39.87354839,0,231.5,964.8452692,-185.8169912,-3103.186321,16049.43077,15,1564678613,09:56:52,32,12.517,0.311,400,20,0.33,0.16,-24.65626098,-0.336537282,0.046517927,1,972.7471765,-193.1408193,18.90495166,0,7.934220488,0.141281603,0.025927838,0,1,3,1/3,1.87386,1.87072,1.87024,1.87232,1.86946,1.87908,1.87596,1.87139,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.517,0.311,2,475.612,504.514,32.8559,33.6304,30.0006,33.3993,33.4575,19.7535,49.259,55.0403,-999.9,400,19.2718,100.722,101.179
8,1564679911,1173.4,20190801 10:18:31,10:18:31,null,,,,2,B2_R2,2,null,null,null,null,1564679903,0.009196717,16.97473619,375.4702581,287.2404647,29.04424391,37.96557622,0.392704495,2.27628104,0.35858119,0.226931482,257.5912405,33.83341577,33.87974194,5.307273418,50.09449788,2.818129681,5.625627165,2.489143738,-405.5752305,128.5377169,13.11122834,-6.335044746,-0.041895047,0.04703086,3.50231757,21,4,1,0,52047.17638,MPF-840-20190801-06_06_46,746.6807692,4796.92,4050.239231,0.844341626,0.171663933,MPF-884-20190801-10_19_31,990.8591538,1388,0.286124529,0.5,1345.157409,16.97473619,192.441265,1,0.012491529,2.455994236,-,0,1388,0.286124529,0.710647666,0.619256101,0.841658926,884,300,300,300,10219,1388,-0.00698189,4.04862,1599.953871,1345.157409,0.84074762,0.19149524,6,0.5,0: Broadleaf,1564679903,375.4702581,399.9834516,27.8706129,17.14222258,500.004129,101.0148387,0.099897823,34.92715806,33.87974194,999.9,0,0,10001.69323,0,1503.652258,1599.953871,0.97500029,0.024999884,0,992.7370968,4.99938,16511.67097,13020.26774,48.893,50.135,49.379,49.893,50.804,1555.083548,39.87193548,0,152,990.8591538,-204.8128547,-3335.268376,16480.93077,15,1564678613,09:56:52,32,12.517,0.311,400,20,0.33,0.16,-24.49001463,-0.497594425,0.057596649,1,1004.468882,-224.9473625,22.1479189,0,10.75905854,-0.59865784,0.059402418,0,1,3,1/3,1.87387,1.87074,1.87024,1.87233,1.86951,1.87907,1.87587,1.87141,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.517,0.311,2,469.475,501.801,33.2973,33.9354,30.0008,33.6823,33.7434,19.7392,58.5546,54.3271,-999.9,400,17.2184,100.675,101.13
