SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,plantID VOak 959,RIP_760,RIP_720,BAR-A12,seirra_loma,A10,A11,BAR_A07,BH_Block,BH_Vine,BH_Leaf,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,VineID,vineID,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564679272,0,20190801 10:07:51,10:07:51,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,5,1,1564679264,0.006365006,18.72465425,374.5154194,272.2566715,27.54949638,37.89700041,0.348756178,2.27594317,0.321556298,0.203239418,264.336563,30.66519432,30.0814,4.280410346,52.57129418,2.342981757,4.45677017,1.937428589,-280.6967761,86.52572642,8.489621201,78.65513453,-0.041885854,0.047020541,3.501710674,0,0,1,0,52744.92841,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1868-20190801-10_07_53,1002.103231,1444.53,0.306277315,0.5,1348.78865,18.72465425,206.5516829,1,0.013768059,-0.998772016,-,0,1444.53,0.306277315,-813.3427328,0.306986794,922.1236874,1600.004839,1348.78865,0.842990357,0.195980714,6,0.5,0: Broadleaf,1564679264,374.5154194,399.8449677,23.1544129,15.69343226,500.0116129,100.9894194,0.200006903,30.78657742,30.0814,999.9,10002.01548,0,1727.719032,1600.004839,0.900009452,0.099990216,0,1002.399452,4.99935,15859.90645,13700.76452,42.032,43.78003226,42.72358065,43.31425806,43.61070968,1435.51871,159.486129,0,1951.7,1002.103231,-70.15035901,-1012.854702,15856.08462,15,100,100,3.968,0.246,2,487.775,513.574,29.3576,29.9691,30.0012,29.8696,29.8148,19.2453,41.5234,97.655,-999.9,400.1,15.1199,100.727,113.457
2,1564679375,103.5,20190801 10:09:35,10:09:35,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,5,2,1564679367,0.004514234,14.91770293,380.2316129,256.3520593,25.94030019,38.47568928,0.220955779,2.275035086,0.209688512,0.132019742,264.334749,31.71143595,30.38651935,4.355957579,49.20164508,2.24859991,4.57017221,2.107357669,-199.0777156,103.1207945,10.15928375,178.5371116,-0.041861153,0.046992811,3.500079721,0,0,1,0,52638.74563,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1869-20190801-10_09_37,1536.55,1959.84,0.215981917,0.5,1348.775749,14.91770293,145.6555859,1,0.010945667,-0.999094896,-,0,1959.84,0.215981917,-1103.844802,0.216350456,1251.479109,1599.989032,1348.775749,0.842990622,0.195981244,6,0.5,0: Broadleaf,1564679367,380.2316129,400.1928387,22.22153226,16.92476452,499.9940645,100.990129,0.20000871,31.22728065,30.38651935,999.9,9996.046774,0,1485.222903,1599.989032,0.899999452,0.10000029,0,1539.161613,4.99935,24160.57097,13700.59677,42.83035484,44.647,43.526,44.09248387,44.36874194,1435.490645,159.4987097,0,102.5,1536.55,-432.5641029,-6597.394876,24121.5,15,100,100,3.968,0.246,2,487.497,503.056,29.7181,30.2762,30.0012,30.1361,30.0746,19.2871,33.1256,98.5851,-999.9,400.1,17.4082,100.661,113.391
3,1564679433,161.5,20190801 10:10:33,10:10:33,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,5,3,1564679425,0.008742908,19.1584793,373.5623226,298.4116385,30.1928157,37.79644257,0.521315191,2.274514616,0.4629159,0.294022375,264.3408667,30.45857669,30.27548387,4.328331929,53.90021245,2.481724977,4.604295353,1.846606952,-385.562253,132.7452239,13.08211373,24.60595136,-0.041846999,0.046976923,3.499145058,0,0,1,0,52598.8191,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1870-20190801-10_10_34,863.3007692,1158.02,0.254502712,0.5,1348.807503,19.1584793,171.6375839,1,0.014089502,-0.998468196,-,0,1158.02,0.254502712,-651.8249129,0.255238541,739.0035812,1600.026774,1348.807503,0.842990583,0.195981166,6,0.5,0: Broadleaf,1564679425,373.5623226,400.468871,24.52820645,14.29513871,500.053,100.9783871,0.200024871,31.35802581,30.27548387,999.9,9993.829032,0,460.0365484,1600.026774,0.900001968,0.099997994,0,863.4503548,4.99935,14063.58387,13700.92581,43.28,45.13087097,43.98567742,44.55622581,44.84248387,1435.529032,159.5006452,0,57,863.3007692,-38.12335045,-717.3435905,14058.85,15,100,100,3.968,0.246,2,487.36,505.145,29.9159,30.4611,30.0012,30.3037,30.2292,19.2337,48.1496,95.6433,-999.9,400.1,13.2601,100.629,113.363
4,1564679571,299.5,20190801 10:12:51,10:12:51,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,3,1,1564679563,0.0073681,18.12936624,374.6763548,281.5993069,28.49572473,37.91441956,0.381172909,2.276288787,0.348936287,0.220753871,264.3362868,31.01668146,30.64625484,4.421180594,50.85590771,2.355964658,4.632627287,2.065215937,-324.9332131,100.5914112,9.929027054,49.92351205,-0.041895258,0.047031097,3.502331485,0,0,1,0,52638.63311,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1871-20190801-10_12_52,1427.372692,1746.72,0.182826846,0.5,1348.782413,18.12936624,123.296817,1,0.01332677,-0.998984462,-,0,1746.72,0.182826846,-983.7000327,0.183176947,1115.265515,1599.996774,1348.782413,0.842990708,0.195981416,6,0.5,0: Broadleaf,1564679563,374.6763548,399.7454194,23.28201935,14.64579355,499.9792258,100.9924516,0.200001742,31.46594194,30.64625484,999.9,10003.96065,0,1700.984516,1599.996774,0.899998258,0.100001742,0,1432.378387,4.99935,23171.67097,13700.65484,43.95732258,45.82825806,44.762,45.11483871,45.48374194,1435.494194,159.5041935,0,137.5999999,1427.372692,-400.3271795,-6365.617095,23091.61154,15,100,100,3.968,0.246,2,490.8,497.668,30.228,30.8942,30.0013,30.7096,30.6349,19.2653,43.7813,96.1759,-999.9,400.1,14.4189,100.535,113.29
5,1564679665,393.5,20190801 10:14:25,10:14:25,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,3,2,1564679657,0.006891931,14.28009935,380.1965161,296.1822852,29.97254365,38.47447077,0.338595231,2.277636173,0.312912188,0.197715046,264.3280944,31.54637104,31.15653548,4.551800443,50.7083645,2.399490965,4.731943119,2.152309479,-303.9341757,83.89342117,8.312071221,52.59941101,-0.041931931,0.047072266,3.504752091,0,0,1,0,52618.29787,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1872-20190801-10_14_26,1666.426154,1870.69,0.109191713,0.5,1348.742005,14.28009935,73.63572517,1,0.010473201,-0.999051762,-,0,1870.69,0.109191713,-1053.587171,0.109386927,1194.499746,1599.949032,1348.742005,0.842990607,0.195981213,6,0.5,0: Broadleaf,1564679657,380.1965161,400.4768387,23.71125806,15.63709677,500.0035161,100.9963226,0.19995129,31.83975161,31.15653548,999.9,10012.33387,0,634.291,1599.949032,0.900000065,0.099999826,0,1676.333548,4.99935,27059.72258,13700.25161,44.431,46.11890323,45.282,45.46545161,45.887,1435.455161,159.493871,0,93.5999999,1666.426154,-910.4389745,-14821.24103,26901.03462,15,100,100,3.968,0.246,2,489.815,504.772,30.4369,31.1298,30.0009,30.9571,30.8783,19.2256,40.4685,97.4856,-999.9,400.1,15.55,100.489,113.243
6,1564679747,475.5,20190801 10:15:47,10:15:47,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,3,3,1564679739,0.002555974,9.338428944,387.7104516,242.7843749,24.56866921,39.23452585,0.114673073,2.275195881,0.111556254,0.069995637,264.334076,33.23203001,31.40229677,4.615899796,49.48458798,2.377428632,4.804381988,2.238471164,-112.7184323,86.5760564,8.608831321,246.8005314,-0.041865526,0.046997721,3.500368495,0,0,1,0,52492.15201,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1873-20190801-10_15_49,1070.95,713.755,-0.500444831,0.5,1348.77125,9.338428944,-337.4927999,1,0.006809143,-0.997514749,-,0,713.755,-0.500444831,-401.373919,-0.502796572,455.0558864,1599.983548,1348.77125,0.842990699,0.195981399,6,0.5,0: Broadleaf,1564679739,387.7104516,400.1056452,23.49343871,20.49835161,500.0038065,100.9954516,0.199978355,32.10811613,31.40229677,999.9,9996.564194,0,1415.736774,1599.983548,0.899996871,0.100002955,0,1071.903226,4.99935,17317.46774,13700.54194,44.79,46.399,45.57825806,45.72764516,46.2113871,1435.48129,159.5022581,0,81.5999999,1070.95,-88.22837607,-1359.039316,17302.10385,15,100,100,3.968,0.246,2,490.471,501.878,30.6474,31.3263,30.0009,31.1581,31.0855,19.3926,20.2673,97.3654,-999.9,400.1,20.4015,100.444,113.201
7,1564679837,565,20190801 10:17:16,10:17:16,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,1,1,1564679829,0.00737844,20.35358418,372.0447097,269.1971917,27.24072277,37.64811488,0.381441932,2.276871923,0.34916937,0.22090243,264.3326234,31.66783606,31.06868387,4.529075872,51.26477893,2.464630529,4.807648799,2.064445343,-325.3892029,129.0664416,12.80421687,80.81407898,-0.041911127,0.047048912,3.503379029,0,0,1,0,52544.85297,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1874-20190801-10_17_18,1402.551923,1812.8,0.226306309,0.5,1348.764388,20.35358418,152.6169452,1,0.014976026,-0.999021481,-,0,1812.8,0.226306309,-1020.952127,0.226723845,1157.49991,1599.975484,1348.764388,0.842990659,0.195981319,6,0.5,0: Broadleaf,1564679829,372.0447097,399.7617742,24.35587419,15.71782258,500.0246774,100.9924516,0.199996226,32.12013548,31.06868387,999.9,10007.75,0,1908.584839,1599.975484,0.899999742,0.100000365,0,1405.335806,4.99935,22458.8,13700.47742,45.11890323,46.774,45.879,46.052,46.562,1435.476452,159.4993548,0,88.80000019,1402.551923,-303.7152136,-4725.117948,22415.01154,15,100,100,3.968,0.246,2,484.349,502.643,30.8075,31.5131,30.001,31.3499,31.2728,19.2478,40.5078,97.3124,-999.9,400.1,15.4235,100.413,113.184
8,1564679918,646.5,20190801 10:18:38,10:18:38,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,1,2,1564679910,0.006195681,16.11673701,378.0310645,270.0416276,27.32436077,38.2513514,0.284434992,2.274824667,0.266051188,0.16783459,264.3300609,32.36366067,31.78723871,4.717880252,49.97336077,2.444914049,4.892434712,2.272966203,-273.2295379,78.78218114,7.862386422,77.74509059,-0.04185543,0.046986387,3.499701839,0,0,1,0,52424.56203,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1875-20190801-10_18_39,1864.48,2156.09,0.135249456,0.5,1348.751089,16.11673701,91.20892569,1,0.011834863,-0.999177279,-,0,2156.09,0.135249456,-1214.479237,0.135459199,1376.910406,1599.959677,1348.751089,0.842990676,0.195981351,6,0.5,0: Broadleaf,1564679910,378.0310645,400.1809677,24.16263548,16.90771613,500.0174516,100.9857419,0.199993806,32.42962258,31.78723871,999.9,9995.114516,0,1495.474516,1599.959677,0.89999871,0.100001261,0,1872.717742,4.99935,30434.09032,13700.33226,45.46341935,47.151,46.21748387,46.46748387,46.893,1435.461935,159.4987097,0,80.80000019,1864.48,-887.7593161,-14192.05128,30303.87308,15,100,100,3.824,0.245,2,485.996,495.13,31.0136,31.7073,30.0009,31.5455,31.4718,19.3053,35.7365,94.666,-999.9,400.1,16.747,100.382,113.152
9,1564679995,723.5,20190801 10:19:55,10:19:55,1,23293,1_1,23509,31,23522,23316,23388,B2_R1,1,3,1564679987,0.00520357,17.06737639,377.3183226,249.9313208,25.29045898,38.18070312,0.246941718,2.275761693,0.232962633,0.146791626,264.3391793,32.81138866,31.49366774,4.639930792,49.91223443,2.458991027,4.926629823,2.180939766,-229.4774336,129.9854299,12.9562662,177.8034418,-0.041880917,0.047014998,3.501384713,0,0,1,0,52434.06247,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1876-20190801-10_19_56,1037.915385,985.182,-0.053526541,0.5,1348.798811,17.06737639,-36.09826735,1,0.012539248,-0.99819946,-,0,985.182,-0.053526541,-554.3888131,-0.053708542,628.5358386,1600.016452,1348.798811,0.842990589,0.195981178,6,0.5,0: Broadleaf,1564679987,377.3183226,400.1554839,24.30081935,18.20821613,499.9950323,100.9896774,0.199957,32.55312258,31.49366774,999.9,10000.81097,0,1517.624839,1600.016452,0.900001226,0.099998697,0,1038.317742,4.99935,16442.91935,13700.84194,45.83029032,47.542,46.558,46.885,47.24187097,1435.517097,159.4996774,0,76.20000005,1037.915385,-70.09025646,-1116.369231,16436.39231,15,100,100,3.824,0.245,2,475.391,497.786,31.2306,31.8931,30.0009,31.7371,31.6615,19.3243,30.0198,93.9999,-999.9,400.1,18.1189,100.333,113.115
10,1564680258,986.1000001,20190801 10:24:17,10:24:17,1,23293,1_1,23509,31,23522,23316,23388,B1_R2,6,1,1564680250,0.0095363,19.58274591,372.1090323,272.9907196,27.62722503,37.65820312,0.395848203,2.275149135,0.361186543,0.228602342,264.3296911,31.93274403,32.00816774,4.777291188,43.27505309,2.197358036,5.07765532,2.579933152,-420.5508481,132.6710723,13.29601438,-10.25407034,-0.041864255,0.046996293,3.500284543,5,1,1,0,52322.41539,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1877-20190801-10_24_19,1277.28,1645.03,0.223552154,0.5,1348.749918,19.58274591,150.7579748,1,0.014404667,-0.998921685,-,0,1645.03,0.223552154,-926.3730734,0.224006759,1050.271331,1599.958387,1348.749918,0.842990624,0.195981247,6,0.5,0: Broadleaf,1564680250,372.1090323,399.8651935,21.71258065,10.51804839,500.0249677,101.0020645,0.200002226,33.08980323,32.00816774,999.9,9995.606129,0,1340.04871,1599.958387,0.900000742,0.099999132,0,1280.760645,4.99935,20907.30645,13700.34194,46.625,48.09248387,47.375,47.49593548,48.022,1435.463548,159.4958065,0,261.8,1277.28,-480.5141884,-7454.345305,20855.1,15,100,100,3.824,0.245,2,466.857,493.236,31.6834,32.1721,30.0002,32.0576,31.9895,19.2333,60.6422,93.7574,-999.9,400.1,9.78988,100.303,113.082
11,1564680365,1093.1,20190801 10:26:04,10:26:04,1,23293,1_1,23509,31,23522,23316,23388,B1_R2,6,2,1564680357,0.010795857,20.3355832,370.9330323,288.0760899,29.15641457,37.54243287,0.510210054,2.27523655,0.454145205,0.288362891,264.3339874,31.54671351,31.18894516,4.560208893,43.95423037,2.235011232,5.084860349,2.325197661,-476.0973131,236.2619258,23.58475594,48.08335604,-0.041866632,0.046998962,3.500441534,0,0,1,0,52321.13409,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1878-20190801-10_26_06,1297.603846,1664.66,0.220499173,0.5,1348.772421,20.3355832,148.7016019,1,0.014962591,-0.998934401,-,0,1664.66,0.220499173,-937.4393357,0.220942271,1062.817656,1599.985161,1348.772421,0.842990581,0.195981163,6,0.5,0: Broadleaf,1564680357,370.9330323,400.1414516,22.08273226,9.413668065,499.9953548,101.0108387,0.199971871,33.11505806,31.18894516,999.9,9995.305484,0,175.3604839,1599.985161,0.900001065,0.099999174,0,1301.914839,4.99935,21086.49677,13700.57419,46.812,48.35874194,47.625,47.625,48.25,1435.489032,159.496129,0,106.5999999,1297.603846,-400.6270086,-6422.584616,21017.16154,15,100,100,3.824,0.245,2,491.223,486.263,31.8218,32.276,30.0005,32.1747,32.1139,19.192,61.8453,86.6995,-999.9,400.1,9.13871,100.283,113.071
12,1564680450,1178.1,20190801 10:27:29,10:27:29,1,23293,1_1,23509,31,23522,23316,23388,B1_R2,6,3,1564680442,0.009095012,22.36244094,369.1710323,271.4495843,27.47458191,37.36539067,0.452707848,2.276801535,0.408004076,0.25865015,264.3370565,32.10176112,31.62971613,4.675914022,49.1622581,2.499675079,5.084540817,2.176238943,-401.0900499,182.1837568,18.21315379,63.64391718,-0.041909211,0.047046761,3.503252578,0,0,1,0,52372.43417,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1879-20190801-10_27_31,1290.233077,1749.85,0.262660756,0.5,1348.784284,22.36244094,177.1363495,1,0.016465189,-0.998986279,-,0,1749.85,0.262660756,-985.4645462,0.263162832,1117.266024,1599.99871,1348.784284,0.842990857,0.195981715,6,0.5,0: Broadleaf,1564680442,369.1710323,400.0356452,24.69685484,14.05219355,499.9911613,101.0142903,0.200017968,33.11393871,31.62971613,999.9,10005.12903,0,1874.386774,1599.99871,0.899991903,0.100008097,0,1291.382258,4.99935,20973.25484,13700.65806,47,48.647,47.776,47.808,48.375,1435.487097,159.5122581,0,84,1290.233077,-288.6509402,-4608.803418,20955.56538,15,100,100,3.824,0.245,2,494.206,496.231,31.8834,32.3732,30.0008,32.2852,32.2342,19.2619,43.4644,81.7174,-999.9,400.1,14.1624,100.262,113.054
13,1564680550,1278.6,20190801 10:29:10,10:29:10,1,23293,1_1,23509,31,23522,23316,23388,B1_R2,3,1,1564680542,0.007365884,20.19357197,373.4095161,265.1427318,26.83597027,37.79400855,0.357991341,2.274052369,0.329373372,0.208238593,264.3396614,33.00414587,32.21184839,4.832639723,51.19483597,2.652874322,5.181917809,2.179765401,-324.835477,152.0730235,15.29021952,106.8674274,-0.041834432,0.046962815,3.498315027,0,0,1,0,52225.05081,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1880-20190801-10_29_12,1052.653077,1520.26,0.307583521,0.5,1348.802477,20.19357197,207.4347073,1,0.014856971,-0.998833186,-,0,1520.26,0.307583521,-856.0349408,0.308260455,970.5257873,1600.020968,1348.802477,0.842990501,0.195981002,6,0.5,0: Broadleaf,1564680542,373.4095161,400.9403226,26.21072903,17.60399355,500.0375806,101.0132581,0.20003971,33.45226129,32.21184839,999.9,9987.37871,0,1849.563226,1600.020968,0.900003065,0.099996852,0,1052.996129,4.99935,17020.3129,13700.86774,47.24187097,48.903,47.96545161,48.149,48.58232258,1435.526129,159.4954839,0,99.5,1052.653077,-82.12649575,-1255.059829,17015.05,15,100,100,3.835,0.251,2,496.318,494.315,32.0638,32.5425,30.0007,32.4425,32.3851,19.2027,34.9635,88.1134,-999.9,400.1,17.2925,100.217,113.037
14,1564680710,1438.6,20190801 10:31:50,10:31:50,1,23293,1_1,23509,31,23522,23316,23388,B1_R2,3,2,1564680702,0.005628546,16.72391055,377.728,250.2410504,25.32906193,38.23311919,0.243849843,2.27628324,0.23021118,0.145043762,264.3404621,34.21131797,33.17392581,5.101689444,50.69525305,2.722594989,5.370512671,2.379094456,-248.2188661,112.6742354,11.40688797,140.2027195,-0.041895107,0.047030928,3.502321522,0,0,1,0,52188.86166,MPF-1822-20190801-07_22_55,3.338461538,1.77386,-1.564601538,-0.882032144,0.154453011,MPF-1881-20190801-10_31_51,1138.836538,1561.14,0.270509667,0.5,1348.805339,16.72391055,182.4324416,1,0.012284543,-0.998863741,-,0,1561.14,0.270509667,-879.0807279,0.271089385,996.6538455,1600.024194,1348.805339,0.84299059,0.19598118,6,0.5,0: Broadleaf,1564680702,377.728,400.3474516,26.89815484,20.32572581,500.0113226,101.0186452,0.200007387,34.09207419,33.17392581,999.9,10001.33065,0,301.9524194,1600.024194,0.900001419,0.099998581,0,1140.910968,4.99935,18668.14516,13700.90645,47.653,49.187,48.411,48.675,49.06606452,1435.525161,159.5006452,0,159.6000001,1138.836538,-165.7876924,-2639.025643,18635.60385,15,100,100,3.835,0.251,2,485.462,496.55,32.501,32.8541,30.0011,32.721,32.6565,19.3778,25.1275,100,-999.9,400.1,20.0273,100.16,112.952
