SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,rootstocks_Vine_#,BH_Leaf,BH_Vine,BH_Block,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1567697885,0,20190905 08:38:04,10:38:04,,1,5,B2_R2,1567697877,0.006882592,14.5890843,374.9737742,299.9339883,30.3491086,37.94208139,0.389792458,2.275602501,0.356141048,0.225369004,297.3723714,32.11132033,31.68133548,4.689630194,58.2565431,2.806598242,4.81765325,1.883031952,-303.5223222,58.34334009,5.809788484,58.00317769,-0.041876586,0.047010137,3.501098788,0,0,1,0,52496.85826,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-994-20190905-08_38_03,1519.251154,2759.19,0.44938509,0.5,1517.334725,14.5890843,340.9338008,1,0.010137423,0.475820802,-,0,2759.19,0.44938509,0.322410961,0.610559989,0.39264261,1799.940323,1517.334725,0.842991685,0.195983369,6,0.5,0: Broadleaf,1567697877,374.9737742,395.5782581,27.73703226,19.70675806,499.9846452,100.9859677,0.199992452,32.1569,31.68133548,999.9,0,0,10000.14419,0,1641.052581,1799.940323,0.899999129,0.100000819,0,1525.743871,4.99911,27321.33871,16236.45161,39.64890323,42.895,41.032,42.39683871,41.49170968,1615.446452,179.4951613,0,5233.3,1519.251154,-520.3401713,-9036.659835,27209.52692,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-20.79446585,-0.418321254,1.000293461,1,1461.6,0,0,0,7.410549756,11.10437373,1.247099703,0,1,3,3-Jan,0,0,0,0,2,506.097,1185.91,31.8915,34.9663,29.9902,34.8667,34.7376,28.0656,48.0565,48.2013,-999.9,400,17.3907,99.7122,100.465
2,1567697990,105.5999999,20190905 08:39:50,10:39:50,,2,5,B2_R2,1567697982,0.008065945,18.39006394,374.1711935,281.1660146,28.45087261,37.861962,0.391246237,2.275898364,0.357359019,0.226148921,297.3798247,32.09162768,31.71206452,4.697812063,50.7282412,2.495054558,4.91847243,2.202757505,-355.7081733,99.58980161,9.935209419,51.19666246,-0.041884635,0.047019172,3.501630195,20,4,1,0,52443.55497,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-995-20190905-08_39_48,918.2227692,1275.47,0.280090657,0.5,1517.374009,18.39006394,212.5011419,1,0.012642132,2.192603511,-,0,1275.47,0.280090657,0.686776013,0.652980669,0.836378285,1799.987097,1517.374009,0.842991604,0.195983207,6,0.5,0: Broadleaf,1567697982,374.1711935,399.8611935,24.6574,15.21682903,499.9947419,100.988871,0.200003677,32.52372903,31.71206452,999.9,0,0,10001.77871,0,1478.511935,1799.987097,0.900002032,0.099997594,0,919.2853548,4.99911,16538.8871,16236.9,41.18122581,43.56409677,42.09454839,43.13087097,43.00580645,1615.492258,179.4948387,0,105,918.2227692,-98.61490604,-1755.302565,16519.9,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-25.64474146,-0.534625087,0.088060218,1,908.365,0,0,0,9.492409268,-0.980545087,0.098732438,0,1,3,3-Jan,0,0,0,0,2,476.42,1188.63,32.1237,34.6978,29.9984,34.7141,34.6477,28.5226,51.3486,40.0256,-999.9,400,15.253,100.019,100.78
3,1567698055,170.5999999,20190905 08:40:55,10:40:55,,3,5,B2_R2,1567698047,0.006656241,17.19458444,376.2949355,272.3679876,27.56193067,38.07868543,0.317635401,2.275918992,0.294903509,0.186221315,297.3824896,32.62768742,31.53927419,4.651966211,49.5613782,2.448058632,4.939448258,2.203907579,-293.5402323,130.0553683,12.96818821,146.8658139,-0.041885196,0.047019802,3.501667245,23,5,1,0,52431.37626,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-996-20190905-08_40_53,1229.743846,10846.2,0.886619844,0.5,1517.386631,17.19458444,672.6725493,1,0.011854173,-0.62456252,-,0,10846.2,0.886619844,-1.66355932,0.950446287,-2.025936934,1800.001935,1517.386631,0.842991667,0.195983333,6,0.5,0: Broadleaf,1567698047,376.2949355,399.9338065,24.19180323,16.39763871,500.0059677,100.9937419,0.199980968,32.59922581,31.53927419,999.9,0,0,10001.43032,0,1367.542903,1800.001935,0.900000581,0.099999458,0,1234.692581,4.99911,22060.79032,16237.02903,41.91109677,43.94322581,42.70135484,43.53,43.73167742,1615.503871,179.5003226,0,64.39999986,1229.743846,-396.5743593,-6896.543595,21975.02692,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-23.42800244,-3.912390941,0.393172219,0,1189.49,0,0,0,7.647970732,2.684113589,0.270381111,0,0,3,0/3,0,0,0,0,2,472.795,1192.64,32.1464,34.5181,29.9989,34.59,34.5511,28.5864,44.5217,34.9549,-999.9,400,16.4891,100.081,100.829
4,1567698198,313.0999999,20190905 08:43:17,10:43:17,,1,3,B2_R2,1567698190,0.004058757,11.46139258,384.3295806,268.3907296,27.15761199,38.8890989,0.183188577,2.275647405,0.175372658,0.110282351,297.3776104,34.09092355,32.32109032,4.862554645,50.98811558,2.607163681,5.113277185,2.255390964,-178.9911679,109.5906833,11.00413035,238.9812562,-0.041877808,0.047011508,3.50117944,28,6,1,0,52317.05172,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-997-20190905-08_43_16,1295.378846,9250.3,0.859963585,0.5,1517.363819,11.46139258,652.438815,1,0.008075962,-0.559790493,-,0,9250.3,0.859963585,-1.271645625,0.933464485,-1.548651621,1799.975161,1517.363819,0.842991532,0.195983064,6,0.5,0: Broadleaf,1567698190,384.3295806,399.9556129,25.76583548,21.02067419,499.9846129,100.986871,0.199977129,33.21436129,32.32109032,999.9,0,0,10000.34645,0,1532.146129,1799.975161,0.900004355,0.099995574,0,1297.84129,4.99911,23331.37419,16236.8,43.22764516,44.9513871,43.99770968,44.53803226,45.687,1615.485806,179.4893548,0,141.6000001,1295.378846,-414.4119658,-7386.994871,23286.46154,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-15.43132683,-4.756051568,0.470939436,0,1249.83,0,0,0,4.732905122,0.190989199,0.028534462,0,0,3,0/3,0,0,0,0,2,467.432,1205.37,32.3913,34.2272,29.9995,34.3368,34.3299,28.6242,28.4724,33.9409,-999.9,400,20.8496,100.157,100.903
5,1567698301,416.0999999,20190905 08:45:00,10:45:00,,2,3,B2_R2,1567698293,0.009460526,19.8301616,371.9589032,277.8296043,28.11151543,37.6357605,0.423557703,2.275718456,0.384140905,0.243323094,297.3792101,32.28407564,31.90357419,4.74908382,45.96272123,2.344534466,5.100947906,2.404549354,-417.2092153,155.5397734,15.58222163,51.29198982,-0.041879741,0.047013678,3.501307054,9,2,1,0,52326.62909,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-998-20190905-08_44_59,1193.462692,1684.61,0.291549562,0.5,1517.369541,19.8301616,221.1942126,1,0.013591245,1.417218229,-,0,1684.61,0.291549562,0.586301316,0.513622231,0.714016913,1799.981613,1517.369541,0.84299169,0.195983379,6,0.5,0: Broadleaf,1567698293,371.9589032,399.9795161,23.17132581,12.08107419,499.9695484,100.9825806,0.19999671,33.17133548,31.90357419,999.9,0,0,10001.2329,0,1477.628387,1799.981613,0.899999419,0.100000581,0,1194.163871,4.99911,21414.56774,16236.82581,43.9613871,45.7113871,44.80612903,45.12683871,45.75,1615.484194,179.4996774,0,102.2,1193.462692,-114.7593162,-1916.752137,21402.14615,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-27.92371951,-2.375021603,0.239309441,0,1180.34,0,0,0,11.09659268,-0.231579094,0.030711699,0,0,3,0/3,0,0,0,0,2,489.477,1194.68,32.5235,34.0914,29.9995,34.189,34.1816,28.4979,58.4183,26.8335,-999.9,400,11.0469,100.196,100.931
6,1567698361,476.0999999,20190905 08:46:00,10:46:00,,3,3,B2_R2,1567698353,0.005041381,14.39390448,380.275129,237.6660421,24.04666001,38.47561333,0.18590333,2.275172195,0.177857905,0.111855024,297.3796083,34.22181622,32.20853226,4.831734142,39.30966546,2.06152929,5.244331809,2.770204852,-222.3248842,178.7977718,17.98701518,271.839511,-0.041864882,0.046996997,3.500325956,14,3,1,0,52224.32112,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-999-20190905-08_45_59,1025.798654,1304.77,0.213808829,0.5,1517.372189,14.39390448,162.2137856,1,0.010008542,2.120910199,-,0,1304.77,0.213808829,0.679580656,0.483987212,0.827615543,1799.984839,1517.372189,0.84299165,0.1959833,6,0.5,0: Broadleaf,1567698353,380.275129,399.8475806,20.3752,14.44903871,500.0196129,100.9783871,0.199971387,33.6662129,32.20853226,999.9,0,0,9998.099677,0,194.1776452,1799.984839,0.900000323,0.09999971,0,1029.434419,4.99911,19124.86452,16236.86774,44.51787097,46.19335484,45.28,45.67722581,45.84029032,1615.487742,179.4974194,0,59.5,1025.798654,-330.8686156,-5841.808551,19059.33462,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-19.29835854,-5.049163066,0.548679581,0,989.752,0,0,0,5.759339512,3.601304739,0.359624798,0,0,3,0/3,0,0,0,0,2,484.49,1195.73,32.6709,34.0414,29.9998,34.1345,34.1355,28.6529,43.1873,22.4211,-999.9,400,14.5449,100.203,100.931
7,1567698515,630.5999999,20190905 08:48:35,10:48:35,,1,2,B2_R2,1567698507,0.007890063,15.84304949,377.2596774,270.2868778,27.34867592,38.17259919,0.29188837,2.275411717,0.272568212,0.171984292,297.3790816,33.65586739,32.73422258,4.977149522,40.19712348,2.151342678,5.351981665,2.825806844,-347.9517924,158.965496,16.0600323,124.4528175,-0.041871397,0.047004311,3.500756132,26,5,1,0,52170.33184,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1000-20190905-08_48_33,1183.120769,2973.61,0.602126449,0.5,1517.368986,15.84304949,456.8239997,1,0.010963601,0.369402847,-,0,2973.61,0.602126449,0.269754695,0.797459243,0.328516088,1799.980968,1517.368986,0.842991683,0.195983366,6,0.5,0: Broadleaf,1567698507,377.2596774,399.8435806,21.2617129,11.9948129,499.9929032,100.9839355,0.199947871,34.03008065,32.73422258,999.9,0,0,9999.106129,0,1189.838065,1799.980968,0.899999323,0.100000665,0,1184.080645,4.99911,21554.00968,16236.82903,45.59858065,47.169,46.37290323,46.70325806,46.125,1615.482258,179.4990323,0,153.5999999,1183.120769,-236.3507694,-4222.540174,21536.85,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-22.51692927,-1.11130453,0.117676772,0,1156.62,0,0,0,9.29226,-0.449855958,0.045979135,0,0,3,0/3,0,0,0,0,2,469.39,1190.12,33.0677,34.0009,30.0003,34.0556,34.0422,28.6421,50.5369,15.4724,-999.9,400,11.907,100.223,100.947
8,1567698592,707.0999999,20190905 08:49:51,10:49:51,,2,2,B2_R2,1567698584,0.009089118,15.21136328,377.5055806,284.0043992,28.73734974,38.19838682,0.333349821,2.275655447,0.308405029,0.194838549,297.3845491,33.19828532,32.94167419,5.035573715,40.49921132,2.159499717,5.332201902,2.876073998,-400.8301246,125.3877713,12.67510016,34.61729597,-0.041878027,0.047011754,3.501193883,0,0,1,0,52189.58623,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1001-20190905-08_49_50,1546.171154,1762.46,0.122719861,0.5,1517.396739,15.21136328,93.10735845,1,0.010547105,1.310446762,-,0,1762.46,0.122719861,0.567183275,0.209158162,0.690734338,1800.013871,1517.396739,0.842991692,0.195983385,6,0.5,0: Broadleaf,1567698584,377.5055806,399.8767419,21.34182258,10.66760968,499.9979032,100.9862258,0.200058,33.96370323,32.94167419,999.9,0,0,10000.46258,0,828.3838065,1800.013871,0.899999355,0.100001016,0,1550.855484,4.99911,28116.82903,16237.12903,45.937,47.5,46.754,46.937,46.125,1615.511613,179.5029032,0,75.5999999,1546.171154,-644.9644436,-11839.91451,28031.45,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-22.20960244,-3.482619512,0.348335709,0,1474.97,0,0,0,10.66629268,0.051579094,0.020652613,1,1,3,3-Jan,0,0,0,0,2,502.584,1190.22,33.1454,34.0282,30.0003,34.0648,34.0453,28.6954,53.8194,9.58261,-999.9,400,10.5022,100.209,100.929
9,1567698649,764.5999999,20190905 08:50:49,10:50:49,,3,2,B2_R2,1567698640,0.009226553,16.614669,375.7172581,279.9710689,28.3293686,38.01761637,0.352221682,2.275769822,0.324499633,0.205120857,297.3819261,33.13983768,32.54087419,4.923229181,40.28934925,2.146678665,5.328154227,2.776550516,-406.8909664,172.8989584,17.4416123,80.83153042,-0.041881138,0.047015246,3.501399315,0,0,1,0,52195.63102,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1003-20190905-08_50_47,1673.405385,1956.25,0.144585107,0.5,1517.384139,16.614669,109.695574,1,0.011472012,1.081569329,-,0,1956.25,0.144585107,0.519593229,0.230351568,0.632777624,1799.999032,1517.384139,0.842991642,0.195983284,6,0.5,0: Broadleaf,1567698640,375.7172581,399.8145161,21.2150129,10.37814516,500.004871,100.9867742,0.199997387,33.95009355,32.54087419,999.9,0,0,10001.15129,0,1223.989968,1799.999032,0.900000548,0.099999432,0,1699.052903,4.99911,30990.97419,16236.9871,46.25190323,47.675,46.98374194,47.11280645,46.68329032,1615.50129,179.4983871,0,23.9000001,1673.405385,-757.409915,-13601.5248,30534.73077,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-24.01893415,-5.901244599,0.620187254,0,1595.79,0,0,0,10.75809585,2.552849477,0.286852345,0,0,3,0/3,0,0,0,0,2,500.575,1191.67,33.127,34.0406,30.0001,34.0691,34.0421,28.7882,53.2784,5.29024,-999.9,400,10.1528,100.204,100.927
10,1567698941,1056.5,20190905 08:55:41,10:55:41,,1,5,B3_R2,1567698933,0.006245008,20.61223956,370.6528065,235.0713385,23.79168595,37.51395311,0.281097566,2.276035491,0.263136933,0.165978551,297.3812489,34.54038759,33.39127742,5.164246349,52.36559323,2.857414457,5.456663966,2.306831892,-275.4048536,121.0597867,12.28735391,155.3235359,-0.041888366,0.04702336,3.501876501,0,0,1,0,52132.11943,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1004-20190905-08_55_39,1231.810769,1653.88,0.255199428,0.5,1517.37842,20.61223956,193.6170528,1,0.014106579,1.462131473,-,0,1653.88,0.255199428,0.593847846,0.456038485,0.723207325,1799.991935,1517.37842,0.842991788,0.195983576,6,0.5,0: Broadleaf,1567698933,370.6528065,398.1652903,28.23239355,20.94992581,499.9978065,101.0104839,0.200008677,34.37786452,33.39127742,999.9,0,0,10000.52935,0,358.511871,1799.991935,0.899995774,0.100004135,0,1234.460645,4.99911,22863.66452,16236.92258,44.75777419,47.629,46.25,46.93103226,46.062,1615.486129,179.5064516,0,291.3999999,1231.810769,-241.2950428,-3630.885472,22819.61538,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-27.59013659,2.409752613,0.301363224,0,1207.12,0,0,0,7.169007317,2.11600223,0.211408001,0,0,3,0/3,0,0,0,0,2,505.195,1224.04,33.3219,34.2246,29.9932,34.1853,34.1293,29.3799,3.23007,16.094,-999.9,400,20.1475,100.143,100.794
11,1567699084,1199,20190905 08:58:03,10:58:03,,2,5,B3_R2,1567699076,0.006707752,16.24034383,376.0852903,257.6663711,26.08115411,38.0675925,0.261661599,2.276016138,0.246024567,0.155092348,297.3814146,34.90279252,34.45509032,5.480148828,50.47265916,2.833750085,5.614425973,2.646398743,-295.8118471,53.51146822,5.473330948,60.55436666,-0.041887839,0.047022769,3.501841739,20,4,1,0,52044.78962,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1005-20190905-08_58_02,1145.977692,1452.51,0.21103628,0.5,1517.382162,16.24034383,160.1113438,1,0.011225335,1.803471233,-,0,1452.51,0.21103628,0.643299354,0.423303962,0.783430987,1799.996774,1517.382162,0.842991601,0.195983202,6,0.5,0: Broadleaf,1567699076,376.0852903,398.6017419,27.99577419,20.17153548,499.9819032,101.0206452,0.199991419,34.89119032,34.45509032,999.9,0,0,9999.397742,0,1081.826452,1799.996774,0.900002677,0.099997377,0,1147.156774,4.99911,21463.89355,16236.96774,45.96748387,47.74593548,46.91509677,47.3,46.125,1615.502581,179.4958065,0,141.6000001,1145.977692,-284.3042737,-5134.35214,21441.79231,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-22.27073415,-5.141301742,0.518315733,0,1111.19,0,0,0,7.855640976,-0.779445366,0.079506229,0,0,3,0/3,0,0,0,0,2,476.924,1223.06,33.6981,34.3635,30.0005,34.2811,34.2238,29.3829,27.8141,45.6517,-999.9,400,20.1771,100.186,100.868
12,1567699180,1295.5,20190905 08:59:40,10:59:40,,3,5,B3_R2,1567699172,0.006880942,17.046667,377.4009032,265.5439224,26.87951882,38.20217231,0.292225507,2.275628353,0.272863993,0.172172537,297.3818513,34.78434149,34.02644516,5.35089668,51.87219,2.90233578,5.595167238,2.4485609,-303.4495542,98.4853101,10.05105346,102.4686607,-0.04187729,0.047010926,3.50114522,18,4,1,0,52042.77312,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1006-20190905-08_59_38,1044.125769,1346.63,0.224637971,0.5,1517.383125,17.046667,170.4309332,1,0.011756719,2.02389669,-,0,1346.63,0.224637971,0.669300872,0.489281373,0.815096486,1799.997742,1517.383125,0.842991683,0.195983365,6,0.5,0: Broadleaf,1567699172,377.4009032,400.9745484,28.6723,20.65144516,499.9703871,101.0243871,0.199992548,34.82920323,34.02644516,999.9,0,0,9996.509032,0,1260.16,1799.997742,0.899999194,0.100000816,0,1047.664194,4.99911,19067.80323,16236.95806,46.56006452,48.062,47.399,47.59248387,47.46545161,1615.497097,179.5006452,0,96,1044.125769,-324.9555556,-5760.150428,19005.16923,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-23.67177317,2.421474564,0.3427245,0,1011.64,0,0,0,7.747762439,4.348863554,0.511442651,0,0,3,0/3,0,0,0,0,2,478.573,1222.67,33.8579,34.4584,30.0001,34.3641,34.2979,29.4901,28.7732,46.6584,-999.9,400,19.9787,100.163,100.856
