SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH_Leaf,BH_Vine,BH_Block,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564068081,0,20190725 08:21:21,10:21:21,1,2,B1_R4,1564068073,0.003057145,10.19537097,399.2555806,200.2260468,20.24307922,40.36518964,0.091024905,2.274907836,0.089048878,0.055829514,330.4143109,37.28676545,37.11215484,6.34357808,51.26984236,3.033630995,5.916989121,3.309947086,-134.8200984,-155.8333138,-16.22908547,23.53181322,-0.041857692,0.046988926,3.499851196,20,4,1,0,51846.30698,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2519-20190725-08_21_23,2359.469615,2478.54,0.048040534,0.5,1685.91597,10.19537097,40.49615157,1,0.005753494,0.623395225,-,0,2478.54,0.048040534,0.384007058,0.070607348,0.478142573,2519,300,300,300,10569.3,2478.54,-0.00708017,50.0999,1999.918065,1685.91597,0.842992521,0.195985041,6,0.5,0: Broadleaf,1564068073,399.2555806,412.9590645,30.00590645,26.44628387,499.8416452,100.9008387,0.200289484,35.84154839,37.11215484,999.9,0,0,10004.06548,0,0.00191117,1999.918065,0.899999581,0.100000371,0,2370.00129,4.99961,46753.14194,16486.82581,44.24570968,46.25580645,44.78196774,45.91103226,46.09448387,1795.425484,199.4932258,0,4860,2359.469615,-1394.612308,-27085.53846,46548.66923,15,1564068104,8:21:43,17,3.087,0.294,414,26,0.11,0.03,-13.44857805,-4.303135192,0.485768886,0,2444.493529,-1418.84926,139.0350847,0,3.319278537,2.44238216,0.266992205,0,0,3,0/3,100,100,3.087,0.294,2,480.542,475.017,34.8742,36.5384,29.999,36.2463,36.1484,19.5689,36.4491,46.4145,-999.9,413.772,26.0955,100.179,99.1762
2,1564068176,95,20190725 08:22:56,10:22:56,2,2,B1_R4,1564068168,0.004162269,14.23096821,399.7388065,225.9900786,22.84751207,40.4134432,0.14744173,2.273996321,0.142329221,0.089400333,330.4210862,37.19042651,35.67875806,5.864178443,50.60138947,3.037790312,6.003373315,2.82638813,-183.5560547,52.27124284,5.415071896,204.5513463,-0.041832908,0.046961104,3.49821439,5,1,1,0,51772.65348,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2520-20190725-08_22_58,1460.994615,1663.37,0.121665886,0.5,1685.950022,14.23096821,102.5613015,1,0.008147041,1.418974732,-,0,1663.37,0.121665886,0.586601717,0.232293952,0.730401299,2520,300,300,300,10541.6,1659.01,-0.00706132,38.2627,1999.958387,1685.950022,0.842992551,0.195985102,6,0.5,0: Broadleaf,1564068168,399.7388065,418.8115806,30.04749355,25.20309677,500.0254839,100.8996452,0.199979258,36.10512903,35.67875806,999.9,0,0,9998.260323,0,0.00191117,1999.958387,0.899998645,0.100001361,0,1468.864516,4.99961,29443.40645,16487.17742,45.5683871,47.02996774,45.9513871,46.58232258,47.38877419,1795.460645,199.4993548,0,94.60000014,1460.994615,-631.2772654,-12503.15215,29287.33077,15,1564068104,8:21:43,17,3.087,0.294,414,26,0.11,0.03,-18.45717073,-9.289785366,1.107320082,0,1501.879706,-677.4517842,66.65371948,0,4.811033171,0.486505505,0.065402437,0,0,3,0/3,100,100,3.087,0.294,2,498.769,474.495,35.1188,36.4846,29.9998,36.2904,36.2201,19.8022,37.562,42.9089,-999.9,418.859,25.0918,100.235,99.2322
3,1564068274,193,20190725 08:24:34,10:24:34,3,2,B1_R4,1564068266,0.004090179,15.57566779,399.8603871,206.595337,20.88683591,40.42597677,0.143381859,2.273669878,0.138541382,0.087009648,330.4281887,37.21275658,35.80402581,5.90477995,50.84523895,3.052201243,6.002924376,2.852578708,-180.3768895,36.74179408,3.809125594,190.6022189,-0.041824034,0.046951143,3.497628261,20,4,1,0,51762.35949,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2521-20190725-08_24_36,1511.255385,1895.34,0.202646816,0.5,1685.986684,15.57566779,170.8299163,1,0.008944438,1.12291726,-,0,1895.34,0.202646816,0.528950083,0.348163272,0.658616939,2521,300,300,300,10548.5,1839.43,-0.00706678,20.8206,2000.001935,1685.986684,0.842992526,0.195985052,6,0.5,0: Broadleaf,1564068266,399.8603871,420.5136452,30.18985484,25.42985161,500.0034839,100.9002258,0.200003355,36.10376774,35.80402581,999.9,0,0,9996.081935,0,0.00191117,2000.001935,0.899999226,0.100000939,0,1513.157742,4.99961,29677.79677,16487.52903,46.59451613,47.75983871,46.97558065,47.137,48.33045161,1795.500323,199.5019355,0,97.20000005,1511.255385,-324.2420515,-6210.861543,29640.25769,15,1564068104,8:21:43,17,3.087,0.294,414,26,0.11,0.03,-20.70959512,1.700389547,0.193137137,0,1528.459412,-339.6307099,33.30800575,0,4.466030976,5.340091568,0.544757086,0,0,3,0/3,100,100,3.087,0.294,2,479.705,473.857,35.2319,36.4389,30,36.314,36.2532,19.9238,35.7737,38.3443,-999.9,420.432,24.872,100.252,99.2492
4,1564068376,294.4000001,20190725 08:26:15,10:26:15,1,3,B1_R4,1564068368,0.004651964,17.45048961,398.9962258,185.212614,18.72453738,40.33753199,0.145031484,2.275223057,0.14008431,0.087983119,330.4277965,37.40230068,36.83619032,6.24872405,49.70893725,3.045772392,6.127212853,3.202951658,-205.1516329,-44.02135074,-4.591899611,76.66291325,-0.041866265,0.04699855,3.500417302,35,7,1,0,51749.88988,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2522-20190725-08_26_18,1126.105,1530.86,0.264397136,0.5,1685.984283,17.45048961,222.8847081,1,0.010056455,1.628359223,-,0,1530.86,0.264397136,0.619534502,0.547933358,0.771407229,2522,300,300,300,10558.3,1455.02,-0.00707395,10.7494,1999.999032,1685.984283,0.842992549,0.195985099,6,0.5,0: Broadleaf,1564068368,398.9962258,422.1680323,30.12707097,24.7119871,499.9162903,100.8974194,0.200108355,36.47730645,36.83619032,999.9,0,0,10006.45355,0,0.00191117,1999.999032,0.899999032,0.100000955,0,1128.026129,4.99961,22155.18387,16487.49677,47.53,48.50174194,47.90696774,47.83435484,49.16103226,1795.496452,199.5032258,0,101,1126.105,-175.8676923,-3383.155556,22118.58077,15,1564068104,8:21:43,17,3.087,0.294,414,26,0.11,0.03,-22.77578049,-4.070019512,0.915600887,0,1137.349706,-185.7623838,18.28715468,0,5.47632439,-0.793865226,0.120022861,0,0,3,0/3,100,100,3.087,0.294,2,461.505,474.367,35.392,36.4233,30.0001,36.3308,36.2797,20.0488,33.8928,35.4985,-999.9,422.014,24.9223,100.261,99.2535
5,1564068453,371.9000001,20190725 08:27:33,10:27:33,2,3,B1_R4,1564068445,0.004060844,11.83212064,398.9249032,242.0119316,24.46720237,40.33097159,0.137768619,2.27454196,0.133295013,0.083699217,330.4261109,37.94187074,36.26280645,6.055571402,49.88649684,3.115272046,6.24472,2.940299357,-179.0832275,68.87298423,7.178474192,227.3943418,-0.041847743,0.046977758,3.499194161,14,3,1,0,51670.00882,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2523-20190725-08_27_35,1247.641538,1410.36,0.115373707,0.5,1685.975592,11.83212064,97.25862705,1,0.006724093,1.852924076,-,0,1410.36,0.115373707,0.649482435,0.263215919,0.8086966,2523,300,300,300,10505.3,1402.33,-0.00703713,28.9718,1999.98871,1685.975592,0.842992555,0.195985109,6,0.5,0: Broadleaf,1564068445,398.9249032,415.0673226,30.81402581,26.09119677,500.0028387,100.8991613,0.199996129,36.82446129,36.26280645,999.9,0,0,10001.85387,0,0.00191117,1999.98871,0.899998742,0.10000129,0,1249.744516,4.99961,25249.20968,16487.42258,48.23970968,49.24364516,48.59851613,48.4573871,49.83045161,1795.487097,199.5025806,0,76.79999995,1247.641538,-352.1066669,-6960.294022,25207.85385,15,1564068104,8:21:43,17,3.087,0.294,414,26,0.11,0.03,-17.0214,10.00021045,1.903067357,0,1266.778529,-376.493547,36.95181641,0,4.676073659,1.069956167,0.107102651,0,0,3,0/3,100,100,3.087,0.294,2,486.524,477.126,35.6205,36.4745,30.0006,36.3871,36.3459,19.9237,28.3006,33.6027,-999.9,416.437,26.1722,100.249,99.2408
6,1564068528,446.4000001,20190725 08:28:47,10:28:47,3,3,B1_R4,1564068520,0.003372962,10.53056673,400.2099032,225.367642,22.78472699,40.46132488,0.108420008,2.27519144,0.105629379,0.066263106,330.4154773,38.54869255,36.90018065,6.270608308,50.07732411,3.193372676,6.376883614,3.077235633,-148.7476156,37.78208699,3.956326596,223.4062752,-0.041865405,0.046997585,3.50036052,4,1,1,0,51627.00074,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2524-20190725-08_28_50,2077.01,2175.33,0.04519774,0.5,1685.923411,10.53056673,38.09996409,1,0.005952289,0.849673383,-,0,2175.33,0.04519774,0.45936401,0.071083408,0.571972533,2524,300,300,300,10568.8,2175.33,-0.00708006,44.2048,1999.927097,1685.923411,0.842992434,0.195984868,6,0.5,0: Broadleaf,1564068520,400.2099032,414.4674839,31.58619677,27.66620645,499.9639032,100.9001935,0.200065484,37.20820323,36.90018065,999.9,0,0,10005.9729,0,0.00191117,1999.927097,0.900002516,0.099997368,0,2091.996774,4.99961,42283.22903,16486.93226,48.91103226,49.8606129,49.25980645,49.09048387,50.45941935,1795.439677,199.4883871,0,74.20000005,2077.01,-1204.224958,-24013.5795,41984.55385,15,1564068104,8:21:43,17,3.087,0.294,414,26,0.11,0.03,-14.366,1.363252265,0.210487907,0,2151.809118,-1243.804233,122.2438552,0,3.767901463,2.645789477,0.278464882,0,0,3,0/3,100,100,3.087,0.294,2,499.382,477.12,35.8789,36.57,30.0005,36.4707,36.4308,19.9435,22.9859,33.2197,-999.9,414.466,27.547,100.249,99.2323
7,1564068698,616.4000001,20190725 08:31:37,10:31:37,3,5,B1_R4,1564068690,0.006211321,15.82498486,395.7529032,258.2956267,26.11409192,40.0112376,0.217257594,2.274404783,0.206351481,0.129903909,330.4226056,38.12455584,36.96608065,6.293215185,51.8243358,3.395812062,6.552543336,2.897403123,-273.9192488,90.93448084,9.551527961,156.9893656,-0.041844013,0.04697357,3.49894783,10,2,1,0,51518.7752,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2525-20190725-08_31_40,1844.959615,2116.39,0.128251591,0.5,1685.958382,15.82498486,108.1134224,1,0.009092467,0.901185509,-,0,2116.39,0.128251591,0.474012402,0.204973189,0.590211832,2525,300,300,300,10647.8,2082.43,-0.00713476,38.5195,1999.968387,1685.958382,0.842992515,0.195985031,6,0.5,0: Broadleaf,1564068690,395.7529032,417.6927097,33.58812581,26.38487742,499.9989355,100.9015484,0.200015935,37.70769032,36.96608065,999.9,0,0,10000.72581,0,0.00191117,1999.968387,0.9,0.100000226,0,1849.342581,4.99961,37311.85484,16487.25161,50.159,50.879,50.57225806,50.175,51.67906452,1795.472581,199.4980645,0,169.2,1844.959615,-734.2102569,-14640.15727,37224.43077,15,1564068104,8:21:43,17,3.087,0.294,414,26,0.11,0.03,-22.73517073,9.180976307,1.759229397,0,1881.500882,-732.863363,71.81214052,0,7.16756439,0.498308362,0.073272423,0,0,3,0/3,100,100,3.087,0.294,2,491.973,475.969,36.3602,36.7061,30.0003,36.5958,36.543,20.1298,32.5925,43.2341,-999.9,420.396,25.9104,100.244,99.2172
8,1564068778,696.9000001,20190725 08:32:58,10:32:58,2,5,B1_R4,1564068770,0.003037174,7.497077214,400.5726774,225.3171245,22.77938067,40.49757658,0.078384397,2.275123178,0.07691444,0.048201299,330.4243198,39.416645,38.53360968,6.852221791,45.97983183,3.055667504,6.645669159,3.796554288,-133.9393654,-69.40059684,-7.351921838,119.7324357,-0.041863549,0.046995501,3.500237925,20,4,1,0,51498.68289,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2526-20190725-08_33_00,1664.453462,1726.43,0.035898669,0.5,1685.966844,7.497077214,30.26198252,1,0.004152877,1.330618676,-,0,1726.43,0.035898669,0.57092938,0.066337297,0.710887044,2526,300,300,300,10499.6,1726.43,-0.00703273,50.2151,1999.978387,1685.966844,0.842992532,0.195985064,6,0.5,0: Broadleaf,1564068770,400.5726774,411.0287742,30.22444839,26.69010645,500.0156129,100.8992581,0.199940323,37.96779677,38.53360968,999.9,0,0,10005.62194,0,0.00191117,1999.978387,0.899999161,0.100000787,0,1671.843226,4.99961,33937.13871,16487.33226,50.45732258,51.09858065,50.82825806,50.274,51.937,1795.479032,199.5,0,79.79999995,1664.453462,-808.5234177,-16240.15041,33787.99231,15,1564068804,8:33:23,18,2.975,0.274,411,26,0.15,0.03,-10.45448049,0.648328223,0.297243045,1,1708.052941,-855.0895182,84.20038167,0,3.476866585,1.60899324,0.165766682,0,1,3,3-Jan,100,100,2.975,0.274,2,479.56,476.985,36.5699,36.7797,30.0002,36.6562,36.6074,19.8278,29.8754,41.3486,-999.9,411.21,26.4069,100.226,99.2018
9,1564068883,801.9000001,20190725 08:34:43,10:34:43,1,5,B1_R4,1564068875,0.004186501,13.25299384,399.4630645,207.0110085,20.92830617,40.38473787,0.123857656,2.274551756,0.120229077,0.075460332,330.4201118,39.09831931,38.01179355,6.661534334,49.73156294,3.314907847,6.665601583,3.346626487,-184.6246964,1.381318435,0.146037154,147.322771,-0.041848009,0.046978057,3.499211752,8,2,1,0,51471.16745,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2527-20190725-08_34_45,2072.320769,2273.26,0.088392542,0.5,1685.944876,13.25299384,74.51247689,1,0.007566991,0.769991114,-,0,2273.26,0.088392542,0.435025412,0.135669479,0.541667569,2527,300,300,300,10512.3,2267.87,-0.0070421,41.1846,1999.952258,1685.944876,0.842992561,0.195985122,6,0.5,0: Broadleaf,1564068875,399.4630645,417.3719677,32.7892,27.93053548,500.0422258,100.8975484,0.200003452,38.02305806,38.01179355,999.9,0,0,10002.07742,0,0.00191117,1999.952258,0.899998097,0.100001942,0,2079.552258,4.99961,42128.88387,16487.11935,50.12093548,50.798,50.4613871,50,51.687,1795.453871,199.4993548,0,104.4000001,2072.320769,-952.8861538,-19157.53504,41983.96538,15,1564068804,8:33:23,18,2.975,0.274,411,26,0.15,0.03,-17.73924146,-1.65116446,0.377218376,0,2119.270588,-941.2307271,92.48106114,0,4.839999268,0.205720767,0.041125881,0,0,3,0/3,100,100,2.975,0.274,2,494.647,478.515,36.7455,36.8513,29.9999,36.7157,36.6608,20.1918,24.078,42.2938,-999.9,417.426,28.0735,100.227,99.2014
10,1564069404,1322.9,20190725 08:43:24,10:43:24,1,5,B2_R3,1564069396,0.004833397,12.57467333,398.8325806,233.5501333,23.62104872,40.33756559,0.14052604,2.274113838,0.135873973,0.085326373,330.4155118,39.51780446,38.7168129,6.920283647,50.86509074,3.507978458,6.896632654,3.412305189,-213.1528251,-7.783251149,-0.828338904,108.6510966,-0.041836103,0.046964691,3.498425399,14,3,1,0,51353.9204,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2528-20190725-08_43_26,1900.290769,2012.54,0.055774907,0.5,1685.922455,12.57467333,47.01608383,1,0.007164748,0.999289455,-,0,2012.54,0.055774907,0.499822301,0.091979381,0.622348771,2528,300,300,300,10472.7,2012.54,-0.00701469,42.3696,1999.925806,1685.922455,0.8429925,0.195985,6,0.5,0: Broadleaf,1564069396,398.8325806,416.2349677,34.68469355,29.08594516,500.0138065,100.9390968,0.199996548,38.65332903,38.7168129,999.9,0,0,9995.115806,0,0.00191117,1999.925806,0.900000065,0.099999845,0,1913.247742,4.99961,39079.60968,16486.90645,49.433,50.31409677,49.75,49.50193548,51.06606452,1795.433548,199.4925806,0,520.3999999,1900.290769,-1195.662906,-24188.71453,38818.01923,15,1564069427,8:43:47,19,2.915,0.303,417,29,0.15,0.04,-17.41873171,1.764167247,0.183658335,0,1964.796176,-1266.41937,124.5915686,0,5.559805854,0.168105366,0.028142623,0,0,3,0/3,100,100,2.915,0.303,2,486.859,481.769,37.3982,37.0471,30.0008,36.8683,36.8143,20.2772,33.0181,69.4248,-999.9,416.465,28.7717,100.19,99.1565
11,1564069518,1436.4,20190725 08:45:17,10:45:17,2,5,B2_R3,1564069506,0.005763052,14.13030959,400.1492258,244.1243574,24.6906048,40.47087517,0.169742717,2.275378554,0.163008616,0.102463157,330.4221563,39.48903301,38.66458065,6.900819337,50.13639299,3.509125117,6.999157514,3.391694219,-254.1505752,32.21240536,3.429982355,111.9139688,-0.041870495,0.047003298,3.500696571,0,0,1,0,51349.29581,MPF-2490-20190725-10_51_45,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2530-20190725-08_45_20,1706.834615,1842.77,0.073766875,0.5,1685.955707,14.13030959,62.1838421,1,0.00808731,1.183479219,-,0,1842.77,0.073766875,0.542015334,0.129387861,0.674885008,2530,300,300,300,10505.1,1831.86,-0.00703669,29.6829,1999.965161,1685.955707,0.842992538,0.195985075,6,0.5,0: Broadleaf,1564069506,400.1492258,419.877,34.69590645,28.0188,499.8959355,100.9393226,0.200133806,38.92717419,38.66458065,999.9,0,0,10003.31,0,0.00191117,1999.965161,0.899998871,0.100001058,0,1762.667097,4.99961,35772.43226,16487.23871,49.64309677,50.625,50.062,49.82622581,51.31809677,1795.466452,199.4990323,0,4.800000191,1706.834615,-827.9548021,37474.76855,40333.70769,15,1564069427,8:43:47,19,2.915,0.303,417,29,0.15,0.04,-19.71801951,2.88098676,0.300741812,0,1768.401471,-923.2219457,103.2276728,0,6.680319268,0.258444251,0.03553872,0,0,3,0/3,100,100,2.915,0.303,2,506.43,479.114,37.6728,37.3048,30.0011,37.079,37.0224,20.4076,33.1762,66.747,-999.9,419.644,27.8805,100.161,99.1217
