SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,2.54982 73.7533 374.591 620.16 866.598 1036.72 1201.12 1333.72,0.10749 101.394 402.685 601.623 801.766 1000.41 1200.5 1400.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564009543,0,20190724 16:05:43,16:05:43,1,B2_R1,5,23511,1-1,31,1,1564009535,0.01195785,18.2215613,406.4153871,231.324853,23.31125247,40.95561533,0.210195092,2.269651547,0.199948292,0.125846679,330.4217189,42.2330464,41.9046129,8.202089917,27.72032358,2.495278463,9.001620978,5.706811455,-527.3411734,217.2981541,24.10000462,44.47870419,-0.041714901,0.046828631,3.490416198,65,13,1,0,50390.7753,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-426-20190724-16_06_40,797.3662692,1297.67,0.38554003,0.5,1685.952794,18.2215613,325.0011455,1,0.011019252,1.367998027,-,0,1297.67,0.38554003,0.577702351,0.801076054,0.739748009,426,300,300,300,10390.7,1090.57,-0.00696384,-35.1495,1999.961613,1685.952794,0.842992577,0.195985154,6,0.5,0: Broadleaf,1564009535,406.4153871,434.1099677,24.76142903,10.76889677,500.0562903,100.5727742,0.200022871,43.68048387,41.9046129,999.9,0,0,10002.45968,0,1565.029032,1999.961613,0.899997161,0.100002829,0,797.7044839,4.99938,16464.39677,15965.87419,51.75177419,53.562,52.125,53.36483871,53.92719355,1795.460645,199.5012903,0,1520.7,797.3662692,-81.44550426,-1495.384615,16458.10769,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87425,1.87119,1.87073,1.87286,1.86983,1.87926,1.87635,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,413.986,409.487,43.4736,48.4927,29.9467,46.7969,46.5096,21.1526,0,100,-999.9,430.241,61.7178,97.1548,97.5512
2,1564009771,228,20190724 16:09:31,16:09:31,1,B2_R1,3,23511,1-1,31,1,1564009763,0.008379345,11.78406077,397.2109355,216.1267902,21.78128941,40.03097596,0.130280721,2.269560092,0.126264072,0.079265609,330.4212039,43.68124822,42.25949355,8.356753439,22.02669176,2.012691668,9.137512297,6.344061771,-369.5291323,209.1250604,23.2653847,193.2825167,-0.041712419,0.046825845,3.490252116,77,15,1,0,50342.24328,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-427-20190724-16_10_28,880.2478077,1151.3,0.235431419,0.5,1685.952764,11.78406077,198.4631256,1,0.007200936,1.669052376,-,0,1151.3,0.235431419,0.62533519,0.566853651,0.800741872,427,300,300,300,10345.1,1105.45,-0.00693105,13.6719,1999.961935,1685.952764,0.842992426,0.195984853,6,0.5,0: Broadleaf,1564009763,397.2109355,415.3452903,19.9711129,10.11701613,500.0154194,100.580129,0.200016677,43.96863871,42.25949355,999.9,0,0,10001.13323,0,1723.454516,1999.961935,0.90000271,0.099997174,0,882.0222258,4.99938,18409.22903,15965.89677,53.04,54.07425806,53.052,53.85670968,55.09045161,1795.47129,199.4912903,0,227.4000001,880.2478077,-191.972,-3774.140171,18374.70769,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87074,1.87286,1.86983,1.87926,1.87635,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,399.073,417.469,43.3211,46.6144,29.9975,46.3158,46.297,20.9288,0,100,-999.9,415.843,61.7178,98.4207,98.8853
3,1564009910,367,20190724 16:11:50,16:11:50,1,B2_R1,1,23511,1-1,31,1,1564009902,0.002953328,2.299755962,400.0408065,250.458423,25.23962544,40.31359774,0.035130557,2.269288093,0.034831196,0.021796181,330.4234428,45.76095242,44.61140968,9.447045836,14.64455081,1.360660337,9.291239824,8.086385499,-130.2417656,-39.29975719,-4.428338487,156.4535815,-0.041705039,0.04681756,3.489764133,15,3,1,0,50282.562,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-428-20190724-16_12_47,673.0221923,747.444,0.099568406,0.5,1685.962481,2.299755962,83.93429843,1,0.001575441,3.111184249,-,0,747.444,0.099568406,0.756761084,1.001455888,0.969032763,428,300,300,300,10427.4,747.444,-0.00698675,15.5479,1999.973226,1685.962481,0.842992526,0.195985051,6,0.5,0: Broadleaf,1564009902,400.0408065,404.2180323,13.50213548,10.00618032,500.0267419,100.5737742,0.199939613,44.29018065,44.61140968,999.9,0,0,9999.995484,0,145.3794516,1999.973226,0.899999065,0.100001065,0,673.641871,4.99938,14440.70645,15965.97097,53.68109677,54.437,53.70122581,54.41503226,55.663,1795.474839,199.4990323,0,138.5999999,673.0221923,-48.51141881,-532.6529908,14432.73462,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87286,1.86981,1.87926,1.87635,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,476.728,429.025,43.3348,46.1105,29.9987,45.9587,45.9896,20.4724,0,100,-999.9,404.559,61.7178,98.5498,99.0062
4,1564009983,440,20190724 16:13:03,16:13:03,2,B2_R1,1,23511,1-1,31,1,1564009975,0.007718255,9.433514412,398.4994516,224.3858138,22.61122797,40.15655801,0.111311399,2.269175323,0.108364545,0.067986106,330.4263624,44.24549089,43.07101935,8.71995023,20.65174463,1.921629902,9.304927681,6.798320328,-340.3750615,152.6221728,17.07596609,159.7494398,-0.041701979,0.046814125,3.489561822,66,13,1,0,50274.43448,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-429-20190724-16_14_00,949.9128846,1105.27,0.140560329,0.5,1685.977918,9.433514412,118.4908058,1,0.005806655,1.780207551,-,0,1105.27,0.140560329,0.640314623,0.359506766,0.81992304,429,300,300,300,10350,1105.27,-0.00693412,32.4237,1999.991613,1685.977918,0.842992494,0.195984988,6,0.5,0: Broadleaf,1564009975,398.4994516,413.5113548,19.06957419,9.98379129,499.9726452,100.5694516,0.199966871,44.3185871,43.07101935,999.9,0,0,9999.691613,0,118.2801452,1999.991613,0.900000355,0.099999761,0,953.5869355,4.99938,19926.9,15966.12581,54.034,54.762,54.014,54.73780645,56.034,1795.492903,199.4987097,0,72.5999999,949.9128846,-340.3690593,-6828.434178,19852.08846,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87285,1.86982,1.87927,1.87637,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,413.366,416.516,43.3947,45.9205,29.9991,45.8085,45.8342,20.8361,0,100,-999.9,413.717,61.7178,98.5945,99.0492
5,1564010031,487.5,20190724 16:13:50,16:13:50,3,B2_R1,1,23511,1-1,31,1,1564010023,0.005759148,7.094880445,401.0314839,211.8728431,21.34956254,40.41030752,0.07613529,2.268886751,0.074743935,0.046837849,330.4147153,44.83759481,43.76140645,9.039605661,18.18903586,1.688737074,9.284368274,7.350868587,-253.9784457,62.93375448,7.063773733,146.4337978,-0.04169415,0.046805336,3.489044143,14,3,1,0,50272.0711,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-430-20190724-16_14_47,1472.211154,1496.23,0.01605291,0.5,1685.917403,7.094880445,13.53194052,1,0.004419705,1.053748421,-,0,1496.23,0.01605291,0.513085444,0.029180971,0.657006043,430,300,300,300,10346.3,1496.23,-0.00693116,47.1294,1999.919677,1685.917403,0.842992557,0.195985114,6,0.5,0: Broadleaf,1564010023,401.0314839,412.3161613,16.75900968,9.964273548,500.0309677,100.5659032,0.200019516,44.27590645,43.76140645,999.9,0,0,9998.167097,0,298.2053226,1999.919677,0.899997903,0.100002106,0,1481.419677,4.99938,31243.62581,15965.53226,54.24187097,54.875,54.23780645,54.84451613,56.23170968,1795.424516,199.4958065,0,46.79999995,1472.211154,-1552.269061,-33096.43762,31048.73846,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87286,1.86981,1.87924,1.87636,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,477.95,417.003,43.39,45.806,29.9989,45.698,45.7327,20.7444,0,100,-999.9,411.523,61.7178,98.6145,99.0753
6,1564010124,580.5999999,20190724 16:15:23,16:15:23,2,B2_R1,3,23511,1-1,31,1,1564010116,0.00816575,9.425336586,399.168,230.9739204,23.27443242,40.22276033,0.116928375,2.269158968,0.113681259,0.071335016,330.429071,44.05573973,43.28752903,8.819126331,21.20442785,1.968484534,9.283365473,6.850641797,-360.1095939,120.6581209,13.51076496,104.488363,-0.041701535,0.046813627,3.489532483,23,5,1,0,50280.95463,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-431-20190724-16_16_21,921.1132692,1147.95,0.197601577,0.5,1685.990563,9.425336586,166.5771974,1,0.005801761,1.676841326,-,0,1147.95,0.197601577,0.626425373,0.477732434,0.802137851,431,300,300,300,10365,1113.67,-0.00694441,14.3602,2000.006452,1685.990563,0.842992562,0.195985125,6,0.5,0: Broadleaf,1564010116,399.168,414.3895806,19.53510968,9.927777419,500.0075806,100.5665161,0.199979,44.27382258,43.28752903,999.9,0,0,9999.877097,0,1735.342581,2000.006452,0.899998548,0.100001432,0,923.9223871,4.99938,19474.47419,15966.22581,54.51,55.33435484,54.5,55.08029032,56.48374194,1795.502581,199.5048387,0,92.5999999,921.1132692,-267.0148031,-5576.468369,19415.12692,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87286,1.86982,1.87925,1.87633,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,466.473,426.938,43.3397,45.5435,29.9987,45.4684,45.5066,20.8891,0,100,-999.9,415.118,61.7178,98.6672,99.1249
7,1564010217,674.0999999,20190724 16:16:57,16:16:57,3,B2_R1,3,23511,1-1,31,1,1564010209,0.009164544,11.1369804,399.9602581,228.3550149,23.01059522,40.30269976,0.134356066,2.268388365,0.130086495,0.081676361,330.4297843,43.79731387,43.26007742,8.806497855,22.45225002,2.091394298,9.314853949,6.715103558,-404.1563795,131.9651798,14.78455885,73.02314351,-0.041680631,0.04679016,3.488150133,29,6,1,0,50246.43467,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-432-20190724-16_17_54,726.9388077,995.787,0.269985642,0.5,1685.993379,11.1369804,227.5970022,1,0.006816965,2.085880816,-,0,995.787,0.269985642,0.675943415,0.833233163,0.865545716,432,300,300,300,10312.5,918.47,-0.00690862,-3.10931,2000.009677,1685.993379,0.84299261,0.195985221,6,0.5,0: Broadleaf,1564010209,399.9602581,417.7225161,20.75480323,9.986002258,500.0186452,100.5667419,0.200019129,44.33916452,43.26007742,999.9,0,0,9994.841935,0,1888.78129,2000.009677,0.89999671,0.100003081,0,727.8770968,4.99938,15473.70323,15966.25484,54.679,55.685,54.687,55.37296774,56.625,1795.502581,199.5083871,0,93,726.9388077,-101.0666323,-2123.07692,15454.29231,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87286,1.86981,1.87927,1.87635,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,458.916,425.889,43.3513,45.2964,29.9991,45.24,45.2849,20.9901,0,100,-999.9,417.539,61.7178,98.721,99.1785
8,1564010313,769.5999999,20190724 16:18:32,16:18:32,2,B2_R1,5,23511,1-1,31,1,1564010305,0.013719277,16.13122124,397.5317097,252.5259865,25.44554267,40.05690749,0.238515162,2.268433802,0.225407008,0.141997031,330.4238452,42.29011007,42.42272581,8.428736588,28.3055312,2.632401157,9.299953209,5.79633543,-605.020132,230.5938653,25.72788239,-18.27453908,-0.041681864,0.046791544,3.488231635,45,9,1,0,50252.69731,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-433-20190724-16_19_30,748.2706538,1175.94,0.363682965,0.5,1685.966349,16.13122124,306.5786205,1,0.009779317,1.61312652,-,0,1175.94,0.363682965,0.617316654,0.850559204,0.790474134,433,300,300,300,10343.6,1004.12,-0.00693113,-27.0394,1999.978065,1685.966349,0.84299242,0.19598484,6,0.5,0: Broadleaf,1564010305,397.5317097,423.4334516,26.12440645,10.09157419,500.0065806,100.5640323,0.200023839,44.30826774,42.42272581,999.9,0,0,9995.406774,0,1404.11871,1999.978065,0.900003194,0.0999967,0,748.5827097,4.99938,15674.73871,15966.02903,54.85874194,55.933,54.879,55.58029032,56.812,1795.487097,199.4925806,0,94.60000014,748.2706538,-73.79702569,-1421.576069,15669.25,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87286,1.86982,1.87927,1.87634,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,438.611,430.318,43.3965,45.079,29.9992,45.0304,45.0709,21.2724,0,100,-999.9,424.71,61.7178,98.7593,99.2167
9,1564010405,861.5999999,20190724 16:20:04,16:20:04,3,B2_R1,5,23511,1-1,31,1,1564010397,0.016094786,17.69115213,398.0058065,269.7482885,27.18126057,40.10516469,0.306107356,2.268904114,0.284876024,0.179832201,330.4238302,41.33816455,42.11839355,8.294959759,31.68218753,2.918745839,9.212576738,5.37621392,-709.7800613,245.6003681,27.33341514,-106.4224478,-0.041694621,0.046805865,3.489075291,19,4,1,0,50296.3309,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-434-20190724-16_21_02,675.3928462,1012.7,0.333077075,0.5,1685.962443,17.69115213,280.7777195,1,0.010704586,2.034343833,-,0,1012.7,0.333077075,0.670439457,0.993337267,0.858497898,434,300,300,300,10284.6,862.385,-0.00688895,-29.1183,1999.972903,1685.962443,0.842992643,0.195985285,6,0.5,0: Broadleaf,1564010397,398.0058065,426.9215161,28.96579032,10.21190968,500.0113226,100.5652581,0.200017323,44.12622581,42.11839355,999.9,0,0,9998.344194,0,231.1215161,1999.972903,0.899995613,0.100004461,0,675.7949032,4.99938,14626.27419,15965.95484,55,55.94106452,55.062,55.74187097,56.937,1795.466452,199.5067742,0,91.4000001,675.3928462,-47.5812649,-521.0222227,14618.34231,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87285,1.86983,1.87926,1.87634,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,470.619,431.687,43.343,44.8933,29.9992,44.8347,44.8716,21.3318,0,100,-999.9,426.492,61.7178,98.7889,99.2502
10,1564010607,1063.6,20190724 16:23:26,16:23:26,1,B1_R2,6,23511,1-1,31,1,1564010599,0.016694591,20.63703354,397.5935806,268.5355067,27.06200342,40.06799313,0.348348031,2.271240533,0.32115763,0.202989315,330.4267374,40.90110312,41.35552581,7.967671907,33.14018995,3.014506217,9.096224921,4.95316569,-736.2314806,309.2962893,34.22292425,-62.28552973,-0.041758035,0.046877052,3.493267468,45,9,1,0,50408.81599,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-435-20190724-16_24_24,866.8653846,1236.58,0.298981558,0.5,1685.979823,20.63703354,252.0384373,1,0.012451757,1.484982775,-,0,1236.58,0.298981558,0.597582724,0.65616269,0.765204831,435,300,300,300,10307.6,1143.86,-0.00690562,6.0426,1999.993871,1685.979823,0.842992495,0.195984989,6,0.5,0: Broadleaf,1564010599,397.5935806,430.3229032,29.91286129,10.47879677,500.0047742,100.5762258,0.200031871,43.88148387,41.35552581,999.9,0,0,10012.45871,0,411.14,1999.993871,0.900000516,0.099999468,0,869.5393226,4.99938,18172.87419,15966.15161,55.008,55.754,55.02,55.558,56.937,1795.495484,199.4990323,0,201.5999999,866.8653846,-222.9636924,-4304.027351,18121.21538,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87284,1.86982,1.87926,1.87633,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,438.599,427.197,43.0996,44.4904,29.9994,44.4146,44.447,21.5327,0,100,-999.9,430.983,61.7178,98.857,99.3219
