SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,3.97182 74.8103 382.914 631.165 879.783 1052.16 1129.67 1128.69,-0.192899 101.039 401.404 601.079 800.866 1001.17 1093.82 1089.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564250857,0,20190727 11:07:37,11:07:37,1,B2_R2,6,null,null,null,null,1564250849,0.007763397,13.82061065,379.6924839,267.9489873,27.04665204,38.32599106,0.245880536,2.27180292,0.231995025,0.146179063,297.3770645,39.1066258,38.60810968,6.879828915,51.13494136,3.678687446,7.194077764,3.201141469,-342.3658165,101.685906,10.86833141,67.56548543,-0.041773308,0.046894197,3.49427681,44,9,1,0,51147.00725,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-505-20190727-11_08_36,962.6336154,1347.68,0.285710543,0.5,1517.360849,13.82061065,216.7629961,1,0.009671005,1.472537991,-,0,1347.68,0.285710543,0.595557276,0.588625088,0.752091392,505,300,300,300,10376.1,1262.57,-0.00711801,-3.36768,1799.971613,1517.360849,0.842991544,0.195983088,6,0.5,0: Broadleaf,1564250849,379.6924839,399.8148387,36.44445806,27.46773226,499.9906129,100.7395484,0.200008452,39.43835161,38.60810968,999.9,0,0,9999.882258,0,619.7967097,1799.971613,0.900003871,0.099995832,0,963.3536452,4.99938,17826.6,14365.36129,49.58241935,50.75783871,49.71141935,50.94741935,51.71148387,1615.48129,179.4896774,0,4654.4,962.6336154,-98.43637607,-1618.673504,17813.83077,15,1564250767,11:06:07,3,12.759,0.517,400,35,0.73,0.38,0,0,0/0,1.87419,1.87106,1.87058,1.87271,1.86977,1.87927,1.87622,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.759,0.517,2,450.563,446.126,38.5383,42.4224,29.9995,42.2897,42.3115,19.6956,48.9508,13.1467,-999.9,400,27.2306,99.2382,99.4781
2,1564251040,182.5,20190727 11:10:39,11:10:39,2,B2_R2,6,null,null,null,null,1564251032,0.01237297,21.85403067,368.2822581,266.8184136,26.93094006,37.17205002,0.444155089,2.270162391,0.400925544,0.254110924,297.3833934,38.29848358,38.1421129,6.708720307,50.30550943,3.755271943,7.464931745,2.953448364,-545.6479573,243.1833795,26.03889065,20.9577062,-0.041728765,0.046844194,3.491332764,0,0,1,0,50981.85907,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-506-20190727-11_11_38,836.6234231,1375.34,0.391697018,0.5,1517.392715,21.85403067,297.1791009,1,0.014965028,1.422811814,-,0,1375.34,0.391697018,0.587256429,0.790132476,0.74160878,506,300,300,300,10387.9,1213.77,-0.00712684,-15.6367,1800.009355,1517.392715,0.842991572,0.195983143,6,0.5,0: Broadleaf,1564251032,368.2822581,399.9737742,37.20537419,22.91085806,500.0223226,100.7336452,0.19994371,40.12908387,38.1421129,999.9,0,0,9989.804839,0,1279.678065,1800.009355,0.90000329,0.099996629,0,836.9481613,4.99938,15991.29677,14365.66452,50.187,51.46545161,50.391,51.2113871,52.19512903,1615.514194,179.4951613,0,181.5999999,836.6234231,-75.4363419,1361.258121,15994.56154,15,1564250994,11:09:53,4,13.085,0.202,400,23,0.05,0.01,0,0,0/0,1.87424,1.87117,1.87059,1.87271,1.8698,1.87927,1.87623,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.085,0.202,2,508.885,447.44,39.0976,42.3219,29.9999,42.2368,42.2593,19.6767,56.1583,0,-999.9,400,22.6398,99.2952,99.5541
3,1564251131,274,20190727 11:12:11,11:12:11,3,B2_R2,6,null,null,null,null,1564251123,0.011419352,20.17075557,370.4675161,261.2125045,26.36436039,37.39154497,0.375422919,2.271814124,0.344052618,0.217632523,297.3769806,38.6563545,38.57770323,6.868549705,49.35971057,3.693875032,7.483583249,3.174674673,-503.5934183,195.7372968,20.99186612,10.51272526,-0.041773612,0.046894539,3.494296919,24,5,1,0,51026.736,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-507-20190727-11_13_10,1111.842692,1529.35,0.272996572,0.5,1517.35983,20.17075557,207.1170162,1,0.013856008,1.178827606,-,0,1529.35,0.272996572,0.541037576,0.499520965,0.683241931,507,300,300,300,10390.7,1448.55,-0.00712851,14.627,1799.970323,1517.35983,0.842991582,0.195983164,6,0.5,0: Broadleaf,1564251123,370.4675161,399.7487419,36.59813226,23.39654839,500.0047742,100.7307419,0.199956,40.17584516,38.57770323,999.9,0,0,10000.82935,0,1623.46129,1799.970323,0.900002516,0.099997384,0,1114.560968,4.99938,20802.4129,14365.33548,50.391,51.86483871,50.665,51.415,52.437,1615.47871,179.4919355,0,90.60000014,1111.842692,-453.8964105,-8032.84103,20754.35385,15,1564250994,11:09:53,4,13.085,0.202,400,23,0.05,0.01,0,0,0/0,1.87424,1.87115,1.87058,1.87271,1.8698,1.87927,1.87623,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.085,0.202,2,476.17,437.546,39.3103,42.2871,29.9997,42.1985,42.2289,19.7035,53.9144,0,-999.9,400,23.6015,99.3091,99.5752
4,1564251268,410.5999999,20190727 11:14:27,11:14:27,1,B2_R2,4,null,null,null,null,1564251260,0.008541938,14.63456028,378.2529032,264.2113772,26.66575248,38.17548812,0.256880175,2.271876627,0.241765964,0.15238752,297.3810713,40.17598865,39.69044194,7.291924565,50.83140681,3.924211462,7.720052834,3.367713104,-376.6994634,131.014021,14.16497789,65.86060688,-0.04177531,0.046896445,3.494409102,12,2,1,0,50933.60011,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-508-20190727-11_15_26,836.9322692,1073.51,0.220377762,0.5,1517.379544,14.63456028,167.1983536,1,0.010207304,2.104013936,-,0,1073.51,0.220377762,0.677836498,0.622613307,0.855996586,508,300,300,300,10335.7,1034.84,-0.00708908,15.3955,1799.993548,1517.379544,0.842991657,0.195983314,6,0.5,0: Broadleaf,1564251260,378.2529032,399.6912258,38.88213226,29.03052903,500.0085161,100.7257742,0.200055581,40.76010645,39.69044194,999.9,0,0,10001.72903,0,1643.784516,1799.993548,0.900000258,0.0999998,0,837.638129,4.99938,15953.73226,14365.51935,50.909,52.47154839,51.159,52.034,52.913,1615.494839,179.4987097,0,135.8,836.9322692,-172.3223591,-3066.974361,15941.22308,15,1564250994,11:09:53,4,13.085,0.202,400,23,0.05,0.01,0,0,0/0,1.87424,1.87116,1.87065,1.87271,1.8698,1.87927,1.87627,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.085,0.202,2,490.626,455.207,39.6424,42.246,30,42.1379,42.1726,19.8275,43.4854,0,-999.9,400,28.8306,99.3331,99.615
5,1564251407,550.0999999,20190727 11:16:47,11:16:47,2,B2_R2,4,null,null,null,null,1564251399,0.006849741,10.5860006,383.595871,272.6240023,27.51472647,38.71462298,0.192472618,2.270317539,0.183845172,0.115646145,297.3828068,41.31659899,40.41873548,7.581115191,50.682132,4.037250089,7.965825292,3.543865102,-302.0735928,114.1244822,12.42555569,121.8592519,-0.041732976,0.046848922,3.491611152,25,5,1,0,50788.41505,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-509-20190727-11_17_46,838.5371154,1057.56,0.207102088,0.5,1517.3868,10.5860006,157.1269876,1,0.007539142,2.150828322,-,0,1057.56,0.207102088,0.68262314,0.601669262,0.862041331,509,300,300,300,10534.3,998.458,-0.007228,-4.56305,1800.001935,1517.3868,0.84299176,0.19598352,6,0.5,0: Broadleaf,1564251399,383.595871,399.4517097,40.00226129,32.11157742,500.0126452,100.7255806,0.199966032,41.35114516,40.41873548,999.9,0,0,9991.612903,0,1388.521613,1800.001935,0.899996613,0.10000351,0,840.388871,4.99938,15692.45484,14365.58065,51.508,53.153,51.80003226,52.79,53.56,1615.496774,179.5058065,0,138.6000001,838.5371154,-308.3296068,-5277.292307,15662.46154,15,1564250994,11:09:53,4,13.085,0.202,400,23,0.05,0.01,0,0,0/0,1.87424,1.87118,1.87064,1.87271,1.86981,1.87927,1.8763,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.085,0.202,2,474.583,449.891,40.0916,42.2741,30.0001,42.1403,42.1736,19.893,37.448,0,-999.9,400,31.7836,99.3399,99.6288
6,1564251498,640.5999999,20190727 11:18:17,11:18:17,3,B2_R2,4,null,null,null,null,1564251490,0.009821907,16.30156255,375.8650323,266.1478765,26.8613995,37.93477866,0.301544366,2.270028746,0.280927893,0.177314642,297.3792005,40.56396259,40.29558387,7.531527223,52.23658814,4.208116233,8.055878805,3.32341099,-433.1461173,155.2014275,16.90730662,36.34181734,-0.041725138,0.046840122,3.491092968,30,6,1,0,50744.96359,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-510-20190727-11_19_16,1033.050385,1579.48,0.345955387,0.5,1517.370998,16.30156255,262.4713357,1,0.011305973,1.109675336,-,0,1579.48,0.345955387,0.525993416,0.616775735,0.664243618,510,300,300,300,10361.9,1392.29,-0.00710843,-28.3887,1799.983548,1517.370998,0.842991592,0.195983185,6,0.5,0: Broadleaf,1564251490,375.8650323,399.8574194,41.69481935,30.39974194,499.9904516,100.7266452,0.199951903,41.56375806,40.29558387,999.9,0,0,9989.630645,0,1863.191935,1799.983548,0.900002645,0.099997687,0,1033.799032,4.99938,19332.04194,14365.45484,51.909,53.56016129,52.125,53.159,53.937,1615.49,179.493871,0,89.5999999,1033.050385,-183.0328206,-3408.611968,19318.53462,15,1564250994,11:09:53,4,13.085,0.202,400,23,0.05,0.01,0,0,0/0,1.87424,1.87119,1.87071,1.87271,1.86981,1.87927,1.87632,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.085,0.202,2,468.831,446.125,40.3547,42.3002,30,42.1466,42.1764,19.7996,40.7757,1.62606,-999.9,400,29.818,99.3347,99.6295
7,1564251647,790.0999999,20190727 11:20:47,11:20:47,1,B2_R2,1,null,null,null,null,1564251639,0.006767764,10.31452149,384.0034839,264.9757086,26.74252669,38.75533902,0.174286937,2.273009736,0.167188483,0.105106479,297.3770754,42.10610564,41.4853,8.022545296,50.45423746,4.184203182,8.29306594,3.838342114,-298.4583718,77.04919039,8.452423729,84.42031774,-0.041806093,0.046931002,3.496443085,52,10,1,0,50750.56506,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-511-20190727-11_21_46,1078.598462,1233.22,0.125380336,0.5,1517.360855,10.31452149,95.12360721,1,0.007360355,1.70202397,-,0,1233.22,0.125380336,0.629907058,0.286503105,0.795469546,511,300,300,300,10455.9,1232.05,-0.00717256,22.4391,1799.971613,1517.360855,0.842991547,0.195983094,6,0.5,0: Broadleaf,1564251639,384.0034839,399.4995484,41.45876774,33.67413871,499.9991935,100.7244516,0.199994774,42.11405484,41.4853,999.9,0,0,10009.23065,0,1181.108387,1799.971613,0.900003774,0.09999629,0,1083.609677,4.99938,20177.98065,14365.36774,52.415,53.85467742,52.69112903,53.679,54.417,1615.482258,179.49,0,149,1078.598462,-471.9822222,-8329.569231,20090.02692,15,1564250994,11:09:53,4,13.085,0.202,400,23,0.05,0.01,0,0,0/0,1.87424,1.87119,1.8707,1.87276,1.86981,1.87927,1.8763,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.085,0.202,2,440.971,457.022,40.7312,42.3299,30.0002,42.1639,42.1856,19.9072,32.5514,6.3488,-999.9,400,33.5271,99.3405,99.6459
8,1564251788,930.5999999,20190727 11:23:07,11:23:07,2,B2_R2,1,null,null,null,null,1564251780,0.008989513,12.5837373,379.6757097,267.862749,27.03375322,38.31835325,0.232480775,2.269410227,0.220013935,0.138573067,297.377687,41.6611271,41.79855161,8.156350224,50.94774575,4.286926257,8.414359052,3.869423968,-396.4375149,72.38962768,7.976216254,-18.69398396,-0.041708353,0.04682128,3.489983245,19,4,1,0,50592.39896,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-512-20190727-11_24_06,900.1053077,1110.6,0.189532408,0.5,1517.361911,12.5837373,143.7946283,1,0.008855851,2.000351162,-,0,1110.6,0.189532408,0.66670568,0.504704298,0.841940184,512,300,300,300,10403.7,1078,-0.00713616,11.3835,1799.972581,1517.361911,0.84299168,0.195983361,6,0.5,0: Broadleaf,1564251780,379.6757097,398.8717097,42.47681935,32.14772903,500.0053226,100.723871,0.200028742,42.39021935,41.79855161,999.9,0,0,9985.887097,0,1226.082258,1799.972581,0.899999484,0.100000361,0,902.0211935,4.99938,17691.41613,14365.34839,52.766,54.167,53.09858065,53.875,54.82419355,1615.474839,179.4980645,0,139.5999999,900.1053077,-318.1618464,-5977.92137,17649.78462,15,1564250994,11:09:53,4,13.085,0.202,400,23,0.05,0.01,0,0,0/0,1.87424,1.87119,1.87071,1.87277,1.86981,1.87927,1.87637,1.87166,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.085,0.202,2,482.035,451.876,41.0577,42.3959,30.0003,42.1913,42.2115,19.7941,38.8822,17.3136,-999.9,400,31.7421,99.3259,99.648
9,1564251940,1082.6,20190727 11:25:39,11:25:39,3,B2_R2,1,null,null,null,null,1564251932,0.014497665,16.59157903,373.4919355,289.5261461,29.21943525,37.69339514,0.445511716,2.27190595,0.402061393,0.254838144,297.3819077,39.79549851,40.84144516,7.75348118,51.70433765,4.332313928,8.37901446,3.421167252,-639.3470078,179.8856363,19.70132949,-142.3781343,-0.041776106,0.046897339,3.494461733,41,8,1,0,50684.06121,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-513-20190727-11_26_38,951.7133462,1319.8,0.278895783,0.5,1517.383886,16.59157903,211.5959832,1,0.011497007,1.524768904,-,0,1319.8,0.278895783,0.603924146,0.587748681,0.762657379,513,300,300,300,10452.1,1204.42,-0.00717049,-9.44727,1799.99871,1517.383886,0.842991652,0.195983304,6,0.5,0: Broadleaf,1564251932,373.4919355,399.9000323,42.92752903,26.27684194,499.9907419,100.7215484,0.200028645,42.31010323,40.84144516,999.9,0,0,10002.33935,0,1412.032903,1799.99871,0.899999839,0.100000187,0,954.2539355,4.99938,18155.36129,14365.56129,53.062,54.379,53.35874194,54.062,55.125,1615.500645,179.4990323,0,151.3999999,951.7133462,-248.0154188,-4426.017094,18109.55385,15,1564250994,11:09:53,4,13.085,0.202,400,23,0.05,0.01,0,0,0/0,1.87425,1.87119,1.87073,1.87282,1.86981,1.87928,1.87637,1.87168,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.085,0.202,2,454.725,447.254,41.2806,42.45,30.0001,42.2288,42.2419,19.7079,50.1938,19.8827,-999.9,400,25.6543,99.324,99.6586
10,1564252260,1402.6,20190727 11:30:59,11:30:59,1,B3_R2,6,null,null,null,null,1564252252,0.012551091,18.48646269,372.1973226,275.2565076,27.78139522,37.56554571,0.403443799,2.270117851,0.367431744,0.232611915,297.3828629,40.41844325,40.10085806,7.453692931,50.20547337,4.205185782,8.375950866,3.248507149,-553.5031075,269.5304159,29.43762452,42.84779589,-0.041727556,0.046842837,3.491252847,70,14,1,0,50628.83031,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-514-20190727-11_31_58,799.159,1253.11,0.362259498,0.5,1517.383906,18.48646269,274.8433664,1,0.01274579,1.659136069,-,0,1253.11,0.362259498,0.623938011,0.811241903,0.787931616,514,300,300,300,10363.5,1074.8,-0.00710936,-32.6503,1799.998065,1517.383906,0.842991966,0.195983931,6,0.5,0: Broadleaf,1564252252,372.1973226,399.9866774,41.66474516,27.23105484,500.0032258,100.7290323,0.200080968,42.30314516,40.10085806,999.9,0,0,9989.972903,0,1876.363871,1799.998065,0.899990645,0.100009384,0,799.4618387,4.99938,15138.61935,14365.51935,53.312,54.72764516,53.504,54.25,55.308,1615.480968,179.5177419,0,319.2,799.159,-40.67411965,-567.9658118,15134.19231,15,1564250994,11:09:53,4,13.085,0.202,400,23,0.05,0.01,0,0,0/0,1.87425,1.8712,1.87073,1.87286,1.86981,1.87927,1.87637,1.87165,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.085,0.202,2,418.583,442.129,41.4044,42.5226,30.0003,42.2897,42.3019,19.7418,47.882,22.6116,-999.9,400,27.1541,99.2975,99.6487
