SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,3.86945 74.3644 368.248 613.674 860.399 1029.52 1202.57 1287.28,-0.05555 101.663 401.982 601.297 801.47 1000.89 1201.06 1400.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1562887177,0,20190711 16:19:37,16:19:37,1,B2_R3,1,null,null,null,null,1562887169,0.00534913,9.45586752,399.9794516,228.5999164,22.96016608,40.17321958,0.106291064,2.266385368,0.10359735,0.064984677,247.8141276,46.90015776,45.92441935,10.10762014,50.29772768,5.319900225,10.57682021,4.787719917,-235.8966173,108.5360799,12.46892236,132.9225126,-0.041626327,0.046729199,3.484557948,6,1,1,0,49792.35434,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4191-20190711-16_20_31,723.6113846,930.819,0.222607849,0.5,1264.485433,9.45586752,140.7421912,0.334414102,0.008326341,2.26923924,DARK-4192-20190711-16_20_32,619.54,311.279,0.665665257,0.871559667,1.03246535,0.913230862,4191,300,300,300,10316.5,901.394,-0.00732489,9.41602,1500.000323,1264.485433,0.842990108,0.195980215,6,0.5,0: Broadleaf,1562887169,399.9794516,413.8927419,52.96689677,46.88845806,500.0431613,100.4110645,0.027144035,46.81270968,45.92441935,999.9,0,0,9997.295806,0,1686.788387,1500.000323,0.899994871,0.100005129,0,723.8115484,4.99938,11626.3,11964.61613,53.937,55.133,54.19106452,55.129,56.32012903,1345.496129,149.5054839,0,5651.9,723.6113846,-52.30037608,-667.9623933,11622.89615,15,1562876390,13:19:49,2,11.981,0.313,425,26,0.04,0.01,-13.98693659,1.755549826,0.184239131,0,717.536,0,0,0,6.077509268,-0.090888502,0.031390333,1,1,3,1/3,1.87426,1.87123,1.87078,1.87286,1.86983,1.87927,1.87634,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.981,0.313,2,481.241,441.928,46.8801,51.1128,29.9963,51.3945,51.4693,20.741,33.483,66.4479,-999.9,413.609,46.9341,97.5911,97.6461
2,1562887511,334,20190711 16:25:11,16:25:11,2,B2_R3,1,null,null,null,null,1562887503,0.001721585,4.134712204,399.1176129,162.7242436,16.3431597,40.08525552,0.031464992,2.266669404,0.031224338,0.01953668,247.8145255,48.37303753,46.68834839,10.51002054,50.38891673,5.411374038,10.73921487,5.098646506,-75.92190586,51.79929184,5.979859055,229.6717705,-0.041634025,0.04673784,3.48506726,1,0,1,0,49754.52069,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4193-20190711-16_26_05,764.4793077,837.899,0.087623559,0.5,1264.488812,4.134712204,55.39950489,2.77069074,0.004118172,2.63178617,DARK-4194-20190711-16_26_06,-1483.66,2321.559,0.031625168,0.487144362,0.681249674,0.953404786,4193,300,300,300,10372.8,837.899,-0.00736461,24.1332,1500.004516,1264.488812,0.842990003,0.195980006,6,0.5,0: Broadleaf,1562887503,399.1176129,404.904,53.87952903,51.92487097,499.9831935,100.4077419,0.026952568,47.11223548,46.68834839,999.9,0,0,9999.475484,0,1224.365129,1500.004516,0.899999903,0.10000029,0,765.5393871,4.99938,12127.22903,11964.66774,54.375,55.504,54.625,55.683,56.82216129,1345.504839,149.5006452,0,333.0999999,764.4793077,-265.6630428,-4052.512821,12110.98462,15,1562876390,13:19:49,2,11.981,0.313,425,26,0.04,0.01,-5.735945122,-0.093870732,0.165267278,1,734.001,0,0,0,1.889334146,1.2040777,0.135862861,0,1,3,1/3,1.87428,1.87126,1.87078,1.87286,1.86982,1.87927,1.87634,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.981,0.313,2,487.786,446.065,46.5739,49.31,29.9978,49.3498,49.4003,20.6106,25.1038,69.1391,-999.9,405.192,51.7429,97.9359,98.0024
3,1562887590,412.5,20190711 16:26:29,16:26:29,3,B2_R3,1,null,null,null,null,1562887582,0.003267487,6.464387629,399.7967742,199.3522785,20.0227892,40.15527985,0.060163142,2.267210139,0.059290086,0.037133689,247.8141751,47.80328709,46.75633548,10.54649397,50.94816663,5.452113196,10.70129419,5.094380778,-144.0961864,34.99558406,4.038995881,142.7525686,-0.041648682,0.046754295,3.486036939,20,4,1,0,49782.27699,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4195-20190711-16_27_23,736.5635385,835.345,0.118252293,0.5,1264.486433,6.464387629,74.76420997,0.162310183,0.005960568,2.642890063,DARK-4196-20190711-16_27_25,699.76,135.585,0.728557448,0.942139538,0.938825955,0.954509007,4195,300,300,300,10350.5,832.367,-0.00734943,17.0135,1500.001613,1264.486433,0.842990049,0.195980098,6,0.5,0: Broadleaf,1562887582,399.7967742,409.1208387,54.28270645,50.57488065,500.0427742,100.4143548,0.024874384,47.04264516,46.75633548,999.9,0,0,10002.3371,0,1731.282903,1500.001613,0.899997774,0.100002281,0,740.6830323,4.99938,11719.24839,11964.64516,54.377,55.72358065,54.655,55.71951613,56.82825806,1345.499355,149.5025806,0,78,736.5635385,-375.8624268,-5808.485462,11655.93846,15,1562876390,13:19:49,2,11.981,0.313,425,26,0.04,0.01,-9.490969756,2.18609331,0.362333531,0,700.69,0,0,0,3.467432439,4.019623066,0.430539913,0,0,3,0/3,1.87429,1.87127,1.87077,1.87286,1.86981,1.87927,1.87634,1.87165,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.981,0.313,2,464.441,451.933,46.4974,48.9386,29.9979,48.9492,48.9919,20.7557,25.9515,68.5789,-999.9,408.855,50.1208,98.0076,98.0765
4,1562887718,541,20190711 16:28:38,16:28:38,1,B2_R3,3,null,null,null,null,1562887710,0.002365182,4.45936155,395.696,189.8242383,19.06422949,39.74012707,0.040377904,2.266674704,0.039982528,0.02502428,247.814393,47.92030298,46.75265806,10.54451834,47.75623169,5.065184339,10.6063317,5.479333997,-104.3045404,14.0259116,1.617817131,159.1535813,-0.041634169,0.046738002,3.485076765,2,0,1,0,49792.63468,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4197-20190711-16_29_32,662.3940769,766.41,0.135718379,0.5,1264.485331,4.45936155,85.80694988,0.187040879,0.004374927,2.970551011,DARK-4198-20190711-16_29_33,623.06,143.35,0.725608114,0.940764708,2.866788925,0.984313026,4197,300,300,300,10310.9,756.037,-0.00732075,10.3009,1500,1264.485331,0.842990221,0.195980441,6,0.5,0: Broadleaf,1562887710,395.696,402.1702581,50.43449355,47.73943871,500.0036774,100.4013871,0.029567642,46.86743548,46.75265806,999.9,0,0,10000.1429,0,1697.925806,1500,0.899993226,0.100006823,0,662.9959677,4.99938,10556.0871,11964.61935,54.47764516,55.919,54.79,55.804,56.875,1345.489032,149.5109677,0,127.8,662.3940769,-80.12294023,-1183.220514,10546.83846,15,1562876390,13:19:49,2,11.981,0.313,425,26,0.04,0.01,-6.583700976,-6.011467735,1.65989212,0,654.445,0,0,0,2.714937805,-0.740157073,0.085333598,0,0,3,0/3,1.87431,1.87127,1.87079,1.87286,1.86982,1.87927,1.87634,1.87165,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.981,0.313,2,485.888,445.485,46.2952,48.3676,29.9983,48.3335,48.3769,20.5394,28.5715,70.0009,-999.9,405.229,47.4436,98.1064,98.1905
5,1562887854,676.5,20190711 16:30:53,16:30:53,2,B2_R3,3,null,null,null,null,1562887846,0.002020519,5.83737884,397.6553871,122.1438218,12.26459847,39.92902448,0.037238081,2.266748517,0.036901538,0.023093445,247.8075482,47.94484605,46.51259355,10.41623669,50.66476417,5.349924457,10.55945793,5.066312234,-89.10490762,32.73358032,3.769740073,195.205961,-0.041636169,0.046740248,3.485209124,11,2,1,0,49808.13318,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4199-20190711-16_31_47,750.6161154,833.62,0.099570409,0.5,1264.452947,5.83737884,62.95104877,0.157265901,0.005464852,2.650428253,DARK-4200-20190711-16_31_49,702.52,131.1,0.633134131,0.943987524,0.802023547,0.95525481,4199,300,300,300,10342.1,833.62,-0.00734329,24.1135,1499.961935,1264.452947,0.842990024,0.195980047,6,0.5,0: Broadleaf,1562887846,397.6553871,405.6244839,53.28019677,50.98473548,499.995129,100.3845806,0.026543587,46.78045161,46.51259355,999.9,0,0,10002.29774,0,1329.549355,1499.961935,0.899999387,0.100000587,0,753.9316452,4.99938,11840.50645,11964.33226,54.558,55.98983871,54.875,55.937,56.937,1345.465484,149.4974194,0,134.7,750.6161154,-379.4326499,-5806.437611,11790.17308,15,1562876390,13:19:49,2,11.981,0.313,425,26,0.04,0.01,-7.635908537,-6.034429547,0.666641069,0,713.327,0,0,0,2.259312927,0.642949338,0.078744651,0,0,3,0/3,1.87432,1.87128,1.87079,1.87286,1.86985,1.87927,1.87637,1.87166,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.981,0.313,2,475.164,450.191,46.1205,47.8615,29.9985,47.7903,47.8321,20.7089,25.3379,75.0251,-999.9,406.529,50.5789,98.2069,98.2995
6,1562887990,812.5,20190711 16:33:09,16:33:09,3,B2_R3,3,null,null,null,null,1562887982,0.00101267,3.686338814,399.8089355,60.05102347,6.029530139,40.14352941,0.018528134,2.265414648,0.018444359,0.011535219,247.8098481,48.19033169,46.54236774,10.43207334,50.90164232,5.352655207,10.51568272,5.079418137,-44.65876286,19.11972956,2.202671502,224.4734863,-0.041600025,0.046699673,3.48281752,0,0,1,0,49779.18906,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4201-20190711-16_34_03,833.8991154,899.283,0.072706684,0.5,1264.466837,3.686338814,45.96759518,0.168937921,0.003763648,2.383884717,DARK-4202-20190711-16_34_05,747.36,151.923,0.430375155,0.933823087,0.386529918,0.926865439,4201,300,300,300,10359.1,899.283,-0.00735521,21.4126,1499.97871,1264.466837,0.842989857,0.195979713,6,0.5,0: Broadleaf,1562887982,399.8089355,404.7187097,53.30969677,52.1592,499.9676129,100.3765161,0.030267823,46.69891613,46.54236774,999.9,0,0,9994.417742,0,1062.172355,1499.97871,0.900003,0.0999966,0,836.4622258,4.99938,13167.44839,11964.4871,54.629,56,55,56.054,57.024,1345.488065,149.4906452,0,135.5999999,833.8991154,-200.0243761,-3148.690599,13127.28462,15,1562876390,13:19:49,2,11.981,0.313,425,26,0.04,0.01,-4.905576098,-0.485541115,0.125663004,1,815.049,0,0,0,1.006316854,2.633072425,0.275286118,0,1,3,1/3,1.87428,1.87123,1.87076,1.87286,1.86982,1.87927,1.87635,1.87167,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.981,0.313,2,503.584,455.434,46.0042,47.4618,29.999,47.3465,47.3794,20.6634,25.6273,80.1094,-999.9,404.479,51.3891,98.2732,98.3723
7,1562888117,940,20190711 16:35:17,16:35:17,1,B2_R3,5,null,null,null,null,1562888109,0.001129341,3.374774242,399.7553548,111.0508531,11.15039532,40.1386402,0.020388351,2.266657636,0.020287013,0.012688446,247.8124499,48.21553778,46.66584839,10.49797385,50.70703727,5.349543535,10.54990357,5.148430319,-49.80394591,11.83290644,1.36364951,211.20506,-0.041633706,0.046737482,3.485046159,15,3,1,0,49808.08223,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4203-20190711-16_36_11,788.8576923,853.737,0.07599449,0.5,1264.477964,3.374774242,48.04667885,0.228919445,0.003517218,2.564411523,DARK-4204-20190711-16_36_12,658.3,195.437,0.331970444,0.918047862,0.524870701,0.946557233,4203,300,300,300,10344.6,853.737,-0.00734452,20.4895,1499.991613,1264.477964,0.842990023,0.195980046,6,0.5,0: Broadleaf,1562888109,399.7553548,404.3470323,53.27805484,51.99499355,499.9786452,100.3849355,0.023075861,46.76268065,46.66584839,999.9,0,0,10001.67065,0,1747.679032,1499.991613,0.899999613,0.100000339,0,789.5008065,4.99938,12618.3,11964.57419,54.75,56.288,55.11280645,56.171,57.125,1345.491935,149.5003226,0,126.5999999,788.8576923,-154.4218804,-2335.063248,12608.92308,15,1562876390,13:19:49,2,11.981,0.313,425,26,0.04,0.01,-4.479014146,-2.883283066,0.29089407,0,771.9,0,0,0,1.264250244,0.39836007,0.061584311,0,0,3,0/3,1.87424,1.87122,1.87077,1.87286,1.86981,1.87927,1.87633,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.981,0.313,2,470.728,454.186,45.884,47.1625,29.9991,47.0099,47.0369,20.6734,25.9011,82.8851,-999.9,404.553,51.4049,98.3292,98.4283
8,1562888252,1075,20190711 16:37:32,16:37:32,2,B2_R3,5,null,null,null,null,1562888244,0.001218459,1.535109124,399.9313226,255.7872605,25.68315308,40.15640716,0.02157117,2.266530397,0.021457763,0.013421241,247.8172294,48.10616151,46.77562903,10.55686439,50.49830469,5.305644224,10.5065789,5.251220162,-53.73404233,-11.45028994,-1.319809736,181.3130874,-0.041630257,0.046733611,3.484818,11,2,1,0,49816.6748,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4205-20190711-16_38_26,738.3100769,821.32,0.101068917,0.5,1264.500968,1.535109124,63.9008718,2.027541032,0.002062299,2.705096674,DARK-4206-20190711-16_38_27,-843.94,1665.26,0.049848026,0.571583299,0.910265624,0.96057271,4205,300,300,300,10367.2,821.32,-0.00736092,15.5742,1500.01871,1264.500968,0.84299013,0.195980261,6,0.5,0: Broadleaf,1562888244,399.9313226,402.3582258,52.84071613,51.45581935,499.9974516,100.3833548,0.02490251,46.68192258,46.77562903,999.9,0,0,10000.99968,0,99.74613226,1500.01871,0.899994677,0.100005129,0,738.7232581,4.99938,11700.26129,11964.77742,54.812,56.296,55.187,56.25,57.19512903,1345.510968,149.5083871,0,134.2,738.3100769,-68.397812,-1134.608548,11694.12692,15,1562888166,16:36:06,3,13.584,0.942,403,51,0.15,0.01,-2.364392683,-0.85149324,0.129821337,0,731.207,0,0,0,1.339230976,0.610164251,0.100389034,0,0,3,0/3,1.87427,1.87123,1.87077,1.87286,1.86981,1.87927,1.87634,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.584,0.942,2,475.026,456.041,45.7881,46.8773,29.9991,46.692,46.7161,20.5862,25.5254,83.7021,-999.9,402.233,51.1017,98.381,98.497
9,1562888358,1180.5,20190711 16:39:17,16:39:17,3,B2_R3,5,null,null,null,null,1562888350,0.002150426,2.583335307,399.6332258,264.8916851,26.59544474,40.12365797,0.039485625,2.260863404,0.039106479,0.02447531,247.8101488,47.65709104,46.49091613,10.40471971,50.98558586,5.315991901,10.42646037,5.088727813,-94.83377469,4.985598801,0.574927597,158.5369005,-0.041476847,0.046561394,3.474661531,4,1,1,0,49663.65072,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4207-20190711-16_40_11,814.7833077,888.863,0.083342081,0.5,1264.464317,2.583335307,52.6915439,2.950739315,0.002891347,2.423553461,DARK-4208-20190711-16_40_13,-1733.94,2622.803,0.028244474,0.450953002,0.466684661,0.931370522,4207,300,300,300,10326.6,888.863,-0.00733188,19.7167,1499.975161,1264.464317,0.842990171,0.195980342,6,0.5,0: Broadleaf,1562888350,399.6332258,403.7649355,52.94749032,50.50334516,499.9456129,100.3743548,0.026851506,46.53181935,46.49091613,999.9,0,0,9965.03871,0,1464.612581,1499.975161,0.899996065,0.100003945,0,816.4060645,4.99938,12920.87097,11964.44516,54.875,56.34045161,55.20325806,56.24593548,57.19919355,1345.470323,149.506129,0,104.8,814.7833077,-209.8944275,-3284.998293,12895.59231,15,1562888166,16:36:06,3,13.584,0.942,403,51,0.15,0.01,-4.176193659,0.097592195,0.190135146,1,795.166,0,0,0,2.337075122,1.634760418,0.200481718,0,1,3,1/3,1.87428,1.87123,1.87074,1.87286,1.86981,1.87927,1.87633,1.87165,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.584,0.942,2,483.604,456.373,45.6825,46.6879,29.9993,46.4777,46.499,20.6351,26.7557,84.9327,-999.9,403.81,49.9666,98.4092,98.5369
