SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,5.20261 78.4586 384.78 624.433 858.147 1061.57 1237.93 1402.77,-0.253398 101.375 403.279 601.117 800.703 1000.38 1200.66 1400.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH455_leaf,BH455_BLOCK,BH455_VINE,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1565960844,0,20190816 08:07:23,08:07:23,1,B2_R2,6,1565960836,0.003721377,14.01691328,397.9652581,270.9028818,27.39034839,40.23732414,0.20019534,2.274770295,0.190897005,0.120110052,148.6807175,29.32148429,28.87472903,3.992711452,50.45343261,2.080902986,4.124403194,1.911808466,-164.1127283,68.85378828,6.67410708,60.0958845,-0.041853952,0.046984728,3.499604196,15,3,1,0,52939.98221,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-776-20190815-10_09_49,1199.985385,1643.96,0.270064123,0.5,758.7037029,14.01691328,102.449325,1,0.01823031,-0.998569795,-,0,1643.96,0.270064123,-698.2004083,0.270100142,-769.9964785,-,-,-,-,-,-,-,-,900.022129,758.7037029,0.842983387,0.195966775,6,0.5,0: Broadleaf,1565960836,397.9652581,416.5619355,20.58106774,16.20750968,500.0213226,100.9076129,0.20001729,29.43617097,28.87472903,999.9,0,0,10002.5,0,625.2563871,900.022129,0.899998,0.100001871,0,1202.957097,4.99911,10716.12258,8096.086452,37.288,40.5,38.877,40.625,39.48374194,805.5196774,89.50387097,0,5979.8,1199.985385,-236.0697438,-2045.104275,10690.03462,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-18.55746585,-1.632066899,0.287952929,0,1217.003714,-259.8484149,26.35587439,0,4.347571463,0.454421812,0.047168164,0,0,3,0/3,1.88736,1.89318,1.89102,1.89106,1.88805,1.89074,1.88387,1.89073,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,483.802,373.11,28.7378,28.961,30.0009,28.8418,28.8326,19.3017,42.1799,43.421,-999.9,417.837,16.1907,101.094,101.603
2,1565960950,106,20190816 08:09:09,08:09:09,2,B2_R2,6,1565960942,0.002942838,13.41092884,399.3416452,250.363154,25.31470692,40.37821279,0.159429185,2.274568918,0.153471072,0.096436181,148.6792115,29.88919754,28.80232581,3.975998444,49.89736568,2.095366767,4.19935349,1.880631677,-129.7791519,116.0585228,11.26417138,146.2227537,-0.041848476,0.04697858,3.49924257,20,4,1,0,52878.77657,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-777-20190815-10_11_35,1322.309615,1852.2,0.286087023,0.5,758.6978843,13.41092884,108.5268097,1,0.017431734,-0.998730591,-,0,1852.2,0.286087023,-786.7679483,0.286120889,-867.6714341,-,-,-,-,-,-,-,-,900.0154839,758.6978843,0.842983146,0.195966292,6,0.5,0: Broadleaf,1565960942,399.3416452,416.8442258,20.72323548,17.26516452,500.0220323,100.9119032,0.200047613,29.74876452,28.80232581,999.9,0,0,10000.76613,0,654.8547097,900.0154839,0.900005613,0.099994571,0,1325.151935,4.99911,11729.42903,8096.04129,37.92706452,40.74796774,39.36483871,40.96951613,40.06612903,805.5193548,89.49580645,0,105.5,1322.309615,-225.9962395,-2161.630771,11703.79615,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-17.46594878,-1.069373519,0.128193406,0,1338.348286,-244.5985738,24.79673486,0,3.439797317,0.399772683,0.040130558,0,0,3,0/3,1.88736,1.8932,1.89102,1.89106,1.888,1.89074,1.88389,1.89072,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,477.648,371.378,28.9546,29.1902,30.0006,29.053,29.0395,19.3098,35.3566,40.7896,-999.9,417.497,17.2407,101.041,101.567
3,1565961083,239,20190816 08:11:22,08:11:22,3,B2_R2,6,1565961075,0.002937002,13.54727613,399.3131613,241.2201612,24.3911624,40.37685788,0.151252582,2.274924804,0.14587967,0.091641627,148.6757668,30.31201774,29.40549355,4.117110929,49.84398449,2.144374209,4.30217253,1.972736721,-129.5217697,93.73537429,9.142453647,122.031825,-0.041858154,0.046989444,3.499881669,39,8,1,0,52817.13951,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-778-20190815-10_13_48,1080.057692,1606.58,0.327728658,0.5,758.6802677,13.54727613,124.3206331,1,0.017611855,-0.998536519,-,0,1606.58,0.327728658,-682.3021436,0.327773386,-752.4633925,-,-,-,-,-,-,-,-,899.9945806,758.6802677,0.842983151,0.195966302,6,0.5,0: Broadleaf,1565961075,399.3131613,416.975871,21.20711935,17.75772581,500.0385484,100.9157742,0.199996065,30.16977097,29.40549355,999.9,0,0,10002.69516,0,882.1059677,899.9945806,0.900005,0.099994913,0,1081.8,4.99911,9740.031613,8095.85129,38.64512903,41.33232258,40.04006452,41.47358065,40.78212903,805.5003226,89.49387097,0,132.5,1080.057692,-162.07453,-1674.143934,9728.405,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-17.61829512,-1.017593728,0.123881781,0,1091.393714,-173.7309976,17.61058336,0,3.43483439,0.258591429,0.027209249,0,0,3,0/3,1.88736,1.89325,1.89105,1.89114,1.88808,1.89083,1.88394,1.89075,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,455.324,369.111,29.271,29.4924,30.001,29.3383,29.3281,19.3242,32.0832,37.783,-999.9,417.447,17.7711,100.98,101.515
4,1565961468,624.5,20190816 08:17:48,08:17:48,1,B2_R2,4,1565961460,0.003427898,14.34110131,398.2876774,245.2144694,24.79175196,40.26780855,0.167056133,2.273522639,0.160524,0.100893104,148.6730125,31.13565648,30.41400645,4.36282005,49.98047081,2.274708292,4.551194205,2.088111759,-151.170299,90.72524073,8.942023834,97.16997806,-0.041820032,0.04694665,3.497363906,12,2,1,0,52599.9164,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-779-20190815-10_20_13,1043.293846,1537.41,0.321395174,0.5,758.6643334,14.34110131,121.9155276,1,0.018658571,-0.998470675,-,0,1537.41,0.321395174,-652.8831235,0.32144101,-720.0192094,-,-,-,-,-,-,-,-,899.9754194,758.6643334,0.842983394,0.195966788,6,0.5,0: Broadleaf,1565961460,398.2876774,417.1338387,22.49907097,18.47846452,500.04,100.9023226,0.199998258,31.15419677,30.41400645,999.9,0,0,9994.917742,0,98.29029032,899.9754194,0.89999829,0.100001855,0,1043.942258,4.99911,9547.47871,8095.663548,40.312,42.933,41.784,43.04,42.4756129,805.4767742,89.49935484,0,384.5,1043.293846,-161.2929916,-1321.862223,9542.014231,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-18.84872439,0.47745993,0.095471086,1,1051.163714,-169.6627363,17.15943057,0,4.002683171,0.465874495,0.046697271,0,1,3,1/3,1.88737,1.89328,1.89114,1.89115,1.88812,1.89085,1.88396,1.89079,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,487.416,368.603,30.2802,30.4746,30.0007,30.3279,30.3141,19.4202,26.849,33.6778,-999.9,417.971,18.38,100.77,101.325
5,1565961590,746,20190816 08:19:49,08:19:49,2,B2_R2,4,1565961582,0.00403677,13.99924091,399.0186452,266.9077356,26.98575,40.34284499,0.193314423,2.274086007,0.184626902,0.116139815,148.6761963,31.34588587,30.84523871,4.471722061,50.13584437,2.335529582,4.658402808,2.136192479,-178.0215419,88.07423961,8.714659743,67.44355373,-0.041835346,0.046963841,3.498375427,30,6,1,0,52547.71714,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-780-20190815-10_22_15,1129.789231,1562.13,0.27676363,0.5,758.6795702,13.99924091,104.9874559,1,0.018207597,-0.998494876,-,0,1562.13,0.27676363,-663.3969037,0.276802477,-731.6141235,-,-,-,-,-,-,-,-,899.9933548,758.6795702,0.842983524,0.195967049,6,0.5,0: Broadleaf,1565961582,399.0186452,417.749129,23.10000323,18.36815806,500.0400645,100.9051613,0.20000129,31.56362258,30.84523871,999.9,0,0,9998.296452,0,143.8654194,899.9933548,0.899994161,0.100005806,0,1130.802258,4.99911,10588.45161,8095.816774,40.629,43.187,42.177,43.312,42.82419355,805.49,89.50516129,0,120.5,1129.789231,-245.9774359,-1743.873504,10582.91154,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-18.55287561,-3.043147735,0.336554774,0,1144.995714,-269.8432226,27.34307782,0,4.695537561,0.626750174,0.06373169,0,0,3,0/3,1.88741,1.89331,1.89114,1.89117,1.88812,1.89087,1.88399,1.89082,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,465.458,364.954,30.5498,30.6567,30.0007,30.5169,30.4986,19.4083,27.4708,32.9356,-999.9,418.478,18.2683,100.726,101.295
6,1565961688,844.4000001,20190816 08:21:28,08:21:28,3,B2_R2,4,1565961680,0.004199886,13.43972446,398.9898387,275.4687335,27.85032939,40.33851061,0.200476317,2.274512249,0.191151512,0.120271342,148.6728029,31.8799329,31.13390968,4.545938354,49.85243876,2.400900434,4.816014009,2.145037919,-185.2149804,124.7045439,12.39017498,100.5525413,-0.041846935,0.046976851,3.499140807,31,6,1,0,52460.44812,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-781-20190815-10_23_53,1171.292308,1590.35,0.263500294,0.5,758.6629309,13.43972446,99.95395261,1,0.017470493,-0.998521583,-,0,1590.35,0.263500294,-675.3992855,0.263536623,-744.8507122,-,-,-,-,-,-,-,-,899.9737097,758.6629309,0.842983437,0.195966874,6,0.5,0: Broadleaf,1565961680,398.9898387,417.1273548,23.74740323,18.82749677,500.0277742,100.9015806,0.200018194,32.15088065,31.13390968,999.9,0,0,10001.42097,0,139.3587097,899.9737097,0.899997774,0.100002052,0,1175.04129,4.99911,11317.41613,8095.647419,41.056,43.45325806,42.52,43.653,43.254,805.4754839,89.50064516,0,97.70000005,1171.292308,-407.3087182,-7097.323083,11264.32692,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-18.2490878,2.170490592,0.368717634,0,1201.956857,-467.1808383,47.43680348,0,4.85229561,1.177847038,0.123955073,0,0,3,0/3,1.88749,1.89331,1.89117,1.89117,1.88812,1.89087,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,463.983,358.824,30.8813,30.8369,30.0007,30.6751,30.6575,19.3185,25.5857,32.5608,-999.9,418.049,18.7398,100.698,101.277
7,1565961885,1040.9,20190816 08:24:44,08:24:44,1,B2_R2,1,1565961877,0.004390204,14.72671595,398.9708387,279.5033968,28.25576227,40.33305247,0.227475708,2.273667525,0.215546186,0.135736029,148.6778349,32.07447691,30.71133226,4.437655069,50.11380219,2.448747748,4.886373896,1.98890732,-193.6080065,207.9317675,20.65022973,183.6518256,-0.04182397,0.046951071,3.497624037,12,2,1,0,52388.56264,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-782-20190815-10_27_10,1042.620385,1489.36,0.299954085,0.5,758.6924754,14.72671595,113.7864535,1,0.019166141,-0.998421335,-,0,1489.36,0.299954085,-632.4467506,0.299998244,-697.4813607,-,-,-,-,-,-,-,-,900.0092903,758.6924754,0.842982938,0.195965875,6,0.5,0: Broadleaf,1565961877,398.9708387,418.7446452,24.2227871,19.0821871,500.0032581,100.8926774,0.200055581,32.40765484,30.71133226,999.9,0,0,9996.814516,0,303.2514645,900.0092903,0.900012613,0.099987719,0,1045.376129,4.99911,9722.367097,8095.999677,41.687,44.284,43.129,44.187,44,805.5209677,89.48903226,0,195.9000001,1042.620385,-296.6772651,-3280.331284,9693.484231,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-19.49637317,-4.262195122,0.533207472,0,1061.339429,-330.5046586,33.573143,0,5.106265122,0.657111638,0.068947837,0,0,3,0/3,1.88746,1.89331,1.89117,1.89117,1.88812,1.89087,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,487.546,364.829,31.3737,31.1804,30.0007,30.9982,30.9816,19.4648,24.9506,31.4445,-999.9,419.315,19.0044,100.635,101.218
8,1565962002,1158.4,20190816 08:26:42,08:26:42,2,B2_R2,1,1565961994,0.004077361,14.43123303,398.5919032,256.1427844,25.89520636,40.29635115,0.183876529,2.273996776,0.1759977,0.11067831,148.6725215,32.39093811,31.82514194,4.728027013,49.92745217,2.469276042,4.945728121,2.25875097,-179.8116101,97.66370061,9.761330208,76.28594221,-0.041832921,0.046961118,3.498215206,18,4,1,0,52362.6908,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-783-20190815-10_29_07,1111.211923,1547.31,0.281842732,0.5,758.6599555,14.43123303,106.9113971,1,0.018777482,-0.99848046,-,0,1547.31,0.281842732,-657.0937394,0.28188267,-724.6628036,-,-,-,-,-,-,-,-,899.9699677,758.6599555,0.842983636,0.195967272,6,0.5,0: Broadleaf,1565961994,398.5919032,417.8596774,24.42487742,19.65153871,499.9986774,100.8967419,0.200021,32.62177419,31.82514194,999.9,0,0,9998.550968,0,1423.594194,899.9699677,0.899990129,0.10000991,0,1113.951935,4.99911,10394.59677,8095.597419,42,44.786,43.44106452,44.649,44.37670968,805.4651613,89.50612903,0,116.7,1111.211923,-357.3193158,-3176.825637,10369.85269,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-17.77968049,-20.1902446,2.813142864,0,1138.356,-414.1869276,41.91170694,0,4.710243171,1.157707944,0.117313802,0,0,3,0/3,1.88748,1.89331,1.89117,1.89117,1.88812,1.89087,1.884,1.89086,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,480.471,362.106,31.6183,31.3908,30.0011,31.2019,31.1879,19.3976,22.938,31.0742,-999.9,417.673,19.579,100.588,101.181
9,1565962087,1242.9,20190816 08:28:06,08:28:06,3,B2_R2,1,1565962079,0.005149838,15.4504263,398.6903871,282.9826927,28.61010908,40.3083855,0.250329262,2.273771177,0.23596419,0.148699524,148.6842539,32.29225185,31.54615161,4.6537835,50.34791837,2.525611475,5.01631757,2.128172025,-227.1078359,162.7150339,16.26259279,100.5540447,-0.041826788,0.046954234,3.49781014,11,2,1,0,52312.34518,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-784-20190815-10_30_32,1210.728462,1776.93,0.318640317,0.5,758.7215632,15.4504263,120.8796397,1,0.020119261,-0.998676819,-,0,1776.93,0.318640317,-754.7545083,0.318679634,-832.3660466,-,-,-,-,-,-,-,-,900.0432903,758.7215632,0.842983411,0.195966823,6,0.5,0: Broadleaf,1565962079,398.6903871,419.6945161,24.98083226,18.95546452,500.0050323,100.9019355,0.200039387,32.87353226,31.54615161,999.9,0,0,9996.570645,0,139.3563226,900.0432903,0.89999629,0.100003826,0,1212.016129,4.99911,11363.94194,8096.274194,42.25,44.9613871,43.687,44.99187097,44.758,805.5358065,89.50645161,0,83.5,1210.728462,-320.591453,-1704.396581,11362.1,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-20.68102927,-5.841058537,0.634882369,0,1227.159143,-348.9353425,35.25059054,0,6.000856585,0.730805854,0.077161767,0,0,3,0/3,1.88747,1.89331,1.89117,1.89117,1.88812,1.89087,1.884,1.89085,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,488.562,355.925,31.8397,31.6186,30.0009,31.3988,31.3807,19.4746,26.901,30.7028,-999.9,420.616,18.8182,100.542,101.138
