SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,rootstocks_Vine_#,BH_Leaf,BH_Vine,BH_Block,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1567716923,0,20190905 13:55:23,15:55:23,,1,5,B2_R2,1567716915,0.008774256,15.08858661,377.1507419,253.9658192,25.67798465,38.13296999,0.24371847,2.274519754,0.230084129,0.144963973,297.3806046,41.51056137,41.22673226,7.913534872,51.58757809,4.290480931,8.316887689,3.623053941,-386.9446972,115.4915487,12.64891202,38.57636809,-0.041847139,0.04697708,3.499154285,35,7,1,0,50793.35483,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1080-20190905-13_55_22,1039.352115,4610.12,0.774549878,0.5,1517.377347,15.08858661,587.6422196,1,0.010466326,-0.116710628,-,0,4610.12,0.774549878,-0.132131815,0.919885557,-0.160914445,1799.990968,1517.377347,0.842991645,0.19598329,6,0.5,0: Broadleaf,1567716915,377.1507419,399.2293871,42.43461935,32.35172581,499.971,100.9080645,0.199969355,42.16856774,41.22673226,999.9,0,0,10000.8271,0,831.1813548,1799.990968,0.900000355,0.099999529,0,1044.502935,4.99911,20054.62581,16236.90968,50.6006129,51.49187097,51.143,51.3,52.054,1615.493548,179.4977419,0,5846.3,1039.352115,-416.9503934,-7540.211973,19946.76923,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-21.68548537,-7.55886899,0.801145877,0,991.712,0,0,0,10.15064122,-1.429278397,0.144250608,0,0,3,0/3,0,0,0,0,2,458.065,1137.07,41.8877,42.4575,29.9975,42.5069,42.4438,29.8317,36.8631,59.8566,-999.9,400,32.0529,98.118,99.3239
2,1567717009,85.5,20190905 13:56:48,15:56:48,,2,5,B2_R2,1567717001,0.00700964,15.73844042,378.6163548,230.114594,23.26654309,38.28133445,0.200608923,2.274784812,0.191273149,0.12034829,297.379111,41.59837444,40.55503226,7.636325761,51.14877734,4.146885516,8.107496857,3.489440246,-309.1251346,138.5404171,15.08811529,141.8825087,-0.041854347,0.046985171,3.499630266,23,5,1,0,50879.86934,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1081-20190905-13_56_47,833.8713846,1291.28,0.354228839,0.5,1517.37095,15.73844042,268.7482751,1,0.010894646,2.153514342,-,0,1291.28,0.354228839,0.682893467,0.812575261,0.831649993,1799.983548,1517.37095,0.842991566,0.195983132,6,0.5,0: Broadleaf,1567717001,378.6163548,400.6892258,41.01420968,32.94690968,499.9550323,100.9085484,0.199958839,41.6847,40.55503226,999.9,0,0,10002.50161,0,1411.692903,1799.983548,0.900003548,0.099996297,0,835.2629677,4.99911,15580.54839,16236.86452,50.37093548,51.36687097,50.97967742,51,51.83435484,1615.491613,179.4922581,0,84.60000014,833.8713846,-234.8923077,-4448.304273,15554.76538,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-22.25105122,3.949829268,0.402491274,0,807.1,0,0,0,7.752710732,5.611765087,0.581360359,0,0,3,0/3,0,0,0,0,2,472.931,1146.29,41.5592,41.9542,29.9977,42.0227,41.976,29.8956,30.5227,55.6275,-999.9,400,32.3103,98.2314,99.4236
3,1567717079,156,20190905 13:57:59,15:57:59,,3,5,B2_R2,1567717071,0.007428847,16.15704056,377.9148387,237.2318888,23.98402981,38.20700836,0.219329385,2.274427939,0.208220096,0.131088778,297.3840074,41.11044449,40.14915161,7.472931151,51.16655764,4.071863675,7.958056712,3.401067476,-327.6121517,145.1262623,15.7507093,130.6488273,-0.041844643,0.046974277,3.498989411,23,5,1,0,50925.33277,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1082-20190905-13_57_58,854.4975385,4679.37,0.817390474,0.5,1517.393285,16.15704056,620.1514079,1,0.011170354,-0.129782428,-,0,4679.37,0.817390474,-0.149137908,0.968076494,-0.18162502,1800.009677,1517.393285,0.842991737,0.195983474,6,0.5,0: Broadleaf,1567717071,377.9148387,400.6714839,40.27579677,31.7205129,500.0169032,100.8995484,0.199970452,41.33270645,40.14915161,999.9,0,0,10001.07452,0,153.4869032,1800.009677,0.899998129,0.100001761,0,855.8261613,4.99911,16561.50645,16237.08387,50.19512903,51.09451613,50.778,50.802,51.56006452,1615.505161,179.5051613,0,69.79999995,854.4975385,-175.4761023,-3765.374354,16534.22308,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-22.94121707,4.366599303,0.433564765,0,834.725,0,0,0,8.35197,4.04311338,0.41809093,0,0,3,0/3,0,0,0,0,2,471.971,1148.81,41.235,41.5441,29.9976,41.6322,41.5922,29.8912,29.3804,52.8281,-999.9,400,31.0393,98.3308,99.4959
4,1567717157,233.5,20190905 13:59:16,15:59:16,,1,3,B2_R2,1567717149,0.008020414,14.90857136,381.0123548,269.3942212,27.23376115,38.51752803,0.264957066,2.273629848,0.248920893,0.1569354,297.3827075,40.70196954,39.75171935,7.315882454,53.95522921,4.244852341,7.867360408,3.071030113,-353.7002701,167.261977,18.10627191,129.0506864,-0.041822946,0.046949921,3.497556391,31,6,1,0,50934.93398,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1083-20190905-13_59_15,1107.292692,1525.53,0.274158691,0.5,1517.389183,14.90857136,208.002716,1,0.010347609,1.669282151,-,0,1525.53,0.274158691,0.625367442,0.524657656,0.761592919,1800.005161,1517.389183,0.842991574,0.195983147,6,0.5,0: Broadleaf,1567717149,381.0123548,402.5723871,41.98974516,32.76822581,499.9375161,100.8926129,0.199983032,41.11627742,39.75171935,999.9,0,0,9996.576129,0,152.6104194,1800.005161,0.900002645,0.099997297,0,1108.164839,4.99911,20318.91613,16237.04839,50.00593548,50.81606452,50.558,50.57629032,51.375,1615.510323,179.4948387,0,76.5999999,1107.292692,-217.4970942,-3890.311114,20303.27692,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-21.96115854,4.783266899,0.776085886,0,1081.92,0,0,0,8.925653659,4.643143066,0.554389876,0,0,3,0/3,0,0,0,0,2,463.207,1151.86,40.9273,41.0982,29.9979,41.2028,41.1692,29.5913,30.2714,55.8429,-999.9,400,31.1006,98.4286,99.5783
5,1567717249,325.5,20190905 14:00:48,16:00:48,,2,3,B2_R2,1567717241,0.007539225,15.62865413,375.9042581,244.098604,24.68002971,38.00647813,0.228471739,2.27439453,0.216444114,0.136305418,297.3835752,40.80924378,39.8920129,7.370990708,51.58786438,4.048093996,7.846988908,3.322896712,-332.4798287,144.1186698,15.60254358,124.62496,-0.041843734,0.046973257,3.498929419,16,3,1,0,50967.44556,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1084-20190905-14_00_47,1100.736154,1453.35,0.242621424,0.5,1517.392811,15.62865413,184.0760021,1,0.010822137,1.801850896,-,0,1453.35,0.242621424,0.643093071,0.486375795,0.783179769,1800.009355,1517.392811,0.842991625,0.19598325,6,0.5,0: Broadleaf,1567717241,375.9042581,398.0599355,40.0378,31.35277419,499.9896129,100.9068065,0.199997516,41.06736774,39.8920129,999.9,0,0,10000.13806,0,1308.22129,1800.009355,0.900001194,0.099998639,0,1105.367742,4.99911,20390.81935,16237.07742,49.812,50.69512903,50.375,50.437,51.155,1615.51129,179.4983871,0,91.19999981,1100.736154,-498.123077,-9103.644445,20306.67692,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-21.29057561,-15.96918815,1.608271735,0,1050.51,0,0,0,8.776686585,-1.933837422,0.192334579,0,0,3,0/3,0,0,0,0,2,481.123,1152.91,40.6406,40.6722,29.9984,40.749,40.7238,29.8703,34.7075,62.4997,-999.9,400,31.0549,98.5273,99.6602
6,1567717339,416,20190905 14:02:19,16:02:19,,3,3,B2_R2,1567717331,0.00498688,11.88833342,383.9488065,238.6455205,24.12637381,38.81611694,0.152718045,2.274175797,0.147240807,0.092501247,297.3761437,41.77264305,39.48833548,7.2133876,50.34260983,3.978876903,7.903596806,3.234510697,-219.9214182,210.2278608,22.73274049,310.4153268,-0.041837787,0.046966581,3.498536652,24,5,1,0,50938.29844,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1085-20190905-14_02_18,1091.933846,3.642,-298.8170912,0.5,1517.353538,11.88833342,-226705.5853,1,0.008357388,1117.086216,-,0,3.642,-298.8170912,0.999105615,1.501660363,1.216743485,1799.962581,1517.353538,0.842991713,0.195983425,6,0.5,0: Broadleaf,1567717331,383.9488065,400.5143548,39.35697742,33.60758387,499.9426452,100.8970968,0.200019,41.20300645,39.48833548,999.9,0,0,9999.679032,0,604.0873548,1799.962581,0.899998484,0.100001523,0,1098.767742,4.99911,20563.00323,16236.65484,49.78,50.75,50.32012903,50.562,51.139,1615.464516,179.4990323,0,89.79999995,1091.933846,-743.1364103,-13388.35898,20445.29615,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-16.46768049,-1.439124042,0.201726923,0,1009.52,0,0,0,5.590900732,3.549889965,0.355030339,0,0,3,0/3,0,0,0,0,2,472.031,1158.46,40.53,40.3718,29.9989,40.4123,40.3818,29.9753,24.2877,60.1675,-999.9,400,33.1425,98.6101,99.7035
7,1567717439,515.5999999,20190905 14:03:58,16:03:58,,1,2,B2_R2,1567717431,0.007671992,14.70457768,376.3929677,251.1726476,25.39246981,38.05170332,0.229085543,2.274206567,0.216994099,0.136654473,297.3842994,40.7703689,40.07259355,7.442453402,51.87692701,4.071683984,7.848737808,3.370769418,-338.3348485,122.4816489,13.27289304,94.80399278,-0.041838624,0.046967521,3.498591903,26,5,1,0,50960.56421,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1086-20190905-14_03_57,847.6374615,1003.66,0.155453578,0.5,1517.399287,14.70457768,117.9425744,1,0.010213104,3.057220573,-,0,1003.66,0.155453578,0.753525848,0.566752263,0.917668416,1800.017419,1517.399287,0.842991446,0.195982891,6,0.5,0: Broadleaf,1567717431,376.3929677,397.5050968,40.27554839,31.43935806,499.9664839,100.8957097,0.199971129,41.07157097,40.07259355,999.9,0,0,10000.01645,0,1272.37,1800.017419,0.900006452,0.099993245,0,848.1239677,4.99911,15644.94516,16237.17742,49.754,50.681,50.294,50.56606452,51.125,1615.529032,179.4883871,0,98.60000014,847.6374615,-121.4297436,-2185.558974,15636.03846,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-20.17819024,-18.26484669,1.827889702,0,833.904,0,0,0,8.968681707,-2.576563693,0.259644309,0,0,3,0/3,0,0,0,0,2,469.356,1163.54,40.4155,40.0709,29.999,40.075,40.0334,29.7265,35.3963,67.1821,-999.9,400,30.984,98.6738,99.76
8,1567717518,595.0999999,20190905 14:05:18,16:05:18,,2,2,B2_R2,1567717510,0.010075611,16.92048701,373.4069355,267.6609481,27.05805955,37.74800609,0.325539289,2.273793798,0.301686979,0.190551553,297.3880335,39.73770538,39.6215129,7.265056405,52.66229646,4.078289867,7.74423096,3.186766539,-444.3344254,146.7897275,15.85648192,15.69981745,-0.041827403,0.046954924,3.497850756,23,5,1,0,50988.36292,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1087-20190905-14_05_17,867.6826154,1283.15,0.323787074,0.5,1517.413451,16.92048701,245.6594311,1,0.011673329,2.173494915,-,0,1283.15,0.323787074,0.684889995,0.748883623,0.834081429,1800.033548,1517.413451,0.842991761,0.195983523,6,0.5,0: Broadleaf,1567717510,373.4069355,398.2286774,40.34283871,28.73876129,499.9517742,100.8908065,0.199994226,40.81896774,39.6215129,999.9,0,0,9997.820323,0,244.4697097,1800.033548,0.899996871,0.100003319,0,868.3471613,4.99911,15957.88387,16237.3129,49.687,50.60467742,50.20122581,50.558,51.062,1615.525484,179.5090323,0,78.60000014,867.6826154,-163.1138461,-3429.008544,15936.13462,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-23.90998537,-21.13108223,2.14150258,0,847.486,0,0,0,11.77613659,-3.619929617,0.363432372,0,0,3,0/3,0,0,0,0,2,473.053,1158.82,40.303,39.8709,29.9992,39.8524,39.8002,29.6927,42.5468,70.2712,-999.9,400,28.0876,98.7188,99.7923
9,1567717584,661.0999999,20190905 14:06:24,16:06:24,,3,2,B2_R2,1567717576,0.006050213,16.32265567,378.0629677,213.4015917,21.57148309,38.21611101,0.182697105,2.274248201,0.174917547,0.109994823,297.3790319,40.84576343,39.38277419,7.172659658,50.46511031,3.867199977,7.663116069,3.305459681,-266.8144001,151.8009539,16.36025718,198.725843,-0.041839756,0.046968791,3.498666664,23,5,1,0,51034.88252,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1088-20190905-14_06_23,1071.695385,1575.29,0.319683751,0.5,1517.368716,16.32265567,242.539061,1,0.011279681,1.584965308,-,0,1575.29,0.319683751,0.613147613,0.594617252,0.746711211,1799.980645,1517.368716,0.842991684,0.195983368,6,0.5,0: Broadleaf,1567717576,378.0629677,400.3971613,38.25729677,31.27411935,499.9513548,100.884,0.199984065,40.62086129,39.38277419,999.9,0,0,10001.44774,0,1402.662355,1799.980645,0.899998968,0.100001013,0,1073.932581,4.99911,19658.09355,16236.81935,49.625,50.433,50.12093548,50.375,50.96748387,1615.481613,179.4990323,0,65.29999995,1071.695385,-207.5972651,-3685.709406,19619.42308,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-22.3883878,1.283843206,0.144391433,0,1047.86,0,0,0,6.7122,5.809364321,0.583528841,0,0,3,0/3,0,0,0,0,2,473.236,1164.35,40.1465,39.7092,29.9993,39.6824,39.6272,29.7471,32.2621,66.6026,-999.9,400,30.6413,98.7604,99.8105
10,1567717777,853.5999999,20190905 14:09:36,16:09:36,,1,5,B3_R2,1567717769,0.006924715,13.93253843,379.7158387,252.6767761,25.54179013,38.38351276,0.212025027,2.274196021,0.201623514,0.126906696,297.3837757,40.23871752,39.40128387,7.179786662,51.75409562,3.898287409,7.532326402,3.281499254,-305.3799282,109.8909799,11.82639417,113.7212216,-0.041838337,0.046967199,3.498572968,18,4,1,0,51085.90068,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1089-20190905-14_09_35,1084.338846,7340.47,0.852279371,0.5,1517.393892,13.93253843,646.621756,1,0.009704348,-0.445257592,-,0,7340.47,0.852279371,-0.802638462,0.946163695,-0.977479362,1800.010645,1517.393892,0.842991621,0.195983243,6,0.5,0: Broadleaf,1567717769,379.7158387,399.5901935,38.5645129,30.5753129,500,100.8848387,0.199995903,40.29757419,39.40128387,999.9,0,0,10001.02548,0,374.2529677,1800.010645,0.900001613,0.099998465,0,1089.31871,4.99911,19805.42581,16237.1,49.37093548,50.23374194,49.937,50.06606452,50.67309677,1615.513548,179.4983871,0,191.8,1084.338846,-564.9603422,-10076.53676,19716.79615,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-19.3093439,-6.951441115,1.052192073,0,1026.7,0,0,0,8.076220976,-1.539887875,0.161286673,0,0,3,0/3,0,0,0,0,2,479.376,1166.75,39.7493,39.3109,29.9992,39.2621,39.1983,29.4854,36.4079,72.5526,-999.9,400,30.2501,98.8408,99.8614
11,1567717882,958.5999999,20190905 14:11:21,16:11:21,,2,5,B3_R2,1567717874,0.007762042,14.20321183,379.0410968,270.8511439,27.38284595,38.32076843,0.260784706,2.27435114,0.245238322,0.154593442,297.3770207,39.70082609,38.58616452,6.871686791,51.72692067,3.841331989,7.426175653,3.030354802,-342.3060508,177.2310186,18.9735565,151.275545,-0.041842555,0.046971933,3.498851505,18,4,1,0,51134.54929,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1090-20190905-14_11_20,1298.432692,4.6316,-279.3421479,0.5,1517.358146,14.20321183,-211931.0418,1,0.009882961,878.1929355,-,0,4.6316,-279.3421479,0.998862593,1.787669713,1.216447526,1799.968065,1517.358146,0.842991704,0.195983408,6,0.5,0: Broadleaf,1567717874,379.0410968,399.6164516,37.99565484,29.03470323,499.977129,100.8992258,0.200018452,40.03159355,38.58616452,999.9,0,0,10000.60742,0,238.6782581,1799.968065,0.899999097,0.100000942,0,1303.852258,4.99911,23991.72581,16236.70645,49.131,49.97967742,49.687,49.768,50.429,1615.469677,179.4990323,0,104.3999999,1298.432692,-714.5234188,-13177.24444,23899.45385,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-20.27651463,-3.135267596,0.676351615,0,1224.96,0,0,0,9.045712195,-1.684798955,0.167296724,0,0,3,0/3,0,0,0,0,2,479.095,1170.61,39.4579,39.0289,29.9991,38.9947,38.9286,29.4222,39.6058,74.7575,-999.9,400,28.619,98.9025,99.9045
12,1567717964,1041.1,20190905 14:12:44,16:12:44,,3,5,B3_R2,1567717956,0.004574267,11.02266761,383.7765484,228.5851744,23.11260219,38.80424317,0.131598382,2.274981954,0.127510885,0.080050973,297.3764926,40.66540648,39.09958387,7.064381804,49.05082483,3.628956621,7.398360034,3.435425183,-201.7251537,105.6948028,11.33612943,212.6822711,-0.041859708,0.046991189,3.499984301,33,7,1,0,51166.39151,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1091-20190905-14_12_43,1402.593077,33.4832,-40.88945731,0.5,1517.355186,11.02266761,-31021.91504,1,0.00778687,120.6153175,-,0,33.4832,-40.88945731,0.991777352,1.970269724,1.207818887,1799.964516,1517.355186,0.842991721,0.195983442,6,0.5,0: Broadleaf,1567717956,383.7765484,399.1105161,35.89062258,30.59845161,499.9944194,100.9115806,0.19997329,39.96135161,39.09958387,999.9,0,0,10003.48226,0,1543.205161,1799.964516,0.899998161,0.100001765,0,1412.427097,4.99911,25972.3871,16236.68065,48.96951613,49.758,49.5,49.625,50.294,1615.465161,179.4996774,0,82,1402.593077,-908.0663255,-16470.08548,25793.20769,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-14.82054634,-7.389445296,1.066892218,0,1304.42,0,0,0,5.432285854,-2.725170523,0.289494322,0,0,3,0/3,0,0,0,0,2,460.934,1172.46,39.2719,38.8546,29.9995,38.815,38.7554,29.4992,34.8968,80.5393,-999.9,400,31.2507,98.9416,99.9352
