SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH_Leaf,BH_Vine,BH_Block,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1562955179,0,20190712 18:12:59,13:12:59,1,1,B2_R3,1562955171,0.002024682,16.6092833,403.5389677,-39.76681111,-4.015204633,40.74481929,0.062071446,2.27266828,0.061144783,0.038297594,247.8129306,39.21021354,37.63066129,6.52518294,50.13988446,3.345233283,6.67180094,3.179949657,-89.28846616,50.18033487,5.300300384,214.0050997,-0.041796815,0.046920587,3.495830112,20,4,1,0,51405.2531,MPF-1836-20190711-08_51_28,753.2653846,4241.62,3488.354615,0.822410922,-0.113810832,MPF-1927-20190712-18_12_59,1141.098846,1294.92,0.118788152,0.5,1264.480656,16.6092833,75.10266021,1,0.013225267,2.275584592,-,0,1294.92,0.118788152,0.694710983,0.283983833,0.844724899,1927,300,300,300,10430.6,1294.92,-0.00740217,22.6494,1499.994839,1264.480656,0.842990005,0.195980009,6,0.5,0: Broadleaf,1562955171,403.5389677,424.4457097,33.13137742,30.7828,500.1158387,100.7687419,0.199993548,38.04021613,37.63066129,999.9,0,0,10002.61097,0,0.00191117,1499.994839,0.899999742,0.100000223,0,1143.711935,4.99961,17314.39355,12355.26774,44.75383871,48.24787097,46.17322581,47.6186129,46.91309677,1345.495161,149.4996774,0,81204.2,1141.098846,-345.2105985,-4969.473508,17277.39615,15,1562955220,18:13:39,39,3.355,0.176,414,31,0.2,0.05,-28.49921732,165.4500602,16.62677861,0,1161.050882,-385.5653178,38.05160191,0,2.574323902,-2.150636655,0.219091118,0,0,3,0/3,100,100,3.355,0.176,2,479.925,464.622,37.2706,41.0079,29.845,40.1059,39.8901,19.2,36.0314,69.5315,-999.9,413.881,30.9752,97.5923,96.0783
2,1562955283,103.5,20190712 18:14:42,13:14:42,2,1,B2_R3,1562955275,0.001096802,2.801185579,403.7344839,249.1037462,25.15371323,40.76783905,0.032914129,2.272184639,0.03265153,0.020430625,247.8133386,40.11688448,38.01166774,6.661488921,49.88923763,3.439209192,6.893689612,3.222279729,-48.36895877,77.63292151,8.240826699,285.318128,-0.041783676,0.046905837,3.494961957,20,4,1,0,51290.12812,MPF-1836-20190711-08_51_28,753.2653846,4241.62,3488.354615,0.822410922,-0.113810832,MPF-1928-20190712-18_14_43,628.1576923,722.716,0.130837435,0.5,1264.484527,2.801185579,82.72095607,1,0.002305284,4.868999718,-,0,722.716,0.130837435,0.829613214,-3.095260637,1.008757534,1928,300,300,300,10495.8,716.744,-0.00744913,7.22565,1499.999677,1264.484527,0.842989866,0.195979732,6,0.5,0: Broadleaf,1562955275,403.7344839,407.6271613,34.05938065,32.7880871,500.0160968,100.7769355,0.199921032,38.64541613,38.01166774,999.9,0,0,9998.653548,0,0.00191117,1499.999677,0.900003194,0.099996706,0,627.9944516,4.99961,9407.298387,12355.30323,46.47951613,49.21345161,47.35851613,48.79209677,48.63277419,1345.506452,149.4932258,0,102.8000002,628.1576923,18.77579488,294.7945299,9409.918462,15,1562955317,18:15:16,40,3.465,0.215,403,33,0.47,0.09,-3.752007317,-9.246748014,1.502718758,0,627.1656471,17.05478995,1.703705544,0,1.010801927,4.183258662,0.420689042,0,0,3,0/3,100,100,3.465,0.215,2,479.239,471.815,37.6871,40.4543,29.9955,39.9845,39.8328,19.9146,32.4169,67.6461,-999.9,408.845,32.5236,99.2541,98.142
3,1562955346,167,20190712 18:15:46,13:15:46,3,1,B2_R3,1562955338,0.00114041,5.799664591,402.3414516,68.2076118,6.887297791,40.62662975,0.02923416,2.273259831,0.029026897,0.01816031,247.8027273,40.49420014,39.65088387,7.276494536,50.01334951,3.521480542,7.041081184,3.755013994,-50.29207706,-75.09400483,-8.04580452,114.3708409,-0.04181289,0.046938632,3.496892073,9,2,1,0,51259.89233,MPF-1836-20190711-08_51_28,753.2653846,4241.62,3488.354615,0.822410922,-0.113810832,MPF-1929-20190712-18_15_46,1740.369615,1890.52,0.079422796,0.5,1264.428948,5.799664591,50.21224129,1,0.004676795,1.243626092,-,0,1890.52,0.079422796,0.554292935,0.13202882,0.673985377,1929,300,300,300,10433.5,1890.52,-0.00740384,52.4146,1499.933548,1264.428948,0.842989977,0.195979954,6,0.5,0: Broadleaf,1562955338,402.3414516,409.8515484,34.87460323,33.55385484,500.0067742,100.7754839,0.200017387,39.03815161,39.65088387,999.9,0,0,10005.78839,0,0.00191117,1499.933548,0.900000774,0.099999239,0,1745.313548,4.99961,26448.72903,12354.76452,47.41709677,49.97151613,48.20945161,49.51790323,49.54216129,1345.441935,149.4922581,0,62.60000014,1740.369615,-836.3565817,-12542.91283,26373.89231,15,1562955376,18:16:15,41,3.53,0.231,407,33,0.46,0.07,-8.865943659,27.23783937,2.819719842,0,1785.082941,-882.2428847,86.52665844,0,1.041275119,5.771556282,0.577717898,0,0,3,0/3,100,100,3.53,0.231,2,493.005,474.63,37.9878,40.2153,29.9981,39.9094,39.8016,20.171,30.8297,67.2628,-999.9,407.913,33.1722,99.376,98.2751
4,1562955489,310,20190712 18:18:09,13:18:09,1,3,B2_R3,1562955481,0.000265877,1.723455001,399.8273548,26.74353455,2.700315472,40.37087883,0.007646584,2.273511104,0.007632324,0.004771482,247.8154832,41.55301944,38.98999355,7.022861959,50.29925246,3.692115359,7.340298669,3.3307466,-11.72515933,100.9968979,10.82590723,347.9131289,-0.041819719,0.046946298,3.497343196,1,0,1,0,51140.66909,MPF-1836-20190711-08_51_28,753.2653846,4241.62,3488.354615,0.822410922,-0.113810832,MPF-1930-20190712-18_18_09,1146.845769,1222.9,0.062191701,0.5,1264.494437,1.723455001,39.32052976,1,0.001452965,2.468492927,-,0,1222.9,0.062191701,0.711690345,0.161943409,0.865370736,1930,300,300,300,10476.1,1222.9,-0.00743542,26.819,1500.01129,1264.494437,0.842989946,0.195979892,6,0.5,0: Broadleaf,1562955481,399.8273548,402.0230323,36.56617742,36.25879677,500.0078065,100.7708065,0.199970903,39.81399032,38.98999355,999.9,0,0,10007.8871,0,0.00191117,1500.01129,0.900001484,0.099998232,0,1150.160968,4.99961,17491.40968,12355.40645,49.12070968,51.35458065,49.86458065,50.88077419,51.13883871,1345.512903,149.4983871,0,142.4000001,1146.845769,-357.9620512,-5274.793161,17442.41923,15,1562955510,18:18:29,42,3.477,0.261,402,36,0.65,0.27,-2.238563659,1.619855958,0.197429106,0,1168.779706,-417.8424345,41.43772063,0,0.060877712,4.34928526,0.446295521,0,0,3,0/3,100,100,3.477,0.261,2,503.575,478.878,38.5938,39.9241,29.9996,39.7859,39.7236,19.9912,25.4809,67.5375,-999.9,401.916,35.7717,99.4704,98.3762
5,1562955570,391,20190712 18:19:30,13:19:30,2,3,B2_R3,1562955562,0.002287106,7.365186242,396.7528387,165.9280921,16.75348581,40.0594798,0.056165526,2.271657396,0.055405316,0.034695767,247.8122777,41.27349135,40.88432258,7.771153239,51.31105915,3.842938486,7.48949359,3.928214753,-100.8613695,-84.95478666,-9.213511018,52.7826105,-0.041769355,0.04688976,3.494015621,0,0,1,0,51020.11602,MPF-1836-20190711-08_51_28,753.2653846,4241.62,3488.354615,0.822410922,-0.113810832,MPF-1931-20190712-18_19_30,898.3754231,1148.09,0.217504357,0.5,1264.479822,7.365186242,137.5149351,1,0.005914683,2.694501302,-,0,1148.09,0.217504357,0.729327474,0.632469626,0.886816377,1931,300,300,300,10386.2,1108.17,-0.00737134,11.8945,1499.994194,1264.479822,0.842989811,0.195979622,6,0.5,0: Broadleaf,1562955562,396.7528387,406.6799355,38.06082258,35.42076129,500.0012903,100.7683548,0.199995968,40.19064194,40.88432258,999.9,0,0,9996.077742,0,0.00191117,1499.994194,0.900005516,0.099994713,0,900.2162581,4.99961,13752.12581,12355.28065,49.919,52.034,50.625,51.47154839,51.875,1345.504839,149.49,0,80.20000005,898.3754231,-239.3134703,-3511.818806,13725.49615,15,1562955598,18:19:58,43,3.457,0.255,407,35,0.24,0.03,-11.31806585,27.933397,2.899874385,0,911.9237647,-263.1640939,25.94229631,0,2.733184878,-2.052338049,0.204346034,0,0,3,0/3,100,100,3.457,0.255,2,507.625,478.709,38.9317,39.8935,29.9999,39.7691,39.7116,20.1333,30.4909,71.7692,-999.9,407.042,35.2518,99.4874,98.3916
6,1562955683,504,20190712 18:21:23,13:21:23,1,5,B2_R3,1562955675,0.001153461,7.745736069,395.9144194,-84.37278406,-8.519079273,39.97528778,0.026548906,2.272462839,0.02637779,0.016501401,247.8113091,42.21600004,41.55980968,8.054198441,50.50622312,3.90033031,7.722474715,4.153868131,-50.86763108,-97.25083256,-10.60652624,89.08631919,-0.041791234,0.046914321,3.495461327,20,4,1,0,50952.16795,MPF-1836-20190711-08_51_28,753.2653846,4241.62,3488.354615,0.822410922,-0.113810832,MPF-1932-20190712-18_21_23,972.2305769,1150.28,0.154787898,0.5,1264.473948,7.745736069,97.86263209,1,0.006215665,2.687467399,-,0,1150.28,0.154787898,0.728811162,0.448470702,0.886188573,1932,300,300,300,10416.1,1142.55,-0.00739292,902.038,1499.987097,1264.473948,0.842989883,0.195979767,6,0.5,0: Broadleaf,1562955675,395.9144194,405.7574194,38.62879032,37.29809032,499.9943871,100.7695484,0.199968839,40.76600968,41.55980968,999.9,0,0,10001.19516,0,0.00191117,1499.987097,0.900004355,0.099995574,0,974.4669032,4.99961,14940.05806,12355.21935,50.31606452,52.159,51,51.6006129,52.26,1345.494839,149.4929032,0,112.4000001,972.2305769,-204.1791792,-2996.369227,14907.88462,15,1562955703,18:21:43,44,3.484,0.257,403,37,0.28,0.06,-11.15243488,40.81769707,4.660404923,0,983.8962941,-226.1436952,22.29718062,0,1.092305237,4.450710424,0.473022465,0,0,3,0/3,100,100,3.484,0.257,2,480.261,479.885,39.396,39.9572,30.0003,39.8249,39.7665,20.0149,27.1697,71.8211,-999.9,403.743,36.9697,99.4979,98.3891
7,1562955824,645,20190712 18:23:44,13:23:44,2,5,B2_R3,1562955816,0.000664354,2.057645571,399.5962581,175.4367395,17.7143085,40.34828401,0.016104494,2.273059799,0.016041374,0.010031509,247.8116507,42.81090322,41.24661935,7.921873349,50.44105948,3.986687258,7.903654877,3.935186091,-29.29799835,-5.327553737,-0.581232519,212.6048661,-0.041807454,0.046932529,3.496532959,72,14,1,0,50900.28344,MPF-1836-20190711-08_51_28,753.2653846,4241.62,3488.354615,0.822410922,-0.113810832,MPF-1933-20190712-18_23_44,877.1175385,974.333,0.099776423,0.5,1264.471937,2.057645571,63.0822434,1,0.001717283,3.35335763,-,0,974.333,0.099776423,0.770292247,0.439754423,0.936626966,1933,300,300,300,10476.7,974.333,-0.00743604,17.8547,1499.984194,1264.471937,0.842990174,0.195980348,6,0.5,0: Broadleaf,1562955816,399.5962581,402.3839677,39.48285161,38.7171129,500.0059032,100.7726129,0.200014323,41.20314516,41.24661935,999.9,0,0,10004.77258,0,0.00191117,1499.984194,0.89999529,0.100004565,0,877.2162581,4.99961,13333.74516,12355.17097,50.62093548,52.3506129,51.292,51.82622581,52.61687097,1345.477097,149.5070968,0,140.4000001,877.1175385,-10.2368547,-153.0222222,13332.41154,15,1562955844,18:24:04,45,3.35,0.261,403,38,0.45,0.13,-2.68560878,-0.01897338,0.127832309,1,877.6579706,-10.55814621,1.052918898,0,0.657390561,1.907756927,0.208307454,0,1,3,3-Jan,100,100,3.35,0.261,2,416.255,481.278,39.8847,40.0301,30.0003,39.8708,39.8016,20.0228,25.1026,73.4602,-999.9,402.622,38.4139,99.4987,98.3961
8,1562955891,712,20190712 18:24:51,13:24:51,3,5,B2_R3,1562955883,0.001288209,4.03014194,400.5393871,164.1240094,16.57224152,40.44402454,0.029922659,2.271783122,0.029705417,0.018585272,247.8104976,42.82925805,41.8166129,8.164123646,50.64940483,4.050118228,7.996378716,4.114005418,-56.8100199,-48.1454617,-5.275445067,137.5795709,-0.04177277,0.046893594,3.494241275,17,3,1,0,50824.16272,MPF-1836-20190711-08_51_28,753.2653846,4241.62,3488.354615,0.822410922,-0.113810832,MPF-1934-20190712-18_24_51,1172.931538,1352.52,0.132780633,0.5,1264.468401,4.03014194,83.94845722,1,0.003277229,2.136086712,-,0,1352.52,0.132780633,0.681131266,0.299686405,0.828212816,1934,300,300,300,10460.2,1352.52,-0.00739965,-35.3599,1499.980323,1264.468401,0.842989992,0.195979985,6,0.5,0: Broadleaf,1562955883,400.5393871,405.994871,40.11054516,38.62666129,499.9872258,100.7739032,0.199998065,41.4235129,41.8166129,999.9,0,0,9996.344516,0,0.00191117,1499.980323,0.900000839,0.099999248,0,1178.282581,4.99961,17815.33871,12355.14516,50.83841935,52.70529032,51.49187097,52.08029032,52.81809677,1345.483871,149.4977419,0,66.4000001,1172.931538,-580.7733333,-8592.663247,17736.30769,15,1562955922,18:25:22,46,3.416,0.251,404,38,0.35,0.05,-6.76440561,28.86199568,3.043433478,0,1205.396176,-631.5228233,62.26752047,0,0.909591159,9.327913495,1.143981763,0,0,3,0/3,100,100,3.416,0.251,2,483.901,481.178,40.1194,40.0825,30.0005,39.9033,39.8412,20.0698,27.7467,75.3101,-999.9,404.629,38.1456,99.4926,98.3888
9,1562956132,952.5999999,20190712 18:28:51,13:28:51,1,3,B1_R3,1562956124,0.001174883,2.411957498,399.5236452,231.0803641,23.33480966,40.34444144,0.026576329,2.271729726,0.026404806,0.016518322,247.8157794,42.76342053,41.3076871,7.947526074,46.69678355,3.713792816,7.952994904,4.233733257,-51.81232289,1.591760333,0.173909846,197.7691267,-0.04177132,0.046891966,3.49414544,8,2,1,0,50839.24988,MPF-1836-20190711-08_51_28,753.2653846,4241.62,3488.354615,0.822410922,-0.113810832,MPF-1935-20190712-18_28_52,704.9738462,779.766,0.095916152,0.5,1264.49703,2.411957498,60.6428444,1,0.001997449,4.439606241,-,0,779.766,0.095916152,0.816163164,2.822279889,0.992403119,1935,300,300,300,10497.2,778.267,-0.0074511,8.38733,1500.014516,1264.49703,0.842989862,0.195979724,6,0.5,0: Broadleaf,1562956124,399.5236452,402.981129,36.7770129,35.41905806,500.0198387,100.7813548,0.200006161,41.32068387,41.3076871,999.9,0,0,9995.258387,0,0.00191117,1500.014516,0.900004355,0.099995506,0,704.9839032,4.99961,10706.00323,12355.43871,50.94106452,52.74390323,51.687,51.937,52.875,1345.52,149.4945161,0,239.8000002,704.9738462,-1.660307683,-41.46324787,10705.65385,15,1562956157,18:29:16,47,3.314,0.236,403,35,0.61,0.13,-3.41560878,0.820769895,0.116138852,1,705.0465882,-1.259522224,0.255238771,0,1.409208537,-0.661003066,0.068090267,0,1,3,3-Jan,100,100,3.314,0.236,2,495.015,475.263,40.1354,40.0867,30.0001,39.9111,39.8446,19.9548,32.0451,74.6612,-999.9,403.02,35.3936,99.5021,98.3889
10,1562956234,1054.6,20190712 18:30:33,13:30:33,2,3,B1_R3,1562956226,0.000857941,3.929745004,398.5392581,44.77170774,4.520887965,40.24307819,0.018706243,2.272663081,0.018621124,0.011645818,247.8077739,42.97410117,42.29696452,8.373230379,50.08326467,4.006067238,7.998814105,4.36716314,-37.83520034,-106.3131212,-11.67156837,91.98788403,-0.041796674,0.046920428,3.495820778,30,6,1,0,50851.17941,MPF-1836-20190711-08_51_28,753.2653846,4241.62,3488.354615,0.822410922,-0.113810832,MPF-1936-20190712-18_30_34,1107.787308,1258.62,0.119839739,0.5,1264.455503,3.929745004,75.76600876,1,0.003197863,2.370056093,-,0,1258.62,0.119839739,0.703269034,0.298469011,0.855130951,1936,300,300,300,10465.4,1258.62,-0.00742766,31.4392,1499.965161,1264.455503,0.842989915,0.195979829,6,0.5,0: Broadleaf,1562956226,398.5392581,403.6652903,39.67328387,38.68459355,499.9970323,100.7764516,0.199995194,41.42927097,42.29696452,999.9,0,0,10001.81194,0,0.00191117,1499.965161,0.900002839,0.099997368,0,1108.352258,4.99961,16957.48065,12355.04194,50.937,53.07012903,51.75,52.07012903,52.94106452,1345.473226,149.4922581,0,101,1107.787308,-147.8505984,-2200.208548,16948.66538,15,1562956257,18:30:57,48,3.327,0.26,403,38,0.74,0.14,-5.951276585,16.08768794,1.637501145,0,1116.132647,-162.0684362,15.93360218,0,0.883756732,1.463517512,0.151197477,0,0,3,0/3,100,100,3.327,0.26,2,467.297,480.372,40.2792,40.0576,29.9996,39.8804,39.8053,20.0998,26.924,76.7794,-999.9,403.665,38.5053,99.5114,98.4003
11,1562956299,1120.1,20190712 18:31:39,13:31:39,3,3,B1_R3,1562956291,0.000177166,1.47065771,398.8070645,-170.7878241,-17.24450191,40.26767844,0.004191511,2.272392446,0.00418722,0.002617398,247.8130461,43.4273477,41.69473548,8.111792844,50.60601643,4.097922608,8.09769845,4.013870235,-7.813031446,-4.035690873,-0.442329601,235.5219942,-0.041789321,0.046912174,3.49533497,24,5,1,0,50804.90198,MPF-1836-20190711-08_51_28,753.2653846,4241.62,3488.354615,0.822410922,-0.113810832,MPF-1937-20190712-18_31_39,712.5411538,762.436,0.065441357,0.5,1264.48291,1.47065771,41.3747385,1,0.001253057,4.563247276,-,0,762.436,0.065441357,0.820248867,5.440730427,0.997371077,1937,300,300,300,10454.1,762.436,-0.00741911,14.1462,1499.997742,1264.48291,0.842989876,0.195979751,6,0.5,0: Broadleaf,1562956291,398.8070645,400.6565806,40.58541613,40.38145161,500.0160323,100.7702903,0.200033484,41.66179355,41.69473548,999.9,0,0,10000.66387,0,0.00191117,1499.997742,0.900002355,0.099997681,0,712.5506774,4.99961,10838.20645,12355.29677,51.012,53.187,51.812,52.25,53.042,1345.504516,149.4935484,0,64.79999995,712.5411538,-1.087179489,-15.80854693,10837.93077,15,1562956323,18:32:02,49,3.28,0.27,400,40,0.56,0.24,-3.575212049,35.51437165,3.696348419,0,712.5802353,-0.941741336,0.203928918,1,0.064311122,2.557170502,0.273098857,0,1,3,3-Jan,100,100,3.28,0.27,2,475.396,480.88,40.3853,40.0108,29.9996,39.831,39.7552,19.9862,24.6826,78.1607,-999.9,400.044,39.8579,99.524,98.415
