SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,4.59228 80.7417 371.69 613.765 863.679 1038.61 1199.94 1261.68,-0.173505 101.255 402.576 602.253 801.848 1000.98 1201.14 1400.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564230232,0,20190727 05:23:52,05:23:52,1,B2_R2,6,null,null,null,null,1564230224,0.000456203,-0.763676183,400.7068065,427.65138,43.12261596,40.40563537,0.034373501,2.271072916,0.03408707,0.021329954,0.001994258,24.56184905,23.31982581,2.874769598,49.74776955,1.554878669,3.125524386,1.319890929,-20.11854308,170.4780473,15.72137552,166.082874,-0.041753483,0.046871943,3.492966659,78,16,1,0,53650.27331,MPF-453-20190727-05_24_50,700.8338462,3550.34,2849.506154,0.802600921,-0.763676183,-,0,0,#DIV/0!,0.5,0.020994792,-0.763676183,#DIV/0!,#DIV/0!,-1.13059E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.245949231,453,300,300,300,10265.6,3478.51,-0.00855283,-39.6084,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564230224,400.7068065,400.0097742,15.41989032,14.8809,500.0106774,100.6359032,0.200006516,24.7121871,23.31982581,999.9,0,0,10005.43065,0,0.286924,0.0499938,0,0,0,700.9006452,0.0499938,-11.74451613,-2.836774194,35.562,39.19106452,37.48983871,39.58841935,38.19512903,0,0,0,1564230290,700.8338462,0.125812031,-3.328205077,-11.71423077,15,1564230059,05:20:58,1,12.519,0.236,400,16,0.13,0.14,0,0,0/0,1.87378,1.87043,1.86996,1.8721,1.86937,1.87912,1.87576,1.87133,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.519,0.236,2,395.148,525.032,24.2791,25.8994,30.0001,25.9861,26.04,19.8213,29.3413,0.328464,-999.9,400,14.8963,102.08,102.215
2,1564230459,226.5,20190727 05:27:38,05:27:38,1,B2_R2,4,null,null,null,null,1564230451,8.8613E-05,-0.589365015,400.6652903,543.8007339,54.83167317,40.39926186,0.006128146,2.270814699,0.006118973,0.003825181,0.001994258,24.68567182,23.89093226,2.975408437,49.51869978,1.547966645,3.126024416,1.427441791,-3.907835191,100.8692163,9.330102628,106.293478,-0.041746472,0.046864073,3.492503273,90,18,1,0,53641.03258,MPF-454-20190727-05_28_37,699.2546154,3747.89,3048.635385,0.813427124,-0.589365015,-,0,0,#DIV/0!,0.5,0.020994792,-0.589365015,#DIV/0!,#DIV/0!,-6.7476E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.22936643,454,300,300,300,10289.7,3664.66,-0.00857247,-46.4038,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564230451,400.6652903,400.0006774,15.35217419,15.24747419,500.015129,100.6304516,0.199999226,24.71486452,23.89093226,999.9,0,0,10004.29258,0,0.292384806,0.0499938,0,0,0,699.3706452,0.0499938,-12.4216129,-2.909032258,35.5,39.19716129,37.425,39.687,38.187,0,0,0,225.5999999,699.2546154,-18.50666674,2.837606821,-12.32846154,15,1564230059,05:20:58,1,12.519,0.236,400,16,0.13,0.14,0,0,0/0,1.87378,1.87051,1.86997,1.8721,1.86941,1.87912,1.87576,1.87133,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.519,0.236,2,381.199,525.033,24.2125,25.86,30.0003,25.9195,25.9709,19.8385,27.5275,0,-999.9,400,15.3041,102.076,102.219
3,1564230716,484,20190727 05:31:56,05:31:56,1,B2_R2,1,null,null,null,null,1564230708,0.000195145,-0.472783834,400.4562903,445.8666196,44.95416102,40.37569929,0.013788319,2.27116643,0.013741983,0.008592889,0.001994258,24.53598657,23.7057,2.942434995,49.68322298,1.542509652,3.104689189,1.399925342,-8.6058999,109.5364343,10.11491336,111.047442,-0.041756022,0.046874793,3.493134479,36,7,1,0,53673.32079,MPF-455-20190727-05_32_54,704.9330769,4054.09,3349.156923,0.826118049,-0.472783834,-,0,0,#DIV/0!,0.5,0.020994792,-0.472783834,#DIV/0!,#DIV/0!,-9.03205E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.210480755,455,300,300,300,10257.7,4054.09,-0.00854582,-23.668,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564230708,400.4562903,399.9827419,15.29899677,15.0684129,500.0165806,100.6242581,0.199977355,24.60029032,23.7057,999.9,0,0,10007.1971,0,0.338339065,0.0499938,0,0,0,705.0196774,0.0499938,-13.01612903,-3.021290323,35.437,39.10264516,37.34858065,39.687,38.12093548,0,0,0,257,704.9330769,-4.49846147,-0.446153777,-13.00038462,15,1564230059,05:20:58,1,12.519,0.236,400,16,0.13,0.14,0,0,0/0,1.87378,1.87054,1.86996,1.8721,1.86937,1.87912,1.87576,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.519,0.236,2,446.331,518.315,24.1176,25.8645,30.0001,25.9104,25.9611,19.85,28.0724,0,-999.9,400,15.076,102.06,102.2
4,1564231095,862.5,20190727 05:38:14,05:38:14,1,B3_R2,6,null,null,null,null,1564231087,0.000256221,-0.732198181,400.7423226,455.5270605,45.93257129,40.40841235,0.018249763,2.270564531,0.018168663,0.011362671,0.001994258,24.5513738,23.65647419,2.933726171,49.60308075,1.543297034,3.111292707,1.390429137,-11.29935924,119.883092,11.07252824,119.6582552,-0.041739681,0.046856448,3.492054352,107,21,1,0,53646.98102,MPF-456-20190727-05_39_13,734.1473077,3768.22,3034.072692,0.805173979,-0.732198181,-,0,0,#DIV/0!,0.5,0.020994792,-0.732198181,#DIV/0!,#DIV/0!,1.12742E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.241967607,456,300,300,300,10235,3709.22,-0.00852764,-28.8318,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564231087,400.7423226,399.9869355,15.30533871,15.00259355,500.024,100.6339032,0.199999452,24.63582581,23.65647419,999.9,0,0,10002.32194,0,0.286924,0.0499938,0,0,0,734.1425806,0.0499938,-12.95064516,-2.936129032,35.375,39.24187097,37.33232258,39.653,38.11280645,0,0,0,377.3999999,734.1473077,6.552136726,0.754188111,-12.77384615,15,1564230945,05:35:44,3,12.527,0.23,400,15,0.15,0.22,0,0,0/0,1.87377,1.87054,1.86996,1.8721,1.86939,1.87911,1.87576,1.87133,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.527,0.23,2,362.445,519.48,24.0873,25.7968,30.0003,25.8561,25.9084,19.8727,28.2477,0,-999.9,400,15.0553,102.063,102.208
5,1564231406,1174,20190727 05:43:26,05:43:26,1,B3_R2,4,null,null,null,null,1564231398,0.000289895,-0.956783845,401.0092581,466.9034641,47.08447612,40.43943189,0.020263016,2.269938715,0.020163061,0.012610853,0.001994258,24.6251589,23.85913548,2.969725386,49.64134954,1.552344522,3.127119905,1.417380863,-12.78436463,105.4391785,9.755299505,102.4121077,-0.041722694,0.046837379,3.49093143,79,16,1,0,53610.97092,MPF-457-20190727-05_44_24,729.6465385,3566.89,2837.243462,0.795439013,-0.956783845,-,0,0,#DIV/0!,0.5,0.020994792,-0.956783845,#DIV/0!,#DIV/0!,-1.35639E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.257167405,457,300,300,300,10307.5,3524.8,-0.00858776,-28.7917,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564231398,401.0092581,400.0006452,15.39350323,15.05099355,500.0134194,100.6441613,0.199974032,24.72072903,23.85913548,999.9,0,0,9997.232258,0,0.401694,0.0499938,0,0,0,729.7325806,0.0499938,-12.37387097,-3.094516129,35.437,39.312,37.375,39.812,38.175,0,0,0,310.7,729.6465385,-2.532307736,1.877606838,-12.38692308,15,1564230945,05:35:44,3,12.527,0.23,400,15,0.15,0.22,0,0,0/0,1.87378,1.87055,1.87,1.8721,1.86946,1.87912,1.87576,1.87133,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.527,0.23,2,394.325,531.367,24.155,25.9915,30.0006,26.01,26.0559,19.8802,28.8285,0,-999.9,400,15.0954,102.022,102.174
6,1564231594,1362,20190727 05:46:34,05:46:34,1,B3_R2,1,null,null,null,null,1564231586,0.000549316,-0.785400999,400.6830645,423.5315378,42.71322324,40.40895106,0.039469964,2.270917653,0.039092777,0.024466574,0.001994258,24.47941935,23.66708387,2.935601282,49.7455325,1.550010349,3.115878494,1.385590933,-24.22483583,121.6193068,11.23313958,108.6296048,-0.041749268,0.04686721,3.492688027,50,10,1,0,53654.71147,MPF-458-20190727-05_47_32,776.4311538,3400.49,2624.058846,0.771670802,-0.785400999,-,0,0,#DIV/0!,0.5,0.020994792,-0.785400999,#DIV/0!,#DIV/0!,6.7899E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.295889383,458,300,300,300,10255.7,3310.53,-0.00854382,-39.7036,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564231586,400.6830645,400.0047419,15.36943871,14.72042581,500.0270323,100.6501613,0.199998452,24.66046452,23.66708387,999.9,0,0,10003.00323,0,0.516463,0.0499938,0,0,0,776.5222581,0.0499938,-12.24419355,-3.164516129,35.437,39.284,37.375,39.812,38.187,0,0,0,186.8,776.4311538,-5.487521371,11.63076934,-11.99461538,15,1564230945,05:35:44,3,12.527,0.23,400,15,0.15,0.22,0,0,0/0,1.87381,1.87057,1.87002,1.8721,1.86944,1.87912,1.87576,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.527,0.23,2,429.368,515.984,24.1796,26.1575,30.0003,26.1622,26.2064,19.8825,30.1657,0,-999.9,400,14.701,101.988,102.149
7,1564231861,1628.6,20190727 05:51:00,05:51:00,1,B1_R3,6,null,null,null,null,1564231853,6.98055E-05,-0.323603636,400.3450645,497.7611861,50.18641328,40.36450295,0.004804981,2.269260357,0.004799335,0.003000091,0.001994258,24.59159004,23.9015871,2.977314907,49.67975082,1.54372218,3.107346865,1.433592727,-3.078422448,87.2302584,8.070412431,92.22424264,-0.041704286,0.046816715,3.489714374,33,7,1,0,53606.9594,MPF-459-20190727-05_51_59,828.3726923,3675.35,2846.977308,0.77461393,-0.323603636,-,0,0,#DIV/0!,0.5,0.020994792,-0.323603636,#DIV/0!,#DIV/0!,1.35454E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.290965681,459,300,300,300,10265.8,3665.2,-0.00855196,-16.8328,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564231853,400.3450645,399.9902903,15.31101613,15.22853548,500.0206129,100.6242581,0.200022097,24.6146,23.9015871,999.9,0,0,9994.798065,0,1.781196774,0.0499938,0,0,0,828.603871,0.0499938,-11.53774194,-2.931935484,35.45122581,39.25,37.379,39.687,38.125,0,0,0,265.8000002,828.3726923,-6.90017101,4.47658121,-11.53307692,15,1564230945,05:35:44,3,12.527,0.23,400,15,0.15,0.22,0,0,0/0,1.87378,1.87056,1.87,1.8721,1.8694,1.87912,1.87576,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.527,0.23,2,449.633,509.022,24.1505,26.1603,30.0003,26.2034,26.2493,19.8997,27.871,0,-999.9,400,15.3034,101.99,102.15
8,1564232029,1796.6,20190727 05:53:48,05:53:48,1,B1_R3,3,null,null,null,null,1564232021,0.000140133,-0.353813244,400.3596774,449.3245122,45.30645217,40.36921219,0.009635429,2.269310704,0.009612758,0.006010006,0.001994258,24.66351715,23.96865484,2.989339876,49.68003893,1.552532802,3.125063578,1.436807074,-6.1798523,90.66411439,8.394789171,92.88104551,-0.041705652,0.046818248,3.489804697,29,6,1,0,53591.69268,MPF-460-20190727-05_54_47,730.6988462,4014.67,3283.971154,0.8179928,-0.353813244,-,0,0,#DIV/0!,0.5,0.020994792,-0.353813244,#DIV/0!,#DIV/0!,-1.57691E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.222504648,460,300,300,300,10240.5,3988.25,-0.00853177,-31.4954,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564232021,400.3596774,400.0024516,15.39716774,15.23160968,500.0362581,100.6324194,0.199943323,24.70971935,23.96865484,999.9,0,0,9994.314839,0,2.18062,0.0499938,0,0,0,730.6216129,0.0499938,-9.427741935,-2.865483871,35.5,39.312,37.437,39.75,38.187,0,0,0,166.9000001,730.6988462,-2.662222149,0.066324816,-9.490769231,15,1564230945,05:35:44,3,12.527,0.23,400,15,0.15,0.22,0,0,0/0,1.87378,1.87057,1.87002,1.8721,1.86945,1.87912,1.87577,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.527,0.23,2,454.903,530.907,24.1971,26.2348,30.0003,26.2721,26.3182,19.9076,27.7349,0,-999.9,400,15.2556,101.968,102.134
9,1564232194,1961.6,20190727 05:56:33,05:56:33,1,B1_R3,2,null,null,null,null,1564232186,0.000144347,-0.395901734,400.3968387,454.5322163,45.8298138,40.37142342,0.009897891,2.271569895,0.009873993,0.006173388,0.001994258,24.78714351,24.05097097,3.004156846,49.66041953,1.563545365,3.148473934,1.440611482,-6.36568459,95.97769869,8.887235713,98.50124407,-0.041766979,0.046887093,3.493858576,22,4,1,0,53644.66857,MPF-461-20190727-05_57_32,807.08,3560.31,2753.23,0.773311875,-0.395901734,-,0,0,#DIV/0!,0.5,0.020994792,-0.395901734,#DIV/0!,#DIV/0!,9.04527E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.293139331,461,300,300,300,10281.1,3507.9,-0.0085647,-32.7898,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564232186,400.3968387,399.991129,15.50697419,15.33645161,500.0213226,100.6285806,0.199946258,24.8346871,24.05097097,999.9,0,0,10009.3929,0,2.311866452,0.0499938,0,0,0,807.1651613,0.0499938,-9.943225806,-2.875806452,35.562,39.34248387,37.44919355,39.86280645,38.278,0,0,0,163.8,807.08,-1.226666595,2.968888906,-9.886153846,15,1564230945,05:35:44,3,12.527,0.23,400,15,0.15,0.22,0,0,0/0,1.87383,1.87056,1.87006,1.87212,1.86944,1.87912,1.87576,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.527,0.23,2,462.577,529.987,24.2835,26.2931,30.0002,26.3244,26.3706,19.9128,27.2392,0,-999.9,400,15.4267,101.957,102.128
10,1564232450,2217.6,20190727 06:00:49,06:00:49,1,B2_R3,1,null,null,null,null,1564232442,0.000269949,-0.321204574,400.2389355,417.8333174,42.13965883,40.3652162,0.019245698,2.271289538,0.019155558,0.011980287,0.001994258,24.53894468,23.64770645,2.932177386,49.59913752,1.542443006,3.109818201,1.389734379,-11.9047441,120.0240713,11.08107669,119.2023981,-0.041759365,0.046878546,3.493355415,59,12,1,0,53673.08791,MPF-462-20190727-06_01_48,686.5530769,3813.74,3127.186923,0.819979055,-0.321204574,-,0,0,#DIV/0!,0.5,0.020994792,-0.321204574,#DIV/0!,#DIV/0!,1.35349E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.219543345,462,300,300,300,10245.2,3754.12,-0.00853586,-35.8716,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1564232442,400.2389355,399.9831613,15.29400323,14.97504194,500.0360645,100.6528387,0.199958516,24.62789677,23.64770645,999.9,0,0,10005.15645,0,5.36932129,0.0499938,0,0,0,686.5912903,0.0499938,-7.890645161,-2.945483871,35.5,39.187,37.423,39.687,38.187,0,0,0,254.8999999,686.5530769,-5.585640985,5.447521342,-7.863076923,15,1564230945,05:35:44,3,12.527,0.23,400,15,0.15,0.22,0,0,0/0,1.87378,1.87055,1.86999,1.8721,1.86944,1.87912,1.87576,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.527,0.23,2,417.861,519.697,24.1993,26.2377,29.9999,26.2945,26.3434,19.9155,28.7528,0,-999.9,400,15.0878,101.97,102.137
