SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,5.20261 78.4586 384.78 624.433 858.147 1061.57 1237.93 1402.77,-0.253398 101.375 403.279 601.117 800.703 1000.38 1200.66 1400.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH455_leaf,BH455_BLOCK,BH455_VINE,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1565978805,0,20190816 13:06:44,13:06:44,1,B2_R2,6,1565978797,0.012664771,20.6310641,399.1813226,277.6713697,28.05837467,40.33681659,0.352142391,2.273296645,0.324404693,0.205062678,297.3802413,41.68435802,42.08955806,8.282380276,51.18695303,4.588672299,8.96453496,3.693707977,-558.5164153,185.262579,20.5243235,-55.34927141,-0.04181389,0.046939755,3.496958166,19,4,1,0,50523.76921,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-857-20190815-15_09_10,750.1575,1028.36,0.270530262,0.5,1517.373987,20.6310641,205.2477909,1,0.013474302,-0.997713641,-,0,1028.36,0.270530262,-436.3766587,0.270587947,-481.2493469,-,-,-,-,-,-,-,-,1799.986774,1517.373987,0.842991742,0.195983485,6,0.5,0: Broadleaf,1565978797,399.1813226,430.0037742,45.41043226,30.90353548,500.0239032,100.8488387,0.200018806,43.60119032,42.08955806,999.9,0,0,9998.749677,0,1856.020323,1799.986774,0.899996871,0.100002968,0,751.5059032,4.99911,14516.62903,16236.86774,51.812,53.01393548,52.34248387,52.81403226,53.312,1615.484516,179.5032258,0,3701.1,750.1575,-108.6282052,-2015.336753,14492.36923,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-30.5867,-4.442374913,0.519925004,0,757.0156571,-120.6741765,12.261585,0,14.51285854,-0.054949129,0.01423539,1,1,3,1/3,1.8878,1.89348,1.89148,1.8914,1.88829,1.89117,1.88417,1.89102,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,479.52,300.626,43.0917,45.2411,29.9981,45.2071,45.1783,19.5833,52.0216,75.1752,-999.9,429.978,30.3741,97.3212,98.6893
2,1565978915,110.5,20190816 13:08:35,13:08:35,2,B2_R2,6,1565978907,0.008648741,16.41532467,400.1448065,252.7605797,25.54096853,40.43386006,0.218363661,2.273584038,0.207345481,0.13053452,297.3845137,43.28742968,42.75653871,8.577616194,50.93258117,4.63835606,9.106854499,3.939260134,-381.4094644,140.6427681,15.65096753,72.2687849,-0.041821701,0.046948523,3.497474142,43,9,1,0,50484.52614,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-858-20190815-15_11_01,675.2257692,900.742,0.250367176,0.5,1517.393554,16.41532467,189.9527694,1,0.010695851,-0.997389708,-,0,900.742,0.250367176,-382.0988431,0.250428127,-421.3901341,-,-,-,-,-,-,-,-,1800.009677,1517.393554,0.842991886,0.195983773,6,0.5,0: Broadleaf,1565978907,400.1448065,423.9947419,45.90247097,36.00094194,500.0283548,100.848,0.200069129,43.90395484,42.75653871,999.9,0,0,10000.70065,0,666.5691613,1800.009677,0.899992742,0.100007129,0,675.8311935,4.99911,13178.48065,16237.06452,52.187,53.56412903,52.72764516,53.25,53.72764516,1615.496774,179.5141935,0,109.6999998,675.2257692,-79.80054702,-1129.555556,13170.88077,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-25.31807317,26.97569059,2.783058971,0,680.7540571,-85.17278278,8.586758996,0,9.950122439,-0.805023763,0.085871652,0,0,3,0/3,1.88776,1.89349,1.89143,1.89134,1.88823,1.89112,1.88412,1.89097,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,449.524,307.404,43.1624,44.7704,29.9983,44.7764,44.7487,19.4149,44.798,96.1396,-999.9,423.496,35.7781,97.4756,98.8058
3,1565978989,184.5,20190816 13:09:49,13:09:49,3,B2_R2,6,1565978981,0.010295978,16.97974586,399.7216452,271.4264168,27.42777866,40.3920773,0.269136016,2.273583615,0.25260662,0.159279569,297.3798503,42.68842688,42.54771613,8.484217816,51.04635985,4.632824405,9.075719441,3.851393411,-454.0526305,158.1632312,17.57777612,19.06822711,-0.04182169,0.046948511,3.497473383,38,8,1,0,50495.06217,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-859-20190815-15_12_15,788.2632692,1008.98,0.218752335,0.5,1517.370368,16.97974586,165.9641554,1,0.011067988,-0.997669726,-,0,1008.98,0.218752335,-428.1340592,0.218799876,-472.1591595,-,-,-,-,-,-,-,-,1799.982258,1517.370368,0.842991847,0.195983694,6,0.5,0: Broadleaf,1565978981,399.7216452,425.0352258,45.84661935,34.05823548,500.0147097,100.8505161,0.199996871,43.83807097,42.54771613,999.9,0,0,10000.44839,0,333.6769677,1799.982258,0.899994065,0.100005987,0,789.7976129,4.99911,15213.46774,16236.82258,52.375,53.84858065,52.94106452,53.46545161,53.875,1615.473871,179.5090323,0,73.5,788.2632692,-121.8578803,-2193.54188,15186.01154,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-26.00113659,8.406631359,1.329388664,0,796.9222286,-132.5342098,13.43785472,0,11.55763415,4.155518467,0.429716161,0,0,3,0/3,1.88779,1.89348,1.89148,1.89134,1.88828,1.89116,1.88416,1.89102,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,456.533,304.512,43.1946,44.49,29.9985,44.4959,44.4704,19.4506,48.6548,90.6663,-999.9,425.921,33.2698,97.5601,98.8665
4,1565979049,244.5,20190816 13:10:49,13:10:49,2,B2_R2,4,1565979041,0.002361506,23.49693745,391.734871,-188.8745747,-19.08447623,39.58211339,0.066317814,2.273514343,0.065261577,0.040881983,297.3780803,45.14303577,42.30329677,8.37601761,54.98558822,4.961050284,9.022455601,3.414967326,-104.1424154,174.2462791,19.33297137,386.8149154,-0.041819807,0.046946397,3.497349011,37,7,1,0,50510.77012,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-860-20190815-15_13_15,971.3368077,1293.05,0.248801819,0.5,1517.364068,23.49693745,188.7614703,1,0.015363108,-0.998181664,-,0,1293.05,0.248801819,-548.9532154,0.24884401,-605.4021706,-,-,-,-,-,-,-,-,1799.975161,1517.364068,0.842991671,0.195983341,6,0.5,0: Broadleaf,1565979041,391.734871,421.0437419,49.09834839,46.40345161,499.9582903,100.8430645,0.200055,43.72490645,42.30329677,999.9,0,0,10000.7371,0,1780.500645,1799.975161,0.899999032,0.100000955,0,975.3095806,4.99911,18611.0129,16236.76774,52.47154839,53.921,53.06606452,53.51393548,54.04,1615.478065,179.4977419,0,59.29999995,971.3368077,-420.2791455,-7755.483766,18537.97308,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-22.70112573,-133.9186383,13.36069434,0,1010.657886,-592.2536869,61.79083677,0,-0.957958073,66.08233127,6.704630522,0,0,3,0/3,1.88779,1.89347,1.89147,1.89134,1.88828,1.89114,1.88417,1.891,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,457.2,311.324,43.1879,44.2775,29.9987,44.307,44.2641,19.4283,38.5353,98.4181,-999.9,418.336,34.3375,97.6168,98.8987
5,1565979156,351.5,20190816 13:12:36,13:12:36,1,B2_R2,4,1565979148,0.006800132,12.46562587,397.5859032,253.0589455,25.56934798,40.17250721,0.16819609,2.273292049,0.161575762,0.101557949,297.3809375,43.81993667,42.9558129,8.667572351,51.74556082,4.696342573,9.07583665,3.971229777,-299.8858299,108.1579794,12.04516429,117.6982513,-0.041813765,0.046939615,3.496949914,36,7,1,0,50485.65242,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-861-20190815-15_15_02,806.3008462,960.944,0.160928372,0.5,1517.378255,12.46562587,122.0946064,1,0.008092983,-0.997553239,-,0,960.944,0.160928372,-407.7036407,0.160965095,-449.6278774,-,-,-,-,-,-,-,-,1799.991935,1517.378255,0.842991696,0.195983392,6,0.5,0: Broadleaf,1565979148,397.5859032,415.7889032,46.47953871,38.69870968,500.0031613,100.8410645,0.200010839,43.83831935,42.9558129,999.9,0,0,9999.490645,0,684.4247839,1799.991935,0.899998935,0.100001055,0,809.3458065,4.99911,15578.59677,16236.92903,52.625,54.004,53.187,53.677,54.062,1615.491935,179.5009677,0,106.5,806.3008462,-240.9911794,-4264.882051,15526.04615,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-17.77783171,-10.77505714,1.216076433,0,825.0098286,-284.7597256,28.99564414,0,7.603100732,2.914199582,0.325333088,0,0,3,0/3,1.88776,1.89346,1.89148,1.89136,1.88828,1.89116,1.88416,1.891,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,458.531,312.092,43.0895,43.8719,29.9984,43.8919,43.8703,19.2416,31.713,99.6174,-999.9,418.923,37.648,97.7404,98.9938
6,1565979258,453,20190816 13:14:17,13:14:17,3,B2_R2,4,1565979250,0.007369208,16.20879485,400.2181935,236.1273326,23.8578486,40.43727156,0.188003858,2.273542669,0.1797743,0.11306831,297.3844871,43.60337327,42.60397097,8.509291419,51.17836233,4.63703864,9.060545177,3.872252779,-324.9820927,147.3207365,16.37493036,136.0980612,-0.041820577,0.046947261,3.497399867,41,8,1,0,50498.64747,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-862-20190815-15_16_43,711.8006538,983.322,0.276126585,0.5,1517.395732,16.20879485,209.4966511,1,0.010559728,-0.997608922,-,0,983.322,0.276126585,-417.2213338,0.276188161,-460.1242766,-,-,-,-,-,-,-,-,1800.012581,1517.395732,0.842991737,0.195983474,6,0.5,0: Broadleaf,1565979250,400.2181935,423.2078065,45.89397742,37.45680323,500.0019677,100.8380645,0.199999742,43.80589032,42.60397097,999.9,0,0,10001.4171,0,277.5558065,1800.012581,0.899998452,0.100001477,0,712.0865484,4.99911,13609.25806,16237.10968,52.812,54.19512903,53.407,53.891,54.312,1615.508065,179.5054839,0,100.7,711.8006538,-44.26601703,-667.0324773,13604.29615,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-23.64159756,11.23922927,1.265905954,0,714.0318571,-41.12275538,4.157214219,0,8.092819268,6.995523554,0.71437389,0,0,3,0/3,1.8878,1.89348,1.89148,1.89135,1.88828,1.89115,1.88416,1.89101,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,452.291,309.801,43.0502,43.5136,29.9992,43.5367,43.5263,19.4288,34.607,97.5037,-999.9,422.845,36.4226,97.8288,99.0647
7,1565979397,592.5,20190816 13:16:37,13:16:37,1,B2_R2,1,1565979389,0.009632786,16.70913491,400.2656452,265.490616,26.82354974,40.44039523,0.248685827,2.273328952,0.234500426,0.147769796,297.379027,42.86179581,42.46907742,8.449274587,50.42147819,4.566341388,9.056341766,3.882933199,-424.8058487,162.7458534,18.07883178,53.39786347,-0.041814768,0.046940741,3.497016166,29,6,1,0,50493.25667,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-863-20190815-15_19_03,798.8596538,1022.9,0.219024681,0.5,1517.368957,16.70913491,166.1706258,1,0.010889656,-0.997701437,-,0,1022.9,0.219024681,-434.0544403,0.219071633,-478.6883344,-,-,-,-,-,-,-,-,1799.980968,1517.368957,0.842991667,0.195983334,6,0.5,0: Broadleaf,1565979389,400.2656452,424.9413548,45.19613548,34.16015161,500.0417419,100.833871,0.200019194,43.79696774,42.46907742,999.9,0,0,10000.44387,0,1744.090323,1799.980968,0.900000194,0.099999684,0,800.3826774,4.99911,15499.71935,16236.82581,53.062,54.437,53.687,54.062,54.504,1615.483226,179.4980645,0,138.6999998,798.8596538,-199.0455043,-3549.91795,15473.01923,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-24.81226829,-3.668370732,1.651341549,0,813.7569143,-228.4230294,23.09255552,0,11.02937317,0.18183554,0.026413947,0,0,3,0/3,1.88782,1.89359,1.89148,1.89144,1.88832,1.89117,1.88421,1.89102,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,466.674,309.844,43.0183,43.2163,29.9997,43.2057,43.2002,19.6121,42.3861,96.1348,-999.9,425.345,33.7467,97.9061,99.1028
8,1565979484,679.5,20190816 13:18:04,13:18:04,2,B2_R2,1,1565979476,0.010016396,12.94905165,387.2782581,282.6652865,28.5578832,39.12700917,0.263033597,2.273090276,0.247218445,0.155853153,297.377469,42.91579758,43.02648387,8.699670074,53.40372253,4.881398323,9.140558169,3.818271752,-441.7230535,116.2443774,12.95960501,-15.14160201,-0.041808282,0.046933459,3.496587674,18,4,1,0,50457.31572,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-864-20190815-15_20_30,1060.378423,1183.14,0.10375913,0.5,1517.361308,12.94905165,78.72004449,1,0.00841167,-0.998012746,-,0,1183.14,0.10375913,-502.2068731,0.10377836,-553.8488938,-,-,-,-,-,-,-,-,1799.971935,1517.361308,0.842991648,0.195983295,6,0.5,0: Broadleaf,1565979476,387.2782581,407.4712581,48.31597097,36.87750323,500.0203226,100.8307419,0.199998516,43.97505484,43.02648387,999.9,0,0,9999.202903,0,1090.518903,1799.971935,0.900000774,0.0999992,0,1066.156484,4.99911,20290.95806,16236.76129,53.25,54.625,53.85874194,54.296,54.75,1615.477419,179.496129,0,86.10000014,1060.378423,-1013.891248,-18302.51624,20186.67692,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-27.48237317,143.1353875,14.75963333,0,1126.4228,-1167.278612,118.0051022,0,10.76113146,10.21389533,1.278158323,0,0,3,0/3,1.88782,1.89356,1.89148,1.89142,1.88831,1.89117,1.88419,1.89102,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,480.15,308.838,43.0429,43.1369,29.9998,43.0883,43.0779,18.6053,37.8609,98.828,-999.9,421.226,35.1742,97.9308,99.1111
9,1565979567,762,20190816 13:19:26,13:19:26,3,B2_R2,1,1565979559,0.003436525,7.928588162,401.0163548,208.9080632,21.10579213,40.51431858,0.075949676,2.272979011,0.074567474,0.046726761,297.3837392,45.09214266,43.49357742,8.91441528,49.86521737,4.569078532,9.162856943,4.345336748,-151.5507351,64.7497916,7.236628985,217.8194246,-0.041805258,0.046930065,3.496387925,24,5,1,0,50446.31543,RECT-775-20190815-08_30_09,0.219230769,2.3512,2.131969231,0.906757924,0.185509279,RECT-865-20190815-15_21_52,1031.95,1159.29,0.109843094,0.5,1517.392898,7.928588162,83.3375651,1,0.005102883,-0.997971862,-,0,1159.29,0.109843094,-492.0631167,0.10986387,-542.6620531,-,-,-,-,-,-,-,-,1800.009355,1517.392898,0.842991674,0.195983347,6,0.5,0: Broadleaf,1565979559,401.0163548,412.1837742,45.22537419,41.28826129,500.0272903,100.8290968,0.199996161,44.02197097,43.49357742,999.9,0,0,9998.642903,0,1408.442903,1800.009355,0.899998677,0.100001129,0,1032.099355,4.99911,19589.85161,16237.0871,53.36483871,54.83232258,53.98170968,54.379,54.776,1615.508387,179.5012903,0,81.69999981,1031.95,-20.20102564,-231.2034195,19586.60385,15,1565953093,05:58:12,1,-1.433,0.172,398,13,0.07,0.14,-13.33760756,36.74282049,4.206977504,0,1033.089429,-20.78877051,2.116204072,0,3.533880732,8.683909129,0.870143635,0,0,3,0/3,1.8878,1.8935,1.89148,1.89138,1.88831,1.89117,1.88416,1.89102,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.433,0.172,2,472.349,315.715,43.0196,43.0679,29.9998,42.9968,42.9888,19.2778,21.051,100,-999.9,410.56,40.5989,97.9636,99.1343
